"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50"
"X112",8.83078018350083e-06,9.89154347213328e-09,4.13189227795381e-05,0.0028496381149011,2.4571779996368e-08,0.299526096889057,0.0127104124226022,1.08584242625739e-36,6.10302687306303e-37,0.017732513616682,1.05342694618073e-20,0.00109556801102433,0.00139109249243992,0.0112758954137097,0.0213451630668849,0.0337379833655438,0.130093111841847,2.81519723017761e-13,5.57989994449592e-20,7.64998058966224e-18,1.78861409447655e-16,0.000118000190223544,0.000607431014095989,2.79737556198906e-06,1.15114148754076e-23,1.11301238235653e-16,4.55457464063791e-19,0.00874237397682294,7.45165498797745e-15,5.34420431058048e-22,3.67192834652353e-17,7.0406833606731e-19,0.0237922130906574,1.1570552229479e-05,3.02806052672069e-08,0.00793040004967135,1.45887428985991e-13,0.00470570547145872,2.22290773988941e-17,1.54502519759372e-17,4.5257211113463e-09,1.60283178588642e-16,2.7082451080434e-10,0.00261281115857099,0.283991227767776,1.51983011046599e-18,9.20236145126559e-06,4.73079976829776e-20,9.34040155498631e-20,1.15437694127546e-14
"X83.1",0.0070580999728837,4.30036688862389e-14,0.00598998821431001,2.71094299845853e-09,2.35092980423234e-19,0.372960269947954,0.0550397071731639,0.000462217962280312,9.35642397207063e-13,0.00460475285407319,0.156262938602547,0.00387548969951106,6.32311692483596e-23,2.06853294862742e-18,0.00377414322769651,0.0339228464576126,0.0281687486240735,4.49624949474748e-07,1.06860231500083e-15,2.37598890701907e-19,5.21052729227649e-06,0.00829151366939572,5.02682168318891e-15,2.1892870449927e-22,1.27074023165402e-12,0.00695542247472136,9.39883705593742e-15,0.0118016394634833,0.00104724908956332,0.00705968248340102,3.39481178353594e-15,1.06967666574666e-16,0.00687291024560937,1.10176953068054e-06,2.70203595553406e-10,0.00536817414132711,1.20094171063515e-14,1.83480917527196e-05,7.24494780762668e-15,4.62348295481478e-10,1.12540935418671e-05,4.90146628076258e-06,1.74513196845206e-11,0.00067182792573645,0.15499352840152,1.09298956841447e-12,8.62845996067475e-18,0.000414616524499671,6.84895368567572e-13,3.6774722835216e-13
"X41",3.65904683884365e-17,9.3420916973323e-27,4.80247661098344e-05,1.82005716541387e-11,7.61429581471849e-57,3.93750558349758e-10,8.40002955646009e-10,3.35336281494895e-10,1.28580811450077e-05,4.11845721751734e-07,0.153821911592167,0.00132113097110733,0.00773593894458359,0.185079356118795,0.000238832123839417,0.0117917577994833,2.26979906046423e-06,6.42371052863915e-08,0.00356493221177617,1.74881533374663e-17,1.60903827783511e-07,1.36126039424316e-14,2.16706006721397e-14,1.26995327107284e-14,6.13259842321728e-18,0.240386778588736,0.000329347287727287,1.97700876587658e-09,1.63780103561065e-26,0.00881080879147676,7.6696360970101e-14,4.2267846138407e-19,0.00910976208666453,1.22070782507633e-07,1.20936789411775e-07,0.33624111515176,1.47677256414413e-05,6.66278937010925e-07,1.29318731625894e-23,1.56309127603568e-09,1.78191613875769e-18,1.43430563270696e-08,5.11727571870323e-05,0.00470556702630046,8.96359706643313e-13,2.45567916322251e-15,0.000807842148221974,7.56063740177407e-28,5.87914674833644e-19,1.74778266717955e-28
"X73",1.74737880754057e-08,5.54245679253409e-15,2.05974028111969e-30,2.63132596036091e-10,3.1249813525248e-32,2.45447447907687e-08,2.5608666790678e-08,3.00487149895574e-10,4.41354820442364e-07,1.96612176391394e-10,3.69416832311542e-13,0.0048092401078575,3.79459901825599e-08,0.0720543138670322,0.0034629821734258,1.8829051412375e-20,6.75715141707271e-15,1.11059369829564e-05,4.83603856717829e-08,1.06880983833059e-05,0.00859219013904098,2.37289222197775e-12,4.09752994465275e-20,1.00518570748139e-11,3.23991815286882e-12,0.330759577249335,8.61573989702808e-11,0.000143012686131053,0.00801791708041573,0.0254655881705861,6.83296917536913e-07,0.0767165388517062,0.0158047441861931,0.0155425008358533,0.00265552562043978,0.286202717437672,0.0157391103826791,0.00771075729602815,9.52994306291276e-14,1.81122258052377e-05,3.55424582035973e-07,7.69380087895105e-11,4.96103446731708e-15,0.00128371831178672,0.000925609669544755,3.40072525023133e-08,0.00115246559269039,7.89799129619026e-13,3.25596369508869e-06,6.2528104500647e-13
"X72.2",1.28265878494627e-15,1.04713310983141e-10,3.26205095519945e-15,2.76503376694918e-08,0.0426596183048964,1.11976291399619e-10,3.02871187421706e-07,2.5204873031415e-07,0.000166077557713324,2.73170962959652e-09,8.13067043464192e-40,2.42909842627916e-09,5.64032995349201e-07,4.79356506569951e-28,6.91379966833984e-06,5.61364417176458e-49,2.72543212090063e-08,5.23376570856095e-21,5.22922659854103e-14,4.4517858162981e-29,0.00764484517609924,4.83005252756155e-22,9.88590471086203e-18,0.00836195803239769,0.00380000155837914,0.306304061250755,5.08638335034818e-37,0.00758467362405,0.0291379517754622,0.0169159249940538,1.75665943275173e-07,0.249626278221617,0.0193717303635873,1.08099544460116e-26,1.06696082139218e-21,0.0635223020660552,0.0463352507454845,3.1527215982844e-22,4.59057923389771e-16,7.61748044876105e-28,1.31904181213490e-09,0.00241688890701041,1.55478632013116e-21,2.75506955021518e-08,0.000142603181250513,2.12886626726026e-24,1.50676384894991e-05,2.24909506533592e-10,3.39217034861258e-08,0.00566558853133718
"X114.1",3.10935425837929e-09,1.17996532267614e-21,5.71118727247153e-39,9.83733315815849e-08,0.127208038568369,3.25206468250662e-21,2.31457809467158e-22,0.00461324354963801,5.21687558108476e-15,0.00472915050561724,4.39989114432206e-05,0.00183515941908708,5.06125389596285e-09,1.76187223182438e-41,2.67978039048516e-16,2.76675053180006e-10,0.000894998450980679,1.13507135077908e-23,3.62620691920405e-29,1.35351600330721e-28,3.11808545342961e-22,4.72075951224068e-11,5.49641456024819e-21,1.37669092594702e-05,0.012790986124948,0.1259993585263,3.20665629373069e-20,4.73637266153254e-14,0.0124829755998181,2.49737534454491e-29,1.3665324280946e-17,0.315749114412064,0.0223881336715851,5.42824275026213e-30,2.76567503885749e-23,0.00272420222518895,0.175769999677218,2.28766817148834e-16,3.24661869797285e-21,1.19364997015514e-46,5.73601854514585e-26,0.00112626688213136,1.7204255592662e-36,9.22459781090783e-14,4.09386136590343e-24,1.65519923207635e-16,8.79878922968854e-12,0.00012174757392358,2.33771284621179e-08,5.6352765176184e-27
"X125",8.18127974565218e-05,9.351735892039e-08,6.10922250048645e-52,2.19173941190964e-27,0.0960441183379184,4.81291734395741e-06,4.0616498681295e-11,2.74254144730221e-14,9.52358914999353e-22,0.0337725586752164,5.14774173326018e-24,2.50334900125741e-09,2.33300805410027e-06,0.0229594837426376,4.69180987279086e-12,0.0130114863099772,3.38395152284018e-07,8.13368094508891e-09,0.000232809839703722,3.07024736097557e-07,3.00492605766767e-09,3.56031863869741e-10,1.85206846170219e-11,1.11388535457892e-16,4.41583384400975e-08,2.83042680983292e-05,0.0196652681244973,1.91853670268049e-32,0.000470562636445222,5.63883677390197e-29,5.72271399434881e-14,0.203257158528359,0.0111345999679961,8.95610111113142e-15,1.99876611886756e-12,0.0184816105566139,0.372743878048094,0.0111349602243401,5.78897218709648e-10,0.0269012637166387,2.78686556949461e-08,3.02498887561952e-19,3.87930504747973e-12,3.60889825302173e-06,8.60894411684253e-28,1.58990088150072e-09,2.01976922452814e-09,0.00202961733226622,4.72299330454651e-13,5.9568765419316e-34
"X89.1",0.0181292439607675,0.00908676016216836,4.17897677376878e-05,8.96386450781564e-11,5.81412687138131e-14,0.00430769544549433,0.000711021232180854,8.57223982261825e-17,9.87697427516782e-14,0.0141324439933945,1.04274315317147e-11,4.8000834883521e-14,3.29341873390918e-08,0.0144422415344108,0.0105724666169146,8.56058861212217e-15,5.08797388307487e-11,0.000443080175671371,0.0136028902131935,0.00467475138057392,1.07307796129053e-07,1.00960264366455e-16,3.83881454745796e-12,7.00708106911942e-17,1.41136383758934e-17,3.26363346323077e-24,0.00892643930886239,0.00618676720779164,2.84811664476949e-07,6.07065380516244e-11,3.02137325402871e-09,0.0537820065662346,2.35663201927592e-12,1.08138183549479e-05,1.77783188355806e-11,5.0953798482459e-06,0.435670123486916,0.00733241262763766,0.00503536536336307,0.0276679773687254,0.000380192258385413,4.04061646838299e-16,0.146070429631494,2.10223654389789e-10,7.10671835660013e-10,1.69951654404644e-14,3.38487415260675e-12,2.22779123515197e-13,1.22031016356504e-10,0.0580675491619372
"X137.3",2.55945824813678e-09,0.00822929340070732,0.00673754605483064,0.157398594768456,6.58483190585139e-47,3.12249031936679e-08,5.48138613315678e-07,1.07056509992213e-38,5.09543809999963e-12,4.09888944017751e-18,1.46628740059186e-27,2.72324904046367e-25,2.92565946365493e-13,8.56303023639487e-35,0.0151712891017389,4.7813814191939e-69,1.94579887151912e-19,2.5825031541406e-07,5.44301694663109e-14,9.1744362129029e-10,3.52607703596376e-11,8.34029287493179e-21,6.24200387453321e-13,0.00384159650681157,1.22539177195944e-20,0.00105529776195626,8.61772206909412e-20,8.5246629934861e-09,1.31529518931996e-18,0.0052248497916785,1.59469710636731e-10,3.02668778068112e-29,2.3733523259374e-40,6.786833592227e-20,1.72921403603289e-07,1.12896431864272e-29,0.262543127983542,7.75705054220142e-34,9.51080503152511e-08,7.05092222908671e-15,3.61881077487017e-15,0.00203010159078426,0.265695222305484,5.14119286977937e-25,2.86059751340541e-07,8.93076853303301e-18,6.42912941249363e-15,1.07079922951347e-41,4.29041868486556e-05,0.161909873845095
"X167",1.20979937727147e-25,2.31019931854078e-09,1.97170886442672e-06,0.383777973488271,1.30584632840844e-10,3.93033322376368e-18,9.16676297737375e-11,5.5395196706817e-10,4.11318950926785e-11,5.28721692586256e-08,4.73880165378628e-16,1.07839452247763e-15,0.00981965941433114,1.21801468603309e-28,4.84895019941611e-05,4.33698912125392e-61,2.78903505287926e-19,2.03782524213064e-20,0.0322214250383868,6.76243314161983e-33,2.66765924885578e-10,9.52184095545644e-05,5.67951321709339e-10,0.000122925860509449,0.0122022657719625,0.00622679285998314,9.77923966589285e-33,4.93153472805048e-48,2.76572560346975e-21,7.41221833629534e-17,0.00880893483827557,9.73809217365496e-24,1.3293449130396e-35,0.0076834941921156,0.00149048914153321,0.00145539091797673,0.0619134117101888,2.11014715213146e-24,7.90429660100218e-19,1.36329414542318e-30,3.57862628958361e-11,1.79388351088519e-09,0.234310654899479,0.0188189884043276,0.000612622308216103,1.30083135546212e-25,0.00398717364825062,9.10065235565046e-13,1.09290272194697e-05,0.0908472648359989
"X130",0.002028400438916,2.23644656438775e-26,7.4808082391182e-31,0.42839005378117,1.83653639041267e-15,4.72060983506456e-13,1.38816574487329e-22,0.0084382146310717,1.3639524319778e-09,6.2444935122321e-11,0.00903429544110959,0.00337110261343598,2.55295161428918e-05,0.00114543339710127,2.86476771518856e-27,6.42235254615981e-23,1.40090620863844e-09,4.184457329289e-16,0.182698461998726,1.63256629766902e-23,0.0157117239885858,0.000180660197712369,0.00455358002007823,4.89556213573161e-08,0.0290130511880014,5.67687683108236e-16,4.33333811568849e-24,0.0464937865428486,2.85266199323402e-27,4.94269578469015e-21,6.29234008357935e-09,1.32380909615612e-24,0.000844372019477098,6.90081447789114e-22,2.8763584794282e-07,0.000127433653969879,0.00165615116235989,0.0053940612202096,0.000918301841840588,0.00309263431142279,7.66492988562579e-14,2.03295991368404e-05,0.0754118593674448,5.86873832899009e-09,0.000319481453730692,2.6443116563168e-08,0.000646281720101234,3.56949690334913e-05,0.0104067572282643,3.06074885801813e-32
"X112.1",0.000902624596881144,8.2964523866987e-11,0.0154397121456131,0.214105872165825,7.45076694445957e-13,1.15718823811807e-19,8.1946575085582e-34,4.55372060578351e-27,9.19407424033097e-27,0.0467496379115522,5.44790658539595e-05,1.57429407917543e-05,7.87685100481958e-15,2.7909873878065e-07,1.97507347289536e-34,9.12079898922872e-10,3.59590250604693e-10,2.00372284360176e-23,0.297431674909882,5.81197922499044e-18,0.0198672892560142,1.10570885220262e-14,1.14314980608936e-14,1.69267867953794e-11,5.3042098807285e-07,1.29262897698311e-08,3.4550542845232e-24,0.216062850482598,8.48546608210819e-37,2.35488477850365e-13,4.00946771372068e-05,4.09868415302682e-12,3.31267594241471e-06,2.25237911294947e-23,3.30297921721452e-27,4.78851439432291e-17,0.0143328361502906,3.39891143724195e-36,2.4522484629093e-07,0.0132357182107331,1.18672160780395e-13,4.31338533556111e-06,2.58774480257184e-19,1.07003491562113e-37,2.21691088420429e-05,5.71451865178488e-08,7.21134308379963e-11,1.37178159839449e-52,2.0109492263594e-07,7.79468857499165e-66
"X121",5.12161794484361e-07,1.8204180682284e-26,0.0418813620818732,0.0326788613411237,0.000192091525378785,1.26755943476534e-10,2.72285994862095e-27,6.39915289669649e-21,6.738960468546e-27,0.260928410482542,7.66827110293727e-42,1.55598976240949e-16,0.000234798177871158,0.00821019340300659,0.000842859305790089,3.31928491492133e-24,3.13813298485478e-31,1.17440455909096e-19,0.23381941248124,6.00260463715991e-18,9.34880730607659e-05,1.55070875242396e-19,4.10378178519532e-21,0.010929888756979,2.52328839257707e-27,5.24400675552605e-14,1.50455479010751e-23,0.219477672979159,1.33649346849102e-39,0.00246775701778337,0.0172876897204466,6.6771452971627e-15,3.21545723532944e-05,0.0165568541684637,1.89136115047221e-15,3.39657083695636e-33,0.0107674864929587,1.93805282283972e-31,2.06883954766578e-31,2.96873590119496e-15,2.29088965045603e-08,0.00033028295482666,8.02809120106417e-08,1.60122570522365e-29,6.27227269706045e-48,1.51566291464277e-19,1.17710708955443e-13,6.66739802851285e-26,1.90656388322363e-11,2.77073997914434e-09
"X92.1",3.05576997594949e-15,0.00530049326563861,0.0310847834393134,0.0118563390675722,2.54542720737849e-07,1.2754142150875e-13,0.000455771926026112,0.0480254462830836,0.00569536265364255,0.445491603077979,1.69047334116783e-10,2.77070106373517e-19,0.00503204596260099,0.0142186197276081,4.03966642470844e-13,3.85169356328753e-49,8.24593132705494e-05,3.85922041481797e-17,0.105207909977829,1.06879783875308e-17,6.51648417934561e-07,5.95607492426347e-11,5.43880003506203e-09,0.00142409231644048,7.65659315237623e-14,1.41951895043425e-06,4.04497202314335e-24,0.0864969133966011,1.75195056078942e-18,0.00468838558647101,0.0102424892397711,3.4118586481537e-18,2.15861143943442e-11,0.0185388712017461,0.000609369898143705,2.29885682229239e-13,0.00584608443909746,2.09578972798512e-24,1.28475279898616e-17,5.60082577196943e-08,0.00438800679901919,0.00843818144923196,2.1025241448332e-08,4.23395553492122e-15,0.00517119565868344,5.37865491151965e-09,0.0081436886344154,0.0345465486624583,0.00101435539847792,0.00113788596971083
"X123.2",0.00183005877920071,0.00188489742972681,0.0099079545242844,0.0176592694045289,1.08767987102584e-10,4.7779546856336e-10,1.65481023921878e-06,0.0810776866792852,0.00151592510483087,0.36323864580323,0.0161582428259008,1.82406457982611e-08,0.000289559903303673,1.41891519982561e-30,1.28501347418176e-31,1.19719175449021e-20,0.0821335993190547,0.00295675570007995,0.0140850544916854,4.6609976795922e-15,4.52015804711261e-11,2.98302057919646e-06,3.33245085929735e-17,5.02021227305774e-10,1.29692375761579e-06,3.61409541394416e-06,0.00688912678686024,4.37920532083228e-10,1.49399226352149e-05,9.48887221157772e-11,1.11242915103776e-13,6.91860774538825e-10,5.78981153343224e-13,2.43412849741256e-10,5.31428841437037e-08,9.57317225529649e-05,1.08350817911012e-09,1.50795118922278e-34,1.1517297914657e-14,0.000536449956848024,2.61906149240574e-19,0.0153716709348975,2.49566528169811e-11,1.92230461555025e-05,0.221344819730184,8.13156585069602e-13,1.63034020948506e-13,0.0196730790114874,0.0129326465219326,3.2497144657974e-06
"X89.2",7.0233309090198e-10,6.10247981221943e-06,0.00238716614690154,5.07914373770574e-13,4.79142172013084e-21,0.0810003854151678,0.0204557516865085,0.045957083117809,0.00977892960195774,0.139133770509981,6.29864572462442e-26,1.92795928603469e-05,1.94406471753074e-05,1.88690929743057e-17,0.0172039921763247,0.000106021566316295,0.099946846208725,0.00014700215110434,0.000242612449770165,3.16861840796416e-10,1.91217626233467e-12,4.48023259732027e-10,5.96840191599671e-23,1.55198546027972e-13,2.9689908824258e-06,0.000514867863614677,0.00316569110429506,1.39049401164024e-12,7.58546929142112e-05,7.47885427500815e-13,0.00182031836430983,7.06599651570622e-11,1.49235917498657e-08,2.72906696580921e-11,2.52592529752265e-17,0.0101149409765217,0.00826242620754201,1.34245005138731e-13,1.789137727961e-11,0.000659171758684726,1.90320751743778e-14,2.30914189396631e-05,3.96511178227597e-07,0.00280281678976676,0.402999660415192,1.34560843628074e-13,3.69818153094757e-25,7.26066487527141e-27,0.0157633408960709,2.8145147408285e-20
"X88",2.81720719594163e-10,3.826065921166e-05,0.0201734686280659,0.0114033796782951,2.96681715629971e-20,0.250633850451538,0.0957885808259886,2.95461822553917e-28,4.74837150185508e-26,0.0230502998895419,1.42748694022336e-08,0.00452901758861007,6.93233896817433e-07,0.00152099157136337,0.0178604506986079,0.0108789381573552,0.0111531101849959,3.62153051436997e-16,9.74286037961239e-05,7.1741373863449e-09,5.89651305362538e-12,3.33470896566383e-14,1.56883188489505e-16,2.26352332801035e-13,6.49162949618178e-12,7.4655930437751e-16,1.64967978203283e-12,2.96687506753886e-10,1.66887283514713e-20,3.27749672096307e-23,0.00260878292650906,8.96640514093691e-18,0.00934915696633739,1.58387997711916e-12,7.23274588126249e-20,0.0325293647817522,0.000964021005335511,9.49371225570782e-11,3.30304124058007e-08,0.000640491158769998,3.08184995234515e-16,0.0101366305338598,3.81229726700138e-11,2.58269191090622e-06,0.356149459820507,4.23047420163726e-06,5.49751223356771e-12,1.71228332731285e-18,0.000162838300032364,3.23585195036874e-38
"X89.3",1.76581940635071e-10,5.3154428053001e-26,0.0336577748402681,1.14723549491987e-15,4.88264828676608e-27,0.299883405587281,0.135551841937431,3.7235674388729e-24,6.06426664607953e-36,0.0120682797844587,0.165084858132157,0.000338403113137918,5.35354586798499e-22,2.82194045503013e-28,1.79396458866205e-29,0.00344786477921328,6.50315250139392e-62,5.86918133981335e-14,5.39025623141643e-09,6.53410862781573e-25,5.8683022221408e-11,6.87588341610101e-23,5.11862039439081e-21,1.35710232201747e-23,5.83541766136717e-28,2.92184242633839e-17,1.06991545803867e-28,8.68862714800381e-22,0.00148103392237444,6.63145647604924e-22,1.63200759074245e-32,4.56872241424063e-15,0.0111613084833683,3.11354184558486e-26,9.34158149555411e-23,0.0238457041661102,9.9971912898474e-16,4.93150380938147e-26,3.92757694264539e-12,2.6503000632117e-10,2.90039300128942e-27,0.00345573544451178,8.48012000471575e-10,7.56490814213665e-12,0.191054394900122,1.00640402745687e-25,1.02593142385661e-30,1.85391564513486e-05,8.69935407193287e-23,2.35171822119626e-36
"X88.1",6.32177559029533e-26,7.53464976005178e-10,1.56883840081853e-11,2.99577565732971e-29,1.63963323487106e-11,1.09250209837771e-29,2.498518678314e-20,1.80306627789993e-06,2.14681861924974e-10,1.9077284319539e-12,0.15705127129806,2.50518427162549e-21,0.00363323876968452,0.0943947141527668,2.3574546753207e-09,0.0101342122441227,5.94135192470204e-05,8.65737152411457e-09,2.88315042896516e-14,2.83188435033863e-19,1.4557482592786e-19,8.43361841237031e-14,1.2669528255363e-05,2.44736248555835e-27,2.76101986367413e-26,0.131469480815641,0.014508865864893,6.51582269714412e-18,5.85982444816769e-11,0.0830873377241585,1.57630072462476e-25,0.0121551485673085,2.16968864957363e-24,0.00204971225346727,3.76560238329887e-14,0.452989088421182,7.65523556519823e-25,5.4605616233372e-19,9.92490052959493e-12,3.8883731610717e-15,1.75550980247891e-21,1.09101107242286e-35,0.00210235262675899,4.580195931905e-06,4.38568869955214e-05,7.82760181169211e-13,0.000428784711711233,6.27309496453959e-44,1.33053665407323e-37,2.37139585094676e-10
"X76",2.7769724971193e-21,2.66722398397675e-15,9.04163657250877e-39,3.10259495039146e-28,4.42487530687872e-39,5.34993291677476e-25,4.26987585257482e-35,1.32745559141423e-10,5.99858840156862e-12,2.78937113310331e-18,3.23004339737339e-05,3.05946202624199e-18,5.80048300394102e-30,0.0071672642138874,2.527020074805e-16,1.64445304395749e-35,4.97085922786091e-15,1.98062686366862e-23,1.31645941903021e-09,0.0065081368167584,2.40856327238638e-10,1.86629972039289e-16,3.06620368929131e-13,4.66964831531455e-35,4.88325978179346e-40,0.176984039439213,0.00557072918569609,5.99028521700823e-05,3.1167660768263e-46,0.132712848581053,5.22489069219108e-08,0.115144052940958,4.49471655281845e-16,1.18613423601867e-09,4.1516628157591e-20,0.394946445752737,3.8928468591904e-41,6.75855084107213e-18,0.0148557898718887,3.13427976516326e-38,1.09601261684078e-23,1.76754941073459e-24,3.39316292883263e-14,5.96930401933659e-42,0.00567991966420211,6.56783292768745e-08,0.0166489479845531,5.67854537169247e-35,1.39705224589023e-29,8.5484979330409e-20
"X75.1",3.50348765168679e-28,3.92229386064566e-08,9.54699416568775e-07,1.11875928278819e-09,2.69939546714172e-22,1.06870582264915e-25,3.60129392058466e-23,2.09403037931041e-06,2.81517301818041e-07,2.83095707407355e-13,5.46225645530534e-27,2.5499681590618e-11,2.79721765444774e-25,3.73079511336443e-54,1.17722931921552e-12,2.81146398623285e-29,2.61736152734822e-21,2.35420086480538e-13,4.6901500140165e-05,0.0155678442188328,0.00730162891878035,5.99186198974932e-21,2.50208140613627e-11,4.26496774455919e-10,1.36009560808524e-18,0.169369458692226,1.51917264728974e-12,0.00205034961171263,0.00232248844836657,0.123348109601101,6.83860409402225e-12,0.341112129158383,1.01940101110392e-06,9.15256795713891e-10,3.21361074796655e-18,0.110318438360496,4.33335934266406e-12,1.26322681799449e-24,1.34899939301001e-06,2.69015040797824e-41,1.20337125901081e-14,5.23298942679617e-08,0.00437595541461672,8.54035028006087e-39,0.00681622547932547,2.76329719621215e-23,0.0171131747104641,4.49374127139577e-25,8.69979111143276e-06,0.021177794528133
"X120",3.37590365255632e-12,5.15955001203209e-05,0.00798065069636373,2.3158448456882e-09,0.0312761543708574,4.88292449513304e-18,3.03020954628126e-05,0.00580748015281188,1.74132171142623e-12,0.00145883095920516,0.0122041406505719,0.00159269561368483,0.00782368470783714,1.51262679558794e-11,0.000106375804032492,0.00939655351841592,7.03600474894065e-10,6.48881999599754e-10,1.71252131438442e-06,0.00121119892926408,4.95710382807213e-05,0.00188520969911168,1.73662703703582e-08,2.99210110301977e-16,0.0149554447180716,0.0626028671382957,0.00239632603587184,1.62146845646573e-06,7.11442639815974e-05,0.0412995617274356,3.18384965943321e-24,0.44788347483816,8.95344346878376e-05,0.00355843208151573,0.000137918550394056,0.00407946826051685,0.072434934618558,3.26544529385102e-11,1.85874077305688e-08,0.0319489246715757,4.02257072706911e-14,1.83620150689394e-05,0.00909829551438955,7.63609641306654e-19,0.00223818102609357,0.00435261875834197,0.000122850741466557,3.93835470907144e-08,0.00501440630436383,0.0320675631039476
"X138.1",0.0123170811854208,1.65314231252331e-27,1.13713219724364e-28,2.39810280758966e-38,0.00560960274805379,1.3658940080724e-19,3.80749231170825e-09,4.85549727869017e-29,6.41223642138378e-20,0.000954285327542539,2.03912063740236e-30,1.3404235645947e-25,0.000596164432274771,0.0419752982890598,2.12880805063025e-15,0.0117771678902571,8.21153440476509e-22,1.75620627776697e-31,0.0192521610419351,9.10981943287373e-33,3.83294111085429e-25,6.48474038248612e-14,3.41669177834787e-15,3.45516505459559e-42,2.29971583408988e-32,4.57905672503618e-22,0.0236566289936624,2.8210396388392e-42,1.02099666474925e-25,3.17409840882453e-44,1.01667034471174e-23,0.307046199196617,1.30514585099802e-15,1.88401826681475e-05,4.73812030225842e-22,7.93475660934839e-05,0.198054267775395,9.44326620162895e-08,3.2681778990979e-24,0.125474453789968,1.20488347746026e-12,3.27976099028598e-24,0.0718664055521123,1.02962499831049e-11,4.01831490920223e-34,0.00215179030594539,3.0245360512478e-14,4.35480427500465e-10,1.47755666242958e-38,8.76955152379241e-35
"X90.1",0.00970678125676504,2.10157395249552e-17,4.99678635858847e-14,2.08991201046622e-68,1.61640531932854e-40,2.35642589013498e-08,0.000793534912354207,4.08247430055593e-29,6.37109108542766e-08,2.75926089685025e-09,2.30646440393418e-10,3.142084922618e-29,5.88468713630808e-20,0.00957534160849403,1.32449447185213e-10,0.000517328063052069,8.66348948179974e-15,9.86614398007105e-45,0.0322150339992849,1.42910159977905e-30,9.46203291019717e-22,8.45261560158727e-16,3.24719213222486e-13,3.79849048382072e-57,8.08473029556731e-58,6.37356788483024e-28,0.0143641826212652,1.38987865781638e-10,4.26735107486058e-36,4.69171825125089e-39,1.12342829063771e-18,0.0949609776783327,4.94052063181032e-20,3.60334714926477e-23,2.87223825036798e-21,2.62494279037003e-09,0.241531302513821,3.48946207314399e-10,2.12732422768059e-22,0.139235155977234,2.68865864302568e-09,5.00203369592115e-25,0.271491824543658,4.09623889118375e-64,4.3501808588424e-28,1.94807444077499e-07,9.17610654184363e-10,2.27937593817376e-21,6.47989236144323e-48,6.67563168865417e-14
"X158",1.71037847965541e-07,1.51399033357307e-05,0.00823995711522676,0.0582729297119155,4.22236958299861e-15,4.74469549113904e-11,2.82372630165823e-06,5.30996658199458e-14,0.000856222979832968,6.13662775352143e-05,0.000176084044804127,8.70685577146961e-18,2.40517608092119e-17,1.33782051852336e-25,0.00427283410166911,0.0128313728454901,2.88895485823499e-18,4.32541821467841e-20,0.00606186125698575,0.00480570733959188,0.000960347445774295,4.0285129362392e-16,4.22880081851814e-16,2.32781445596845e-05,0.0175601567400084,0.00821689242354383,0.00643371301344508,0.0159183304858186,6.93450883591665e-05,0.00498964918610307,4.04209147376038e-12,4.06700988340255e-05,8.761616126281e-10,5.0749399264183e-29,3.39711937902431e-11,2.90503876508955e-25,0.136754353222643,2.36682229088587e-05,1.96785317689047e-10,0.0579414149426049,6.03850997812598e-14,9.00629296489171e-23,0.457624301373482,3.37505649789729e-39,1.12319293332968e-06,0.00425599365033456,1.61702652680266e-05,6.49207109318552e-12,2.63323205052961e-05,0.0335776175214434
"X191",1.17067946713206e-15,1.86120555404681e-27,5.67794741601805e-07,0.207542393910271,0.00445142209536315,7.05167656496715e-13,1.31808023261515e-14,0.00714927697539711,5.33936611869664e-18,6.77342766411868e-07,3.08413773576245e-13,0.000130678637952397,8.48368825382131e-16,5.45691765017948e-17,1.72571200109043e-40,0.0173185708697188,2.43228149748743e-26,9.39691792689034e-21,0.0620017867787668,5.62541227233579e-16,0.000560349413588991,2.48498551054748e-10,3.37105302558457e-23,4.72152756205725e-10,0.0971245275679278,0.00780356912472148,0.00452073902641879,2.18096182996338e-27,0.00166278827839498,4.4527796292741e-09,0.00148639835989369,2.25091124562106e-12,0.000750921258210516,6.10964285419624e-12,2.15697426833701e-12,4.4041996413538e-09,0.00215323993315521,4.20029957363232e-20,2.05514962086759e-08,2.84308505519565e-29,7.63372841071524e-11,8.00761183884503e-20,0.395326422618058,0.0255446709439195,4.68487609472399e-08,1.82330531494151e-20,1.28894800537634e-11,0.00559825674384784,5.03598257615497e-18,6.48106024299642e-06
