"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50"
"X218",0.0698000426478181,0.0035084566971826,0.0128587796176341,4.0994049738324e-06,1.74539267016358e-29,0.00592647735342253,3.07037329520381e-11,0.00365638689820374,4.88075968835507e-07,2.94168207857137e-05,5.45768459099466e-10,0.0103688248244121,6.54033930476359e-20,0.153351451863063,5.65211848080202e-13,0.0346811706726251,5.08383232912359e-06,0.00594510854961742,3.65700173969555e-13,5.98062084202169e-20,1.65971505136434e-07,2.93715785684678e-18,1.4198391474357e-19,3.25360333241684e-18,1.01450766465334e-10,2.23759457761114e-07,2.32438954639173e-23,2.89316807287787e-09,9.93200919525015e-07,4.14878101892649e-13,0.00324284044455614,1.89228059538773e-12,0.167902180466717,0.112962535495288,2.81543764692465e-05,0.0147675157258374,0.0050565450141088,0.00011804427194171,0.314775639696473,3.46971683865024e-17,4.32920339371908e-10,0.0197299234800564,7.71065011722293e-21,0.000526323783769297,0.0143944607610975,3.75140597106166e-20,3.48102606111932e-29,5.52796461624302e-08,0.00349730890173441,2.66563822079628e-06
"X131.1",0.225998278034439,0.00968700174675126,0.0193704776941746,4.51738415164185e-25,0.0171980626863869,8.61137588549142e-20,1.21621884133379e-15,7.31014795001593e-12,0.00340005465169466,4.19273233487894e-23,3.12583242678965e-36,1.24064581405128e-06,1.14690069975534e-31,3.42113137556742e-05,4.9162836902049e-24,0.0102008628652212,4.5779363318459e-21,5.37271182195675e-05,1.34932583185875e-33,9.04974383790148e-37,0.005268424919516,8.43517068068837e-20,0.00655258900868191,0.00124729665467542,1.51367052646654e-19,0.0064822633124445,4.37012305343984e-32,0.00965649858877065,0.0140620964570966,5.39739397437272e-07,3.11683731496204e-17,0.0023344665678618,0.154143172361554,0.23102786239211,7.70100629170877e-10,2.36420837841084e-14,3.12808797830673e-10,1.86671465315154e-28,0.212474788083272,7.68986422186391e-18,4.0165358966452e-13,7.86056024502668e-09,2.18193318305829e-11,0.0130495419187709,0.00207616625415816,4.24254293136361e-10,2.1118061208697e-20,4.52655729521686e-27,2.03135524323363e-11,0.0113807288936287
"X98",0.40274455091401,4.08576994548706e-06,0.00378693252307339,4.25879957122034e-11,0.00136918315476005,1.17065974177184e-26,2.53477631859179e-18,5.05080158614652e-09,2.06219147701706e-06,4.98308938571104e-16,0.0107915074398382,7.30422762751688e-07,0.00244741530454464,2.0324637076035e-30,1.29836531109693e-28,0.0495876667074182,1.17599341983452e-17,3.39094577842038e-22,2.41107647988988e-15,6.6751778524251e-21,1.36317389731269e-26,0.0082362199592383,0.0181127514727864,2.83204406180997e-18,5.90066046216434e-14,1.64569153497945e-06,1.05215499865153e-05,0.0116228134319858,0.00216625834039028,1.48062125000616e-10,5.73863521066714e-10,6.8413382666376e-10,0.0979549493257329,0.213384842309076,1.29642329716769e-11,8.85460092294368e-14,1.95073209362729e-05,2.53281986691307e-22,0.0533440450917347,2.87205128929608e-16,4.55509967971441e-21,1.03376563001098e-32,6.29156401581392e-15,0.00482865615370303,8.38135285526485e-20,0.0656510966854883,0.00024307721670707,1.47537915954588e-14,1.36844645398008e-21,0.0105292033250785
"X128.1",0.366990897553594,1.80567025382719e-15,2.95505241704582e-08,0.00339898411721409,9.85748790437902e-10,3.24208479760221e-10,2.92545042954951e-07,4.29227179859913e-12,1.99738401268593e-22,9.03318430849982e-05,0.0028783426541973,0.00966452681158346,0.0262577113400389,1.63171007475787e-07,6.8055317697021e-13,0.0590982404734695,1.02458459821064e-18,5.93683497428864e-12,2.29106056905182e-08,0.0602848098310158,4.96103126526232e-27,1.06405928278831e-14,1.46341404729794e-09,9.63128429646503e-16,1.15058949744863e-09,1.0614157345383e-19,9.18676971982579e-07,1.99190075837915e-30,4.24923156208102e-20,5.58035995439306e-22,1.61115856834044e-11,5.66691245604116e-17,0.0397777510018375,0.0475853292491847,8.0869504726196e-13,4.63213383547642e-08,5.38581623571475e-11,0.00207815216101478,5.34195768413394e-24,5.90071408010807e-14,1.98719986082312e-13,3.06060119651861e-11,7.49078531960967e-21,0.00782689559150558,3.09065261826338e-24,0.273638964135903,5.15657494110315e-26,8.83550939369292e-06,0.000677439722517569,0.00438459600304599
"X115",0.140688184701021,0.000334007784216979,0.000319774197290356,9.33751620405687e-09,1.78753067227172e-39,5.56430901999777e-08,4.3623125317317e-19,1.54848376058843e-10,1.29989360608018e-08,1.42234472067728e-15,1.61094699463502e-20,0.00934086178212529,0.00354134135442223,7.49047912914961e-11,5.88184573926742e-13,0.0646321289844081,5.90173219771262e-07,2.28401228904918e-15,9.64636836832011e-18,0.114760975880112,7.45699097382741e-10,1.73464348555648e-16,4.0549032377056e-25,0.161722929200132,2.80632813284547e-10,8.15073395563825e-08,1.24433438266395e-40,8.7154387320778e-06,4.39805051355384e-24,1.56700731101058e-14,9.72102836811737e-05,1.66517383763842e-12,0.00157557587730425,1.0176726592974e-38,1.02174593165165e-11,0.000236447457324698,7.66963880549455e-13,0.0176878813155398,4.06406914116949e-05,1.43145157419704e-20,1.31722940776289e-08,4.64580525920423e-07,2.34463754175422e-16,1.83159544585764e-20,2.79639124643104e-09,0.370549107720939,2.77454611564166e-16,1.99343876338084e-15,2.75235621933895e-07,2.89794872581856e-20
"X127.1",0.00193426874136458,0.000217297246533822,6.82167049896487e-06,3.02763944120111e-21,1.38068533585764e-21,2.2189394822567e-15,1.29398581866332e-24,1.96715684373514e-05,0.000896205167469631,5.44024051527299e-27,2.329071460553e-06,3.11084617472935e-06,3.54426857058012e-15,1.94724954592679e-13,2.75129089769698e-30,0.137810523794842,1.0300979179122e-05,4.41302277396355e-34,2.08110829461072e-18,0.062722150631651,6.53783594565201e-07,1.34730597327036e-12,2.64572648798335e-17,0.398405835690331,2.86722234892991e-18,7.13921654693902e-10,1.10871586837839e-19,0.0254967454600003,1.28027274356792e-41,1.31129581573244e-06,0.0112742227444485,1.13021985194268e-08,7.3654435138603e-33,1.37619097390497e-11,1.45848512230808e-13,7.90688600771095e-22,4.67066141206883e-06,0.0164089110669777,0.00882116296700075,7.18679447723001e-15,1.26344738591742e-21,9.44047780520965e-06,0.00568696180767831,9.49614593508406e-31,0.000121412873683471,0.20622877613474,0.0415259075696297,4.99715410919326e-28,2.97418956814139e-13,1.30737897544426e-19
"X135.1",1.20139637189056e-11,8.6088973627206e-24,2.08737182841987e-20,8.18984032024629e-09,0.0171371205886431,9.58064169546932e-12,4.36880730531026e-28,4.56424772620107e-06,2.94833413267759e-09,8.91904761249262e-06,0.00881564342540959,0.00841054880768413,2.0378081149714e-09,0.000320785979386694,5.30765681635436e-12,0.22716457922075,3.04124395053474e-19,4.79475403494666e-35,2.54870491139576e-13,4.28679601260174e-26,4.35371100605988e-18,4.39302028818833e-08,1.56280338565975e-13,0.401031852947562,0.000525718945321847,8.82301978424957e-26,0.037176798689658,1.38095408899239e-05,2.72826111226342e-07,1.70097913963071e-25,2.40370608958016e-16,1.07775328671962e-11,0.000322894226485377,0.016527773369801,2.33593828386061e-08,2.78977536232676e-06,3.77210879542296e-09,3.13134340245595e-14,2.43299349529515e-13,6.80632419018312e-24,2.56365324479079e-14,1.60793803011934e-08,0.0013458004289039,0.000187110305003871,8.04124156031628e-27,0.0027361305283603,0.0603570341723155,0.00473620462942132,0.163387371417196,0.000136355568192691
"X113.1",8.11935733706755e-06,5.46592312443165e-18,2.17523212995136e-19,7.80973579757728e-11,5.93905814506011e-11,4.96580497982152e-21,1.20224726622505e-15,1.52483147132145e-06,1.10609560531051e-10,0.0167020064149268,6.54429693974432e-06,1.79639966480967e-07,2.55716080894517e-06,0.00262083338899108,0.000137360761854847,0.240754876830183,5.70348257002398e-10,8.92005564836677e-24,6.36687806168376e-15,2.13417829794784e-20,3.86168321276325e-19,0.0117820709306717,8.53365646695494e-11,0.152542621884427,2.86172110010879e-10,1.94677813176222e-30,0.0528899134115295,1.75248974564677e-21,5.45822665354518e-10,1.68785804358527e-21,1.88554999953787e-10,7.8733234644233e-09,0.00149000359828992,2.89726448026237e-14,0.000244612555965764,9.2001035523172e-05,5.28496178127122e-07,5.1816848562991e-16,1.67379952577001e-35,2.58470297527577e-14,4.50992192886019e-11,4.64415502465354e-14,4.27172032367953e-05,7.67613010197756e-09,5.86663868246858e-25,5.23216220474157e-25,0.0320417113939442,7.29192311398986e-06,0.417499142856674,0.0195242719634809
"X119",0.000286714972510341,0.0145047298040223,0.00290447124497724,9.76070315646155e-20,6.89978972176401e-08,2.00005562176803e-20,1.46942995598791e-10,1.01166417444955e-12,2.49116519358444e-13,1.07109406155816e-20,1.94769914377388e-21,6.17234224314862e-09,9.26819421872696e-16,7.18565589827933e-15,4.69813489883217e-25,0.203042733859588,0.015900070475543,2.24772998489514e-20,2.86880851284209e-09,0.00972903098548425,2.63501333382122e-33,1.43931452838143e-19,5.27332229986015e-05,0.000154213390232613,4.88704095885291e-24,0.000125158021712039,0.0103943416197996,0.0222552419324492,5.21318690910246e-27,4.59948039608406e-10,0.188687768876018,1.27973368990956e-15,0.00671740532965743,2.32032088647001e-18,1.70600118861107e-05,0.00019685626512414,2.42169454526612e-06,4.86278153363461e-16,6.47523022966349e-17,4.5510813599428e-17,2.22020802679854e-22,5.69192809480992e-24,0.00157906013548116,7.07237126151535e-17,1.83481797415862e-10,0.00922604657691491,0.00467444911097353,2.78737771570272e-41,0.416342803612602,0.042023871946051
"X159",5.93041926097107e-06,5.19974387765273e-07,3.72962504800361e-12,3.74446918478378e-06,0.00579054154247398,0.00226104985706659,5.0749879995666e-15,2.04999885821745e-06,2.07717738649485e-14,8.5781937310532e-18,1.35009634158822e-30,0.0148669036833202,5.80479982628163e-18,0.00865661124685119,2.31583017584403e-24,0.188728384225815,6.54923880059671e-08,1.42757642075854e-32,4.69935489782589e-05,0.00206832501902325,2.32657285777792e-22,2.29474772779486e-09,0.000278428659328959,5.2813755352736e-16,5.92829813460891e-10,2.0416709756043e-13,0.000279805715121496,0.0315375224572153,9.4362588072163e-07,1.13443631259227e-10,0.422517880226721,2.00985951493642e-08,0.0170371650618218,0.0177840398679524,0.00187924929934785,4.04370802310028e-13,2.20255817763537e-16,1.1885919685885e-09,0.000904040404225631,1.42663443939326e-23,7.1124412933568e-12,0.0555189503496823,0.000648648380207141,0.0154758056623687,6.76086893171945e-09,6.45235706639523e-12,1.07006532712534e-05,1.56930777548732e-05,0.163290910646726,0.0262981180497338
"X107",0.000184444801829587,1.11210502326024e-23,6.7553259424142e-22,2.23672224706346e-05,5.61766319148985e-08,0.00742909028121026,1.04503343821847e-18,3.26509679398992e-05,1.86218460283132e-06,0.0145732514901526,2.58930128841241e-06,0.000371706018039311,1.90174649946813e-20,0.00876784281583023,1.65314885821862e-18,0.20251567257935,6.0099266104595e-11,6.22262419168338e-23,1.88712902658681e-20,5.33048273350298e-05,6.69086798367726e-09,0.0209847152005197,1.69312432083706e-19,0.00114233792000622,2.96684668426377e-21,8.94996253045154e-23,6.88027177946008e-20,3.45296863207223e-26,1.41296049473857e-07,4.89062075975519e-10,0.338558243687656,1.52402469536832e-12,0.0202906239821341,3.45819553969818e-15,0.00825598270194932,0.000231958874475218,2.84611010536067e-13,4.0236474334496e-15,4.21533547536259e-14,3.58263676487147e-09,5.39609583517573e-10,0.302127955492431,1.12569869124494e-11,0.0139024262946255,3.62227692141819e-31,1.31688711124432e-21,1.68517383857704e-06,0.0832859810561246,8.7576170119579e-08,1.60507896257139e-07
"X94",0.00879961439161904,1.39806659228717e-30,7.92197231518515e-15,7.22305624615181e-07,2.51777475092097e-18,4.90802107860092e-17,9.09606245078416e-21,0.010924860330655,0.0761873524098601,8.15088998703461e-15,0.00660926392994294,6.0345492258736e-18,4.94936477787683e-29,1.3835868977746e-25,8.79331074157392e-30,0.176442864384022,0.0641314101148529,3.49465575492334e-05,1.3324556895448e-27,5.68659781829867e-12,1.97991507970595e-05,0.0440289213849954,8.84266545231312e-26,8.98997485503639e-27,9.50683027821137e-31,5.36245482405799e-17,3.81392237706e-22,2.0478117925446e-18,1.34231147731296e-13,4.90471633130577e-10,0.0986945889370792,2.0363531787289e-24,0.0157112045241766,1.28675090598204e-07,1.56565762597727e-34,9.97204249224747e-08,2.29432021358636e-13,3.91287061449929e-20,2.08531722014446e-16,2.38691688090518e-16,7.21906962336687e-11,0.457454407114544,5.40677526735282e-19,5.94424520059633e-32,0.0125603535368105,2.42321380571801e-26,3.32771748201582e-18,0.0312301892544981,1.26575788303469e-28,3.13275222718415e-24
"X145",4.39899862900986e-05,4.20715942464648e-05,1.29824722975627e-17,2.62276187683287e-16,2.52217514784533e-06,1.32273096603016e-06,8.47363978895295e-05,0.000445113030745276,0.256013470103022,4.72828253394049e-20,1.9519998337785e-32,4.02113364329681e-06,0.00637262819716492,0.0299218729688032,2.82917293186894e-15,0.0817440361517426,0.108006513341686,1.02852385597514e-10,1.0309553482277e-15,7.32187540608827e-17,7.00014682798493e-06,0.018397761014654,2.94471774825209e-18,2.1960661735459e-17,1.13540191599892e-22,2.14152923722513e-09,1.06612260460411e-28,0.0276674670380567,8.68505393837972e-14,0.00278322360353945,3.38424742549186e-08,2.33673247010944e-08,0.0330598721957252,0.0359481405664545,5.12521060370644e-13,1.4336467856296e-11,8.09639664075919e-10,2.55484552826842e-16,1.11074501182949e-09,9.97839996136684e-11,0.000527648029797581,0.312452418372078,1.32769138970186e-19,6.24433908071102e-11,0.020778562230746,2.38696681720125e-14,6.48306204177973e-20,2.75042188708906e-38,1.18782369098953e-15,3.22448392712255e-09
"X160",0.000567085741951185,0.00033476389022111,6.85928198517736e-10,3.23089354657852e-16,6.06933517947059e-10,0.10078794551561,0.000844353386498388,0.00145352434579805,0.368984738992667,0.00651761892794873,0.0189132443756465,0.0137160791750574,3.75376557036668e-07,0.0455069314020355,4.09126317425503e-08,0.0180504087267608,0.046926755998641,1.21126943285976e-24,1.22244986085512e-09,4.86352700396922e-07,2.55739471986152e-07,1.97712663725304e-09,2.84585666900853e-14,1.29576216498375e-15,2.4106882234839e-09,1.56502826056925e-14,1.3400190556831e-13,0.00264895825496854,1.70924057422959e-14,1.1736394413271e-10,3.59580033375214e-05,5.77354508019813e-11,0.0613499184791944,0.0677821794679836,1.22297935828617e-07,0.0114817307116399,1.20857776869329e-05,1.609858465941e-11,5.65231771199885e-09,1.02318073799599e-08,1.62874592642432e-05,0.0821297833808911,1.52235851880725e-16,1.29480170390984e-07,0.0188467785608862,0.00213798748292015,2.19843270842454e-19,5.28106480978693e-18,1.38288049438195e-06,1.52450935746428e-08
"X136.1",0.0088475297744747,5.57774037433929e-06,2.33016899364337e-12,1.13494632009772e-13,2.44757035567015e-05,0.165133342272658,2.47962741228439e-18,0.00988725227823181,0.317314310877382,2.85068930728175e-08,0.201196161160447,0.00954844981051638,2.10155873250707e-09,1.52676222150346e-06,1.51839628919871e-18,0.00195915967528357,2.93118902557664e-09,2.82200718904277e-15,3.63089795887291e-21,1.26686259958639e-07,6.86527011539464e-06,8.68611057682027e-19,2.04801976269198e-12,8.45896719083135e-09,3.92574832694308e-11,2.06591601888423e-22,1.7394559307042e-12,5.23993453566477e-12,0.0105014889287203,6.25239594482648e-18,0.00205505127078701,9.01416101426359e-14,0.0589250508640418,0.0337544544178821,0.0260099210159587,6.39389902306578e-10,5.71245098359368e-05,3.35209150184522e-20,0.00288639315551042,1.89788865940906e-18,5.9884597677918e-13,0.00720403656921274,1.4956459087633e-13,1.53285717028112e-12,2.03253744682378e-37,0.000278860695607532,6.21990305725341e-08,0.0134516931870267,0.00954120225667566,2.24307791621015e-06
"X222",0.0385877928833747,0.0174604542530432,0.000136296884848102,0.00304362579532216,1.12280585638642e-24,8.49492178155087e-05,1.78019968375709e-12,0.005992825338347,0.00103554550707678,0.000283139663884263,0.153544828900492,3.20410793279244e-08,1.22176450031888e-24,0.309330443559396,5.45510516191427e-14,0.0332650018902891,1.44881686863116e-10,1.0811950234417e-05,6.71456830165974e-16,5.3984480742561e-13,2.51847496694876e-10,0.00299508469967796,1.12711470481869e-22,3.54113184252507e-16,0.000369377674379807,0.0208146533606727,0.000171715403491854,8.46464342038748e-10,1.67714309510974e-45,1.81851991587993e-19,0.000879671245263139,6.14049280619864e-08,0.0667844303523172,2.08037133280997e-35,0.000793395438239404,6.04242436771243e-18,2.1684341913707e-08,3.2200894178765e-16,0.2726531422864,6.40249076549171e-14,7.22058103439265e-16,0.0324641918828514,5.03672517279617e-08,7.05872325096206e-07,6.17346200073827e-25,8.81896144101825e-16,5.40125117487216e-05,0.00951734784963134,0.00558006075612946,6.79348279002059e-16
"X157.2",0.0933429983385689,0.030507894655406,0.00818848827789846,0.00190335612021665,0.045272095096477,2.74925715726459e-06,1.53247943313413e-12,8.2379937125726e-05,0.00109127729913271,1.00464979033688e-13,3.46093865176361e-22,1.84106554996378e-26,1.61917314647066e-40,0.192378007967025,0.00818360497525349,0.0251324565439421,1.35475735691472e-23,0.0019864332283397,6.07987784376542e-14,1.5725967120591e-25,6.73194572195162e-06,3.84280401164858e-07,8.58070093734255e-15,3.40571495093269e-16,0.00407574884763097,0.0395189786150333,1.18662716980088e-24,0.000978682365968004,1.26019077900738e-13,0.00992493133133237,5.87695732364383e-08,5.07761639368795e-11,0.0523007633086398,0.000149300566352295,7.67438686697525e-07,1.89237196858083e-07,5.294724651937e-07,1.57107620115137e-10,0.328973192987252,0.00391731187131013,1.0506259542963e-13,0.0302113695607698,1.64364460892105e-18,8.07246944870786e-06,0.00638467967116613,2.72594466609829e-30,1.14261314964766e-07,0.0099982109570334,2.48044707418353e-07,4.48889611640352e-07
"X149",0.245879177546571,0.0344373316144362,0.0141171095064036,2.76543736345723e-17,0.137347783537586,3.83768472116969e-24,2.42723899599589e-21,4.92484606278699e-16,4.37656764497383e-05,2.61374942145054e-26,6.40882195092478e-60,2.17591854414847e-26,5.9992119855161e-22,0.00310581092683521,9.44817635224994e-11,5.47274627975252e-46,6.84563474189475e-26,2.98496793663554e-12,1.88513709307396e-14,2.69383167510088e-36,0.000335369487699837,4.66062054184169e-16,1.21717406647417e-09,0.000491461754252445,6.83084856090915e-19,0.028103945146943,4.93080102940348e-23,9.59134097829191e-07,0.00647723679693932,0.027251443252023,2.15855797885943e-18,4.05250203459753e-13,0.0243205916823221,0.0436668466407855,5.24459737066897e-15,6.24266668559754e-23,1.26033548486335e-17,3.9422568624759e-25,0.232921201147469,3.13435587070532e-17,7.77687255230526e-18,0.0265337573714089,3.12364729747897e-14,0.0120527516743806,0.000393590234046333,7.39301114934555e-35,0.0125893158447217,4.89632429505946e-12,1.40109257549211e-17,0.00917835497684884
"X109.1",0.422459467485305,0.0163719430515061,0.000437706039976224,4.78379824146696e-11,0.134832694721002,1.26506466971663e-10,1.88768054965873e-08,0.00419503904531793,0.0001361089945991,1.14126520222788e-13,8.05565564080029e-08,2.50673845226865e-05,0.0135259961998989,1.19436073874811e-28,5.5487898980575e-06,3.18812149500065e-34,0.00222823476423856,2.70073200607105e-11,0.00289066570232381,0.0451570674268676,1.85751574760001e-23,0.0057281773661308,3.10316627045974e-07,1.09320058345761e-19,1.82156340056279e-11,0.0048415436315479,6.1593939487256e-05,0.00287559979959394,0.00234792250844677,0.0078577801956071,0.00760497162547878,7.15043152615771e-21,0.00552110971087927,0.0533770166863105,3.7833837284337e-09,1.44569876843836e-13,1.0355949142782e-09,0.000400490572382926,0.0754472650313198,4.77788010346759e-12,2.34734432805662e-06,0.00114837051107451,9.69519078276905e-07,0.0117480328662087,0.000297703853450936,0.00785691290025864,0.0268562681424078,3.65089884667607e-05,6.65149803612348e-07,0.00380767968264406
"X92",0.385701424020097,3.42215902515966e-17,1.65997724749097e-35,4.92734916303551e-09,0.0472773882265793,0.00821097598648481,3.12855708269212e-05,1.66208586222193e-12,4.25103777205333e-10,1.87946432401815e-06,0.00151264638548596,0.00024170145846748,0.0331401054906674,0.00112271438677954,0.00208693815648692,7.95777804995174e-22,4.84132586086441e-14,2.85199427511754e-08,1.02657104283459e-11,0.226097520153686,2.3947308920639e-25,9.40026152581186e-05,6.81549385198602e-15,4.61758606539566e-05,5.20304781049914e-15,1.27040487467246e-29,2.66511714295582e-18,2.28964788575927e-08,3.49336799670597e-17,2.06149710645848e-35,5.52667295406264e-07,4.70735793081028e-16,6.43731281360823e-08,0.00471537653655815,2.67040160062865e-12,0.000182073527951606,1.68062433628783e-18,0.00838045942693983,1.47043527680423e-15,5.63606482128141e-12,2.34406822620237e-14,0.00018912128282724,5.66795078189906e-11,0.012784973009741,1.19110895083478e-11,0.105123067674924,1.35127116646941e-17,0.00134665238128141,0.0204745657244054,6.63990375920499e-16
"X161",0.153820894167278,2.17537129331817e-06,1.61472142347678e-22,6.91316069620057e-28,4.76169718679588e-43,3.3883544212029e-12,7.24569376179634e-10,9.44529309203753e-19,1.81302929515709e-21,5.5933687304758e-26,7.00052693834056e-12,5.86438988673421e-15,7.63093112522652e-05,0.000110064633981835,0.00543970415992679,5.9911516247813e-34,0.00402933203507629,2.154434420437e-10,7.05128918849402e-16,0.342518911619072,2.1138524369019e-16,2.77267573429372e-22,4.40060327263269e-28,0.168568741630941,4.32109555549573e-11,8.82586646036086e-20,1.24440326745927e-20,0.00575811903360673,2.69338871689066e-11,7.34654969922495e-23,4.62405875611443e-13,0.00121551489332457,1.85213452655027e-27,2.93974740571072e-45,2.85328743149963e-11,5.27269425764611e-05,1.23294449662376e-34,0.0144445342008454,9.43056098169243e-14,8.75362532310583e-19,8.86103332774797e-12,0.00384053620723458,1.20399718409723e-06,5.01614183928469e-09,2.2716541804299e-06,0.157991144806121,1.96687343410436e-43,2.46910772282009e-14,0.00114370213726612,9.92826950980323e-23
"X188",0.0149346338426125,0.0129058179812529,0.00214709244901448,2.44957440974787e-20,1.79775676767477e-25,4.49852168147789e-09,0.00207354826503533,3.01343856004166e-11,4.12228109976977e-18,9.33508692439267e-14,9.86178121727675e-08,1.4301947705934e-06,1.11980863017909e-18,7.5569138544652e-14,0.000741843994719591,1.78657501098983e-06,0.0173913944189283,9.37513703233971e-06,0.00706955928976473,0.211540931908107,1.85367039107534e-14,5.26488009944533e-13,8.32348571193838e-13,0.406165346210588,2.99166342075637e-06,4.94898445110179e-08,0.0719468586289866,0.00556955549638578,2.8385923435114e-25,0.00265615188639821,0.0045594383302312,5.78613912771624e-17,2.05174557807533e-30,2.8833988367917e-37,4.64477083436214e-10,1.41377010206255e-26,1.82862265045073e-14,0.000946525375804535,2.31882901619952e-17,0.00943284287752931,1.77953861316684e-09,0.00139651996045695,0.010230915026486,1.20781011313709e-30,0.00624192331282419,0.079247394291183,5.54110427584758e-22,2.60788695262155e-30,2.71884802647286e-14,0.000838296441826885
"X172",0.00245764223090197,0.000331507986153305,0.00213792736645743,0.00344196797793644,0.00913819752459279,3.12738218783998e-12,6.80461753323093e-13,2.57641942514165e-09,3.85984608200578e-12,0.0354526493793611,0.00223764747545952,0.00506009411673959,3.81360236645033e-08,2.26090374912432e-05,2.3419489859389e-08,0.0260643285142025,1.54033053126633e-25,3.28527813596929e-05,2.13081313521419e-06,0.0235834962175166,1.62182868130794e-10,2.83602698377094e-13,0.00747279098726634,0.393344618203361,0.0101466066446985,2.58250220668257e-18,0.238515025156754,2.63129593642479e-27,5.91399936366284e-12,1.3488922499961e-17,1.49659999312134e-08,2.49959776560257e-18,6.72379712033382e-08,4.43203335797474e-06,0.00272263922338515,4.32913439043553e-17,1.40762081140294e-07,4.21664373246416e-15,5.61339369104385e-30,1.14034680871757e-12,0.000161751162528301,0.00647008695978804,2.54849114671588e-06,0.0019735220451424,1.39339809235311e-10,1.68684543932264e-13,0.00023585101948165,4.07029359550576e-08,0.114947107796242,4.86063717780304e-15
"X140.2",0.0127029466534793,4.09552387746622e-18,2.75640180882636e-24,0.00728275035451084,6.79172855430884e-13,9.29404710937028e-09,1.01025250889693e-11,2.1902214015401e-19,6.99137644225222e-14,0.0338767410534675,0.00229848124940846,0.00857592409910023,1.0798778019792e-09,5.62788780456433e-07,0.00180949347338025,0.0182508335871349,5.94910957664037e-11,0.00132138684209039,2.69003055722766e-22,3.23249269852046e-31,4.54809582751954e-06,1.6072745966318e-05,0.000168430661894816,0.138695805876597,0.00567435197555265,2.94464996719223e-14,0.282148450533754,8.06379045954907e-08,2.37013400362861e-09,6.12294145034894e-16,1.97199638472681e-19,1.34808934398561e-15,6.99377949640809e-15,5.40590944008666e-19,9.67460438177725e-13,1.90138563105258e-10,3.99923956146402e-17,4.61219498180881e-07,1.56852355619026e-27,6.82815574682078e-12,9.00494508160531e-09,0.0139223244240765,8.22069368345004e-20,0.000679381345029866,3.46412309436606e-13,4.93037062829e-45,2.82090193100489e-13,0.000474934126644484,0.349960542711449,1.25720245656265e-36
"X141",0.00367350222225386,1.50198232941987e-26,0.00856430217604677,4.69968310229655e-09,5.98877189573882e-16,2.72914984663109e-12,2.91536811529981e-07,2.02520421090781e-15,1.0150503469765e-05,3.07570063489712e-16,8.66254066856357e-17,2.72513658554477e-12,4.68310095748455e-10,3.52202770715991e-27,1.05124212208269e-13,1.00206242530339e-25,0.00408879469648528,0.00458433846444315,5.18555801901573e-17,0.0120536876810478,0.000241821225839381,9.71211862552681e-18,6.70705779144031e-09,8.02374014611414e-05,1.04963203635494e-06,0.00551628321653941,0.16527968308951,0.0892475042108008,3.15307105431293e-13,3.49330084570811e-18,0.14275106481111,2.29520723430058e-13,3.4764383310533e-28,0.00879881092582607,8.3738673764318e-21,1.9702194107047e-21,9.30978670171915e-07,7.12681005926884e-11,0.00624966669394014,7.46396804546747e-09,6.40495654896588e-11,0.00934132648875045,9.37573725575896e-15,0.0176282291253353,7.97900385027006e-05,0.00147132611415565,5.79733800387621e-28,0.0310536248746456,0.372238168559185,1.14303526583696e-05
"X189",2.38366847339267e-12,1.80483017966792e-34,8.57116578552716e-38,1.41553667150639e-36,1.65706711536377e-06,3.5046341265658e-14,6.91396444371148e-17,1.86106680202653e-16,4.7189691874581e-13,3.49517813052135e-34,1.52258793083052e-31,4.57882389241728e-06,6.02009164239216e-12,1.0041445974991e-09,3.75690018977159e-19,6.08105277039245e-18,2.17234249212117e-21,1.21115770350279e-19,2.29045475408066e-24,6.23775801690269e-12,1.66810826654188e-14,1.45489863696877e-33,1.41575958072614e-08,6.8403968541642e-20,0.00157691604713902,1.13376711054928e-14,0.0285302660537204,0.0878188063360641,6.80040145884672e-19,3.82078751110924e-28,0.313472741514868,9.17119675745646e-11,5.68999968079364e-13,0.0213005738736914,1.39383100338839e-07,0.00271413120974207,2.46369673755784e-14,2.65767930491883e-14,1.3671644719427e-05,3.64190124310237e-21,2.853755438725e-20,0.0562771592700972,1.71882426156767e-16,0.0216449499655597,0.00125996327288497,1.08097607373598e-11,4.05260470412689e-18,0.2082117229483,0.175736073769125,0.0071572390292433
