"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54"
"X137.3",2.35965394921309e-22,0.0220583851469967,9.72743043990056e-26,2.66083423960892e-32,9.59625272772646e-36,1.18533969050696e-05,5.51936506761568e-36,0.00561439939855307,5.77385930181261e-49,0.00117678700280315,1.45681523965277e-30,6.28441673593474e-47,2.51094919577857e-40,2.83699343348233e-17,4.09899338151344e-34,1.01038126735229e-56,0.261872810263316,4.04135672483935e-35,5.10911181089926e-15,3.40019880271458e-19,2.1954506945898e-14,1.05200903023707e-30,3.43564528491555e-23,8.48292798656863e-23,4.78438061175597e-19,1.43029532201681e-22,4.27438020161892e-23,2.59824211398303e-39,2.54837144287342e-36,0.00646581979735571,4.80677688953133e-35,0.228376420363929,2.83472681070989e-17,0.0864564117951513,1.33830599304401e-24,0.235467471356789,1.8201337917704e-17,1.34182026453773e-25,2.86403262793825e-38,9.40411590127829e-18,2.49870390816223e-60,8.33904125042594e-29,6.65173384128151e-31,4.20997647203755e-47,4.05479069121056e-44,1.6975853096559e-30,7.60535081524988e-06,5.09210657990065e-31,6.25946647207238e-60,0.0313870966778964,2.53718911589538e-41,0.0598735670895367,1.49047850977057e-37,3.72404655798781e-46
"X167",8.96261142681295e-21,0.150037138419801,1.71843614966632e-25,4.70473518849852e-30,5.18931311526317e-11,7.07770326272869e-15,5.48245245773389e-50,0.00923175151744071,1.9767921140388e-43,0.000746483281100125,3.46693693693904e-38,1.33007167552212e-30,4.51110227095578e-43,2.43340236951264e-13,1.01892034034578e-29,3.32319662775134e-40,0.152981210431392,1.86462280027291e-32,4.07768107740099e-20,8.75444140520115e-22,1.67766350060173e-28,6.92503525155918e-22,1.01091933329158e-15,1.02416084196081e-32,3.59521992156588e-31,6.1792057469238e-28,3.9092402368931e-20,4.64152641125475e-25,3.84376335413841e-26,8.18102557869033e-07,9.63538154158363e-25,0.0232035620836205,8.64609428013199e-30,0.328222917746912,2.34027961005853e-46,0.196839852330219,0.000350208778795539,3.79949184118845e-22,1.10435134685682e-74,1.3851655068299e-19,1.34712478033271e-30,1.90825967050876e-41,2.5474081718107e-31,5.5478659032316e-42,7.38155576170391e-36,2.16349413766895e-32,9.54874772358086e-24,1.33084717051077e-29,5.89331666934991e-38,0.0207189947910891,1.61281183571957e-21,0.0564646419221374,4.93988977649988e-57,1.74064247030726e-30
"X130",5.37068985133863e-09,0.126764725909138,0.000503657355204356,3.296735727505e-16,1.28332647272711e-28,0.000663485400629519,1.20851992036003e-23,0.00974775491935882,1.44972221718528e-08,0.0101026210689025,5.45006124894744e-16,0.0115945717366858,0.143186547388656,1.22450144434316e-11,2.50687058611595e-12,2.10510609736953e-21,0.0381532818593497,1.30224707505581e-05,1.05490782290273e-21,1.98394878417757e-08,4.04644462486061e-07,5.39404895247812e-12,1.41293124225287e-06,6.05869999626525e-09,5.58457512152531e-12,1.42731342052813e-06,5.20592607366118e-13,0.00364089234655368,2.53537126325662e-25,0.00347002351549901,5.6829989556232e-06,2.31881310474866e-20,2.07680510864341e-10,0.454792928561441,1.0774812718124e-06,0.0488241520132616,3.78552877428615e-09,1.93984493608009e-07,0.0321234862234938,1.05040200525187e-27,0.00012918980774961,8.71678820230086e-32,0.00141664301011598,0.00115073805856279,1.68997384982022e-12,5.82082459438912e-07,3.04231085052103e-10,1.00026560663333e-26,0.00591221508627611,0.0106034492561894,4.10111132007545e-12,0.0278926343054876,0.00158173134814043,0.00148629184391004
"X112.1",2.61616288036132e-27,1.09439405824542e-44,3.38378400834233e-23,7.47788208689479e-16,2.19842322853977e-19,1.2874065889524e-08,5.10624387307486e-37,0.0116783180658602,3.73217616882521e-40,0.148090058510808,3.35259876715425e-19,0.00613218681858206,0.298167659983071,2.48661616978888e-13,7.83999890749618e-09,5.54489259254158e-23,8.73541074967259e-27,5.17147736911431e-11,3.8704107318524e-15,5.5296581078567e-19,1.54749232035088e-22,1.67790612314593e-13,1.04951230439037e-13,5.23132219975673e-05,5.74281179101424e-23,9.3293677355929e-06,2.15173928000829e-27,2.55136257190989e-11,4.456512805466e-09,0.001860211376837,3.26515745677513e-49,0.0156331127617675,1.7576443028246e-07,0.269808063140867,0.00211363887224334,3.13488652450872e-14,2.4597635360773e-06,1.83062614902421e-09,0.153743860020542,6.65109319598544e-12,7.27974731373713e-13,2.24844740811626e-16,6.47820223834581e-08,1.49075848317192e-24,1.59448763914652e-40,1.99881658722704e-18,0.000333262786486386,5.2988163946944e-26,0.006757774158391,0.00278855868337239,3.93201491508713e-16,0.00401769400106612,2.84752441161546e-12,4.84374918757433e-13
"X121",6.35577662786319e-17,2.69607070934354e-15,1.14200667119078e-16,2.43106538336187e-06,0.0293974243253765,5.56952186863443e-16,8.45804811519552e-21,0.00415359088951629,6.82268852212482e-25,0.396202275153482,2.1560906279296e-08,0.0335791644401118,0.252947513771584,8.73704930588836e-06,3.39272989047261e-07,1.62269277207937e-06,2.49120129001162e-13,1.93493052462474e-06,0.00239980085637404,5.48240967391302e-25,6.88854027188774e-17,0.00105574530256365,1.07262595827811e-10,5.95952142064644e-13,0.00706627216338075,1.60401486425065e-16,2.51842418621909e-10,3.35191859442802e-10,1.71271484241893e-12,1.32834347934951e-06,2.90721471467396e-15,1.48652931484593e-10,1.73526595342817e-06,0.0516701790773307,1.08059508902745e-14,2.02876867840175e-09,0.00158455880152248,8.69895932852719e-06,0.14852642736575,1.50205271899939e-12,7.86758463541884e-13,0.00680271190235604,0.00163382687688391,3.69131684077582e-08,1.48121581983652e-11,2.44491728658757e-16,1.04030272242586e-22,4.1793144503967e-20,9.4771612724393e-14,3.87909623124718e-18,1.39555146056955e-20,4.86562904904938e-22,5.97161105617622e-18,4.28627366187855e-19
"X92.1",4.46963549114582e-09,0.0616207230755613,1.56793639800244e-09,1.5709259639696e-10,1.31631320041098e-12,3.91898081782489e-23,0.0349392277184021,1.1945334823605e-23,1.55658443957178e-08,0.465882275659839,2.59601245066174e-08,0.0426314991008972,0.0777283874662129,1.3076243217916e-19,1.40781123337429e-14,5.50002548202326e-28,3.11435835677591e-12,2.18520263407328e-18,4.59118720063943e-19,3.33713148685705e-05,0.000818714048216356,1.66048136291306e-12,0.000449914427864277,7.37107308814706e-05,0.0157396181994751,8.84977746290168e-15,8.58403582809815e-07,5.05312674434386e-16,3.17688216076717e-21,4.00675686699447e-19,0.00513757251186982,3.26731019275344e-05,2.3031257905102e-07,2.25408870701803e-14,2.44950839901588e-21,4.48931340386474e-24,2.92677661320235e-10,3.31169390759562e-13,0.0357554762843614,1.34211828881879e-18,0.000695627276942399,0.0296010248103433,5.94912798632169e-12,0.0137489738261981,0.14079098550932,1.03170959288859e-15,1.98804870040402e-10,6.56604357509353e-11,0.00029557136528933,1.475318787681e-14,1.90396341702539e-07,0.00648994588696373,2.52937845055496e-07,0.0029213313730065
"X123.2",4.34984306772418e-06,0.0278416234556139,1.4283209781676e-08,9.123156606028e-16,0.000114695626173583,1.07347552234356e-24,0.107414337570899,0.0834082722223656,8.24781673984994e-33,0.281800886612434,4.11261312274638e-17,0.0285127947074095,6.61011907065807e-17,1.10319760358043e-37,6.31112659207133e-14,1.26689574547714e-18,6.4222264567408e-15,1.85275528851974e-09,2.27057009827518e-17,1.07267970614143e-05,1.52412182315322e-16,1.07626134190518e-16,0.00860592887999728,4.68679762271947e-16,2.41430339325613e-19,1.99058701312148e-16,2.68036519574867e-18,4.3904126675021e-05,1.0167025638566e-10,8.39426028972218e-17,0.0076283527463872,0.00115347788613591,1.08884774960232e-10,1.26978295582915e-13,5.27152655367631e-17,1.67828167527063e-27,1.61093291994853e-18,1.01734298654323e-25,4.66328149409522e-10,1.49242838065928e-16,3.48078423627305e-16,0.000545830786668601,4.48769130380612e-06,2.10940576852876e-12,0.341368848196623,1.20839453255721e-13,1.72946901742019e-16,5.55745244507621e-15,2.78482518608217e-06,0.00438743431593309,0.00354425134816967,0.02095996229975,0.00216404169026592,0.0127635213723652
"X89.2",7.24018172869675e-09,2.87240582412016e-28,1.51489462923901e-13,1.45861501167392e-14,0.103123325426761,4.83680321925274e-16,0.103757825327365,0.279283117133405,1.17047475740368e-33,0.0499027347283115,2.08823083322679e-14,0.0127200967986057,3.13753546909802e-31,0.00830505555350293,2.32220756298297e-06,2.45795883877886e-14,5.52482013097581e-16,2.67618274708975e-21,2.21905468496071e-11,3.01199493770886e-10,2.85265823288032e-15,9.51115992701267e-18,0.00587353568704911,1.73627105999594e-09,0.0262800145700627,5.95165134643298e-23,1.79684382510735e-31,0.00200008414385071,4.40187530970752e-08,0.00646816952215949,4.48744562916301e-06,0.00806280449815466,5.81791970389167e-13,8.37515644540082e-24,6.38744561230449e-18,8.30218808924417e-25,8.1420425283292e-09,7.08620494176813e-23,8.31713221586455e-06,1.11845287350434e-17,0.000175618555455962,1.94733303819342e-19,3.48780221472493e-13,1.57927401662525e-23,0.340347515382148,2.49970889647038e-18,8.60786064278347e-24,0.00159136679408663,3.46959067603949e-21,0.0108612122600723,2.72398804726218e-07,0.0201995988037342,4.21315782640942e-07,1.20273853680567e-29
"X88",4.70041111403329e-28,4.53430865176408e-20,5.92212309984729e-23,1.31908422199717e-11,0.136834955357045,1.09778931816214e-15,0.0179702064446423,0.379643418989508,3.51077530184752e-28,9.26457382454352e-20,5.63884860080034e-22,4.75851003138696e-17,4.35695610405398e-10,0.087712374689252,1.06587118899016e-13,1.45252714735793e-40,6.44415862939234e-19,7.6636490578891e-25,7.79747110863799e-14,9.36743294601956e-16,1.07164960644743e-26,3.49211648767462e-20,1.43950260194689e-27,1.01571984517036e-08,0.170871072442565,3.71855247675959e-18,4.5793121700262e-20,6.49766214844558e-14,3.9975715853041e-15,1.53808884110711e-08,2.39541612549512e-28,0.00533797810395932,2.6199559782193e-18,3.89417568963854e-17,1.02747571035156e-12,8.29732929405794e-34,3.49962801646804e-07,3.35409402136731e-29,2.3359136201598e-08,4.6799826750606e-22,0.000177666469080867,1.69941985976839e-32,3.6803309794712e-13,1.03729110911937e-09,0.191262031582235,6.52835376128147e-11,4.0241454377188e-15,4.35026421651462e-09,5.73165066679146e-25,3.13791586727933e-26,2.14918737631645e-13,0.00632723616414869,6.20560286902875e-15,4.724418693077e-19
"X89.3",1.32175411005822e-11,5.10394502131594e-21,2.0222955284281e-19,1.17190046165012e-15,1.97917547629604e-49,2.86254855291782e-22,2.22714558287155e-11,0.314919574571008,7.74860486594116e-23,1.27914100693801e-15,3.23619695915954e-26,4.19040932755794e-29,0.00288553823179367,0.14061271930035,6.68980624407783e-15,7.56032879212562e-46,2.0051068048676e-28,4.53699145327273e-15,1.19373137811266e-26,1.56970038483304e-20,6.92865723903448e-28,4.69238543057028e-34,0.000516591849331267,5.0841756108953e-06,0.261625912703149,1.3831369061399e-17,2.87103224415726e-16,2.65631869670827e-30,1.96951125835804e-18,9.84191252486619e-36,5.34760735822179e-32,1.09704805466004e-09,3.75834346899122e-43,3.48211296629249e-36,2.88213551429273e-15,3.25911466702592e-20,5.67233899791736e-06,7.22752115501932e-20,1.43402026770804e-22,1.98653459664739e-15,1.5086037369358e-16,1.31504553225921e-41,5.5273265709795e-14,1.70656590139119e-18,0.0841705189172271,4.02886406869105e-20,2.39043609244861e-26,1.19532950804373e-16,7.96503481695181e-18,9.86724175942205e-11,1.64978543534908e-17,0.00142467299816268,3.99910561500174e-18,0.150198670325438
"X88.1",4.05025719387938e-20,3.74820006429739e-15,3.99513279734376e-14,4.65043548341751e-12,0.0828150708879346,7.20987807414988e-27,1.09950257589988e-11,1.50129861407695e-09,0.00337744912196426,5.60344089350207e-27,1.80032409430505e-18,2.87685530584328e-07,2.34295551778018e-06,1.1518912014288e-12,0.103749345715831,1.88552217603407e-06,1.48579732784808e-14,0.00171625639136657,1.20471590675356e-14,4.07900016945825e-12,1.32012543559358e-13,3.52062003351127e-12,5.46576936232186e-22,0.0423155204245848,4.79014413494777e-20,2.10715582998412e-20,7.87626578783478e-18,1.2799825190714e-10,4.32792551616598e-27,2.71450328436256e-28,0.0117395534621121,0.0148864117944134,0.00143225183539051,1.32094531966093e-16,1.02082238163672e-23,9.861886489837e-18,0.363399061171979,0.0166548819444646,7.34612776603988e-13,5.6004851505414e-17,0.000585159819597163,8.00136295752893e-12,9.26560968997366e-19,7.9059431510539e-06,0.000296788650237212,1.33088049862483e-09,8.05599625337238e-27,6.85226328434861e-15,3.60736019935127e-11,2.54230982107298e-35,9.75021113164147e-14,5.88436464078438e-18,1.70540574525884e-11,0.242037905268514
"X76",9.6468356070357e-20,1.11002116207417e-05,3.62734935521885e-10,2.07970841386911e-15,0.140035636141625,7.05979767816929e-22,1.20440478670856e-13,2.54019879577804e-25,0.00265397832426214,6.45694214088974e-18,6.48993093926068e-08,4.28687757965402e-10,8.57953109712384e-06,1.11789631484983e-24,0.116637973508702,4.56733857033084e-15,2.20749641283892e-19,1.96535381649418e-21,1.10355296933841e-20,4.2395915573554e-08,1.17955133390777e-20,1.46326395429922e-24,1.23571710445991e-07,0.00179842560816557,7.22699118624571e-09,1.42976413266628e-10,2.69780691733779e-05,1.23779870394983e-33,0.0860610600621226,1.10820159201154e-30,5.246154115533e-06,9.63614006003043e-10,0.0258851360569434,8.3686560085417e-09,0.0222519912277812,7.21564789727694e-13,0.412526929820689,7.07987242565533e-07,1.90337677160709e-05,4.91969679476229e-15,6.31479940016067e-21,1.39372890245063e-17,4.5283143791879e-19,0.000266517684576452,6.15689782262973e-05,2.83698817901907e-09,1.79076284536133e-10,3.78775631523796e-14,1.00752805515095e-16,2.46469040729918e-06,7.12743146846129e-10,5.71666300430516e-09,0.014062365180265,0.0560093461681405
"X75.1",1.46823477225978e-10,1.27432814989883e-09,8.71015564214657e-21,1.73568110660591e-10,0.00881432560309178,8.3633164530815e-05,0.000230093042150569,4.44234457851035e-05,1.87712409813841e-06,3.34197818306778e-08,0.000300229357749846,0.00233956002505634,0.00087744642390097,2.95044933098461e-06,0.0703228950773476,3.02469453656437e-07,0.000103262728424957,7.30095779687524e-16,1.00586958076595e-19,4.72083091418836e-07,1.10639483997637e-06,4.29325750503083e-15,0.00653325947520877,2.30847676240624e-18,0.0101415845130521,0.0189714433661751,0.001268217823687,1.1692602374895e-32,0.325227382693017,1.64297077745605e-08,2.20801946855408e-06,5.3698865575064e-17,0.00331342872192442,1.83862358852322e-13,0.0146335151085347,0.0165876999478368,0.281833565861805,1.02563176471682e-10,0.00160733044440049,0.000136864183596522,1.02671251701934e-28,1.26184342776887e-09,2.99621750776538e-25,0.00114827623144458,2.34495855214787e-05,9.93084094894715e-09,9.74759943273541e-07,0.00197762054103349,4.19381069690425e-30,0.0175944835464095,0.0629715373557422,7.8208077672349e-23,0.022315887073828,1.31152800024321e-13
"X120",8.77957276014629e-05,1.8894878201412e-05,2.22410267804774e-14,6.28540365267174e-12,3.04811863312462e-17,0.0410188795003613,4.21944563992967e-07,0.00323406577530143,0.016604983148013,9.26744956887838e-06,2.61390086672966e-11,1.11404602130973e-25,1.14536710061193e-15,0.000192734969282731,1.02500171720553e-17,0.000233767363276472,1.20906601925026e-19,7.03156797755429e-10,0.000899406788080327,1.06736324593614e-07,2.0939977095682e-09,4.06596842408742e-22,0.0152812155337916,2.83610381330728e-30,2.71397124281123e-24,0.0211375032307172,6.31640448552548e-14,0.000161037325313773,0.430036544090362,3.60895999858436e-11,0.000495848483550278,0.166616498144503,2.50050636905804e-16,4.30077271578606e-19,3.11614300150794e-22,5.13615640977422e-09,0.110076519441039,0.00380181311372455,3.30714802854014e-15,1.11075001107305e-24,1.65519059292959e-05,0.013015916109636,5.36058185791549e-24,1.78558479804484e-27,9.38842534603376e-05,2.01262269819673e-13,0.0020315827922799,3.18540592391895e-12,1.47173763187223e-29,0.0168967316480512,0.0510742080089442,1.0635687366214e-17,0.0171260100010462,0.00376254250932417
"X138.1",1.65524030115646e-16,0.00316199614832573,1.94807755325999e-11,2.51319911749953e-24,0.025862606275646,0.0422977317585449,3.49140353027571e-16,2.57503752336158e-24,0.0218472141380912,0.00116028871798491,6.60219073570595e-05,1.1055808191058e-27,0.0205046155408472,1.26787671010812e-14,1.5031168029884e-23,5.28327709263636e-05,1.97104208926172e-08,2.97720760066295e-06,0.00974850788792375,1.67167745974398e-18,3.55765886064379e-26,3.01148143402086e-19,2.70843902134014e-27,6.18720762439139e-22,1.9965900687732e-13,7.04415395978035e-07,6.99700611937044e-08,1.76377558990832e-15,0.267466949764263,3.98458001170386e-22,0.0127984832132834,0.398712963474144,9.49378952318396e-06,9.87818329994144e-05,2.77196378864601e-18,0.0429479695148195,0.00504767564363236,3.02324766157018e-11,6.26991709823308e-11,1.13045325551735e-19,3.48972024783598e-10,3.76574686647672e-09,1.20053687520569e-13,7.46761894078346e-19,0.000687180709757898,2.6920888034345e-18,0.00337511356064328,3.08576288973016e-15,0.0808110839871536,1.4378221826429e-07,0.0189063356097781,2.90889525981853e-12,0.000877227471094373,7.34100715595044e-07
"X90.1",1.93897018208174e-18,7.30083377882812e-11,9.63012788917149e-12,2.62304645427555e-31,1.52019938053682e-12,0.00171142994905061,3.66173255405766e-13,1.13670233615861e-10,0.00709476429060769,5.83138447501263e-07,0.00877249376746529,4.96290751912172e-14,0.0487794293303586,5.01611043022877e-12,1.00185364877627e-11,8.53512980807002e-25,0.0268158465764006,3.04208107329089e-15,1.29784047173812e-11,1.71706092124608e-30,1.3418789860627e-21,3.21810450989751e-32,9.21576598617094e-45,1.82316480418998e-10,0.00619627235166897,2.32245170770258e-05,7.34163658813576e-10,2.74285092897354e-52,0.0585602316051369,1.34152958198363e-21,1.47171110265223e-13,0.412851565567235,0.0170339918790124,1.12271134441031e-28,7.0861514739311e-05,0.243680293483316,4.25811517148675e-18,6.42782998180693e-18,0.00786239448935021,2.62659060276178e-17,2.2129249168526e-37,0.000848624371292697,1.30353127140154e-17,0.000278913237273629,3.00975667290988e-12,3.75526481055598e-08,0.000757672594374023,1.38229871719886e-17,0.0861553848104944,7.67165152378616e-08,0.0125959247505821,2.0283528410237e-16,0.00644902682608392,0.000338796985268273
"X158",2.13204734046665e-07,0.0309417087721387,1.90422873044959e-08,1.0729999455064e-08,9.77832174559902e-16,4.10475550910042e-05,1.87302024351055e-17,0.00917561376024499,0.0103176449924477,0.00017293051198268,1.18533695125926e-13,0.00767064925911062,0.0163181363022942,1.49220120555022e-14,0.012748098992142,0.00994556195608844,0.0718822912879202,4.30615890453195e-06,5.54267514996341e-09,4.40764742646117e-16,7.1053489263315e-07,5.09766993415816e-08,1.57514036409086e-26,1.39957166055358e-11,2.90894064786649e-06,1.65161449272695e-12,4.45271458659853e-18,8.60630704780579e-16,8.12962614325124e-12,0.00130060729191442,3.15290289670687e-09,0.189758189229358,0.00900884130075308,0.0444686387449676,2.30977889189024e-12,0.440071769008337,1.21268440884511e-09,0.000301697593539131,3.08930478765311e-06,0.00168966746821909,8.31574408580397e-09,0.00531608438451769,1.59544314008384e-17,1.44079557306551e-17,0.000716083990899417,1.18548127021167e-08,0.00746031128273176,7.6156237868593e-05,0.000334145833673335,0.00706493744781932,0.0169976773122088,0.0304032111130214,0.000554962216927772,0.00237328098077885
