"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55","r56"
"X113.1",0.0920278509524593,1.85687403932998e-06,1.15510188725429e-11,1.97547117959892e-11,6.60642086890874e-18,2.42680597017305e-20,0.073855908709303,1.96242166784636e-12,9.81118041216652e-16,0.0755184847981728,1.31318522570804e-05,8.21726350425743e-20,0.00927620685563199,0.000372759781493195,9.3807519742371e-21,5.92216019986915e-17,0.0163045047652595,1.71388762036985e-14,1.80929109221389e-18,0.00392841610479633,5.64795363433703e-15,0.0155324612841494,2.40062788282615e-20,1.48407751134799e-16,0.0157397256424785,0.504633437353044,0.00904310103366287,7.90102463349196e-09,1.53897441700696e-11,0.00658184458306397,0.0629161877808709,0.00374123011472149,3.56930903106175e-12,1.25608659762841e-15,6.41574866376395e-19,1.50124565595499e-11,1.76287458826664e-26,3.43680509299674e-15,8.90140591027439e-23,5.50292617379762e-24,0.00170258491573179,8.74673927975144e-53,3.60724275748162e-23,1.29069341756188e-20,1.98766442320992e-20,1.54253061673601e-11,6.52986633708139e-25,1.81653348255282e-16,4.87843562468304e-18,0.000241187830928168,0.0319140499201213,0.0139939321007259,2.1342197754209e-09,1.97824852537075e-24,2.58271022887836e-29,1.35382467709895e-08
"X119",0.0253721383140866,3.88481492459151e-25,1.34800166296602e-13,4.25391246091873e-32,4.81915502352384e-22,2.36607605272827e-34,0.192721747683292,7.56170653995746e-14,2.73825020899728e-48,0.254695136655182,1.61013965712553e-09,3.79441182736841e-32,0.00657657917393374,3.90224529725914e-10,4.10792419138669e-27,9.13018535093611e-35,0.0352145820512951,2.09005156977015e-32,3.87302854716128e-15,7.89257437528711e-06,9.81118282600945e-23,3.02962135028282e-20,6.65561420834547e-48,5.03130905987204e-30,0.00689905168282428,0.320279944587557,3.26833760078528e-20,3.57991214003711e-05,9.08906974732227e-05,0.0247225055824743,4.92392183700513e-22,0.000672817936364696,3.21399797541356e-79,5.27810708266672e-26,5.10522695399966e-22,2.56233023467083e-11,7.81065850122519e-33,1.20651707184193e-09,4.0656149336627e-31,2.02373880031315e-23,1.50303839870736e-06,1.06983174561443e-45,8.85201788040245e-48,5.23077800684896e-20,2.22497042796826e-35,4.84470869029209e-33,1.57844729046039e-23,1.18144598110641e-31,1.41733103967363e-06,0.00391962418948788,0.083183673079472,0.0016034239827332,8.12808586794419e-39,4.7919235967702e-16,1.24312751966678e-73,6.33752626233315e-15
"X159",0.0061246573984097,2.45066988040315e-07,2.33431628750413e-19,2.80756025782e-34,8.79527640099959e-13,0.0184621567108137,0.148529470504405,0.00264452922028923,1.40658204990741e-28,0.434970016800457,0.000707599085384496,4.23989722920904e-10,0.0198662932494495,3.68161792749727e-08,5.16092863147746e-10,0.00189620095578284,3.6734425470862e-05,0.00423431528075057,6.59020504985076e-06,1.15991376823359e-08,6.22193901775722e-14,9.34803259554878e-07,1.36174987455482e-21,5.95237984808281e-08,8.24459471382324e-07,0.051524798341929,5.83081581018711e-11,0.00194832076592824,7.52416138565918e-08,0.0195896654714807,0.000593603996245555,0.00448198386818305,0.000205540351567189,4.07102232098682e-06,0.00343644322135134,0.00467908744029441,5.21472552495717e-08,6.09346672484033e-10,0.00197218350875865,0.00016043949761043,5.96209486585157e-08,1.72434365464299e-16,0.000212426941028395,7.78567132626889e-13,0.000190739739670337,5.16369917568366e-19,0.00777225848992787,1.06887709045918e-05,7.35287704232112e-11,0.00364240226388665,0.0928077447977036,1.5120151597325e-07,0.0102340255208865,9.22025534413569e-29,0.185714502001634,5.26447462480402e-05
"X107",1.43432126201141e-06,1.86681194325197e-22,1.43042819885002e-25,3.7613112517127e-15,1.49185785925138e-08,0.183986930357389,5.49657608150816e-43,0.0067002495128953,3.88270740052787e-06,0.364787627994871,2.75282579738904e-22,2.99330495238552e-08,0.000217262458832981,5.63981476214423e-24,1.8682776285575e-12,0.0556729568282075,9.18730390234426e-25,0.000322256980398152,1.50629401414987e-07,2.84331052503584e-16,9.28651644423639e-08,1.00038341557304e-11,9.29888365663233e-11,0,1.12965622974176e-14,2.9372852122323e-41,2.84411429657427e-15,2.55869495215919e-13,4.2885168889363e-30,7.21014231318975e-20,0.00598459701128821,3.18907188155095e-08,0.0612764508633173,1.54847057013223e-12,2.66149261625093e-21,6.47432916022653e-13,2.20217003606215e-07,3.90573918230121e-22,0.000750870435439781,1.07683541287751e-15,2.01051815534711e-25,8.15069737078445e-10,0.00151426763246179,2.59459520598886e-08,1.920235954292e-09,0.000901732608597686,3.5482674572938e-18,0.000391385321886029,3.94029794668128e-36,1.40239696367325e-17,0.0860086158654895,2.28116858529853e-16,6.40067244292449e-08,2.44114792701424e-19,0.292706974741335,2.88714816138566e-10
"X94",3.14326140251532e-05,4.37596278993681e-16,8.05955294783276e-14,0.00617875304959556,0.00383897332436268,0.399480852755896,3.78967177276607e-30,2.27986954656473e-08,1.3826928939524e-08,0.153929101518093,1.60268263966139e-17,8.28427240301316e-12,3.30598804455767e-07,1.47383171166826e-09,1.14805009424973e-13,0.0586261146944214,1.27702304880394e-10,4.68468529615051e-15,0.000349262497563673,0.000412200079040258,0.0125653180255165,0.000241252380444304,7.3236906744921e-23,1.09803124002196e-12,5.27941086408894e-05,5.84718443585645e-36,4.00702885379681e-32,5.5923655521544e-18,2.76535838114466e-10,0.0125831513116443,0.00252343303170858,0.00176040362714115,0.0445362540346204,2.50753877076e-17,7.45406787962168e-14,1.51906554661905e-08,1.46980060138123e-10,1.78067743780439e-06,0.0118106393515385,2.10551453758947e-08,9.05768926832759e-21,0.0337567811094346,3.4750285708388e-07,0.000396883523530901,1.18040876130327e-31,0.00635039452046376,5.66501614348916e-12,4.77702375433566e-11,1.00830086075384e-33,3.14366549950297e-13,0.0991390783100867,1.37822437665922e-05,2.32949851788589e-23,2.17012914210591e-05,0.104486860511391,9.48728571898438e-08
"X145",0.00261897490945388,6.54981526281022e-11,3.92756332622055e-09,0.000365754077576671,0.000100486855573558,0.417379035173147,0.00368007680455284,1.13007994998444e-06,3.44675885842178e-13,0.0206327823364165,5.60001056635632e-14,4.44572136495203e-07,0.00678453370388938,0.00350117499502493,0.000151962787922383,0.0165139710361909,5.21281594886408e-12,1.74398353289592e-06,1.67051801592974e-09,4.64545206980057e-08,7.63873896174021e-14,2.94150914056634e-12,6.67017912325882e-22,1.58337826063547e-06,9.00230045872683e-12,3.27400921488153e-18,2.95801451040179e-16,3.40095447281978e-06,0.00445742597205909,0.0689208685535697,1.22322451137736e-07,0.0104471433552865,0.000111469044131319,0.0256053449323853,2.50912165750531e-19,3.63471320705055e-10,8.20834288499074e-21,0.00963682335053287,0.000439155764751979,2.15246694305333e-15,0.000183959122690401,0.0023464133808281,2.10331136237679e-06,3.03090122605779e-14,0.0859420361399857,3.2173837897799e-20,3.25091288827991e-10,5.02823092943474e-05,1.28579878797298e-07,2.71531462447246e-12,0.101269191963867,0.00907398758920664,0.14457710644079,2.47174352176901e-08,1.33452648468951e-09,1.37914522165899e-14
"X160",0.00144582036886591,1.28196662801308e-18,0.000558466371683895,4.73638537609676e-16,2.28845361884563e-06,0.198369470719612,0.000702614718160917,5.57235641824937e-09,8.15247563185203e-08,0.00553601450463858,9.40219965520011e-12,1.29603225348194e-11,0.00435176387424957,1.60899523530138e-07,1.21211818861398e-10,9.16632383926771e-10,0.0006697627466969,1.00835535144851e-08,1.2918599806569e-21,2.50620917078123e-14,7.41434177184573e-22,2.74300296344642e-12,4.95886483591846e-20,0,0.000981829385145122,7.30404047679426e-19,1.00516038526793e-33,0.000187150038188085,8.38967677829637e-10,0.107799076278592,1.71861111624454e-23,0.0267425230078728,4.09117830873081e-28,6.28523901157598e-06,1.36324278871306e-24,6.79219368656857e-23,8.87582362424185e-26,2.23985860446839e-16,1.02542079512503e-11,2.1305858621996e-15,1.83190076692677e-10,1.36040228830795e-26,4.02536362752808e-15,7.77339686317475e-24,0.254135873110192,0.0223852231002327,2.58357359357884e-17,1.09638008883415e-12,1.46857627188117e-08,0.00782955685284283,0.0718348675766436,2.50388608026502e-07,0.280749937326406,1.22389162506793e-05,1.90078674011942e-18,3.37370814455448e-12
"X136.1",0.0135730966892449,0.0261184387928587,0.00568763187694535,3.84693129405626e-06,6.03120335176035e-15,0.0664576425505224,0.00131682403473477,1.72573851749352e-06,0.000175751193736788,0.0189809052922544,5.60735934730645e-05,0.00717883640247841,6.33719388218885e-11,1.49003420615088e-05,7.95794306059255e-15,0.000407089610017945,7.60658299473724e-07,5.9734067434298e-10,5.28246530264854e-10,3.95517110781655e-12,0.000253498539579905,8.69677810909188e-20,1.80721162940193e-13,0,0.00212270807854587,4.35722800092872e-16,0.00126891687745008,6.41871769352322e-05,4.00695383385275e-06,0.108820367421045,5.36254754940475e-18,0.0221029499707306,7.78074261798821e-16,1.11215327843496e-15,1.1075552341411e-19,0.0017425985119802,6.45962839864621e-13,4.78321550138353e-10,2.87617577574316e-19,7.3266774712834e-07,4.47830178988021e-19,0.00320877133117962,4.46616243766692e-16,1.23382244262303e-21,0.323694289143024,0.216409090229573,2.55816617148379e-16,6.32090614502663e-22,0.000332855718402107,0.00827030803387852,0.033958208010931,9.29403545263831e-07,0.0824884920509932,0.00242779907132363,1.02106457862958e-26,0.00077732755861558
"X222",5.85597032258955e-10,9.26936603810253e-15,1.82819592857036e-05,0.00778337005924281,2.15544126880215e-14,0.019840288416057,1.09193347984789e-14,0.421950409894152,4.85316690526504e-05,0.00360742132275718,1.74844900603242e-09,3.74574461247637e-09,1.91695380315298e-14,1.29387536708023e-13,2.25026993436837e-11,4.10654864319669e-14,1.15351536944244e-10,5.67255420341431e-09,0.0256861195488196,7.24834626456422e-10,1.72359631276807e-08,5.51581984424981e-13,2.85899781831748e-13,0.010793402448535,0.0140811832995388,8.35927992478506e-12,0.00830294577763621,3.52660889579534e-15,0.00341755993238568,5.40957724777244e-07,2.2015141158134e-08,0.0200948098914074,0.0134866068369341,0.000454262545658494,0.000362213902521534,4.06113016998318e-16,0.0012157825808487,4.909935084662e-12,0.000183742194709294,0.0961541074942759,0.0137104152199272,0.0362241002545313,3.07746706525522e-07,0.0262770774938687,0.00194599748182669,0.170669556954469,5.90459614986558e-10,1.84999934950194e-07,0.00304192908871972,3.37805356019101e-17,1.92022630195796e-17,7.89819112300783e-16,1.1563250994607e-10,2.07349739558597e-10,0.0140489040642513,6.94579144077605e-05
"X157.2",5.73990431251424e-16,8.26121417580201e-06,2.43841289556556e-14,0.00285099939022257,2.78473838397512e-16,1.59219327563589e-17,1.11546239057308e-14,0.393666309485396,1.44993636815139e-07,2.39443971629526e-14,5.45736634062301e-10,2.86202619817385e-11,1.31743552586585e-19,0.000883139695940148,6.60987426944034e-14,9.25983586653744e-18,1.89694146236325e-12,6.68373587485715e-13,0.0854774643723108,3.06798396947903e-14,0.000116620566195567,1.65700396716771e-17,3.0252392159498e-11,0.00618950305004421,6.39295177035745e-17,9.1202272887843e-12,1.08646133919006e-14,9.03691676978729e-18,1.4641190647643e-18,2.5144028057903e-18,8.75790086856726e-05,0.0404786134397891,0.0124706965488458,4.773773887304e-08,0.0028722900262968,6.23330582500732e-08,0.012146458423925,1.98961341981272e-08,4.6670345188665e-19,0.0582254477705713,9.42112618138981e-19,0.197346826866435,9.77119928950828e-18,0.0116842680937416,0.00162298966756397,1.63448365175729e-05,5.67425019091554e-08,5.95418518351402e-07,2.22905718930886e-09,8.41830511681842e-11,0.0020562766696193,1.08360905060212e-10,0.117990194142757,7.82155800685091e-24,0.00462788743250551,3.17160055409522e-07
"X149",2.22037366658192e-22,2.66456129149513e-17,2.55184912289175e-19,6.01261859360315e-13,4.86816495655611e-20,1.40274122299585e-15,1.13672853797528e-11,0.171405959662623,2.66624410003029e-15,2.2842086883075e-27,7.54680037966682e-21,1.03877995057007e-13,3.38388557041599e-24,2.26329448249596e-14,2.77516927654177e-22,1.72356801303943e-23,5.15864521573601e-07,2.06918028332146e-08,0.182331233046551,7.74195098148281e-31,1.63918588884044e-11,8.96297235985603e-29,3.53002587300143e-08,0.00969594219830219,3.708372856921e-35,2.95701268617959e-13,5.52972015469895e-27,9.40647389491394e-19,1.89774421373432e-10,1.71458020136352e-12,0.0139688669404327,0.188956467896942,3.25430386851783e-13,4.52451954795885e-25,4.31027477283583e-06,8.85030790615463e-05,0.0289903455130379,4.58543648634253e-07,2.7489527296216e-25,0.0144747005246876,1.66015531162915e-29,0.314897911575213,3.1797575091313e-10,5.65067065219105e-18,0.00566122308310233,1.70290281441317e-46,5.27095649973738e-12,1.323888744105e-12,0.000156129053547909,1.66346622658281e-05,0.0061667040895319,3.25323915733106e-13,0.00761782024345791,7.16234327866588e-30,3.03409237171605e-10,0.013525468353308
"X109.1",9.41937230395285e-18,5.80497479994065e-11,2.59665080226619e-06,1.89444841065526e-19,4.48003253654529e-10,1.78312061040681e-06,1.74206983731114e-14,0.00715982162181245,9.70848871969464e-19,3.13228564914696e-17,3.12565437733931e-19,9.026715833084e-12,3.97327982159454e-20,1.31519649423065e-18,0.0456623552734149,1.47965596169705e-16,1.69878264353087e-10,6.71978183653435e-13,0.178032302017942,3.87739229153165e-34,4.36001612671447e-16,3.47553228233757e-26,1.07442988565418e-12,2.89094245981746e-12,4.90810656851268e-13,1.35476913593969e-08,0.00669653503089109,2.83332323735547e-10,6.80098540755453e-05,0.00239440742200454,3.7939779405017e-16,0.44342837741325,9.010500814893e-09,3.77987009427234e-10,0.00606383238257729,5.21576960244062e-10,0.035273854624736,5.2464703684555e-23,8.66531391329776e-11,1.7159457706988e-06,2.16410709556579e-26,0.190739607390445,1.41600961393672e-07,5.45122501088527e-13,4.41755087315549e-08,1.65122795268021e-27,1.75425862554257e-11,5.99343305375415e-08,0.00320719409222951,1.26992286090679e-09,0.00037261766876191,1.54289795707361e-13,1.77677791417454e-39,0.026091537729912,0.0289044115453307,0.00941537972394542
"X92",1.27820783711427e-33,6.91957948260873e-06,0.00672189530392781,1.71819290205327e-11,3.82722305786159e-13,1.65657422123835e-11,0.0186931381222866,3.15402157471629e-09,7.20776468595272e-22,3.18501756013555e-19,8.65276969059414e-30,1.3493762929592e-10,1.29445669407719e-23,9.30781531687833e-15,0.188049043105354,2.43669546347489e-14,6.37479821017406e-07,7.22518563295683e-12,0.055314965790562,4.29449070915884e-34,0.000694760828747736,5.58285217128347e-24,5.15575799931594e-11,6.78040770359738e-20,8.07173933836347e-22,2.96819240074346e-11,0.00609183812322173,3.11369471528739e-34,3.57342141084196e-14,0.00107161965501821,0.0469726839861037,0.427268166625869,0.00367499342024703,3.46394136556959e-13,0.00620233876576974,6.02114115768609e-11,0.00841162848919682,3.92925226998233e-17,5.86823634358992e-09,2.57758619494738e-27,3.27361913985116e-19,0.0242692549224754,2.0774765588955e-13,0.000389917782899901,2.05625534818899e-14,1.78080156126717e-14,1.93524387253741e-08,2.23084004806967e-15,0.000977955539780394,1.90207474972757e-13,2.31402912260311e-22,5.0362540418719e-29,1.19329490328262e-09,0.129845149166487,0.0506842920984332,3.9278175054801e-22
"X161",1.75213162993496e-15,7.38577729358308e-06,0.000689776776696354,6.37282700608177e-24,3.12882743067648e-14,8.71379863389495e-25,0.0354038931497087,0.00907010107883136,8.02789512146258e-23,1.02755512862831e-18,5.19424056563836e-19,1.1602317504179e-25,6.67575564388307e-25,1.20936091013992e-08,0.222991893752382,1.55174757115863e-11,0.0074402347497402,5.6063476174108e-32,3.80390767012919e-09,1.44751343013259e-20,1.87251386976996e-20,4.09735950253062e-24,8.62682602045554e-08,0.000190982775764881,4.96599852333883e-16,3.51036593033736e-17,8.44484648724073e-11,1.44852859166047e-40,9.80437543089285e-15,0.00219692627729767,0.282015494951976,0.156793926835736,1.24473540252804e-34,2.12526306974943e-11,0.0174209660448696,3.35331241083594e-12,1.45869180438803e-19,2.38355437613354e-13,6.27008236826204e-19,4.63020901290374e-25,1.66068122413512e-21,9.48820190396778e-44,1.61087578838804e-24,1.54095545659833e-05,6.35100591255401e-27,9.21653308006811e-31,4.04229065458423e-09,3.60381747581684e-33,0.00476960329870946,7.47000164219956e-08,4.56378331570134e-09,1.43011631047576e-29,1.59493373199647e-26,0.169934876211874,2.70175171587814e-23,3.4505922404742e-22
"X188",0.0316428001351306,3.82095817227568e-16,0.0263409097078401,0.00253214332210269,4.67988709850009e-13,5.62534161258064e-08,0.0151650579989749,7.50366658628289e-05,0.000165027591972356,2.49675612226755e-09,0.000205788403668651,6.83611295327242e-17,8.04530442858316e-12,0.0108558760077873,0.0929400826588062,0.00120382415789671,2.86395574739001e-15,2.7178598891423e-19,4.15221416193772e-18,1.10818205750015e-10,1.45027319023765e-09,0.0462505789235769,7.02701390975012e-13,1.37350042020417e-22,0.0013066290033124,0.0692691768285656,1.33351375718454e-09,5.96469940851318e-15,0.0072659673653497,0.00745702478312107,0.468546368913448,0.00471544761077564,1.64325035790184e-27,0.00345080490048099,0.0173251280901966,1.35676821881361e-06,3.51094591982934e-17,1.63563192708109e-07,6.63019510013092e-07,3.05038671233833e-15,3.11449128083302e-05,0.00526426019611787,2.30292152771233e-05,2.78103676847466e-17,2.69719101630537e-07,1.07801291940144e-15,1.21739598735785e-13,0.000119160797078075,2.37484663181776e-05,6.33997714890745e-14,0.00401590188055146,1.2201505157117e-06,1.111811583416e-09,0.0695230572859635,1.54374227565969e-08,0.00024168456935768
"X172",0.0142790906078393,6.64003027321025e-13,0.0288853418219021,0.00619320546882533,2.11685222471342e-20,7.26840948491363e-05,0.0301469132672457,7.15041715897477e-30,0.00120847292628501,6.1968652234361e-11,0.00238173311242101,3.66350693461675e-13,2.68366943127779e-16,3.33083833675784e-13,1.29584084681718e-08,1.82175458064981e-11,7.59826345211918e-40,3.87307308466081e-07,1.36207561312918e-20,6.28797456168475e-14,4.99789594429204e-25,0.15172999457511,0.00193113169682371,2.54963815795876e-30,2.3198336759839e-15,0.256385765325671,0.00077628938585925,1.17367441154453e-09,1.19305792702446e-19,3.8209892673011e-28,0.331116416765412,1.63921324056944e-05,1.25953371658372e-07,1.11788292831043e-20,6.74082842823563e-14,1.52718338767834e-31,0.00275202049452781,2.56882316965728e-20,2.49445316279767e-13,7.44334594814266e-08,0.0015116578760554,0.00270959724366262,0.00126821596499147,6.29292363754436e-22,0.000598965811500182,1.34151130816645e-11,9.41474176863029e-27,3.44471822223728e-13,2.37157749523259e-19,8.34665418352809e-25,7.72499200609822e-05,1.3085805248339e-21,7.42347785843134e-08,2.58500653281898e-25,0.117337191783892,2.50143719066807e-22
"X140.2",2.34369401596198e-49,8.50630393757142e-14,0.0263383838885784,0.00668909791766979,6.21736733950121e-22,8.27088420941707e-14,0.23527943230516,1.9348121159336e-19,9.97395134175069e-09,8.15208797381355e-09,0.000190599520191826,3.78069191965642e-17,5.05826048141756e-22,6.33927040520943e-08,2.65468306475553e-32,4.69079167459681e-10,1.45225726138632e-17,3.30904985412924e-13,3.67114289441045e-12,2.70486405582645e-14,1.02918975301004e-12,0.147573168174827,1.45578381410046e-13,5.49406454873039e-22,3.87606206407492e-27,0.374839954497927,1.92550465201202e-09,2.28734874200701e-27,1.3887318263823e-28,1.18287167310485e-13,0.0866113764600139,0.00483042782107559,0.0203293849602291,6.17728405162592e-37,6.81570217048813e-13,3.07336126203512e-36,1.11291870885972e-17,1.74396027037956e-15,2.10901530803053e-11,6.81669872564388e-27,2.17614072799307e-05,2.21207590968327e-31,5.49165495846245e-13,1.18336702866735e-11,2.56391355294191e-20,0.000689175556433693,1.53219454262457e-19,2.23851794804158e-13,5.11326585503201e-15,2.21052455280015e-07,2.51105793721476e-28,5.44492909362205e-36,8.50051686031064e-12,1.209256023696e-24,0.0326947709866181,1.29582497838609e-14
"X141",3.95030576387655e-35,1.27033349433859e-20,0.00987896780644706,0.00147786432423107,0.00252035327599225,2.17376605507191e-14,0.462282349292978,1.18847138949251e-08,0.00499626543671688,0.112307589682604,2.49432216424433e-05,1.63166980799984e-12,8.23175545549181e-16,0.000153002115908922,9.23631375911065e-17,1.62569412535375e-10,0.0193891287205582,3.43373862356763e-10,5.84210913604448e-14,7.85193959838998e-05,2.77924634607777e-10,0.0544643286468341,8.58452555992019e-11,1.19222704590219e-21,6.8869428335023e-28,0.203422223061797,3.44592315429012e-24,1.53424201235211e-12,6.15771177464156e-09,0.01096978844862,2.6649785044175e-08,0.0111567981183252,6.18128832994783e-21,1.78655647519382e-10,0.00330870639840837,0.0005789604568776,8.51700746119291e-23,1.04943220129442e-13,1.32670666587812e-07,1.13128445331981e-15,4.66744711170027e-05,0.0221836491905477,8.73798665168342e-07,1.48401668783954e-24,5.37668736854133e-17,0.000178066894078067,1.31779458758029e-11,0.000323364894625865,1.12132117358166e-15,0.0212041031334419,5.59356689343423e-21,0.00100625537451128,3.07256839203912e-13,0.000377486932233597,0.00443827808526407,1.81330246861828e-07
"X189",1.105236181005e-20,3.17805782259266e-28,3.50921841727428e-12,2.79919001928963e-21,1.75186608923084e-19,3.08032470429236e-09,0.361519393892256,1.58366747642327e-07,0.00301998486176928,0.273577048680279,1.74787716128263e-11,2.38765578807021e-09,5.08148081661249e-18,1.90812469217242e-30,6.10982002530874e-09,0.0879029325172989,3.10812368091685e-33,8.04976220591587e-06,5.24788123561535e-21,0.00104828869172547,2.26963996686736e-21,5.18523478043669e-24,1.02048070615904e-06,3.81006640179657e-09,6.30637224738409e-48,0.00933126043902994,1.65854450607589e-15,6.44566895501723e-26,2.6286627632486e-17,3.56203097489752e-39,7.84584481552845e-15,1.06620669511071e-06,0.00795849548253334,0.00665692910356783,0.00181404658094754,0.00148846261841774,0.000465048738664654,3.88413178719537e-32,9.92053115522693e-08,5.9828127865342e-09,3.07177234031375e-07,0.00501794183954264,0.00616296670027201,7.67038658307943e-11,0.0149364151631935,9.39855589186364e-29,7.29203476574322e-09,2.22342785168442e-05,5.274127490807e-16,7.67086766727811e-18,5.2238785241683e-41,1.26064570249816e-11,0.00829035536203286,4.97835115841383e-15,0.272049773902105,1.7222068199447e-06
"X164",2.75480850141036e-42,4.20912646775403e-29,3.95290609959895e-11,1.55716229029327e-15,8.3100241404581e-18,0.117622866094886,0.0776741441821376,0.000277005490730536,1.26752008387821e-25,0.252669241894765,2.06501947240444e-41,4.12240908790674e-15,3.78132321631948e-36,3.94865085205544e-43,1.33192788829498e-26,0.219971104615235,1.14880429813606e-34,1.21696543195403e-13,1.22016841513288e-24,1.25732132111708e-11,0.00195524308100873,3.26219856949986e-23,3.76069149950776e-08,0,1.40156768590249e-38,1.54245332950246e-12,8.91488017906237e-30,6.79900941128948e-28,1.052466525238e-38,4.94819703960809e-29,1.59772902359613e-12,5.48043662475451e-17,0.0457846799931876,5.27084541066495e-08,2.11752191471282e-10,3.46160251735298e-20,1.90578601980815e-16,3.52773497295741e-42,2.1841731187724e-27,1.78511146352612e-22,3.63246727568966e-44,9.06251029548163e-07,5.03745910407231e-21,0.00159217098226052,0.0184982681880896,3.77098883390134e-39,1.4843303761966e-28,4.30970920347022e-19,3.08152320781132e-25,5.32163878262073e-36,9.14124703527211e-67,4.31606779226847e-23,1.90529189204779e-40,2.34905302631381e-09,0.325928334113548,3.01007951289523e-21
"X149.1",2.1073244946312e-44,1.36793579926362e-07,0.00848160094296076,2.91901945791553e-10,1.78481137405529e-06,0.311620331940515,1.72732681437724e-21,1.45838065503056e-05,2.96792786753882e-19,0.0983380951026144,1.49315249501042e-25,1.46930381602558e-11,5.62085307199478e-24,8.55061963399512e-16,4.03351013113787e-30,0.250307417345063,0.00413198000813241,1.88949315132456e-15,6.281965253275e-28,6.39252756513159e-09,0.0171215207586701,7.8999826893189e-15,9.52805564254519e-06,0,4.63484090190865e-15,0.0111580035772242,1.69973148029163e-18,1.51498082405543e-06,1.15460796092172e-12,0.0587257803986519,0.000452639115582949,0.004162216342345,0.0430209620951339,1.62006058458288e-25,2.32398094473549e-06,1.21625225557479e-05,1.43906270365939e-06,1.80526272364699e-08,1.12097045406857e-27,7.91351560066163e-19,1.74005040111244e-36,0.0289482815128066,1.40730677108604e-31,0.00601112301216176,2.54005157159e-47,5.34801739118519e-14,1.39529144733497e-14,6.73907705882495e-19,5.59284958310148e-13,3.71301760941495e-15,1.05235709260531e-48,8.14198581957707e-07,5.43777265101127e-26,7.05415541683986e-05,0.0831121815438249,4.86032186199511e-15
"X165",1.77635507082087e-15,3.45413976484066e-11,1.03984870331148e-05,1.00616570248486e-20,3.00081091147296e-14,0.350041342938412,0.00893506605672191,4.69643867772724e-09,3.84808622719587e-15,0.0109764556152313,0.00399819196525303,4.36715543619961e-05,0.00290288912056952,0.000511690226707145,3.00329527491214e-14,0.116379573260349,2.04412037720593e-05,1.0014596112046e-10,6.50607939098808e-27,1.64322246022098e-09,4.2582919774084e-21,2.24993510992081e-24,7.68526698030605e-08,4.55322280051048e-14,7.71087746256759e-13,4.94912499377209e-07,0.0102174462387732,1.59963475297975e-09,0.0117590035866368,0.212623756613526,1.40975720560175e-09,0.0176140251037232,0.00091250838627865,1.28624775774732e-20,4.51506220969856e-17,7.89592758101836e-07,5.26689918234862e-27,0.00610585050892186,6.680527359153e-24,3.38577996712057e-22,1.42756106487104e-07,0.00380871921686765,2.66403641301936e-19,4.87754176455525e-05,0.0154651044335031,4.18913552326825e-50,3.75857292093163e-06,7.89420956403988e-10,0.0114223468792946,6.0142317166283e-08,4.51472733119144e-33,3.9311916450199e-17,0.152138517906529,2.4245623102663e-15,1.80300488787787e-21,1.38500416587577e-06
"X134",1.09191071011024e-15,4.30062483720299e-41,8.53388123422222e-05,8.31843275189427e-20,2.2105722138455e-14,0.169943179627472,3.9865776588383e-10,5.54241688950169e-08,2.38265560090606e-12,3.47863147250986e-06,2.34334065393656e-05,6.070648545096e-09,9.2324533367456e-14,1.10039855881538e-13,1.84153156953546e-13,0.00399819257323088,2.84017039035892e-08,1.47294900999136e-19,1.84761603970059e-30,7.94014389753869e-24,1.46742391685544e-27,2.44145206754415e-15,4.38122891839864e-05,2.54410838530931e-25,3.79378042847555e-09,6.24954674565084e-21,1.12542572068678e-23,4.13662604857633e-06,2.39821359077323e-09,0.304752341568597,6.81563041556097e-25,0.0328466905860824,1.40986881316755e-06,7.05290878240153e-19,7.81439736251385e-21,9.80519924274191e-32,1.46907438211766e-25,5.34825729985983e-16,9.37463824832159e-34,2.98813997305565e-30,3.07300181721038e-10,1.80941189926474e-12,1.07483239894764e-17,1.1286272365043e-16,0.144687254224176,0.0126726911382481,2.89697817515253e-16,1.7122356336531e-14,2.23871809295345e-05,0.0278481939118694,1.67604036951078e-46,5.77759146006106e-27,0.303881930066804,9.49973694753508e-19,0.0109624610443341,2.21511023661303e-23
