"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55","r56"
"X183",9.21331882878327e-20,4.4514186181372e-33,1.39252302398822e-09,0.0355366443705886,1.48243505738422e-25,1.1840494788014e-20,5.50081047827057e-23,4.36695819674813e-16,0.00844837039976349,6.03469377799877e-21,0.00845062234864266,3.77806431035224e-07,4.9255458011804e-18,0.37661351673165,1.49361556940768e-13,1.34730213574134e-15,3.4808595573974e-07,1.99942933403069e-13,0.000285314280927995,3.05093536509732e-23,1.90803584386967e-19,1.64929361181571e-20,3.35569602747609e-08,4.87294552274353e-07,3.35808569413733e-13,0.00023225895377123,3.83507833499545e-17,5.95495194534918e-60,0.205426825478116,3.04526433348576e-09,7.46805184141390e-10,1.94355622299561e-21,0.00390830047510607,1.42822834785925e-13,0.018783232778919,4.52409587024464e-16,1.4274375617752e-10,0.000574979395446306,1.58780692128956e-15,3.39569758220355e-20,9.86232712649478e-28,2.37983220761908e-15,0.159457255330737,0.0124081482638114,5.07358696107692e-17,3.85362478148589e-05,0.00840063344273986,0.00377744815038047,5.70277360480912e-13,3.17878580491261e-09,1.17434792626217e-25,3.19851627585071e-16,2.79789123306088e-23,2.30536924771253e-22,0.0440430282304872,8.16212361046913e-05
"X179",8.28034613393207e-12,9.52217728693611e-40,0.00315365301644328,0.0184461672740822,4.23493105908566e-34,8.74331690203491e-21,1.23750949701321e-13,7.48079503140731e-07,1.90395035576513e-10,4.04656343210674e-20,4.6019741687548e-10,1.18975341797932e-07,1.82272287366673e-13,0.143788549197541,2.62449199581855e-21,8.80435125644415e-16,0.03343929953007,6.23328332809983e-09,0.000451689037201642,4.40906282561007e-15,0.0258365668591583,1.37223279278981e-31,0.000187765926799231,8.19608916393705e-05,1.34256110860329e-22,2.67014171894064e-27,2.45124478928665e-21,3.42977538194495e-25,0.251659768505131,9.75839446816491e-07,2.3401627076976e-10,0.00273239264996194,0.00206797730522539,4.818989847333e-12,0.00669883585562896,3.11941698087004e-05,3.6469024134381e-21,0.00896825244935168,2.63857072113217e-11,3.09929504023653e-14,0.00974614536724333,3.03165220014687e-14,0.321727415231788,0.00702307846001888,2.6680014242108e-11,3.37560783046607e-14,0.000351916478782435,0.00162468250221325,3.55011564861562e-14,1.47365877874287e-38,9.84138647141758e-16,1.32654699154793e-08,0.0436492222139156,1.82758965673887e-17,0.00158675757216638,0.00127690743818786
"X116",2.28315509148227e-15,7.67428124927019e-06,1.67241712006139e-06,2.80257871343017e-08,5.17055684135132e-30,4.71930819739424e-19,8.24253912852122e-20,4.92477009235532e-11,3.70999201093884e-36,1.81809594193593e-28,1.46999503549239e-22,6.59941088504598e-16,3.69712920487632e-11,0.00459016158713973,1.46228933760216e-16,0.00223627797065346,0.133530250118388,6.42178623574642e-07,2.69360625627917e-10,2.05797429335893e-12,0.180657964942028,1.09441120526176e-19,1.07769862005325e-05,3.72802444628227e-23,1.40282099095239e-52,9.64438498883277e-16,0.0126512874649751,2.20387581785879e-37,0.116146749834128,4.06774980737919e-46,2.56420294660305e-20,4.80091715101453e-14,1.92543691216177e-28,9.54173163297367e-17,7.69598570518788e-09,0.00748825133317726,7.88787424806032e-24,0.000559073136803074,2.99841812904036e-36,4.42171012626209e-26,1.68657109287561e-07,1.19695093296445e-15,0.340379822618154,3.12378393502838e-40,6.30683381686352e-43,0.0104768825573977,4.48330403000182e-10,1.5313185987249e-15,1.01694857423857e-13,4.84547175822663e-33,0.00219103395246971,2.22889748494941e-15,0.143172703708939,7.22311850377653e-11,1.18210715037467e-08,0.000747172320298636
"X125.1",7.27667675408625e-28,0.0607611466571204,5.88884010878743e-07,1.54131199793569e-19,3.95115467071829e-33,2.6988734545859e-28,6.66239970948519e-29,2.6828281913835e-35,3.54726803746864e-42,8.87957365786632e-35,1.616444823584e-09,5.4712560577372e-17,2.844727184888e-20,0.00157367309262888,7.92509431371488e-20,1.25705342432752e-18,0.154747559929757,8.52649356727083e-18,2.21895128561674e-25,5.94365125655037e-23,0.254608324080326,4.99145424627721e-22,2.08862002835748e-21,1.16737179883947e-19,8.55337729803042e-51,1.78629512694468e-28,0.0330313717508482,4.0354294542605e-42,0.0114173275575696,1.09256738621409e-38,8.96276633863453e-33,1.59410204264429e-36,3.90653383234259e-26,1.09684407461755e-26,1.13737028502104e-18,1.54801506350264e-07,3.27604872226436e-29,1.85273737943208e-11,2.83764800601753e-46,2.34825118225277e-37,8.40023056836745e-23,0.00121229700513068,0.242281040961944,7.09644714718588e-41,6.72942053193419e-35,0.18134533362861,3.62875916520729e-15,7.40595322501573e-09,5.00192620292061e-31,4.97155122897953e-06,4.92516848450248e-14,1.48520207002394e-33,2.11949025344898e-08,1.43309334349596e-29,2.54746444526972e-25,0.00453884804890702
"X136.2",5.3166533896255e-18,0.0508475099450159,0.00627782641078275,1.40402191787658e-27,1.66462237029579e-10,2.1092590777426e-11,7.95122360325298e-13,8.65697433892537e-15,0.0265987407512744,7.28692990416128e-22,7.47205155303073e-16,7.12598646654018e-09,3.65099889703671e-12,1.24749877112336e-05,1.31721308692718e-07,1.59077185842074e-07,4.73251272417794e-14,0.138783562029198,2.00593878667316e-18,1.18616683094634e-09,2.13111506108485e-21,1.90757772906956e-18,0.00425115609536397,1.16506943466016e-38,6.02892345805433e-09,3.23559423949842e-23,0.0366559448622827,2.51133612974543e-11,5.41132349088223e-14,6.94085955209744e-08,1.13231761236431e-11,5.39884862357568e-10,3.75267303295012e-08,2.60519639389404e-17,7.23024025630763e-19,8.46467747982976e-07,2.4109280133237e-09,0.117100278088322,4.31488844003609e-08,5.1020611647959e-06,1.80625379298072e-17,0.000148187269737021,8.13910047633736e-07,0.000970131873774812,2.17838269085652e-20,0.157146767721767,1.9902739315229e-20,0.00185297247467502,2.10167073709887e-13,4.41816327336602e-16,4.50265530590455e-11,2.42127848087961e-17,3.91892649262682e-24,3.2786614749601e-06,3.66082881469177e-07,0.339553429906086
"X184",1.32270888084951e-12,0.0280415398150062,2.4930528480586e-09,1.69633342103455e-37,1.18107091850527e-16,1.80927068075485e-21,9.02265771262981e-21,2.5243153410026e-16,0.037986882865281,4.74843214254829e-13,1.65508751300503e-13,1.38764213503398e-06,4.69191483183164e-22,4.10996297365053e-09,5.16943810701402e-05,0.010518043182591,2.67159359028215e-11,0.15140093306065,3.0625935016986e-23,1.52102918680059e-15,2.39656764675255e-22,1.34826875528987e-10,0.00671691822508096,4.82253392652356e-34,1.13874321368357e-05,2.8550110124001e-11,0.0136526418352262,8.55686900863265e-05,1.20496388706693e-15,1.3145153190465e-19,3.27614645871945e-16,1.21224296766739e-24,6.68997466682963e-08,2.85057119535632e-06,3.72754678317227e-15,3.97073062341564e-17,8.08427050479231e-18,0.292554280312409,1.02642553131843e-20,3.07594093008289e-15,9.2178571614784e-33,5.0726432372524e-12,3.04297224419483e-05,2.07042916915129e-16,3.5083460254919e-15,6.07289478108551e-05,5.60801719471387e-19,0.00533412892618894,4.8785503077746e-22,1.12889585434531e-16,2.08133171756438e-12,9.46899577163615e-14,0.0906121524258407,0.00535222246941768,5.06266536879295e-06,0.273468391924241
"X98.2",7.73562081039898e-07,0.000772872663684171,1.3391049586136e-05,4.02471158846485e-26,4.80982661102882e-21,3.15990567699488e-07,1.10281959803502e-16,2.02043277464149e-11,0.0876783135975512,6.23125474375061e-22,8.40738192236762e-14,0.00199877555762354,1.52101597043091e-11,3.4689647879726e-25,0.000368858059342027,1.07716011753904e-10,2.63663949632899e-25,0.126903820032076,4.66826263001947e-15,0.00460925120152852,1.95224557701499e-08,6.42464888989775e-14,4.49690196195025e-09,1.39319125374466e-13,0.0029215914311433,5.29925267813414e-06,2.07978218651728e-21,0.025724608304704,5.31830134684642e-18,0.00280757657615797,4.50254406239377e-24,2.31385248686446e-12,2.95996655724339e-10,2.02622968219721e-08,8.31273519517492e-08,8.19439235448608e-22,9.27777539504505e-20,0.459452608048845,1.17156315757151e-20,0.00379498874811333,2.97198301533988e-24,3.27773973765439e-12,0.000609522120595745,2.31046137655462e-25,0.0175799618071876,1.62693253276501e-35,3.82706734879131e-25,0.0959263859598695,3.82484965380717e-17,3.04958597074469e-15,1.83075597581882e-07,7.81243014957069e-15,1.18636511387984e-26,0.00237923545790881,8.61343152470607e-06,0.0778384318853098
"X103.2",3.25951016390319e-06,4.67159545991799e-24,1.37467008404088e-11,1.14109985071016e-33,9.6526706815121e-09,0.0121158667578712,3.46985572132416e-09,3.67282744832296e-17,0.181170847342046,2.82085425761104e-14,2.38996179480455e-11,0.000627855945689681,4.11185242062857e-10,1.81973740040552e-12,8.65147292514571e-15,4.73690681150358e-18,0.0083869277334689,0.077856574860009,1.21132771788931e-25,0.00687781509860441,3.40103257292208e-27,6.62634013513706e-18,6.45424778741233e-07,9.46940693878453e-19,0.00204238981265321,1.87582213077149e-17,2.42982571823736e-20,0.0250276998962429,1.85230889690444e-16,0.00227761339391604,9.17806934547615e-16,1.85240771665898e-12,2.79291028617695e-14,1.79986464528587e-10,1.44552300868192e-07,2.73697254207445e-15,3.85342814722002e-08,0.329754217587806,7.17803276200369e-11,0.00337447025289818,5.08654424326201e-10,9.84214486713127e-07,0.00327402176142914,0.00195912356855913,9.8106491532933e-05,7.74428268058489e-17,7.0413030001813e-34,0.241744190638937,1.81067329359109e-08,5.80881428452691e-12,0.00113725170218022,8.33299685140343e-11,1.39477981778425e-41,1.42511680727897e-19,0.00388233591492139,1.51617097162691e-06
"X126.2",3.54170433280076e-11,1.38020552906327e-34,0.00192310091099538,3.42768900764752e-29,1.35524446327653e-15,2.47281373835348e-12,0.000103603604278829,3.27407445877777e-07,0.288650989813994,1.40649788203003e-21,2.57486526950584e-25,5.90769007914241e-08,2.01597720756977e-11,1.59312008425481e-22,8.00669541047124e-05,1.81105271645935e-14,0.0270458010064013,0.0316683786071828,1.52501787279689e-08,0.00581586960809528,6.57264148196608e-28,1.77027202622628e-21,0.0212115914923452,2.92254311977044e-21,2.26101680615315e-13,4.84381397642739e-19,2.58900825907032e-06,0.0136797270827015,3.9096477817189e-08,4.85375491920084e-09,5.5098278007409e-22,4.04259520192141e-20,2.91616774990788e-14,5.06075253332303e-16,0.0205532122382504,0.0832930137687769,9.60585698301478e-07,0.100194480944436,5.75130852104782e-07,1.0646594251636e-10,6.41224801309442e-08,5.69048032774802e-08,9.54908674577567e-20,0.00459433657090688,3.70025183220291e-30,8.45440011750988e-06,1.23362349579536e-31,0.272744862566927,1.30788820723822e-22,4.7222234911322e-12,3.50722366482585e-07,4.63315174689275e-19,0.0073610891053662,7.64807370565985e-10,0.00536589613042633,1.63856034974616e-09
"X101",7.87960906724267e-06,7.74963716177827e-17,0.0192226153972181,3.49776884752863e-20,3.52735946753276e-24,3.7622011176755e-21,0.00289990681652259,2.46793296855337e-18,0.327171244362232,1.74677649671698e-25,1.2376803336122e-25,6.24306561317424e-10,2.05482872812296e-17,1.07524326697099e-24,2.43419950167868e-11,8.45232304082007e-10,0.0210822603135251,0.0113332751491986,3.7997686920996e-08,0.00459386473926634,8.11252277234151e-13,1.27717663339588e-06,0.0292384127773438,2.32682220848506e-06,2.52977652875181e-28,2.36294175518059e-09,3.67443958210992e-21,5.70558747689821e-07,1.70307927681116e-06,1.29970088175658e-15,3.57192289597648e-18,8.83487041885391e-15,1.48142674560024e-28,9.65528636107305e-17,0.0191048730229461,0.314872758210245,1.04725304439369e-15,3.56352266612696e-07,9.28886549415744e-16,1.56601881285322e-12,7.49605158897946e-12,0.0103381941181774,1.20861512945054e-29,1.06088594396524e-19,6.40690657917601e-18,4.78565606535964e-17,0.00512387824407248,0.107099245274904,2.97633571472347e-17,6.01486215991957e-17,0.00266733563252647,1.95428514071025e-31,3.39290968955783e-12,0.00427647912859459,5.39864765975194e-26,0.00509498545827289
"X94.2",0.00564205089933008,0.00609584544346696,1.83426838839734e-05,1.12275089201182e-19,2.06410884352541e-29,1.96349211785785e-07,1.07670290260922e-13,3.57949787661691e-09,0.275715597706879,3.47871245715518e-13,0.10014055282188,3.52980432381689e-20,5.22741792063129e-23,1.95942727919895e-12,6.92980354708346e-13,0.0031546038025361,1.07154079077345e-12,4.42440263375766e-21,1.30832743492203e-23,0.00313848034802043,4.60347776835374e-07,1.36748572272983e-05,0.0379909392058555,0.00396871180387722,6.33428410470266e-19,1.23422692392322e-24,0.00151706050757705,2.15965904832914e-05,5.09394842137465e-11,3.33273295219407e-05,6.92085798266366e-09,1.36712388068504e-05,7.09934490355483e-24,2.75655915756007e-08,4.79657389186033e-12,0.361401612476263,4.64167657378591e-21,1.10742842087721e-06,5.34716297067963e-22,2.85152331325292e-11,2.61672787035892e-06,1.77019230292545e-15,1.01302392947159e-22,2.22610710315902e-24,3.26765739491122e-09,3.01296961086913e-17,0.0625374194126351,1.71643752162968e-15,2.14178435087239e-17,4.01153595096237e-18,0.00578460146806215,0.0165043378753766,6.30802009321709e-24,6.81940117006788e-14,3.29990543898058e-06,0.000356521884571295
"X140.3",0.000136317692851613,0.0200387020020228,3.14873091314382e-20,7.4673548790294e-23,4.81126610065302e-61,3.219705465535e-06,1.0090460018553e-17,1.27254099229898e-06,0.197845736848037,1.28908635371622e-19,0.319652392355525,6.83027375906622e-15,4.01292043414934e-18,1.89203372748895e-39,2.88707364693848e-28,1.69493233590772e-20,3.47579868830896e-79,8.84510396827473e-49,1.21823809784689e-19,4.12848835252447e-16,2.32683758734948e-07,2.1055749847269e-19,0.0567126945813482,4.85902170722373e-15,8.21588717356492e-54,2.22338780335679e-25,0.000779284584538112,3.91203388975961e-25,4.67215889788682e-19,1.0064659953909e-09,1.97552824671937e-21,4.54613255822617e-12,4.94258845590262e-11,1.60522577606959e-13,1.79922812704312e-18,0.152397455487281,4.90497543970979e-27,1.22989092755588e-19,2.56957579778687e-25,3.58309740534617e-20,1.5357562876182e-17,2.40094069259196e-18,1.87542646114627e-11,2.4660994524393e-22,2.90310119833886e-17,5.76270697751947e-18,0.106105353401828,2.3781708488868e-33,1.60895283590092e-20,2.649938850947e-17,8.60193322351995e-09,0.0219285133640847,0.00474020955583985,5.21443902509335e-24,0.00862291361534968,1.54038197471607e-20
"X82.1",1.47408824173212e-06,0.0201049073020369,0.00341238043145463,1.38184004763345e-18,5.23934172386084e-36,5.44783668833709e-12,1.21759028482284e-10,5.62428324802666e-10,0.111375114733695,6.87097586217714e-15,0.357164735896347,4.57434875174161e-16,0.00308060200331676,1.9469368973528e-28,3.38755304368268e-19,1.16862287496094e-18,2.02115742355022e-14,1.86808563529102e-10,0.0131889443626698,1.18188874246287e-09,1.09821464138704e-05,5.77106175975186e-10,0.252008372899212,1.02685249313409e-07,4.07904214203832e-20,2.48390378401523e-11,1.32025958306272e-07,5.08041008288795e-15,8.75549813115162e-11,0.000887304535680283,6.3461990296998e-16,1.38274352050647e-08,7.45199411306739e-14,9.41231647714854e-09,0.00253467821738306,2.48711770341612e-09,1.47365830395294e-18,1.6989434580068e-12,7.27251772392129e-17,1.94311254415635e-08,1.38300706235611e-12,6.81076953519547e-16,2.54080699515718e-17,1.36765924765015e-08,3.64133355890254e-11,4.17577858414047e-15,0.117003503733432,1.02525814436276e-07,1.40365137706948e-10,0.00374808880259438,0.00577744658542999,3.07952444605787e-09,1.0596079277406e-18,1.00353442676634e-12,1.12798340695485e-12,1.65736331163606e-12
"X41.1",3.8203796422613e-06,0.0148931462801605,2.02529071214355e-06,1.8186243969225e-19,0.0267784387181877,6.61509602752548e-17,1.71332898542573e-05,1.53348564474849e-18,0.0449515293011417,0.0023300064579404,0.155808889379468,8.75566136767563e-08,1.31819769868786e-12,0.0228644262193382,6.68361797835653e-18,6.33555034140867e-08,0.063492140095109,0.00805400296716207,7.5068896732212e-10,1.86955552471997e-13,5.00935928341676e-14,4.04920849529539e-15,0.487144465803396,2.46010875038305e-19,0.0260708910472679,1.88219860304709e-14,7.79571561841218e-07,4.49605736236397e-05,0.0156866333521618,0.00923026239714961,3.38806314504319e-05,6.82657760895962e-20,0.000521008983996468,2.76373098495313e-14,2.16506739596476e-08,1.84470828824633e-12,8.33533131859128e-14,2.95930900670786e-07,7.06873550415307e-16,9.20393346067848e-12,1.46338422392024e-08,1.56222328745186e-12,8.21076719795678e-09,9.40006810268246e-12,9.28431162901269e-06,3.77378653251729e-19,0.0661554408505288,8.55730138912492e-15,7.71015833782706e-11,0.000125058416883612,6.4036578986018e-11,2.83616529121676e-12,1.81185787689197e-15,6.12505026962735e-09,6.26856689058653e-43,1.06229008416809e-14
"X83.2",1.13053170603481e-11,2.59709920339487e-17,1.75349890859598e-20,1.79602984578941e-18,0.106846477053225,2.64593694488462e-16,1.19952482179661e-05,5.25351457639594e-16,0.0384747252286433,7.87860322257541e-15,2.24388739311475e-23,2.80114983363455e-10,1.46913916611992e-16,0.198655950480645,1.53612845285815e-20,9.72701357888836e-11,0.0408072621023208,0.00370988755853817,1.25011878832817e-32,4.49080149499155e-14,2.07146253652404e-16,1.03716095863852e-08,0.449343180942054,5.83909333480741e-18,0.057616971249007,1.22145894225092e-17,9.05069006058972e-12,0.000218247156298043,6.03598666712232e-19,9.33387219615277e-19,2.31936671025959e-07,6.71984032104337e-16,9.40920807064307e-20,4.87948780431845e-12,5.57679009958364e-23,0.0109945707457689,3.21976707049236e-13,5.56320855064006e-14,4.46704388474801e-07,4.34532744668397e-23,3.12121028334594e-06,1.78440432209117e-13,0.0130588873393484,6.17056974378636e-12,1.93390304554513e-20,2.55494743197397e-12,0.00284983077383444,1.56309859266054e-14,2.69620224245861e-18,4.77530356093332e-16,1.88407290351496e-17,2.68700342177327e-09,0.0119210987023437,1.09420611023525e-26,0.0043726239062886,3.85855080095024e-23
"X177",7.35261840288159e-18,2.6200603818822e-14,5.99003929528582e-14,1.29923386882414e-24,0.134602039670305,2.12303493011567e-11,0.00505089843633615,1.31179738471879e-22,0.0697399827688094,2.05945334182959e-09,1.64421557638817e-34,8.48816307653385e-13,3.47174298531837e-16,0.351519744860797,1.3045754907335e-12,4.88931909383056e-09,3.02502044757567e-52,5.27948650412322e-14,1.45795080946603e-20,1.1028073518765e-18,2.08492664216575e-19,4.24403882068098e-06,0.186762106612813,7.62173648598227e-18,0.0400141260517643,2.68207459162803e-14,1.96306108696898e-17,2.08303313582046e-14,1.85862977150702e-16,7.5762789179803e-22,1.14785830780798e-15,0.000137085800669113,1.20067539703997e-11,3.66824930960259e-20,2.99743874824322e-36,2.41478424080134e-29,1.66708148803765e-05,1.40425725371622e-26,4.91317119690534e-07,1.19402770596634e-16,1.04284023753869e-05,0.000212192748487218,0.0852642057331735,0.0044092737558893,1.52662062646217e-06,8.69345275060273e-15,5.38263622073526e-31,5.10692720494395e-15,3.32677005183267e-09,1.50932020878183e-07,8.56420884137358e-13,4.38859757101898e-14,0.00206862509116818,4.33388421751247e-19,0.010403344539164,1.41172641903365e-22
"X207.1",2.35252622899138e-25,8.72684616943625e-06,3.76675515822221e-21,1.66735631613733e-22,0.114207472703308,5.54432503020461e-13,5.76652334256447e-07,2.95365061373761e-27,0.0633677771329599,1.81105633985599e-11,3.44330547689164e-10,3.18284507181944e-13,2.50180814476116e-16,0.290498143850748,1.31426702907681e-25,8.19945126073332e-11,7.83629319114308e-95,4.14961825553437e-10,3.7595178481483e-29,1.5359695048864e-37,1.68224750293261e-38,8.69818281101948e-11,0.0347094544545991,9.50761912817508e-28,0.0490552464704073,1.07463200848428e-17,2.57881743664127e-51,2.80656874179313e-05,0.0164452174797041,1.87705394844561e-13,3.78955511780241e-19,4.39663599664228e-17,0.000969263340730624,2.7983944552907e-27,7.17329915632749e-20,3.62016208696819e-37,2.61138795475068e-15,3.94551656101991e-15,4.53934582935079e-11,1.13799853589593e-06,9.96461564798658e-36,5.4957187446511e-19,0.251622138511126,0.0399628805664596,0.0116713852336837,2.19541169621806e-45,1.34950389544582e-16,1.1818482784805e-25,2.53378940311615e-16,1.24179209444745e-25,7.15748945821864e-26,5.898325802227e-34,7.34682828106327e-43,1.26058708990507e-20,5.99270757576955e-37,1.17243628798418e-18
"X148",1.5720336218125e-05,0.0569885594343014,1.01796011614793e-16,2.43431764977999e-38,0.0593182497856227,8.87710577057986e-14,1.44903484749557e-11,2.14501049251116e-15,0.0298176785033922,4.62876383731558e-08,5.01937671964343e-09,0.00158713760969803,7.95706266343331e-13,0.109445075065074,2.53247134569147e-10,2.42195734310667e-22,5.55510910605664e-32,0.0125209116430686,3.70658569968904e-25,2.25401951158503e-13,2.28141457058159e-21,3.88170361252909e-22,0.011828411560757,1.87650367265343e-14,0.0286273620267779,2.22479056502287e-09,3.50907711665408e-26,0.025792650674699,0.0560269871164622,6.19727566737635e-09,1.01509418514598e-13,3.38967664747736e-08,0.0019535228992834,2.48937352286995e-12,9.67223802713972e-21,4.36341170141273e-07,6.65825956940009e-13,0.00300391236531952,0.0150882984601866,3.72007433676687e-08,0.00281967315262969,0.000991957989875384,0.39490772328098,0.0263807794928826,0.011370448620759,1.89204758151289e-30,7.68709304434624e-08,3.91925678920593e-06,4.66033116234024e-05,3.15331507385059e-30,4.52442454271695e-18,2.30926044029049e-25,0.0250099580651021,4.52562358785625e-12,1.53706248770989e-56,3.73555248772352e-20
"X118.4",0.000275281254743257,0.162072316829938,6.55336069675927e-09,1.61271787468409e-26,2.34383911775942e-07,2.54525767230854e-13,5.99181133292566e-10,7.13188953070651e-10,0.00411090395147838,8.49030142021058e-15,6.82733826106254e-13,9.64582498730809e-06,1.0204128394384e-11,1.35991844799685e-06,0.000110898999564518,3.71492973622148e-14,0.0806166547904426,0.008746454244473,5.20586953197864e-14,0.00155471516642876,0.0632202429966049,0.00772603119980733,0.0169586783322935,1.32463157944579e-05,0.0081271325774483,0.00225970949463852,0.0130660772996555,0.0150725207319289,0.00658451849143617,7.19019801091515e-18,1.31460959268334e-13,1.48612122514723e-07,5.14918452810355e-10,2.5537622315266e-09,2.45745281766976e-11,0.00329518724659478,1.44731845996706e-06,0.00337601932133938,3.43913611553097e-07,2.09177876757067e-10,1.88958752352726e-11,3.81867289501139e-05,0.398117899494417,0.000132018364701956,4.49862845881857e-11,0.0163412515459619,0.00216881418800329,2.24372080780583e-05,7.34412225595798e-06,0.00886237786938754,6.89811614327784e-08,5.23716245325812e-06,0.12307071885085,0.00178768916106731,1.77308495658366e-19,0.000529018810413624
"X119.2",4.99192028036372e-20,0.200235962839408,1.4829136287443e-06,3.88283576637842e-14,1.20383499869479e-18,5.05805255407311e-08,4.31569919367796e-13,5.92618648424376e-22,0.000782509931616621,1.99870101109727e-17,1.95444423078486e-11,9.14199544871658e-15,6.52727930124159e-13,1.78969541796502e-17,5.37243473276832e-09,1.24454236581537e-19,0.0942473604245851,2.11158585736621e-17,8.6512497157869e-38,3.11202083004454e-23,0.126226745588454,2.15028028379169e-07,0.00995924778062243,5.45951513955917e-17,4.57590933323213e-09,1.64585964452052e-13,0.0251456693066921,2.93613661631774e-05,4.22365598695993e-19,1.92882447491009e-15,1.96059035362539e-15,2.29155671818334e-19,8.78259966363258e-13,5.06660827226529e-09,1.64677585318536e-05,1.64280348101116e-09,1.75234092915733e-16,3.52856262449262e-06,2.59047013473203e-21,7.99836751649217e-22,4.07276746040886e-24,0.0118243301329543,0.281141047041077,1.86687143047761e-21,1.75396798001255e-13,0.174978235485072,7.60320759300293e-11,2.44010985404286e-06,2.50467380354547e-18,0.0132166477729318,2.81805654481226e-15,1.9800648317742e-21,2.28584250782453e-07,1.91575147065857e-12,0.000278897526343484,0.0022065352534485
"X183.1",2.22670131764745e-37,0.0908512216597293,2.89758011177561e-05,3.04851892503783e-11,2.80753381627089e-12,8.60859095533105e-22,2.57140112167631e-12,9.47297098489323e-25,0.035108404196422,2.81227170764559e-25,3.55621541263644e-23,2.05414769607074e-30,4.52401433946202e-25,2.59269044174313e-13,1.96309426588642e-17,1.49110046356558e-23,3.06880147187861e-34,0.279764097364201,2.51021754541284e-23,3.9998959992311e-12,3.01186004855528e-25,3.61853350157111e-33,1.13213342144686e-13,1.22837565467778e-39,6.47913390185075e-16,9.08718659258671e-27,0.0335614524455927,5.67888136854533e-12,1.07295410249445e-16,6.51972113934619e-26,6.38793339725281e-15,3.36755159187665e-13,3.29436219125967e-16,2.81951218632552e-26,1.59301388705376e-15,5.45199603286745e-09,2.03505455112079e-22,0.0181521625589357,2.0963288014854e-21,1.77644328634867e-21,0.00624496523576222,7.17066636420317e-07,1.53859820173193e-19,2.12827736548262e-11,1.06557656922033e-45,0.152509891818164,2.20329896914471e-10,1.86713856684703e-31,1.14507617202122e-08,3.91076401906258e-25,2.07711999034291e-11,8.12502423957856e-30,0.0156538721054169,4.88651957086372e-07,3.94650188433991e-12,0.217201809734036
"X222.1",1.88122067257468e-09,0.0751400976009107,3.08732607948488e-12,9.56195233741649e-19,1.48007238525066e-21,6.49811017730188e-30,1.18368765977184e-19,1.09732079591478e-21,0.0479604872854057,1.50981431185485e-22,2.13685267418351e-05,1.2712194271982e-16,8.0913439653083e-25,7.19168999545693e-07,1.19929257927055e-12,3.51378393195066e-23,6.56877895809679e-29,0.330418952318332,1.46189250897232e-18,0.000898109356229101,2.65104775330663e-23,4.73898352310778e-16,4.15545330325164e-10,2.46978937385609e-23,3.10621562737466e-06,3.23765957139823e-16,0.0203492326393758,3.67190076527909e-12,2.15481112076484e-24,2.05922001462532e-39,1.12615968310777e-21,1.67469509965811e-21,1.72991292604642e-14,1.84788013659712e-11,9.2441836008347e-07,1.77745190609428e-13,4.97960941556321e-22,0.135426818519461,3.29139792970088e-25,1.59295453232239e-32,1.93735180868664e-14,2.55404913688251e-28,1.31007819408342e-16,1.44062649144627e-34,5.09781802225391e-33,0.000579871206067685,8.39047469835702e-10,1.26666203275242e-22,1.90412233139073e-10,5.80095221352099e-14,1.99037672654162e-19,2.64571309882594e-18,0.123175618458835,1.95679301249769e-05,1.66806219457344e-11,0.141456785719617
"X144.2",3.48323532611188e-06,0.037768634360377,2.51230333843811e-23,8.13632280562521e-06,2.8101828682393e-12,4.12017815816199e-14,2.84102252540846e-10,0.000703142517155205,0.115459440357998,7.18493160311225e-15,0.000210360653953311,2.54708950485903e-05,0.000114212314187796,1.38494451429774e-10,5.78898801612103e-06,2.00149463313722e-09,0.0309712663117718,0.32758999646397,3.29313748670563e-16,5.18420335420765e-09,0.0109350043268966,3.48029326442317e-15,1.2071905654809e-12,1.39482513676955e-10,0.00363359587757531,2.02401275480198e-06,4.78207607184136e-14,0.0187681634871418,8.48339738918836e-07,3.12824511368687e-21,1.74843725763068e-22,0.00015943099772432,5.31044839114616e-07,7.16678779267003e-11,4.67494394769456e-18,4.24012977777677e-15,5.47742583399471e-18,0.233185959279112,5.8505320736077e-18,9.34832311164654e-08,1.38408116342357e-18,1.75903881356154e-16,3.66646697966194e-11,3.46760706355805e-16,0.0165789472733115,9.43822538674121e-29,1.65747326682152e-16,0.00580996417783649,1.20885249248612e-08,4.99935940165987e-11,4.82763233437886e-20,4.17906288862018e-15,0.0349689620954981,5.28139813980414e-15,1.57535416481655e-20,0.0301363295080387
