"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47"
"X157.1",0.000269263718551767,3.54742747934801e-17,0.0167392796174812,1.49326646674124e-05,2.77312003239214e-12,1.48317800968109e-23,3.24992097884716e-06,1.08264636160908e-12,2.12640270699217e-14,2.9275854245024e-06,6.46632579231113e-19,0.00205604151591887,2.96504562314232e-13,0.00849470149306717,2.68001884064956e-15,0.0238831319902655,1.63595518651473e-16,2.94943333149151e-13,0.00199485886861031,4.71230395205452e-19,0.0192972445768638,3.67061976075879e-12,5.67239451011967e-13,3.68661529998615e-18,0.0425885697856753,8.3937981451229e-09,0.00170097184374437,0.00994995370194474,2.83782081022032e-05,0.321910972729995,0.0144781709990394,1.79981974187271e-10,1.15323201209832e-05,4.63819072071697e-19,0.0176493307556603,0.125865638505959,1.47516801005925e-11,2.47158654979453e-14,3.11456145310071e-09,1.76482936633587e-07,2.77646074833278e-07,0.200641818596218,0.00142308538493255,0.00833234083279624,0.00226461221008975,3.90077411389842e-19,1.12059765542137e-07
"X108",0.00171768718450029,0.00523939690809057,5.74066296117825e-08,0.00138415812037686,1.09426140692604e-10,0.0370714779272639,9.45842153935163e-10,4.88472179238005e-10,1.19195877648184e-06,0.000717158884066858,1.11851980866994e-23,0.0453958252984786,3.41783958525327e-13,0.000204827891642174,0.0533946210838947,0.000920828799317076,5.5430535803636e-08,5.76780415156061e-11,0.00635620267000506,2.56672586552871e-17,0.0142741482022881,0.000337364287259879,0.00012662252594595,6.06099301845434e-08,1.63048995153973e-14,0.00186300016914556,0.0346765256408086,0.00765402785418878,3.13976563558815e-05,0.403651462646042,1.22194152338512e-06,1.28155850016592e-19,2.9118438134678e-06,0.0192479548413985,0.0180833371850773,0.0198474904983258,3.36334052445391e-05,6.8279798403033e-06,5.61605256001336e-05,0.00115108142197173,0.00986587881738584,0.0937231460005618,3.8901336848225e-17,0.015656167127902,9.1408287658363e-05,0.00927062665934251,0.0233243334207308
"X140.1",6.49057665657437e-06,0.00814393740649939,5.9116166305382e-09,8.67479018102025e-12,0.00463603940881835,0.0583302478144656,0.00976342043083405,4.89960819032787e-14,0.000874430665039299,2.38787300084874e-05,3.17764108355256e-25,0.0436800738535485,1.57335796088905e-11,2.98538011245984e-08,0.225088136741071,3.15478708186635e-16,1.8384843854513e-11,2.46205051229719e-17,1.08768117335229e-07,1.26152631207141e-07,0.000628376586634166,7.55623394988678e-09,1.20164175854935e-13,0.00471233843346285,9.16042550050563e-12,1.58727139912199e-12,0.0374913273261873,7.73936653840285e-06,1.41311598333315e-06,0.300141146379477,0.0530140501485488,5.96961840225372e-14,7.85175188919683e-07,0.0116731574950658,0.0081489478659986,7.96385043857559e-18,2.55914699988404e-17,2.51177543579762e-08,7.28782205665573e-05,2.53666137907588e-11,0.0137770717190096,9.08748129686397e-20,5.76402314485255e-14,6.64020980691297e-08,0.022956792917368,2.07762016662557e-05,0.0721675408419426
"X135",0.000795204447561087,3.71017075014544e-05,5.37021228419594e-07,1.40585223868252e-23,3.53393926510321e-05,0.0455637359862802,8.73525536491722e-13,1.49142187653175e-24,4.88386033120353e-07,1.17363192379586e-12,3.50702447677201e-15,1.19232160181675e-13,1.94159634907795e-15,0.0273956434652039,0.329587753068529,9.1392335003488e-17,2.79534149010227e-17,3.90393608195852e-09,4.37858847292716e-17,6.60820932041026e-09,0.00306727801234967,6.39585771609504e-14,1.06370818309238e-24,1.85764966315188e-20,7.56922837753315e-07,2.05066574947199e-27,4.38581164882775e-09,0.000105926579765811,1.25959695843794e-17,0.103636361279567,0.175357623660738,9.36289354509479e-18,5.42340676831736e-08,0.00640357955718946,0.00884963913805079,7.99147245758077e-13,0.0156094435052622,6.56486074094782e-29,0.00439299353242342,1.69389561921062e-12,0.00666357136930535,1.20340685670896e-06,1.81903066420417e-08,1.77011095583606e-07,0.0210165722534133,3.49239629198817e-13,0.228389127628011
"X49",1.53133578902717e-10,3.85111305382507e-38,3.1011602103703e-28,2.46590018447511e-37,1.36604631655481e-09,0.000377642665636532,5.29497636074105e-31,5.0130751849289e-33,5.14371801511527e-10,8.00697297934471e-15,1.4243740522097e-27,2.18677438829337e-52,1.023948705312e-09,0.00491868138181165,0.177189184532916,5.22508887513855e-26,2.67304470414469e-14,0.00881559253623443,1.49855564294145e-22,4.87771856739905e-18,2.24082513020627e-35,6.49074097123344e-18,1.40428686462813e-26,0.0167570623244254,9.14901063508997e-24,0.0185191308277475,4.90344513978336e-76,1.86317107106999e-26,4.42612999703945e-33,0.000291906572166888,0.25435688801501,4.19097654032018e-30,3.98185475248737e-26,0.00250900378616554,0.00818629585777689,3.64054787187606e-18,0.174276121768228,4.18264173549659e-32,1.36867995231934e-09,3.18106339800124e-15,1.13047931754944e-27,0.0163017444652468,1.0852521162397e-13,0.00212140240799031,1.56386597061848e-46,3.69284981006376e-19,0.335891049124677
"X62.1",4.70445445142549e-14,2.29681500774696e-31,8.14611994469663e-16,0,2.01493581588611e-21,3.39983674315016e-23,8.04925380561942e-31,1.98577689521428e-20,3.05813617912901e-23,1.04509371679472e-07,6.75747409333872e-33,3.10425005965211e-29,8.04907787729455e-11,5.32487489433121e-43,2.26537722516591e-05,8.25768000732715e-15,4.98640311679724e-36,8.20185009855981e-25,2.80505466720388e-18,1.42982918548496e-27,9.62421807261206e-44,1.46282372878346e-26,6.06987920718722e-16,0.154156617116943,3.02164436676501e-31,0.100927880484188,6.61969275880975e-29,1.27795457062239e-21,6.69695272320429e-43,0.00369151410007066,0.248599794163314,1.03711775705947e-30,1.92065398737402e-27,0.00391890619262568,0.00287009282767299,4.49094651786575e-23,0.239740867039739,3.08127509008731e-38,1.13036216889396e-16,3.63052233773715e-14,2.84181553624868e-16,8.92287070078345e-19,7.12885731898911e-15,3.01625020410472e-29,2.89034268351696e-21,2.10478767658364e-11,0.197914150148717
"X96",1.63984705277157e-21,1.97575102726398e-08,4.37880625192476e-06,0.00974555353464732,0.00454800003653716,4.28195215186977e-18,0.00157864861571179,6.32188964091771e-09,2.797279484258e-17,0.00615708234925316,5.58006916839194e-24,6.86251618082017e-10,1.40013957959505e-19,4.28122133052325e-45,5.51990667079863e-23,0.000249771246133356,5.97214864412795e-13,4.64504223296054e-20,2.21503722825704e-06,3.20830567699586e-09,6.63080942508397e-15,1.76791304983532e-16,4.27078914119579e-14,0.338057593422336,2.37428802564835e-19,0.12647107320793,0.000779473799129465,9.32260221169686e-15,9.57962188304359e-14,0.0153198611350132,0.223080256165063,1.17258066320154e-12,7.58970487265328e-05,0.000237120951975847,0.00991531473037085,3.2643788747587e-08,0.110401198269377,4.39939776271178e-15,5.54825584101016e-17,0.000736148167022178,0.000378877149319519,1.87284664464636e-19,4.22834759047894e-05,3.80359654957651e-22,0.0157477022671792,5.69535140107794e-25,0.0265337141895367
"X128",5.68335652428975e-19,3.36853093723092e-28,9.42971334951439e-11,0.139267630989353,0.0112491103205411,3.3394558352056e-23,1.30219531589353e-42,8.81353936667291e-14,7.13711499541604e-05,1.4073885266964e-05,1.22527387180683e-20,4.58783458129013e-12,2.99279862693725e-17,1.37078372805751e-34,0.00338335579945439,0.00489713551554183,0.00570629774910354,2.42329753106653e-34,3.81087314418234e-09,0.00010807057350966,0.0150862911862081,1.37663879238319e-26,9.99256479298492e-21,0.363748612677667,1.38619796467192e-08,0.0314230551694673,3.92318148524204e-18,1.02216379543436e-07,5.89427095877409e-11,0.000174790099177981,0.203247046712028,6.41704555762506e-19,1.78059592967845e-14,2.32291375061803e-09,0.00412164590896055,1.06725655401708e-11,4.29832708874637e-21,3.3493853483887e-18,0.000893326295747231,0.000159445736969763,5.73210885110938e-08,0.0120320048883219,5.71779658249518e-35,0.0753554607162952,4.81085006154562e-33,2.66770160838011e-05,0.00100742024501729
"X147",3.90727617668941e-12,6.03710186006174e-20,1.80170769856823e-15,0.180323871702658,3.23709648076449e-13,1.19942276363429e-40,1.91570416845661e-12,3.33251288090112e-16,4.46488693683469e-06,1.76640627042148e-08,2.29811004688039e-27,4.02142472534249e-06,2.08124300283775e-27,7.37131925858238e-29,4.63887933979996e-17,0.0102739380323615,0.0102563468612027,6.99214981763908e-49,1.90627990004611e-11,4.90492245595975e-18,1.16380001554261e-05,7.66855281330759e-21,5.64597085377784e-34,0.185161489158292,8.88708708047874e-18,3.57970224058054e-41,1.89901871713628e-31,0.0152343463594104,1.22850942667055e-14,3.9162304593217e-08,0.210849549305211,1.58070187348615e-15,2.38459033524135e-15,0.000491747940088024,0.00136253118409836,1.2529336910423e-11,6.90645221717481e-34,7.90905672421446e-16,0.00508573844931795,0.00481567049619782,6.717121705815e-22,1.05954959169816e-29,2.99384185216398e-38,0.232560286186017,3.23608810204593e-05,0.00676094773486616,0.00159808045132662
"X143",5.65385276231602e-17,5.30813335493964e-06,1.45667169063774e-24,0.0875859277843478,3.59086008079961e-40,0.000264565015660699,0.0488813395415286,3.57372715364562e-07,4.37603041832508e-28,6.61903082158197e-08,1.18285105622077e-34,2.18204101670221e-07,1.20163391566978e-23,2.83091131893169e-27,8.60840543097436e-18,8.30029403616598e-11,0.00860405118935799,0.000785474576177359,7.69978908276663e-08,5.13576677133965e-20,5.98529743364842e-08,0.000114282597401983,5.54879204288531e-22,6.95700386775942e-05,3.29926792238021e-22,9.8600960174814e-33,0.0779174167274066,0.00862526340151754,1.12565475544133e-18,1.75779215661923e-07,0.251262179216258,0.0119907834558804,1.34304533710674e-07,3.6224186854876e-10,0.000128860412763431,0.00129998374938857,7.38163783179265e-18,1.54908670031049e-09,1.53672660089764e-16,0.0116143334197132,2.94784106472457e-17,2.87715091455072e-21,0.0175458820959721,0.311731915619012,0.067151263039251,2.49720457389202e-32,2.75643199844736e-41
"X72",1.37475997037976e-20,0.0197699061591345,4.16569250402426e-17,3.39302472748438e-12,3.07028479148508e-20,6.10011825429212e-10,0.0587999306689042,1.91144793502297e-25,4.97034524689071e-40,9.29826628518635e-18,1.57213609695484e-27,3.81435263810607e-23,1.60417341723016e-33,3.96673489119377e-43,2.30427630933408e-20,9.20684958706836e-43,9.95612150675269e-26,0.00643535969513681,1.76597019435488e-26,6.66428648077155e-24,4.06822796445316e-13,4.97581264055533e-10,3.72970310253149e-24,2.53686961654735e-48,7.049498904068e-16,1.16707890222596e-37,0.21180389698376,1.63318087060749e-12,8.78472561176914e-19,8.87349267852922e-29,0.226626943594017,1.99390003036524e-07,2.93010719271456e-15,1.52729312501455e-29,3.73893764960086e-07,8.23657847460914e-16,5.21602625770517e-20,3.82406334019538e-17,4.33210771978892e-33,4.61777288926352e-32,0.00286985287046418,5.39592443520279e-15,0.124817152780798,0.188597152522596,0.0804014303322913,7.02482194030913e-38,3.01437725497422e-70
"X55",9.41112529485955e-05,0.0221207678327767,0.009220727462681,7.12146295266632e-26,0.0184423216778607,1.81262196295193e-09,0.0299915136240019,1.5011180768398e-25,0.00305011658499687,7.60141459575624e-35,4.45137569470947e-25,5.47929348922182e-09,1.3069026771142e-28,1.96634328920709e-26,1.71879662887834e-14,5.67717416711997e-29,4.08879759249602e-06,4.46867124149132e-06,8.38795643873967e-25,0.000177245577946132,1.03344916005364e-11,1.39026669126507e-10,6.57517995210586e-24,3.53729312893414e-14,3.30141576801407e-08,0.000476702173007739,0.221892845695718,0.00498997820954003,0.0371578939200604,4.00506833571107e-07,0.151484765577898,1.63554626054174e-25,5.89599535905423e-10,1.66576154050753e-08,0.00875160264450063,2.87775602347849e-19,0.00495451449148885,2.94791426964603e-10,7.13612544008464e-06,5.72622393526997e-16,0.0190374600073443,3.05912328480341e-25,0.261667193669811,0.0505051190801621,0.0235555300438054,1.21033049514312e-13,8.63454827575931e-22
"X109",4.0208812098022e-18,6.82794924734648e-39,0.0262972680241134,2.51868318276708e-12,1.55579264385462e-29,4.14755640747305e-14,0.0235123609795533,1.10795449121309e-24,0.00547165086893942,9.74521622825386e-09,1.57921848559574e-23,4.26430499777844e-20,2.49347968754083e-21,8.21195008214564e-16,2.54461785478375e-23,0.00832092164448481,0.0185273780503075,3.34108616695481e-24,0.0149426979508541,1.87297379444376e-19,5.31069963791091e-18,6.74158041870349e-15,4.03863514332086e-27,2.1179896316293e-10,1.96750428037667e-11,0.00955087915271734,0.112750416124048,0.00464246177966034,0.164581411203736,0.000141959633730625,0.0931898539088514,1.55086423421156e-24,4.18157991462034e-16,2.31229481005901e-06,0.00243841842273657,1.0305827819e-32,1.48523722097706e-20,1.02315493735843e-18,1.3785140446109e-15,1.04968471427799e-28,0.00621085007161818,0.0110832938094694,0.297667749421496,4.07302935220881e-13,0.0137873514730196,1.24069318558954e-05,1.64004621815607e-20
"X185",2.39159191111448e-26,0.0134866117388089,0.0229081178250554,4.2357860421677e-11,5.36531510471116e-40,2.74765099379197e-07,0.0200961553075157,1.93471632946535e-26,1.61683264306234e-26,0.123048642751354,6.34375738599705e-07,1.33180218560094e-28,3.81417581553747e-11,2.35942566421734e-13,3.94943421863631e-25,0.0122146578246983,0.0161203317620304,2.02951933994984e-18,0.0126782403713523,1.3287128839152e-28,4.14555592909218e-10,1.06672288664353e-10,3.02600172413156e-25,6.25860372256942e-20,3.05583433938659e-28,4.08224157760114e-21,0.029121070236543,4.68891252238641e-10,0.261199844861457,0.00335494252816549,0.0686927590266666,0.00061308180543036,1.33420074325775e-17,4.14636683825345e-16,3.31295753324693e-08,5.89786955770137e-36,2.56579794972082e-27,1.63727422280026e-12,5.82347846432685e-35,5.15968553806505e-36,7.3940559205625e-09,0.00773598685731585,0.193166414587955,4.40891276596505e-27,0.01491969219362,1.61305349067644e-20,1.02631496715342e-32
"X156",1.74798191145143e-11,0.21582872964618,9.43115780856772e-22,5.99180610284005e-05,7.91741937779743e-21,2.51939023737845e-12,0.00212643995026501,1.32887540645157e-18,2.99712905015224e-09,0.20139076416489,3.77003769895036e-08,2.99686647040025e-05,1.14413353776464e-15,5.91682587308645e-18,9.65907496557015e-17,3.3000050356394e-16,4.9816379903923e-07,2.14906992829118e-05,5.89703083498101e-24,2.26749223692559e-22,6.17307152279734e-09,4.71308625192755e-11,1.72435169147471e-12,1.81753952338325e-10,1.63114882824984e-11,4.50603021563856e-14,6.75490285067503e-25,4.96345591102936e-28,0.252931887674396,0.0105826133695627,0.064428893100376,5.96348500218045e-06,1.2957795146727e-20,1.2230308596973e-08,0.000156516320921724,9.20140852744042e-12,1.01063833510954e-11,2.67773976955716e-12,3.50186361192241e-28,1.61388730102445e-26,3.70324064686468e-17,3.64665970469636e-23,0.107005403755385,0.000377574282707933,0.00246504659234753,2.82395377563355e-20,1.06563498030656e-26
"X169",7.63940729458502e-14,0.0359544455900636,6.12139279746281e-29,1.53172140944786e-32,7.89057441510142e-14,5.03388003245249e-43,1.40928904925994e-24,1.61821570463996e-08,2.5549983102353e-16,0.0140532579913733,2.76327655502627e-15,0.0157183190595756,5.97676908832304e-29,5.72515039720596e-33,3.49369074310249e-26,3.24189252613895e-36,2.72681285201771e-31,9.54559308918528e-15,8.85517925977573e-35,0.000194981553136973,9.95788274828924e-19,5.35792525179823e-21,0.000918142491137079,6.5654455772375e-05,0.193563142448854,1.18364378879945e-21,1.83930566043156e-42,1.27999541717159e-34,7.07034427364655e-23,0.153556047017112,0.0136732054023123,2.99999573948898e-17,2.04988778111188e-26,1.18247458362388e-51,3.5254108200047e-16,0.108575449622812,0.0108684104805447,8.97410416062501e-15,4.61641246369887e-17,4.62289154254987e-28,3.56375978240611e-23,0.284214497304966,0.0238977489032676,0.00170798129664331,0.00925317920947082,2.39791805276427e-30,1.2423227816732e-29
"X218",2.23653755219926e-08,1.74534390058439e-41,3.65070294805726e-08,1.11088346875879e-06,2.47782017364749e-20,1.9452971030561e-20,0.00113023197521288,1.02330216917851e-15,2.47361107348351e-19,1.29549602796743e-07,3.88178598398933e-11,0.069491584899942,1.16895699777397e-17,1.67579347802705e-23,0.000473909952200418,0.024375506752624,2.47347621694766e-19,0.0101150243332871,2.04479219125058e-14,1.50433639922796e-08,5.83432578998336e-18,1.05521742583092e-09,0.00125920098711609,2.82313195408056e-16,0.0406725958983776,1.1543493343277e-06,3.84952317536486e-10,0.00178316162080771,0.000180277089090872,0.262564304155123,6.10824359999536e-16,4.38259264460686e-08,3.68188808506049e-10,3.15077121959576e-29,0.0175800979718277,0.0374102759669922,0.000103786539915508,0.000143966878550511,3.2367225376437e-14,1.67718757211415e-11,5.2191028235074e-17,0.326891416209617,0.0233611477503753,0.0150214325069749,0.000256849116337654,3.447519460895e-33,2.61674593350887e-36
"X131.1",2.709696755314e-20,0.00523412218703298,4.11005809786692e-16,2.99753009685924e-05,1.13342943429612e-22,8.11797176560965e-16,8.12706006054148e-05,1.41513803782971e-17,1.84758840951049e-13,2.68657081674253e-22,8.02531117077738e-12,0.163550504418945,0.000407999022777852,1.80240343262555e-30,0.122417281106307,0.0122475565462173,4.49996247644458e-10,0.0123244968164269,6.48210195669174e-07,6.32909476476525e-14,8.46013490650277e-34,1.5325083531097e-15,0.000621710177389792,0.00157516805557972,4.14749719182061e-34,0.00245553050693571,0.0157743920567355,5.0797912222739e-14,0.00303510209546949,0.289969056974412,1.25901298450846e-35,1.47750539397849e-05,2.20925391940156e-16,4.34363588071087e-06,0.020151621467055,4.78528018911795e-09,0.00659646357434541,4.72136316507002e-07,1.34958109218786e-21,2.1132827328004e-08,0.0111160287459866,0.141299350314949,0.0111581631663818,0.00842639371934298,3.69921250502852e-20,5.37443244011029e-14,6.74902367498138e-29
"X98",1.15705896424673e-08,8.34801037145463e-05,1.031355792867e-06,4.53589941422252e-07,1.8860225373225e-10,3.45915353498812e-09,0.0131658949779739,8.82341948638589e-17,0.00414155215719475,1.06846988642456e-06,1.35833502417864e-21,0.15679817903347,1.06152846364783e-12,1.451888979382e-43,0.369609129543943,8.53431873543627e-12,1.49720805529545e-08,0.0126558217304915,1.79057275357899e-12,4.61477537728829e-06,6.09096861290253e-32,8.44415993218305e-11,3.78563793961029e-06,0.011074763667869,3.60678641953567e-05,0.00464391892214605,0.0347115348481943,2.35298597466308e-24,3.93741403210875e-06,0.183289084098068,0.0222040857695227,2.81848779940497e-05,1.50701873128083e-11,9.82281744996731e-15,0.00500388982181931,2.98806904986777e-16,0.000212785514287776,1.68377881430298e-09,4.50378813032748e-07,1.42296057191863e-13,0.0116599018682074,8.09026574472244e-18,0.00373192105981335,0.000305119008965845,0.0152213497773536,5.23574596641256e-12,1.98503113652591e-19
"X128.1",0.00905996698293211,6.32347633089959e-05,2.89942424468355e-06,0.00533955314720303,3.74835748235313e-10,2.23409919345944e-08,0.00337520644303354,3.89853390988192e-20,0.00218063313922588,6.79659023021393e-16,2.2571998598729e-09,0.0422494317297732,1.26157780673918e-15,9.69499738360508e-11,0.470591766738288,7.58655138441195e-16,5.53631336741765e-05,0.00820752447482026,5.50115603400722e-15,1.12051388586441e-10,0.0152050091000483,1.33090341767984e-07,5.34782834267621e-08,5.43465057614834e-22,0.000123395341543124,7.26390676980291e-25,9.40374929173657e-14,5.1605460344366e-06,2.36191352768437e-16,0.0404106518660673,0.0955047146059152,2.05723884805892e-11,5.0478855990191e-05,1.88334734157656e-13,0.00794885770430241,4.74032316371563e-09,0.0848856693475038,1.50318404911278e-08,0.00411856292879027,1.38547617455192e-14,0.0019594510891201,6.18167172423534e-15,0.00154568337011962,0.0038799702269501,0.0297175730909284,8.52320899462915e-09,0.0823441268997012
"X115",0.000266752169602432,7.15672347766246e-26,1.93801188591326e-19,0.00203268389431538,2.12062113163321e-19,8.91747216457349e-06,8.49430311547602e-15,1.025188005453e-07,2.82144039412367e-14,2.18151669000985e-11,0.000145159569714953,1.48088171677373e-22,3.36148213499466e-08,1.99213342997302e-18,0.235492150325427,6.38543094915221e-15,0.000535306158376104,1.7575636747161e-05,2.44855805183042e-21,2.4614466902603e-11,3.84221936760611e-05,0.00261188395371509,0.00458499413266954,0.0133865616907455,8.11717114433587e-10,2.81704459793941e-11,3.04605081833354e-37,5.68796387442195e-13,8.84945955943896e-13,2.25419973020381e-07,0.124321955087934,1.97475814151141e-09,8.84940439585641e-11,1.31286208386547e-07,0.00346898218322179,7.13398977671684e-13,0.316259813885088,0.00551475276730774,4.05776143085736e-15,1.99502001364882e-23,1.43572143845445e-07,0.030846800379458,0.00079357274834841,0.0224964144249123,4.18084222763901e-24,2.61950562453506e-08,0.168472805653059
"X127.1",9.5449464351946e-17,2.55520043071532e-19,9.70133144373167e-10,2.16583307834082e-39,2.77353729226387e-22,0.00974133405731092,2.08540353836853e-14,0.00795548204688389,6.3759482318783e-29,0.0149154322260461,6.43643382612216e-11,5.29104398907223e-22,0.000514956530548806,4.26170109307959e-16,0.00978861988177895,3.81649199737911e-15,1.08430986768399e-17,2.54695939343382e-05,1.06871745805401e-18,1.55831827351071e-21,7.74907626080702e-24,0.0131115139521321,2.46085590479999e-09,0.177942537155471,8.80878348608991e-09,0.0126384747769955,2.05683593133052e-05,4.36948619756552e-22,3.99342847653896e-17,0.00277757738604357,0.122149179851804,1.83057791284422e-17,2.49617719465148e-22,5.97814158489569e-08,1.04364860990491e-21,5.99685448923722e-12,0.392816583735862,1.49907674796105e-16,8.21998506910751e-20,2.10116880345966e-15,1.37763923569903e-07,1.17182721252166e-14,0.0198964883758043,0.00365667849768474,2.8662590321995e-08,0.00317078181810096,0.101117231414855
"X135.1",3.36629489447964e-22,0.000882266754087181,2.40501848294074e-15,5.53635035050292e-34,2.98545461602084e-05,0.00688747643353964,0.00824904638106855,6.07202034953351e-06,3.12946687803667e-14,0.004980063396681,1.32750968009622e-13,1.75978529952103e-06,1.03940263791934e-06,0.0638127590066763,8.02287023201134e-34,2.35610193408301e-21,3.86366206532876e-06,0.031448966475544,3.61162192144729e-22,2.58607357099548e-10,2.25058071030773e-13,0.0184649477964676,3.9467949991444e-21,0.381304293203709,4.12588155298535e-14,0.00868309188691927,1.01417760343295e-06,5.36620581816836e-20,1.38790466395498e-16,0.00805882579910258,0.100098649342061,0.00132989140394827,5.22423600875545e-13,2.12955602370453e-12,1.37497664900566e-19,1.72066561164002e-13,0.201765103585128,1.87599920622976e-18,3.43592559458664e-15,3.32992054712181e-15,4.46323153557464e-10,6.10179612257393e-26,0.0108957374984425,0.0108952540758161,0.00815936606944802,1.48921781634403e-20,1.89366919007807e-14
"X113.1",4.35544453471255e-09,1.32778941947576e-13,6.44027569715123e-18,0.0310291750544355,1.74639526629483e-16,0.00533687878651926,9.92140364619092e-24,7.45223049890584e-13,0.00485301560969784,4.4066760840666e-20,0.00285164737519586,4.2198301638667e-19,1.06837464946906e-08,0.112084079051261,1.62890699471019e-05,2.54266431717758e-13,0.0113177306386568,0.0224322375363039,1.03117969605936e-17,3.80322580418708e-08,0.00985146718388101,3.59930406685874e-08,1.19303847935144e-19,0.4066924137532,1.15641766006468e-06,3.80138239607113e-34,6.20948018559174e-26,1.09269396466515e-10,1.08914886279503e-18,5.81493394613154e-13,0.0818783933130904,7.29137675621816e-13,6.6854986060162e-13,5.623630164206e-19,1.8883541954899e-18,1.06780158987211e-24,0.013350013210576,4.601952356173e-13,1.85481069320521e-05,3.26473517302039e-10,2.14845686707636e-22,5.86606063432316e-09,2.96820864476015e-16,0.168317665539575,1.12310999420473e-20,0.000231958652290731,6.34824373857393e-21
"X119",6.9002362091822e-06,2.15969142872787e-29,9.21805269550349e-23,0.0442739574120425,8.51502435920982e-40,0.00306717213850085,2.27307895419914e-20,9.26801954792746e-17,0.0182754289026518,8.99591537109206e-20,4.66649823684879e-05,1.60183272219755e-09,3.80200785459637e-20,0.0735706706055799,4.47366701808508e-15,1.74030015054565e-10,0.0192860976297027,0.000122867533118735,1.06219869565103e-18,6.13260927390793e-23,0.00046220698830006,8.69493377874308e-15,6.89807465119224e-34,0.208345813702615,6.03029222751986e-18,4.34442207767294e-25,7.32270620493319e-44,0.00798487091047311,9.3584017646412e-19,3.38753107679462e-06,0.0953778065946243,2.52720257436931e-22,3.98200139795803e-22,0.00184318849048694,3.68975016865741e-27,4.4634800737168e-20,1.33852169846463e-10,1.90984751014702e-14,4.65015127767192e-05,0.00809423439870795,2.29836160169877e-45,1.21234534028059e-26,6.11054243681863e-22,0.361658528564363,8.30748848963308e-23,0.0146988116878638,0.00652897731381816
"X159",2.02690134321547e-06,4.27218508394942e-13,2.21942130825738e-12,0.000157878376769055,0.0581163489429272,0.0107990745453093,0.0350484870775495,0.00826744405049047,0.00252263618028849,0.000574886019433317,4.81784553814567e-20,7.36847439173021e-08,1.80350091231606e-10,0.0189617214262605,1.49895571819067e-14,2.91703579424995e-08,0.000306903585488773,1.1611183603521e-11,1.32665631481414e-10,0.00152574430538759,1.27729850724935e-07,0.0125623113575746,7.92757781931961e-15,0.0144075426880715,2.2488722267992e-17,0.0100865222815972,1.81332007231347e-16,8.58217922139902e-05,4.18142255772105e-15,0.0167820320565486,0.132356574070534,0.00737188699226931,1.82297478279669e-07,2.58289012515562e-07,6.52863724159625e-14,3.26895556203104e-12,6.506335163624e-05,1.18941905039583e-18,0.000131694120653265,0.0169784058576377,2.04837584701512e-23,7.07821498287303e-15,0.0362978824788814,0.428188253441667,0.0601644492994367,2.27859047030978e-18,4.07557558456164e-38
"X107",6.00705234693881e-05,0.0157520324684423,1.87105865110072e-10,1.72650911743938e-45,0.135303204547288,2.04171996163134e-05,0.0320539335509558,8.48678467673331e-07,1.13477445928235e-38,9.93456339221891e-15,6.5091667058369e-26,2.0216382887881e-18,7.23179801352014e-11,3.35228150005706e-44,3.85378780164561e-14,6.49023780030205e-28,1.69678021911985e-65,8.95083594478338e-06,1.46883754037012e-28,3.26282398904506e-13,1.43077982572953e-09,1.44177023777699e-07,2.19904692987516e-06,6.26881787320231e-36,2.40985299976665e-10,1.43922467081236e-09,0.058707999674797,6.35038953016354e-30,2.28961395756223e-31,6.17177598352724e-10,0.129602761052251,3.16952032797959e-07,5.33107970207731e-08,5.44817905534359e-25,8.39817415655587e-18,1.59263947596726e-21,0.00840379960357049,6.67468267016736e-09,1.75196012266423e-16,5.7967175198709e-09,2.97052005239776e-14,6.50150498202109e-16,0.175757136132471,0.249030170097757,0.0717030475234193,1.52993135581153e-33,3.91112415210569e-36
"X94",0.0129498693421785,0.0322276026045129,4.50163382287326e-06,2.8427656655389e-31,0.106367495368911,2.99185073347384e-14,0.000303614502039892,2.07515246202253e-08,1.21989358209352e-05,1.80804545115876e-39,5.98992141137232e-13,0.00134283583653651,2.19221535926848e-11,1.49462412139811e-26,1.46596705258635e-10,3.46712709247481e-16,2.35815326711355e-23,3.90148614309265e-15,1.49769853463994e-17,0.000234242760636029,0.00698637138457709,3.44494536584598e-06,4.49914752378504e-09,1.42912913593173e-19,3.38404091575659e-08,1.98134233010676e-11,0.084765078870978,0.0246240899283223,7.50262479865482e-09,0.00370777040154791,0.0709310015854017,5.64053296336e-15,7.59361104547039e-07,2.66472531062264e-09,0.00297554567103265,5.6524727803799e-17,0.0146919557295897,0.00823964139995635,4.64508048586273e-05,0.000594452174099673,3.35808198747435e-09,2.02633075938148e-24,0.35218154630772,0.0788161858910473,0.025388216814007,1.05300767484597e-15,0.00429125282771169
