"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47"
"X80.1",0.000375634578200643,2.50479828508109e-11,2.68710619986108e-21,4.16305218636167e-27,2.02025756063697e-19,4.21470997707597e-14,0.00703136963576705,1.33335647783472e-07,1.85862446053306e-14,8.16332137141263e-17,2.99330507799893e-07,0.00560550131235399,0.00461831677358042,4.62352093355362e-36,6.41470816298596e-09,7.0660435397383e-15,6.18949670318244e-20,0.00659282300693864,8.52942458703432e-20,3.3507156605124e-12,0.361313923308253,1.53082505203732e-07,0.197588001789489,0.0332742754079468,0.00458002960467544,8.98338768691168e-24,1.43300778230208e-21,2.50365284947215e-08,2.66827747664156e-18,0.00318613627941797,4.12627031313838e-16,2.68740762942023e-17,5.68717013701435e-21,0.0281539654117478,0.00613631369840244,1.35485789942821e-21,3.73391494794852e-06,4.48208622899554e-21,0.00437240435754779,0.150601778596499,3.10759203071333e-14,1.87226705742958e-13,0.0068043819408996,1.95563906664979e-17,7.88507780924455e-21,0.00139215747643503,0.00205673083024767
"X93.2",3.13835289387407e-20,6.27572063676078e-11,9.21313578860834e-14,4.05848726416961e-05,6.56859414845163e-24,2.25563414486736e-11,0.00136329276884473,1.47610794541149e-17,0.00018757109326827,3.75128501470028e-06,3.59727272157356e-06,1.75573814046713e-16,5.89135129474768e-07,1.10404893060694e-09,3.03658711790358e-25,3.93197513186107e-12,0.00454900340202885,4.20806014404563e-05,2.43797501633901e-19,1.5490005915056e-11,0.202233223805033,0.00404950054313387,0.104314772361119,1.01262035877408e-11,0.00213472254455319,3.24987621907115e-22,5.55799437875654e-10,9.14695140644582e-15,1.08066301240579e-08,7.07177357456048e-07,9.46279177906032e-11,2.99219336836534e-20,3.01838829817678e-19,7.36990147752411e-18,0.0119658635522823,4.03691587167069e-13,0.00158738756534914,5.70159384992407e-10,0.0131766500682964,0.371198801663667,1.29419754732292e-08,0.014795836326463,4.27235485084845e-06,0.0251354975592402,3.43558815483112e-12,0.0558718243298037,0.0387531128260383
"X87.1",2.90026898206328e-22,1.18970316560744e-12,4.57198773648135e-18,1.17123835724754e-10,4.56872479369573e-18,2.63774256426381e-08,0.00284086944950921,1.53765392051618e-20,0.0487060218798796,9.68916421380924e-18,2.19735281762253e-05,0.00695064891745176,1.12105476310776e-07,0.0153428513513991,3.51939064197298e-08,0.00401169498930345,0.00390408548726094,2.67168021855508e-09,6.69569048747251e-12,2.72250054452729e-14,0.00205596764125809,0.12009467426099,0.019914800085321,4.1323262863602e-21,1.16403267761294e-12,5.67320595189449e-20,1.61731885839931e-06,1.66021404377694e-13,3.20533142141762e-05,2.98332041531869e-08,0.000678492469508527,2.23885263196103e-18,1.07604217847629e-05,3.27937056622665e-05,0.000481025732390591,1.8187527262335e-11,0.0150168133984266,1.99185505793188e-08,1.95888706210348e-26,0.448906241353213,6.01692813814349e-11,1.02789861557294e-10,0.00480390161118837,0.0214297356890268,0.0789164857681122,0.0492812675040595,0.0523593400433412
"X105",0.000606502235906044,9.7984003638238e-15,6.27155461424377e-28,4.41487916371802e-11,1.96973669580212e-09,6.53421816463973e-13,1.22187896220753e-20,5.99540152398496e-10,0.193163840228543,2.98504428146033e-18,0.000101723753648444,1.27780806180097e-13,2.57484407323395e-12,1.18720669067823e-31,0.000915014881602221,7.65763933231057e-14,3.36754073923541e-18,0.000145852133408598,6.90475200409199e-10,9.07398616953775e-06,4.30581819002079e-46,0.274143493160709,7.45108338456522e-29,0.00563462424876826,2.20790974467634e-26,4.58087974382941e-28,1.65970032777615e-21,4.6620746015092e-09,3.33704855603702e-05,1.77038031649842e-12,2.22038030828547e-18,2.43841336007259e-22,5.79658771806501e-13,0.00148663460636586,1.6898729136522e-28,4.2168995587404e-10,5.69262210028118e-16,1.53192634161221e-13,3.47914223055576e-20,0.258138487282921,9.04843293129177e-21,2.0605760672857e-23,1.29416160972854e-11,2.29163518641021e-27,0.128016539269386,9.79017687484941e-22,0.0381539023182542
"X170",0.000347526106136384,1.63187082685005e-11,3.89146676676471e-11,0.00352269318374821,1.31291294321653e-36,2.64548838311658e-07,1.63460717437116e-07,1.23235389415298e-13,0.36227962663377,1.74658866401409e-08,1.99646135982725e-19,1.87086502671158e-08,8.88698648899535e-21,7.6749464834926e-60,0.00854982871270608,3.05441094296016e-31,6.31179286798952e-52,2.94234931108455e-09,1.9263990969576e-25,1.99339543568799e-06,1.35245786466916e-13,0.229103090595347,1.72861756404901e-15,2.77837819985837e-09,8.81313327730898e-05,4.59043737758346e-35,0.00838524921314978,0.0031568309239321,1.35955556264205e-13,1.37619197168037e-12,9.87157683755439e-08,2.94897903111146e-15,8.38222579797908e-30,2.7325871318731e-21,1.41306472741017e-26,2.53461633412457e-10,1.58647658608033e-27,3.12670431078743e-21,0.0629515757659928,0.0541090712614704,1.48332223148034e-23,6.95911417140383e-15,0.00286810000069425,3.11718422160491e-25,0.0817782742120753,3.28313539216498e-39,0.0591770739812043
"X127.3",4.40687894106828e-40,8.72145184130368e-24,0.00994856807281014,0.00339240357474934,2.27463660964306e-39,1.18750312107441e-12,0.156962683838318,2.81857291014204e-14,0.342220066707427,6.47405746656012e-27,0.00514884298268446,2.01111452192264e-06,1.91262599771583e-10,1.1858634648921e-45,1.14291046385784e-23,8.58211750058745e-17,4.64035656840604e-05,1.7185369826801e-13,4.9679673527037e-19,3.35430521125602e-08,5.78417718696678e-19,0.0355735960817275,9.0403464920608e-11,1.20137064069709e-27,7.82698231319721e-08,2.62113956013246e-28,0.000390462529559568,0.00016042924878626,1.81854037653897e-09,1.6495438617209e-12,1.24937617250805e-19,5.47274125859601e-24,1.8244500112034e-16,1.32270866372742e-09,8.78534526286413e-24,3.24247741199611e-23,0.0150287586514788,5.10734893801246e-16,0.209860630305204,0.0056840492651076,4.32914726430464e-15,2.71856173476436e-29,0.00765262964042403,6.28763934083605e-05,0.00300802538814794,7.01355533736055e-09,0.0704688147476001
"X107.2",0.0280911155968309,1.34002990108346e-24,0.0195321458965677,1.02128731326584e-36,0.0535539008170396,7.32618179286585e-31,0.393827172594347,5.88599217815355e-07,0.165577387725906,1.09226919857357e-21,5.46081788489078e-31,6.44080656535597e-06,1.24732467105774e-11,8.75131293648361e-31,6.89709117783257e-32,8.12884146996812e-09,4.26637232872691e-15,9.88455444759348e-32,1.18927388145034e-13,1.55849456066727e-12,7.06798871444594e-20,7.70799278546833e-36,2.92829754511381e-36,3.90244696449646e-23,2.95652632783298e-26,2.29750916973118e-22,1.44008860189929e-57,1.33798304571162e-23,9.38755944754679e-27,4.40195015203234e-15,3.63079445684701e-55,8.5968573772729e-20,0.0100488064590279,6.9676517411094e-11,2.77181436087057e-14,2.47893929534947e-30,3.18726231720663e-22,7.82596017422562e-16,0.169550413748807,0.00485794458887747,6.92616149243392e-25,3.34915914888637e-53,9.5248844314925e-40,2.85449483025755e-28,8.03208598691974e-44,0.000251308723873263,0.0605800257258105
"X94.1",0.166853592871693,0.021554452369087,5.00959058638818e-28,4.05598706093158e-20,0.093201098648636,1.77212682061639e-25,0.432400873128731,0.00191123548597904,0.0391499930627306,3.25940296198044e-30,2.60995320338093e-26,0.000410547598307719,3.76013676758584e-17,1.47484711323392e-26,1.08830358789146e-25,1.58442526737482e-17,1.09967655083142e-34,8.34644799310139e-37,5.48397723747904e-21,0.00790520342044038,9.86356748137811e-13,4.59664197040436e-05,1.44925199247649e-21,0.00358400644326135,1.29030691102925e-10,3.24870736946284e-17,1.00762033637041e-56,0.0646679719148817,1.36525240170078e-15,1.21785975561159e-20,1.45235872972082e-37,9.32741992418816e-13,4.53155272657625e-14,1.05339862250613e-07,5.78314282753235e-18,8.01783485142503e-27,5.11470307183529e-28,3.27755367595201e-18,0.0255261636389331,5.9030814989944e-06,1.13626976360287e-18,7.21487396517547e-33,3.99171537163884e-46,1.21558850575659e-34,0.000331268869470896,6.17710985241627e-13,0.0597308812358162
"X71.1",0.234322707583815,0.0423924411134073,1.58618131215077e-16,6.77688398352024e-14,0.0414460714296833,7.09485421245359e-17,0.254538332395214,4.17716372545851e-13,0.00198112566615442,1.82172365860868e-68,2.32188711236344e-13,0.00628895323083446,1.24466486098415e-32,3.72348814712768e-31,2.19718777119757e-39,4.39448351594811e-45,2.81802308703987e-27,2.1189411738666e-21,1.84978431867425e-29,0.00961466123813412,7.61793661011767e-18,1.93306349053357e-26,3.30203115968262e-14,4.7809826285703e-12,1.50723808438732e-07,4.25102981870104e-42,1.3404388828354e-16,0.2468546399214,7.31604234615641e-15,1.84880771589702e-17,4.42223959754616e-30,1.65749674466057e-24,1.01933330945563e-32,1.92477356913671e-15,1.87428674775275e-27,1.44277502671708e-32,2.26142225735026e-29,1.53862182574525e-17,9.86597858858574e-30,3.41470778296296e-11,3.09562209597248e-17,8.66702355504646e-47,9.19056989027037e-21,4.60233369586316e-39,0.000638774138142423,8.98402062223481e-28,0.0264190408228121
"X93.3",0.130541002710537,4.9856900684936e-24,0.164729178267535,6.54321830582301e-07,0.000171968017609396,0.00163925414143363,0.0934083339146777,0.000802560902714641,4.788509529192e-07,4.17862828914879e-29,2.47134252827506e-13,0.00227754838637108,5.16033203943048e-17,3.76455249948392e-10,3.36491538846852e-29,2.7719692711182e-06,9.83003007557290e-09,4.96535003535096e-10,7.1039156442946e-14,0.00454457214164729,1.06980956188276e-15,1.16064465259276e-17,7.55644677337658e-11,0.00744394889098296,0.0109094470938172,3.32959780615503e-16,7.22273736180484e-13,0.345870234975813,0.00235532571284643,0.00738223800018014,0.00421210642885107,0.000555693490827276,9.97287341563632e-09,0.00106577482459823,0.00499189602486757,3.22121840484506e-06,4.2868050451489e-18,6.70861097436814e-08,2.45254250732222e-13,6.55185782789031e-07,0.00299075445887541,9.18755160489615e-24,1.87855447560541e-13,0.0095728722706451,0.00438477278210858,3.60236511504787e-06,0.000812385159946212
"X112",0.00840897260653578,0.0158059878094003,0.293696821877142,0.00288213978287712,1.06320170002531e-26,0.00421441711278385,0.0349689058914436,0.00627923976406159,3.1171224189341e-13,0.101186561256554,1.11775287250218e-25,0.00674632708632971,0.00190314073447123,1.38533314930638e-18,3.21774442919978e-08,3.16294760202088e-07,9.66566462160651e-22,4.59169722776276e-20,5.49568695517063e-24,3.66963492813842e-10,5.54153810237369e-16,0.00305419607820829,0.00373590028986406,0.0067161015785345,3.87582565235442e-14,6.46378271149641e-06,9.41249776673315e-07,0.274594810648336,6.83822657528321e-05,2.69056130732595e-07,1.25179747088214e-13,0.00249853256894226,0.0222046460367657,1.03609652628113e-06,5.75952672344477e-07,1.59078957535985e-14,3.64766946466276e-11,7.42655911774963e-12,1.72406457248721e-09,2.13746061958817e-16,0.000121302306815928,2.86190137688407e-08,4.05490979312449e-30,7.74894033333263e-12,0.00535485472171498,4.16476388617488e-20,0.000355285609702243
"X83.1",2.14490163327516e-13,0.222666844690423,0.241300360884052,7.25699405070989e-10,1.01135567366788e-31,9.61338762700156e-14,0.0182890644617173,9.509521356963e-09,2.95746776167752e-07,0.195955626484316,2.00864208222947e-27,3.01420187147746e-09,2.22948039476605e-10,1.14309041222102e-21,0.00295009898737414,1.3823414278419e-17,8.24650010537792e-39,8.22193416770759e-22,4.81825022890277e-27,9.68109337307298e-06,3.76504104862341e-18,4.33810095843017e-10,7.3896711385602e-08,2.24846224840777e-16,0.000156150523540724,0.000409409964833291,0.0082363361006279,0.154209449042234,4.23585952861489e-24,4.17729959435241e-13,1.06401113955647e-28,2.22223332983517e-40,0.00435469022128277,0.0016290134085426,1.950088730375e-20,5.13046209068629e-34,1.38615676162488e-10,8.06944652436725e-08,1.14254082784518e-12,1.9388436826275e-20,1.0481909615266e-05,0.00338701951328943,8.98446105508096e-41,6.63259654670191e-13,3.3228509672751e-07,6.14945789165289e-21,0.0031085067872543
"X41",5.80936890858863e-19,0.000199409467481482,0.0449509901849254,2.85867476247443e-12,1.66188088677144e-16,9.89983146577808e-14,4.7854791843332e-09,2.59870271969337e-12,4.61827530321114e-34,0.00885041293175342,2.76716284862413e-20,2.14375109397616e-53,5.87030012239505e-18,2.64116741483571e-22,9.26547739266389e-14,0.0744121059666353,0.000234001992626299,1.10545628981598e-11,6.09591849629485e-09,3.7715142848111e-25,1.72916452544092e-29,0.00289107241561982,0.0305549024824758,1.05459783254146e-12,0.324479869772715,2.10627810820114e-13,3.76452204913274e-09,2.59699464813218e-17,2.53298426932847e-14,1.23914648908099e-19,2.07846138080608e-33,1.64200111192693e-16,1.19720344330054e-08,0.259294796124323,0.00125137283203295,2.01903114504668e-15,2.6056232392018e-25,0.00183997027429537,0.000626957350256375,4.59611995221165e-26,9.46719390613616e-14,0.0461124184093683,0.00499518792362229,9.1771906545143e-13,8.81407618358457e-17,9.12689011868155e-24,5.80976515758224e-13
"X73",1.78523785979302e-13,2.37529478130772e-52,0.025668903618579,2.80397994006416e-07,1.8084210999173e-13,8.98346619302535e-24,3.7410635061336e-05,1.70607810242147e-06,1.20446571719047e-23,1.83631684949277e-13,2.78010500074133e-09,2.88518979305484e-13,5.39779429226414e-21,0.000366614864764562,1.50128934720471e-06,0.127990241993856,6.36765996863954e-10,0.00336692797793234,1.11220667580189e-11,1.79486642485086e-21,5.50497713743051e-30,7.50242686704763e-07,0.0934902471721155,2.64285564607733e-19,0.111977826303971,1.95653057731056e-08,6.51217730969632e-19,3.02880550610928e-17,0.000236371682576892,0.00975239735536167,2.41975256722467e-22,0.000147737772586699,6.33192847904723e-11,0.342159721746202,0.00436685841266429,7.3226365027501e-12,0.00297421658518437,1.0302123845083e-13,9.05841002667938e-07,2.99612292697126e-06,0.0053964378539509,0.0393581987801096,0.00532260785581639,6.44577915188233e-09,4.19962837642118e-48,1.3080688005179e-18,9.77405935298541e-25
"X72.2",7.8835566623498e-08,0.0278429800687129,3.77678337663072e-09,0.00355127922518281,0.000469389704025895,1.17302964307768e-16,0.00127710215677345,3.03432904223939e-19,1.28170607087632e-05,8.54176551153722e-26,3.98699548208952e-05,0.0590008939964195,4.24091789987696e-06,0.00175774408226295,1.65666425434004e-20,0.0912159703985829,9.39429927584144e-19,3.66423587290439e-14,7.84759125238128e-15,0.00835027145869082,5.92041199405603e-08,2.31087110892323e-09,0.242856280869235,2.28004595178711e-18,5.78213976002809e-16,0.0032206006497887,6.49208205538308e-06,1.09367148626843e-15,0.00166098880246462,2.81339535922695e-08,0.000736231923962321,9.93789615436272e-08,2.21618682351471e-10,0.29374607550492,6.03349686731486e-16,0.00091880661336324,0.0164398376399139,1.59351166471923e-12,1.27417072565961e-11,0.0104405804627419,0.00974870920329344,0.000455873370499609,0.00152023759227411,2.10447468023696e-12,9.73577537878107e-24,3.84774354124129e-16,1.84410685734812e-24
"X114.1",9.37173761921338e-09,0.0149164025978719,1.03234168150887e-19,0.00146162319411934,0.0026076619655138,5.39987095995095e-08,0.00675558361200039,2.73911022345028e-18,5.05407765953081e-08,1.51364262960138e-21,1.58621438789125e-12,0.0526091393979111,4.38832303913882e-05,1.05012436794985e-16,1.75292111464748e-05,0.0256533493018538,2.710462109901e-30,1.81220724895665e-05,5.3776627176238e-07,0.0251441782528215,0.0933627671172348,8.48949236930237e-10,0.375664122445004,0.0130765977267714,8.77174673188414e-18,5.44944750732688e-05,0.000138684045384869,2.32806340349428e-05,0.0016548442225234,1.03519338547086e-13,1.98520321014783e-05,8.54391482535924e-10,0.000132144886642687,0.132784829701589,0.00155354651059244,5.25525733284053e-06,2.62993474478446e-07,1.21706617097075e-11,1.69239389735029e-17,0.0386703323344455,6.19590943248964e-07,4.24358294752413e-31,0.00239385009365756,1.2402972215035e-18,1.66425180098816e-05,5.37453065353982e-07,6.99284657584479e-10
"X125",6.67746542775526e-09,1.46404410201277e-08,2.78575303045661e-05,0.000397129446097601,1.36726222120574e-20,2.69552385151308e-14,0.0121582301445719,7.51438436894205e-07,2.69859840847107e-25,2.46674873305534e-15,3.51621121126558e-30,8.16477524659926e-19,0.0085486746740357,5.13802711487704e-14,0.00700705785806892,1.76294071363538e-23,2.68175028605737e-29,3.81618860269558e-17,1.96433420749763e-15,2.46580586473204e-22,0.15506895894457,5.58266728153681e-05,0.335679090448884,0.0199401254861622,0.00134931385680101,2.16687000480449e-38,1.76313346009707e-14,0.00378088622798459,4.52471451776048e-09,2.17437732359773e-06,8.90524883420549e-24,7.05057809244566e-10,3.27767377595414e-18,0.0116391433356235,0.00574249569917398,2.18550232146888e-12,4.30675230300489e-30,4.56710348869001e-17,0.0162431710689987,0.142298029298944,0.00664421318496793,0.00842933891455791,2.27472936493381e-14,3.90789082756074e-17,3.12194409348867e-24,0.072499208857009,1.07539699222195e-06
"X89.1",8.39237953617815e-24,9.67882706654957e-32,2.9598283046246e-05,0.00237758245721298,3.33437059686748e-33,1.17097958238528e-29,0.00409209910344554,1.23467688009879e-12,1.26515213480943e-36,0.000216667427677237,8.29994892770885e-45,6.9886451293003e-31,1.2006825929336e-22,6.61796951250026e-13,1.19504916969907e-05,5.19423782699061e-39,2.58600456393247e-06,3.13135259865158e-32,4.26426701527186e-23,1.08319040850812e-51,0.0584781741415618,0.0618415466004619,0.181504315184726,4.66694331684742e-28,4.65707671501787e-11,5.42227590032801e-35,3.37569931151705e-07,3.21637883706683e-17,1.16738793504974e-15,1.07973784260961e-17,1.06058179344769e-46,8.74370310743733e-28,5.99223461592245e-20,3.37053538421747e-35,6.63419001614532e-08,3.39757898861929e-20,1.42760584684884e-37,1.7448999129303e-21,0.0243744519248709,0.277843863611418,2.46342434002526e-05,0.010812693180806,2.79738646370974e-17,0.00618926541523253,6.17807266793429e-100,0.174198706576635,0.022563737251789
"X137.3",6.08898001545387e-14,1.14023835359538e-15,0.00329177573985259,3.46622758484185e-10,6.81905068260705e-19,2.5400942582334e-21,0.00365876286995167,3.3744798116568e-16,9.39915438001305e-20,5.18787227456573e-11,1.69884936085561e-12,0.00331557219765054,8.5213157977034e-18,0.000108501159121357,2.15818204472861e-12,2.48034998759969e-10,0.000197564918874326,1.30289120742965e-12,6.07077160537475e-16,3.148717088754e-19,1.00503044918507e-24,0.268631555282367,0.0378012050963604,3.4808758938246e-13,7.60190920641709e-23,6.77864784126106e-10,1.45284573880731e-09,3.22382200802073e-20,4.1407876912712e-11,4.51606753049261e-20,9.13543087574697e-27,2.7386385298141e-15,0.00060266505934745,4.02769121361397e-09,5.84747699202279e-12,2.22667299872685e-08,1.32461106420732e-15,9.34509016189752e-18,1.87714490894706e-05,0.300157806862284,0.0031550591492892,1.89914277201881e-08,1.28605184995631e-05,0.0102253281823329,1.06028812060657e-24,0.169519040094947,0.0457749200465416
"X167",1.06999911267994e-05,4.21889879048034e-07,5.84180594316157e-08,1.8972897895615e-06,0.00191248859927695,7.14574083486925e-25,2.98624178116777e-06,3.92035936076085e-20,0.0689199569419233,3.69993734457187e-21,8.01008393085381e-20,4.55005285120908e-08,7.59761903684142e-08,1.33361034426896e-10,4.41325679897928e-27,4.7491464995433e-05,1.39079644254715e-26,1.25086468849731e-09,3.35899432134626e-09,0.000463336671032368,1.04246994891526e-11,0.443164280912591,6.57738819865525e-09,0.00663213527134651,5.40573896924612e-18,7.27316016523797e-08,1.23678028083474e-08,2.0811941960185e-19,2.66920756578341e-15,2.98574004609102e-30,4.34860496165581e-36,2.89629971127299e-23,2.38868085651876e-05,0.00626018753214135,1.0238776018511e-07,1.28330409729872e-05,1.97667370939964e-24,1.19432639789872e-23,0.0355928915605993,0.137182179619779,0.0113171358843197,7.19657510457247e-27,2.93104342512284e-21,3.4364008323568e-07,0.046619025097944,0.049607182161972,0.0664195417170374
"X130",3.55537749075546e-21,0.000764116305989577,2.28096324999685e-19,0.000992308746430514,8.58883389438692e-21,3.29414797879298e-23,2.46553656825874e-23,2.82974464773408e-17,0.165863716572637,8.64083691523832e-20,3.0608455574513e-36,5.12412449454136e-10,1.56940611880095e-19,2.55964007787576e-29,1.52766825507545e-21,7.60659081412114e-31,6.53088685245656e-22,2.08988686032109e-21,4.21904965993934e-21,5.21693177653099e-05,2.18529134876442e-09,0.349050456355092,6.60741458649617e-20,3.32324018848012e-05,0.00210406232646707,1.05835888820898e-29,0.00249821013981581,6.89332644357778e-22,1.33354766554722e-17,9.7317537114537e-28,1.76663557606276e-36,3.08631314525067e-53,7.25789333041667e-42,2.66536487477536e-24,0.00116269951566303,5.00142961583357e-12,7.43886174200361e-14,4.857016204721e-28,0.187581513912216,0.0132062279506198,0.0266442563981781,2.73373994944378e-23,2.9749064346579e-15,9.69996799683296e-17,0.0433057400063158,7.14742406989381e-45,0.0768775943038975
"X112.1",3.60733410088561e-31,6.51171868505162e-14,0.000546433321265423,0.00236704097850385,9.79520850570029e-47,2.51929503142675e-19,0.0980680330405555,6.87353744763646e-22,0.156253460750336,5.9187989492508e-23,2.31372262382377e-16,0.00178088661238547,7.59303686104576e-10,7.70481426225136e-17,7.7918758464356e-31,1.18528330421533e-21,0.00628520192328195,6.25560822663182e-19,5.96683551566435e-18,2.64119840191602e-14,1.96918318348527e-22,0.0995950468657061,3.86590216894406e-05,2.7218762835329e-24,0.000211479237749678,4.93381440017496e-27,3.27890528314664e-05,2.78935746826242e-09,1.77555504801067e-19,1.20606816402269e-17,2.77368393065789e-24,2.37795745017478e-28,7.7704005672602e-15,4.28796751819126e-16,1.01860982586527e-08,7.90582471465019e-23,0.00942835400602511,5.12573627854628e-13,0.386037780105355,6.72162217503036e-09,0.0286390740218817,1.20254575156105e-17,1.97628372979005e-05,2.1562217913145e-05,3.47139018348672e-22,2.08434507895366e-15,0.0649648819895466
"X121",0.0813411892346955,1.17562451632144e-15,2.40693232246413e-09,1.18134014753484e-30,4.28499386925468e-10,1.29203920202379e-25,0.284937225696758,7.87206042033528e-12,0.0362724004668462,1.31991322103864e-09,9.72580555080241e-28,0.00603520314157855,3.24362024577844e-09,0.0253459329673005,2.39078726702888e-13,2.18619462871506e-18,8.58718184470183e-20,1.98782708645996e-23,1.04837262289575e-18,4.94998204083783e-28,1.67598584465468e-25,1.86462199741154e-08,6.20918952868316e-09,0.00182640866193799,1.0786360070255e-22,1.47376591691995e-13,1.22063378484084e-40,1.34441783536466e-20,4.75562137353943e-18,1.28618035752562e-14,6.92348301624383e-25,5.30341903714017e-21,0.0338241641129211,1.16522849825465e-07,0.00128469395472105,6.92051204753735e-21,1.88569639453423e-12,9.62399572897346e-07,0.339542028654587,0.00522396240242082,0.0158275721612855,1.65046341727556e-27,1.89405589240145e-14,6.91906107823947e-09,1.86617945954928e-40,8.70472077998131e-14,0.0418504385858787
"X92.1",0.282451699389971,0.020323768455594,9.44677731037095e-46,1.02762937581224e-17,0.00869424874487017,6.3778858525158e-27,0.31481500212527,3.06945798360055e-15,1.10432404659253e-25,0.00301414433514683,1.18002941490047e-31,0.00021878292309171,4.2344200463099e-12,0.0229210177396293,6.42837390684096e-17,1.21694689581404e-27,2.77540943121029e-46,6.2735964250787e-25,3.87482059681671e-26,4.62062568247155e-22,1.11789373497237e-28,6.70869263880908e-12,0.0011331750139849,0.00111997784522834,5.97459477285065e-20,2.15082757341718e-23,8.6846202761425e-29,2.8963940604755e-13,1.03255169584655e-13,3.10425283458297e-30,1.19131363881781e-19,5.07687335972489e-25,0.0335303142911435,5.31520341616603e-12,1.68385690229214e-18,2.60464662046311e-11,1.63764820653797e-27,6.67400330909748e-10,0.125735343623721,3.18387611378802e-05,0.0177032081786289,1.91671536412581e-05,4.94421540128948e-10,8.74606336304073e-32,4.0987214462368e-34,2.41575237776752e-17,0.0482934385563472
"X123.2",0.390589642201467,0.0249948563192414,0.0402453666438909,8.03150662600636e-06,9.31199586653564e-06,2.11587038638511e-31,0.187681857928209,8.76362995116225e-21,6.61346304454774e-14,3.41196006410528e-30,9.34359538009196e-13,0.00661959631850122,1.73123249305669e-12,0.00793650890635429,7.75279728768654e-26,2.15793906881176e-14,0.0113481720423553,2.12047079506596e-18,5.26604917806808e-18,8.44865000250168e-16,1.34128230960801e-25,1.8780997170568e-13,0.00229711911274973,2.61514438478482e-09,1.12293854510876e-05,3.37977878990755e-26,0.00511468718624483,0.115651043280673,9.30601808550569e-10,3.77231565552706e-36,1.10105303829437e-36,1.61608048692786e-11,2.17512325805017e-08,1.63630642082748e-11,1.52335847479175e-09,1.29607846591877e-22,1.41842813059712e-15,1.13230548171901e-05,0.00069561403882643,5.81967724495101e-16,0.0175190792973754,3.3549228611915e-32,8.71530222770963e-11,5.42949443284615e-22,1.46902931022719e-10,3.57044024572147e-09,0.0277704626341136
"X89.2",0.233344091907862,6.28804920516994e-40,0.230194200956482,0.000947950778830608,1.15717511020697e-27,1.52236803001452e-25,0.0510889206398881,1.04992616332064e-18,2.00006158253327e-18,7.65473309501632e-28,5.12649642458404e-22,0.00698249167956218,1.88503251578819e-12,0.000304446944229223,1.26004162276229e-30,0.000712145905848564,0.0280635141071392,9.36561803874028e-18,0.0149184107554982,2.13043237000166e-19,2.16557185334839e-20,6.48817509236168e-20,0.00278707505682254,1.45560034617355e-14,0.000940990496230614,3.31939963288363e-27,4.63016672295332e-06,0.187599227935997,0.00269466191504272,5.14865441861436e-15,6.92296034269995e-29,0.000290244352752412,6.27581276516e-20,0.000167195830131842,1.29992278832623e-11,1.13584719624996e-15,4.04560224600175e-17,7.79589000281815e-12,1.47205174029798e-23,7.01276587481044e-19,0.0137197598166079,1.89491104242001e-30,8.57749964088301e-12,0.0116775562963875,8.68897172737298e-09,5.05139985732759e-13,0.00167830117320834
"X88",0.0628941957288626,0.024748883396645,0.400505107216894,0.0100834340176647,1.39150888193234e-23,8.82373262525538e-08,4.68302715797306e-05,2.04766980831668e-11,3.85453296459659e-16,0.0443816084294858,2.75977202284751e-29,0.0114031631771761,6.11798309105113e-10,8.95165006052946e-12,8.59602542805743e-18,0.00189849354183679,0.00720395003680113,5.06720800738628e-09,5.1189065230105e-08,6.19306312653699e-14,4.38860963499541e-15,0.0124724245071042,0.0052582778144396,1.31815416103905e-08,2.46376237293548e-23,1.43749683640296e-14,3.99060530155696e-12,0.145972244947123,9.13036594836799e-09,0.000139899890754504,2.79313361674873e-16,0.00840933442175931,0.0158606847756674,9.40790486151233e-05,2.38562580694372e-09,3.39079811774195e-14,7.67545509970795e-14,0.00142896798502205,7.79488304627888e-14,2.06834678621589e-16,0.0155267967723783,3.24192745276707e-06,2.53000662918639e-11,1.76810314667522e-05,0.00609397265273199,2.68791301573383e-26,0.0122318574147216
"X89.3",0.0141145407381867,0.243045840051571,0.348793842361409,2.52480389524352e-05,2.17022974835216e-17,8.38928000766416e-09,0.00477340507206071,3.59292540804804e-19,5.83734822267731e-20,0.106785119828979,3.39497536901994e-32,2.4343417418225e-05,1.69668939292571e-09,2.59819679405504e-12,2.46010006429443e-16,1.39342663563051e-14,6.37541383019433e-43,5.48090194873875e-19,7.34806749374488e-23,8.94998290349318e-13,6.43870118946931e-15,0.00778366215561818,0.00441698341922989,1.10178957089852e-18,0.0040204846884251,8.03951486337226e-05,1.24857859704798e-05,0.0741527747406525,4.7396436674273e-22,6.30944788532524e-11,6.08294782085144e-31,1.29379914588442e-44,0.00267432065537159,0.000871010513313769,6.73346543712055e-20,1.04018547974257e-18,5.58354174471412e-12,0.0070187918362975,0.00246937632347916,5.90266485121027e-19,0.00866482598889412,0.00934995697708492,1.13592265734878e-26,2.55280750170004e-19,8.82146719695136e-15,1.77508504939842e-16,0.00834062353455492
