"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48"
"X141.2",0.000805939272243239,2.0216325189084e-21,8.15094610329003e-08,0.134769966242601,0.0522923582927275,0.000104344774648668,3.38870645893906e-22,1.41736425110256e-34,0.00691258612596677,3.88287386293221e-05,6.9911692037217e-21,2.29331754030127e-14,3.55231714664329e-46,1.05287766527305e-15,6.20576790816328e-24,2.45902145354993e-18,1.00494389096467e-19,1.97942337493006e-11,2.92351289603037e-24,0.00482448790653297,1.1428629640872e-27,4.66539177000001e-15,7.93011335416735e-16,4.64452136770643e-06,6.37888544813419e-21,2.21615714620817e-15,0.231600154422748,0.134562852827663,3.58798357390601e-23,0.000265526583013661,2.81525581852366e-10,6.41132395101541e-57,4.89579550187103e-11,0.121604317697941,5.18428101326915e-12,3.272814064609e-55,0.168940928528873,9.20980914500019e-25,4.31042359207925e-16,2.02470591043758e-07,5.60313134355569e-20,8.86752993708673e-10,9.43692785011308e-27,6.5108681406765e-07,4.13589810176982e-13,1.64009887056847e-13,8.46663718634264e-24,3.02690790198665e-38
"X105.1",6.31416754490172e-14,0.112203151593811,4.60196582899277e-17,0.185376458869878,0.00774393591715033,2.30027704664597e-09,5.64551216589857e-39,2.67232941267532e-21,4.90885703337531e-18,4.72298289512628e-27,1.25435477095559e-10,1.05436292850171e-05,1.11508684418084e-61,1.86019158212492e-30,1.06002188986269e-05,5.32872060779165e-24,3.01416771640843e-36,1.66698503040056e-17,5.52031182497144e-27,0.0146880286826396,6.86657567196483e-20,1.57496543784628e-12,6.09980934686325e-15,3.10624448305192e-16,3.61903892468999e-21,1.57368603520074e-13,0.192749608288063,0.120600200631531,3.62091097630743e-23,1.23041350516366e-05,3.49467883990385e-20,4.65047517335659e-46,1.38144434799823e-06,0.225771518034856,2.10163031326365e-20,1.96929441726485e-30,0.0112086634953322,4.84520786162911e-33,4.04570190662514e-31,5.44343940478072e-22,0.000377481858841709,1.54786336015882e-09,4.13605531579302e-18,8.16744506265281e-16,1.71466124801734e-08,1.95824345815527e-14,2.5645964390095e-19,2.29735294003991e-38
"X93.4",7.93714039230623e-60,0.15708742765902,1.04418934628964e-22,0.125965569443799,3.4318454756587e-38,6.44651608659938e-18,8.1815346281324e-21,1.46603981051688e-07,8.31832220536944e-42,5.30449083612636e-34,7.7860709359672e-05,1.3132194212251e-14,5.99005265081353e-23,1.55380271833197e-24,0.0061020784416633,5.03264093794026e-23,4.24807126474318e-32,3.60760646517125e-26,3.65878025019432e-19,0.0414223563087341,2.63699646408811e-06,0.0027694106062783,0.0232765911253684,2.63320933837146e-28,1.16173759306863e-06,2.95358992927626e-20,0.0755632517546362,0.0345302532400989,0.000874910709624119,1.79106537609138e-40,7.55469657376708e-24,0.0468757363399834,3.1114187465548e-31,0.349278938098506,4.2836728338108e-18,6.57846999244776e-29,1.8043358523322e-27,1.70631306278376e-17,9.67180649620812e-20,1.70218923273121e-31,3.23877565574777e-12,3.11800613068158e-14,1.05058874756371e-10,2.33938604278195e-29,3.38229792022631e-26,1.43413154012266e-19,7.04885291630069e-21,8.74362261987014e-34
"X118.3",4.60013315688364e-05,0.0867481252572968,2.92835192129698e-20,0.00437464982519282,0.00207869544061195,9.88515076042312e-12,0.116310025016106,1.93622860645667e-05,7.45468641938895e-22,3.06320582243266e-09,8.95646307575172e-26,5.55895972609129e-07,1.11861668194579e-14,0.00463648000518225,0.00989799658691702,1.89139648819065e-19,2.70809008077956e-12,2.41668669642416e-11,6.13356760917986e-17,0.0342261258004708,0.00777808117186845,0.0292056105467408,0.041669240662452,7.57006230157306e-15,2.38449057124936e-07,0.000295605338962163,0.00658129732341649,3.45400624214902e-08,0.00156019144370342,4.29503963164602e-34,1.55954233447078e-12,0.0627336567970602,8.41521972357898e-14,0.372614764921076,0.0071588453527867,3.74633824257333e-11,0.00381035568476586,2.83919364192902e-34,0.00182951249248156,3.00445632291407e-08,4.2131276133301e-05,1.50519973254161e-15,0.0196945780892137,1.51745811776558e-14,0.00120891050268903,4.86621648375607e-28,3.20378192245403e-22,8.8758742664983e-12
"X124.1",0.000885451938514945,0.00659081054994811,5.00395075702453e-17,3.34157727104371e-20,0.0376262352456603,4.03901287430255e-06,0.302980838311012,3.17219740713849e-15,1.74148931606183e-15,0.0022794548925994,9.03414817916581e-11,3.36601042876333e-08,4.40374914462278e-23,9.40017252750069e-10,0.000301286611405654,5.19164774026304e-05,7.30129230080464e-15,1.20916000371273e-06,2.11685049280913e-13,0.0148619304240651,0.00816041498456682,0.00755973937043579,0.0657491934222761,2.72981024879911e-25,1.67283238625429e-15,3.26845612101075e-06,4.68904607859831e-08,2.4825463961479e-10,5.9769443610519e-05,0.0148806875106018,2.16307871917342e-14,0.0402934102163886,3.52217371089428e-08,0.252615322375932,0.00401307057895983,0.0131029979334433,1.25261605318084e-11,0.00421225716015837,7.64670462349861e-14,0.00372842530336222,5.21521917903333e-05,1.40832747778114e-11,0.000433857038350799,2.72867054254132e-07,0.0247508864530192,4.35618239066026e-16,6.20212503661295e-12,1.30229982200754e-12
"X117",3.20528160767031e-05,1.67309691951696e-37,2.2788988300429e-16,0.0956806740829619,0.0254910829011579,2.5467695899624e-05,0.449381382179911,2.14201443987113e-10,0.000602574070327813,9.80328512621729e-11,0.0121478879541531,7.01567754078876e-10,0.000518959618987971,2.82895162281717e-12,0.0107628575470969,0.00479178871508762,2.99056038574242e-13,5.37723774383755e-11,3.62588749722715e-16,0.0259599921307187,1.67727935953897e-05,1.10545880635675e-08,0.0694636865975704,3.05773919171634e-34,2.200698918826e-14,2.93193285499717e-18,3.86070717405691e-14,2.50905673999334e-15,4.35901964660081e-12,0.00405870253947459,2.53374387279247e-15,1.26127146226957e-16,4.86356784617838e-12,0.0982221017654403,0.000410794363968156,2.10715852701187e-06,7.55907379865257e-28,0.0441699254558432,5.91611359216428e-23,1.15281851493589e-17,1.44199818384295e-24,2.8637013558627e-05,2.13354419366417e-17,1.80143455265021e-12,0.0109329134968737,6.19622394121711e-27,3.93445410375057e-08,3.31218722109929e-21
"X88.2",4.91547501049061e-12,3.98501923611112e-21,3.10556842972233e-16,0.182921917538982,3.69277623854074e-30,1.07365392600998e-12,0.380495499609783,0.00467198781559551,1.79191839597769e-10,4.24743677024807e-16,2.87295247919885e-18,0.000426422992694834,0.120333489611629,4.57926501568687e-10,8.2442601982962e-14,1.22513039386903e-10,7.22615457230772e-16,6.6897470532205e-11,7.94764405416053e-13,0.137285751051109,1.12858340502972e-10,3.89016973888336e-27,0.0681287612328435,8.22885417680729e-16,3.2056368176747e-08,3.55497337225516e-26,0.000599186568386466,5.55734251282045e-14,2.32302240367615e-07,2.00356089035291e-34,1.19019063801408e-06,1.06730003644265e-33,1.16630385092771e-15,0.00414134908084032,1.21026725946961e-06,1.68588801115329e-36,1.41175182912892e-09,0.0339692256507321,2.8603970700592e-08,2.48759041550645e-18,5.86673439997726e-09,4.26448450373186e-11,6.17467985770891e-29,1.07158514226173e-11,5.47181995366848e-24,2.92882425343965e-31,1.69787283144599e-19,1.08845411966649e-08
"X105.2",0.00840425750868772,1.09407651394274e-11,3.07779297389722e-24,0.106369734013355,1.69336401571467e-15,1.67667621514235e-24,0.176157093074049,2.34443188409236e-25,2.64075147024327e-35,2.89418247002579e-11,6.89427713503412e-14,2.60269656708849e-05,0.172510859465363,1.17450125249771e-24,4.34019425134333e-28,2.86736437053952e-29,2.10273102475828e-27,4.04131943234026e-24,9.19678100841646e-20,0.355966452235073,1.98578656443729e-17,2.17414768580257e-06,0.064755827331665,1.18663968831024e-08,1.152992252194e-27,2.27747135342297e-08,0.000416880528540252,1.36130738657739e-08,2.68343133973068e-11,0.0085948568202033,2.71236585338591e-19,2.95691843819457e-15,1.07208116607772e-12,5.74677943457793e-21,1.12498056859767e-11,1.08398560098323e-15,0.00572833550210808,0.00454715918922946,1.34604013929266e-11,9.10608796036291e-19,0.0232420844090596,2.52452730821693e-33,8.37713454958957e-06,7.61586917149227e-16,0.0202040994252918,1.00169386928879e-14,1.7608306630515e-26,0.00049738461665531
"X46",0.00197737288370298,6.45988491187664e-28,2.65362249808892e-13,1.39785566765495e-13,0.0085492658623204,4.57312222354858e-21,0.0420348589524418,6.46903863741474e-20,3.69582326269566e-20,0.00184598282316201,0.00170596042696253,1.81644913433005e-33,0.0535459465908128,2.63015391284985e-23,2.05189782358407e-14,2.2243466594558e-19,1.44264792959753e-16,0.0778664817294796,1.44170066671909e-18,0.457319145547048,1.15120453851051e-25,4.19293254529386e-08,0.045732430447781,0.00248472075322486,9.44335197073538e-27,3.56187064740764e-34,1.98003167005067e-12,1.1285973073566e-06,4.75115495136002e-17,0.128996095569233,2.57495119243322e-19,7.21639667528749e-07,2.45842197592419e-07,2.86056626540964e-13,1.80390321854516e-21,0.0302520035928852,1.15704186464934e-08,8.58748375992504e-29,7.94993033328666e-06,7.07865936873168e-13,2.76875311574461e-08,7.14511528957105e-18,0.000503687545975833,2.74321699612681e-22,0.0202762941071551,1.0262361945193e-24,3.80439717233289e-15,3.91110989317222e-37
"X52",1.25154497433307e-05,0.00767456118483478,1.8350802263588e-08,5.12379991589776e-33,0.00788443889263732,1.58675488604777e-09,0.0215816553399206,0.000110111662489789,0.0144751203503035,0.00272066099448083,2.19081196113761e-14,5.68953167875484e-22,1.02178322809959e-07,3.19171366289387e-10,0.00396362936735914,7.80762917207458e-09,3.05704020705366e-11,0.334738858519228,3.29298281269028e-11,0.280223611806433,7.66162354976563e-26,2.06033676715486e-13,0.00822753882751627,4.28356896928574e-11,6.69501016997971e-12,4.30980259872888e-13,2.66325604282813e-19,9.02058121215281e-11,1.04882126533887e-07,0.153963787034304,3.546296495062e-13,6.18357209337873e-21,1.44814969010352e-08,1.45762962518629e-06,2.31519120153939e-06,0.034501716657761,8.28371960218079e-11,2.30390283825687e-18,2.04041104572141e-12,1.99215696560058e-19,3.65862230945065e-27,1.19471219717835e-06,1.18379036236518e-06,4.80547268600174e-20,0.000760818682811436,1.14544332158746e-26,1.58245281293541e-08,0.000227543815530824
"X91.1",7.31759946459915e-24,1.50201807170229e-15,2.91472761190292e-14,0.0237145605745401,1.07187834653382e-22,0.000224655458087188,0.0228585893354739,2.96413633727416e-10,4.10549164143196e-05,0.00191882218782513,1.09397230732019e-08,0.0548052163990826,1.12916897008328e-39,4.11408500338559e-16,0.00014057914445279,6.33755326213563e-12,1.63947618569666e-24,0.423281188552531,1.38157175451677e-09,0.10977413273112,2.80652153072377e-05,4.01510809639669e-08,1.13626602022986e-30,1.94680106528151e-26,3.73089507085005e-22,0.00474314739156073,7.33831156327923e-23,1.55083190598919e-23,4.37080025192018e-14,0.0440611752287273,9.082721113939e-19,2.48500794738854e-28,6.20048168133995e-12,0.00170342282566217,1.58748907287154e-06,0.026823951340763,6.48082515432092e-16,2.1700250179772e-14,1.49508105949655e-13,5.91436888121746e-21,6.23086546366591e-24,1.47851869104914e-15,9.14673888802458e-25,2.8382531361782e-13,1.53431778565336e-10,2.51738566692568e-15,3.61904378733197e-09,0.166758298391977
"X161.1",9.37870276998197e-29,9.5810363901806e-13,5.99595188277983e-22,0.00301929962245952,0.0329966258021036,9.73703140485997e-05,0.000104328984697512,8.27640369093513e-05,1.07184786166834e-21,0.000209948956590314,4.75107427952829e-11,0.237102174445943,3.10918683547561e-44,6.55537445414553e-25,1.17617533043805e-06,1.90189196969383e-13,3.78166848172044e-34,0.224074014740319,8.70060376233719e-32,0.0895023448208297,3.44119151354099e-05,0.0020626642592062,9.85379329115249e-39,9.27146790769968e-28,1.32103820976439e-23,3.59428497201338e-14,1.79935289755859e-31,7.30546412054824e-15,3.5424479857624e-17,1.37599221219795e-28,2.41070667986887e-24,1.98382428650521e-15,6.0772598556547e-17,9.49060618542161e-15,4.33020002416379e-11,0.0123290303125022,0.00577001345119986,3.08018133166824e-25,4.84309914616068e-25,1.00292972293446e-20,7.18212321922189e-21,1.56311240973387e-30,5.69134314390459e-32,4.08654034498871e-19,3.73468605594887e-23,4.60115207697524e-20,4.95210492826769e-19,0.243857904574923
"X183",3.01082837136261e-34,0.0274728333114871,2.48495397264184e-18,1.83442497406177e-06,0.161772245306824,1.16939954215577e-06,1.78325623888586e-21,1.32057594198561e-12,4.28393264081956e-06,8.10731823360626e-18,9.39169973728375e-27,0.35441363788207,2.90297379468918e-28,1.23436257319951e-06,1.37359055960345e-05,2.30508622472908e-09,4.99935919730405e-20,0.0259709340033886,6.43520674278429e-17,0.102560434467019,2.34552962357954e-10,0.00139914998458561,4.1006681887301e-25,1.80444692777917e-23,6.15503980139745e-32,0.00731220702363145,3.07100281471776e-30,1.28895121105636e-18,3.25808964775031e-30,5.40907774903058e-41,7.84572328080892e-14,1.06288313636259e-16,1.63779257213966e-29,4.02729790375398e-16,1.33244315226879e-14,0.00836603966472129,0.0113738801241654,2.29473797452693e-21,9.01360056888246e-32,2.0833908932639e-23,9.88260250723267e-32,7.7579728350842e-18,4.47249336924008e-24,2.6797055706804e-18,9.37533891393596e-24,7.03067742162086e-13,1.80487951308582e-18,0.140224805391427
"X179",1.22944396360849e-26,0.0716644856235202,2.79566159199473e-09,1.2178484429616e-11,0.246009632927034,0.000187876558595639,4.75994154344977e-26,4.13098286768649e-15,2.76089024604769e-05,5.38389271005073e-16,4.55128403813339e-31,0.260364741107708,2.27543837900716e-45,3.27785371493911e-08,2.20949389099862e-05,7.47655518924999e-19,6.82631881108232e-11,9.43971736391374e-27,0.000642331884450577,0.062291275488065,9.24646457104028e-13,5.99614485709122e-14,1.59913931705233e-10,2.47024814957155e-30,1.67209793838563e-25,0.171003088675276,1.79037738885166e-11,9.32819700855443e-13,7.1502517795277e-31,6.79213342063035e-28,3.40284283458761e-19,3.59175255730806e-09,5.73334599628636e-05,3.38689967152568e-05,0.00349927208364669,0.00240916797366295,2.0757394469228e-37,6.46325697419541e-12,6.23176460681418e-10,7.66455125569594e-17,3.77379796682677e-20,1.70699611489279e-16,3.07038360187032e-23,1.22042393617631e-12,9.90561270302348e-30,0.00161078067898855,2.18846082148506e-10,0.0237173841849856
"X116",0.000884674218292303,0.0736472679547481,0.00157530935972454,0.00426314901120779,0.195101300444719,0.000257586694783538,3.55499030206482e-07,0.00273923074437812,0.0116241824149477,3.59830998438894e-18,6.4649439076722e-17,0.0741009699490515,1.42497935902445e-20,3.4281006810338e-05,1.1088868328932e-05,0.00520567649328707,2.38185267110379e-06,5.54605325715359e-06,3.18993698180339e-10,0.0275618359528478,1.87766959390795e-05,6.88431559133802e-09,3.85097486247728e-08,1.83274754166521e-16,3.53040806351916e-09,0.384337734672241,0.0123901093067682,4.5394374744475e-09,4.00598226312434e-13,7.97582948124441e-14,0.000252339696143999,7.36656869535202e-15,0.00186971281489091,9.61489237351479e-12,0.00616534935700307,0.0157049321082543,0.00647153172009426,2.58334653425642e-06,4.68821349407117e-09,0.000485683284724612,0.0140874213403715,5.93640041197072e-10,1.5634492975537e-14,1.71831838738355e-12,1.33051152117236e-07,1.01562271363793e-10,4.56913701920039e-13,0.000414760333499439
"X125.1",0.0293408831189827,2.0929178735432e-39,2.94685139635054e-12,7.89437976340451e-06,0.112404739918318,2.86794145408025e-08,0.0162530328919183,5.02836090930722e-18,0.00312901803430794,1.11255399258113e-20,1.20145229594733e-09,5.67751325467062e-15,0.00624575002511029,0.000446062375888688,7.75637566484689e-15,8.02801471261691e-06,0.000665740836414031,0.00512360645982796,1.65185114171793e-10,0.016569345524792,1.55594815015472e-13,0.011276115410875,8.95349309769798e-12,3.01626342352492e-05,8.49817713694325e-15,0.391546595438634,0.0113812064812688,1.01307827086689e-12,0.0245474518492953,2.49307622374185e-06,0.00031571981229645,0.0039605302703254,1.71658882025255e-17,3.88043493195099e-06,0.00649097866099691,0.00114002606712789,0.183251795840722,4.86525080429354e-06,1.70016747344294e-07,9.1346402800054e-17,1.24875798078863e-18,9.46950936009042e-15,6.06444618309674e-16,0.000163404542338915,0.0143346806387825,6.30446170228367e-22,1.06145590109569e-16,0.00247292670686992
"X136.2",0.0221960349459016,3.37644084997289e-15,0.000799922541908876,0.0482467274451053,0.0399753882423626,1.15993678904033e-06,0.0220576610086033,3.39519530726102e-30,0.00535623955128662,3.35999016084609e-05,2.8887230796897e-18,0.00822758633108723,3.19746006193603e-23,1.99167466684296e-15,9.62941792754311e-25,8.68906111334461e-06,9.04553648211132e-08,0.00376219382120707,0.000360336933811397,0.00101724452549149,1.44607794071532e-27,2.17568535572939e-12,0.0310196816568368,9.39597721038704e-05,4.96508762353739e-21,4.20782380931952e-13,0.332011575775317,0.0554604846507181,3.32117661404818e-19,9.2500560706594e-05,1.06927564313353e-15,1.12340225838078e-36,1.74103084118617e-09,0.0674406889450558,3.9116405619825e-09,1.14442932043967e-05,0.170078291038171,6.01905133722219e-13,4.2298151799202e-07,0.00533882150278467,5.59287644572244e-27,5.1265745794934e-16,0.000268393995118248,6.80848680314797e-05,1.82728557900166e-19,1.13978287678061e-09,1.22724099229815e-07,3.99487294436505e-15
"X184",0.00166873339772645,0.103309275120335,6.86743342352232e-11,0.053930037906916,0.00521865741570222,4.29175031148192e-14,3.66187461646251e-12,5.97549191371021e-15,0.00133379984989213,2.2264469530329e-11,6.24166948891093e-12,0.0144066357345548,1.01231393270805e-12,3.55875648292883e-07,2.56944817652424e-08,4.85967984922682e-16,2.62845237797845e-15,5.987921240667e-07,1.13683092040803e-15,0.010741201585392,2.96731372652826e-15,2.00164334345873e-07,0.0591095764535983,4.55728555852565e-09,6.59465886276011e-13,0.00021202033389385,0.325431522650841,0.0336614964188958,1.16591365074237e-14,0.00286401556805278,9.40530907081452e-10,5.12538510566813e-35,2.20765257341413e-16,0.149016956187455,2.10382312497704e-09,0.0140956756448773,0.0229040143807868,2.87563698051893e-07,7.669794629214e-19,2.56554559930342e-12,0.00578500123401159,3.12971130512669e-05,2.34039477619292e-05,1.86199810462561e-10,9.53211622352342e-16,1.48628174497342e-12,0.00816270809159044,1.46531669141481e-07
"X98.2",1.17728630000906e-24,0.143275488402486,1.02348649906612e-27,1.21768980433897e-23,8.87770093966559e-53,3.43434003146416e-16,5.648979248347e-18,2.80041292292523e-13,1.17404627862853e-23,4.66588066960319e-22,6.56694346466660e-11,0.00407152695799086,0.0191632928076342,4.74956732541172e-05,8.04908893402097e-07,1.05378374763998e-13,2.59304115925135e-21,8.68018743886551e-27,6.05336579713294e-25,0.0113290811401815,1.41314267226848e-11,0.00186768887527532,0.115237292781551,1.29357260022673e-21,0.00132733835521967,1.14532960090351e-07,0.183683197426409,2.9515516984376e-06,4.04940246374583e-09,2.20771124968328e-09,1.41732139707846e-21,9.40287912317062e-14,2.55726399239599e-23,0.266809740902953,0.0053869946400384,0.0354530597887841,1.12601743320157e-21,0.00608891414223387,6.97205108487531e-20,1.25017432656613e-29,0.000173686903390109,1.28596803444461e-18,5.36988390002021e-15,4.16984866858112e-26,8.97739281103977e-24,2.7247316915454e-18,0.00963743883307423,2.33696977598984e-12
"X103.2",3.49921005142776e-32,0.0958697563789988,7.00225910942535e-38,1.03755711044543e-72,5.23365736072593e-59,1.41426258483764e-14,0.0691572345617066,5.33313228380224e-25,2.07250757272032e-19,1.14886280466976e-22,2.44434042184192e-33,0.00853351101632754,0.0218243031994671,8.278409410909e-09,1.35984394484567e-35,8.84461952152861e-20,4.71590174547397e-24,2.02574686989271e-21,1.57205728641275e-20,1.85892324018849e-05,6.9628508140584e-10,0.0121794467833756,0.177645490968989,1.72717883085655e-10,2.87613593207047e-11,8.73158946979074e-12,0.0541187514448104,4.13969860422436e-09,1.2912453040724e-15,1.1703894096924e-21,1.23157020790871e-20,1.64799853799789e-25,4.55350511300037e-15,0.307248650555333,2.12111871590636e-05,0.0494076203853296,3.53316327813715e-16,4.35628522033023e-28,3.418069962461e-15,1.53001447039371e-16,1.08258385114741e-08,4.94606753774654e-20,8.21826667611621e-29,2.93879610378545e-30,1.32369245801902e-27,7.78149273154458e-19,2.20270642345142e-05,5.25819000656956e-06
"X126.2",3.29684502974504e-11,0.0360085612995303,3.5881634452252e-23,1.91288973780932e-30,0.00428689326152935,6.12787239803704e-13,0.210669285020056,1.89462420904479e-32,4.15207324016911e-10,0.00432907854845447,4.67369327597309e-17,0.00136294471106828,2.35354902024414e-23,1.51531765870809e-20,1.15135792468848e-27,9.78856375675037e-16,3.97861275758688e-14,3.50467817721631e-09,8.74062349338588e-10,1.79730302177951e-21,7.29495300539472e-05,0.00403290158682311,0.230219192504283,1.0859506923788e-13,3.09936981990316e-29,5.17065954161497e-16,0.000482151714781893,7.54465075184449e-06,7.52475441547296e-11,0.00574794164669593,9.64963294647544e-33,1.71582425923995e-33,8.38264968831219e-10,0.223297731342331,0.00034349276210556,0.0444952946433936,0.0061311519002697,1.30837615027175e-31,4.7904929806469e-17,0.00363192912945079,7.3111244657036e-05,1.62794881286416e-20,1.21846836080049e-32,1.8702032913009e-10,0.00525859976777375,5.19280974756403e-11,0.000406666611158002,0.00302487525627571
"X101",1.15390714095759e-18,0.0256653484997913,6.8058036157981e-18,0.115300994987084,0.00631448656160081,1.04932936404397e-11,0.331247383271226,1.26991857969239e-08,5.96305501445493e-11,4.14454244646045e-18,0.00783708000082126,0.000434333563768857,2.0976237728089e-45,6.30081142062058e-21,9.94436345005983e-10,7.55879209571221e-20,1.15040521137527e-15,1.25052955749248e-08,6.16568374099776e-07,3.35871380863914e-32,0.000287576714940142,9.02648012670093e-07,0.254143846813421,4.87515166708303e-40,7.59225955662104e-20,2.40009325498377e-15,2.0328229206245e-09,1.67634604657828e-06,6.78811666981381e-14,0.000577594350815932,6.02376007305338e-16,1.41960066081963e-14,1.53033755906285e-05,0.0756792916766044,0.000350031206570287,0.015990686217755,0.0040321542888713,2.60054545483054e-11,1.68765793187584e-16,1.29068132238956e-20,3.58312985626905e-09,2.66620483127625e-23,5.96136635493292e-34,6.48132553678136e-16,1.24764889164979e-18,4.3778017879065e-25,0.00165577872450719,4.25023983068116e-12
"X94.2",5.38443282199861e-16,0.0185879080135203,1.88784894083889e-26,0.210155596030325,1.2047823449347e-22,3.4744685017549e-15,0.275100248038445,0.000546654108969746,2.44242494656174e-15,5.1196858851589e-20,1.05058456328895e-22,0.00104368797615435,0.000223463316368384,3.44642791740348e-10,4.52534607374369e-25,3.9612844410955e-33,1.05980890446324e-17,0.00701986794136551,7.73734938221871e-10,0.092462493723618,0.00923679868102932,9.16331024473459e-15,0.2617926935517,1.59944530224478e-19,4.91378650525155e-10,9.53152104402812e-19,1.92871797160086e-07,3.59933775595135e-11,2.61043472559622e-19,2.55360372366325e-31,0.00416557202282143,5.77877423560309e-08,6.99654556745754e-15,3.76325829943139e-08,2.82346008067492e-17,4.4471393348627e-15,0.00284009762566367,5.50225840570854e-07,2.13680831646193e-15,1.32422621492378e-21,0.00800852271236146,3.78943545523555e-19,1.01302394561578e-11,3.68969685993313e-11,1.39889798662244e-32,9.04117358847126e-16,1.48279628672646e-05,1.41001545883584e-08
"X140.3",0.0155729854775916,0.00518410899343852,1.45230702481482e-25,0.13339081916631,3.0422813322723e-09,3.97695195576613e-19,0.108639631834199,5.38229144560246e-09,9.48547763541325e-31,2.38036909764048e-17,1.31568774261088e-22,7.00390508294035e-17,0.0173264950770323,5.38854401942351e-10,7.6217998351321e-19,2.38166519867605e-28,3.15113555260595e-16,2.08814913636268e-07,1.2080929350056e-25,0.305058512426827,5.77652523685633e-05,2.23171629017804e-06,0.259778492442936,3.99674672940446e-08,2.43145728870489e-25,5.20299618900645e-13,1.16838393646536e-11,4.87423748643446e-11,7.06438861378456e-15,8.6375175880675e-18,3.27081194799299e-10,3.15805810331136e-07,1.42522577644136e-17,1.41759407560461e-41,2.76485588717343e-32,1.16870180870999e-62,1.63060088617564e-06,1.19030786357224e-09,4.08970813438859e-16,2.85918649009409e-06,0.0177486633475225,1.67983353497951e-17,0.00857959841418993,9.75887948891268e-09,0.014155748994814,0.000863039151801791,1.82809948021094e-11,6.42274122138043e-14
"X82.1",1.46436997734802e-08,1.05547562754813e-18,7.68793776697408e-06,1.84839687953213e-08,1.3901514322136e-05,7.98864357697658e-27,0.00179305663510735,4.17549022890772e-17,6.20363445370143e-27,4.25075523377575e-12,1.99603497963325e-12,1.83251705867424e-54,0.000360432574703856,1.99087968242276e-21,1.18791079225007e-18,1.05431655025778e-16,2.80444897791678e-15,0.114009997704202,3.31100260224363e-34,0.366217050655283,1.90576677532128e-16,1.06042379209624e-18,0.215366183613933,0.000115262597793206,1.8245796807417e-23,9.27190692108394e-40,6.48652444223309e-12,7.78598317593965e-15,6.03871223480589e-23,0.0413308511372264,9.52675928980911e-23,0.00823955837276478,0.000107934774035861,6.6704666651847e-30,1.33406328124876e-22,6.05792402824427e-59,1.29339101827108e-15,1.25933445883805e-23,4.16385266203927e-06,1.01490838516984e-05,2.71732055014627e-23,7.48683056459859e-13,0.0583983118797066,3.50606606415824e-11,0.0330350551381452,0.0011678153519136,8.64476879912961e-07,3.29741013818037e-54
"X41.1",2.66131781544197e-11,0.015842286931151,3.13452115464968e-19,6.61466236568901e-49,0.00453927316215188,1.69989900528932e-25,7.68200055528293e-07,1.72691957544131e-12,3.49557648557734e-23,1.44078581025131e-24,6.88985567520209e-27,6.96505192722793e-11,1.59867461403382e-05,1.17543463675373e-29,1.7156326799155e-26,2.99919900520732e-24,9.79457081793839e-14,0.371942802782985,1.04004051040873e-24,0.191772780155581,2.3544368759655e-23,1.35526843932921e-20,0.141429485744844,1.01617529607112e-06,1.20433173610577e-22,5.48028074569725e-19,1.3881705042633e-17,8.44187993615687e-19,4.56633732251831e-26,0.0426341221904784,2.21425586118086e-14,3.24059279714102e-18,2.27980394108748e-12,2.49463776234639e-29,2.65078313618531e-17,3.76768755338076e-25,1.16025662535857e-30,3.89339746627936e-10,7.01297933514165e-07,5.49761743583592e-23,2.72353344374236e-20,1.41143649531875e-13,0.0742760084570874,4.25474151395116e-06,0.0154658589564723,1.5813047301885e-05,0.00382312273312163,3.06903391680731e-60
"X83.2",1.02229992773827e-15,0.0122366702698165,1.10379362991446e-24,0.00200059468551398,1.29895560122165e-12,5.09853562200146e-17,0.00366548563340594,4.62723923494477e-12,7.39513367717467e-28,1.77139538005066e-15,1.40263705826679e-17,0.123228212385785,0.0298785946118171,8.95013971681278e-19,5.37284087498669e-12,4.52676250263973e-10,8.80669256126161e-10,0.473884442398749,1.66856460731853e-11,0.0357622069028718,0.00849360875458178,4.66726442487174e-06,0.0751009815383903,1.24267640062161e-08,5.73408833911027e-22,6.00885909519994e-09,6.63989831254921e-13,2.92110811659024e-23,7.35214783218831e-17,0.00138083954008053,1.26623143283303e-15,1.18334790024988e-08,6.7028220136837e-14,5.55977511359039e-21,4.69332314770439e-21,2.8208924782164e-06,1.23469156981565e-17,5.35222497089274e-07,2.00958795805951e-08,3.08726506685683e-16,0.00250308973091227,9.74684621015229e-17,0.0771696991203453,4.56730940645374e-12,0.0137610733870961,0.000271062239908131,0.000444304861283554,0.000616860725948089
