"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48"
"X128",6.47210879161787e-22,0.00744033612263624,4.23524374696518e-24,9.0813674161536e-20,9.79315617044087e-18,4.75733148439407e-06,1.96782122020877e-16,0.294245844057166,3.46179409285009e-07,0.0259187721079753,0.0239142526981075,1.98530475252689e-17,0.0328564701108907,5.94080077076432e-19,0.147313538602638,6.37148574934563e-21,1.80817744616867e-19,2.14601570980284e-13,1.57039488926969e-14,1.14232273382138e-14,1.4298275747477e-22,0.0543799344047938,1.88451360002149e-15,1.76698159403219e-43,2.66404448017729e-10,1.28720960728286e-05,4.48814088906953e-14,1.29469568244696e-14,4.07438364795925e-24,3.40049347227755e-19,2.41489273740036e-09,2.56246270879994e-39,0.00106327574645537,4.10637162702175e-24,2.33192695953758e-18,4.29277602365676e-11,2.57936112442897e-19,6.32010841727875e-14,0.00039441675513495,0.00566689685127405,1.96765109532669e-42,0.231572232493018,1.45022880890105e-18,5.02996045956338e-10,7.61421714672728e-24,4.24256251356603e-17,0.0511274285725174,5.57676156326547e-22
"X147",1.78937905664197e-06,0.0399742056046398,7.21979913031455e-06,0.0179036025883402,8.4500051751496e-07,0.0251314057499699,4.59436895427965e-26,0.180483785404896,2.63862050956771e-14,0.00407285428060102,0.0209886010940213,7.96351042821088e-09,0.000417129171419271,0.000467870876767585,0.0594786266119977,2.5087320295659e-16,7.7275284778901e-09,6.02213885205434e-09,1.57685912778398e-25,1.44261774595714e-11,1.10265567548186e-11,0.0226437751989027,6.06924956165436e-14,4.48366839369405e-11,0.000896350722506292,3.44584787380191e-20,2.77113711646192e-14,1.11845985414547e-09,2.23192971008659e-20,0.00356184085709199,1.04241277368332e-24,5.97733548427959e-16,0.000990232753595873,2.48667805610371e-13,5.35531491920844e-09,9.10121131948272e-25,0.00454942512438459,0.0215707149216584,0.0585705285435965,2.68765088696377e-07,2.49331659850044e-10,0.389776367910308,6.80359292303699e-06,7.34752922053523e-17,3.68848633203777e-05,0.00064899524582811,0.000788357107855353,3.92168708790017e-18
"X143",0.00554796713621666,0.00193371756299376,4.17487456126682e-08,0.0231258616791961,2.47688807135664e-34,0.151982874305499,6.99784883591839e-30,0.0401746051917303,2.33375479428392e-42,6.94330806992584e-05,1.16321228855717e-20,3.01032676797421e-05,1.48463239797545e-34,1.65307139311642e-23,1.70098112149605e-43,6.67996828574174e-17,0.00682061010992452,3.62280595046481e-09,2.08161131941802e-19,1.01364819049783e-07,2.4722678851621e-06,1.39499364194687e-20,2.15152636648035e-17,0.0401655548338098,5.97410947452738e-12,1.49639780082762e-08,1.0090667594569e-11,2.27554586744437e-20,1.95261472172165e-23,0.000290717593270821,5.60737121476359e-08,6.110344429322e-07,0.00105157179995813,1.66997008954619e-12,1.01830386385226e-19,6.95735949498392e-22,8.78613931462561e-07,1.43200358949537e-08,0.0802577978871546,1.65059138363504e-08,0.0962196689751143,0.372239341358879,5.28091993603313e-09,6.38177528116971e-20,0.0247648413497009,0.00760572624658612,0.00165384642791548,1.02977015366599e-15
"X72",6.7054626735114e-16,1.48738963059143e-05,1.0179087000221e-15,1.64920235207856e-12,3.0202029561911e-36,0.279887809784983,1.30151379919899e-07,9.83115822663642e-17,5.61926293870341e-26,2.68244345334152e-24,1.45009227900868e-23,9.77700234206568e-14,6.76382934954017e-13,2.46864620313087e-27,3.48855197172087e-38,1.77772019222374e-21,0.00044047789860631,2.50396618961499e-07,2.35751531804454e-20,7.39562673626387e-07,1.35591463097118e-10,0.00268788526035013,5.57057506716642e-10,0.175642523141464,0.000181917429333105,0.0112146571622907,1.49942526521844e-17,1.12211804976009e-24,0.00925833315648206,1.51094668182301e-17,2.00718464911805e-12,1.08622574993038e-10,2.47144562112629e-08,0.00077451199146926,1.80679916181581e-05,7.32731479175724e-15,0.00738836659677092,1.3892833246281e-29,0.0448062305917728,9.02145499013488e-05,0.0804858932920526,0.206809150124708,7.64942855126739e-19,8.03379202498383e-15,0.0255413938653652,2.08162200866833e-10,0.0137898724607302,6.7097068587797e-13
"X55",1.58276032779063e-11,0.0790430021638039,4.72211751966004e-06,2.78188412132043e-18,5.71193779909644e-20,0.291035341964029,0.000149539161114242,8.36612478608544e-07,0.00204362095394461,3.30745973335124e-19,0.0059399288447747,1.13581773961314e-12,0.00372309753929674,0.00762593435761379,3.90707490515876e-07,7.58277567736306e-09,1.16597864168111e-05,0.00193977163807021,9.35891260468895e-05,5.94950001983597e-10,8.63494099475702e-21,0.0163663716324418,0.00296416128324714,0.270509096691847,0.0789583970938235,7.8612328078637e-13,1.85650056788582e-16,5.23222633841233e-09,0.0202693128067268,1.58629472896784e-07,0.00119833235405071,2.68028125648082e-17,1.34716597477215e-05,2.2060564405392e-23,5.68416312492954e-05,4.90722499328745e-30,0.000186635471262568,7.04618735534039e-05,0.000996318705501163,8.70180631360756e-18,3.17900074154584e-11,0.0689012180963906,3.46772707897538e-19,1.01135556158414e-07,0.00025360624670763,1.88553794388711e-10,0.018470800326284,4.22727478348286e-22
"X109",3.91139957017651e-12,0.11280095437502,9.10012702499995e-21,3.1002501885361e-05,0.0161297922542684,0.212636600328284,0.000365725171915095,1.00473990682612e-11,0.00852170385225311,9.64368475544637e-18,0.00516550154148993,2.34328066269637e-16,5.19247463887158e-10,0.0118504516741902,0.00066682381123806,0.0126532914500959,9.32347157383044e-10,0.00143865410862588,5.38130124100842e-09,9.51262550977574e-14,2.35163627248477e-24,0.00513071045647656,2.28938790031902e-10,0.187949134557052,0.235231893522604,9.43874568401463e-09,8.10993549679921e-05,1.79561060705201e-05,4.92099225589297e-18,2.25774364787368e-07,3.20088404092625e-22,3.77159656005764e-24,5.38007197280909e-31,3.26700177861802e-10,5.92360815797868e-23,1.36286806385906e-13,1.23982626273501e-40,5.32053920369767e-07,2.96702120879512e-19,0.00778390221274044,7.848926495837e-39,4.98768907124123e-06,3.51728412073429e-11,3.45502790923974e-07,1.50687704502064e-05,0.0443749655683076,0.00984898919715776,5.58976814675771e-21
"X185",0.000647533741810188,0.0759644083259924,1.71955460635021e-22,0.000664924225051412,7.37373643370785e-17,0.120462826409173,0.00104221182930398,3.46521672077792e-22,2.10889178798132e-25,1.4922836405586e-07,1.90536732762488e-10,3.26930961775288e-10,7.05480622470276e-16,4.59413634871996e-26,0.000472603749089103,0.00921560195980075,1.28291148365192e-09,1.69032166519345e-11,9.67637867352977e-16,2.23215927467017e-11,7.32231471230448e-10,1.36930803305834e-06,2.93120473037315e-12,0.0419450096411585,0.355261213570733,0.00285030630934458,0.012500762777568,0.000744452295028968,7.81234112740475e-17,1.92559618260519e-11,4.89667822523498e-16,1.02043782589289e-15,1.74458579014248e-21,8.43455059047051e-06,5.36965683729862e-11,0.00825533105001191,0.029325801524847,1.59463896462133e-13,8.99127489639652e-19,0.0121024106036018,0.00108252029423685,1.30958109246966e-11,2.60282977191587e-13,0.0140527990163151,0.0324005722010417,0.115020000640508,0.0160387800859917,5.82045196272228e-21
"X156",0.0183543262287207,1.74066510765429e-14,2.58125111234516e-23,7.66991486955514e-18,2.4202830146884e-35,0.0418483382161163,1.78621410545242e-13,2.68197646179595e-06,1.06092626823657e-27,2.05822028631111e-21,2.14088669094907e-06,8.90681186578479e-08,4.67952177870244e-25,8.18821191592847e-29,5.7128045843116e-05,0.0142833994881134,4.90255583918087e-08,2.55687365257543e-26,7.14274627117577e-19,2.0142857426707e-06,1.19165308257611e-16,1.0258135889285e-17,8.16247007574185e-11,9.91417254614622e-06,0.352945341767184,0.000145079731041214,4.89239035816531e-19,1.44858155439073e-14,3.29428343999461e-14,4.4703350477484e-26,1.3510257994769e-17,5.23262773046562e-05,7.38433828819521e-13,2.57243580971968e-13,0.0150389481630307,0.00143374083132172,0.211160974916683,5.17830598503737e-17,7.57616512257637e-18,4.38053100191044e-25,0.0110478098274018,0.000656439650151469,9.41772315503868e-15,0.0356631460576082,0.0388848110346397,0.10742972327342,0.0204208847591577,2.44812660848198e-22
"X169",0.000413777222911429,0.000484705689561559,8.7365228519611e-13,0.00788985623541223,0.0113562669136948,4.11568823952544e-23,2.15515131474516e-16,6.97208125554404e-05,4.76978879897163e-17,0.00707200203789133,3.65287540413982e-15,9.87432911458077e-11,2.1331921792268e-09,3.83972800503376e-12,0.0259172449080691,3.25886926242874e-19,0.116324462733311,2.253710127661e-17,9.77397593226968e-33,0.00202850401794345,1.44207690224399e-07,2.19476620331321e-15,4.73457303372202e-09,0.0328676866996614,0.00542385900882304,9.64959879490017e-19,0.000360610414964798,2.8242034573367e-31,5.36575007095764e-11,3.05773372743633e-08,4.90346724168501e-26,2.4707478190679e-14,0.122453381252767,4.64492646281608e-07,4.26494042198939e-33,2.5805132979642e-09,0.165902052280619,6.92247928978386e-26,6.24248448637261e-18,0.322061401073254,0.00878911713171661,6.30408659424034e-14,2.21249326440993e-06,7.17292818758764e-13,1.16464709134713e-08,0.000611695836172137,0.0141433371179852,1.48943252805302e-05
"X218",5.38012780197884e-23,0.110443073023127,1.21782516832074e-14,0.00542327433904454,1.12276463476223e-36,2.838740737577e-21,1.16113944643398e-12,2.08130019180533e-09,8.55685791667382e-35,6.7394592580379e-16,7.10960673922939e-10,1.08394552906217e-14,1.19409418516217e-42,2.74118737965049e-33,0.0186736876023401,0.0201005947188701,0.0569760754873728,4.47455973597177e-26,7.66353246906719e-26,1.14179220546879e-10,1.25532732766627e-10,3.49122810063775e-28,3.82330751048422e-27,0.00963671734855254,0.000776123503645332,0.006410261532287,3.5361817012545e-07,2.06580363804635e-14,1.43948940858688e-08,1.47934649792946e-06,1.08409250621812e-27,1.54924645722775e-12,0.228687317461717,3.41428385531633e-28,2.89256320764902e-14,0.00447846610090959,0.00168431281262493,7.79076055523908e-25,5.70724930829768e-10,0.318124187172963,0.0415141479116604,5.31431047889458e-10,0.000167701954822326,2.73370596020734e-06,0.00488228523663433,0.000124876141117635,4.13839162480688e-06,4.38081559058179e-16
"X131.1",0.00137156213848683,0.105378888567203,0.0890947366737833,9.31893884950146e-08,1.93982584371781e-30,9.70690288107197e-10,2.49839170544991e-09,2.79871344775757e-16,1.58523632040977e-32,5.86298769850737e-36,1.87004775396307e-19,3.6874913371011e-09,3.50120174692903e-07,3.81974886505734e-09,0.0333693527485102,0.0311270950276066,1.37327315008553e-14,2.37186956579055e-06,1.71265037968231e-17,1.94374245056086e-08,1.73510053722431e-20,0.00621341760868268,3.63871949236929e-05,1.54340672228983e-09,0.00445401131345747,0.000808650333524241,2.31797023652549e-11,5.33490985768488e-31,1.35621756206131e-24,3.9533332123374e-18,3.21977142713114e-12,0.00445037329283946,0.304738720756843,3.83810535212746e-22,0.0803028765746319,2.8491940047557e-05,1.89708701355197e-33,6.70945223390118e-05,1.79333511854966e-10,0.122456208131161,0.0208468584082563,2.08893998419719e-19,1.66120589864251e-14,4.00126783015842e-05,0.000305967234194841,5.16850800661831e-09,0.0133828624329752,2.35414387395698e-32
"X98",0.00245962457711068,0.0161168891379232,0.252271306969953,1.96430245773161e-22,0.000813232540206861,0.00826206139517316,7.09923190989929e-16,5.93356447803017e-21,6.25195453763157e-13,1.26025792484233e-29,4.99611837860392e-24,3.1013638570723e-14,0.0181827212214958,0.0168636572220398,0.0227336334131691,0.0105356209132189,6.23119949993026e-46,1.53797766482166e-08,2.81832500849841e-27,5.73142477588868e-19,0.0110410492611297,0.0316283435173686,2.12065794076598e-05,3.90377628435453e-16,0.00132274052917162,2.64050164483985e-22,2.58144888955269e-17,5.09217168975668e-25,3.86912600563843e-14,3.45970798083407e-22,2.17713231490786e-39,0.00024516210241925,0.266465382798035,3.90541146576208e-16,0.0751445827735219,2.57754392185997e-42,5.29856292858046e-19,5.64472767903319e-20,2.16853722055786e-14,1.33566250494709e-07,0.000152666262818307,1.45384623535079e-12,1.44043618943623e-32,2.05993219172422e-17,1.39581975757339e-14,8.21815975564874e-09,0.072038704391207,1.47549343279948e-07
"X128.1",4.51461351244024e-10,2.6022707833998e-37,0.34941088802704,5.28428733838587e-32,1.76843762718889e-14,0.000314893309140411,6.35911332396263e-05,1.30496719449002e-13,0.00694349420424233,1.85673036656727e-06,0.00100977718134015,6.37117154264326e-24,0.00120288828517735,7.1817809702814e-14,0.00403087381261972,0.00492557908072075,2.4901152239716e-07,6.128461646528e-12,0.000448029722815436,5.70359606390321e-24,0.0277751478584195,0.0157326599338087,7.76944365798761e-06,1.87443527372247e-08,0.000410091302417031,8.6109940764643e-09,1.13999012832493e-10,1.77232836573104e-11,0.000461528006021835,1.00132721815416e-23,1.03048028219451e-13,3.36762176305051e-19,0.134861563636748,9.47039570527252e-10,0.0120207711746189,2.99921621865876e-16,4.64583177316991e-17,8.03533563128183e-29,0.00100753061746149,1.37680878185729e-16,1.06528562457624e-18,0.0142204882353004,1.37805436533253e-17,1.30584355167249e-11,2.09022925791877e-08,8.28861641854076e-12,0.223400854144505,0.0330108081595274
"X115",1.0407327443029e-27,2.9564778268611e-19,0.258103213562227,1.40262667067029e-18,4.12527173262671e-29,9.75074786289078e-37,2.45584725137311e-06,0.000507854554485007,1.75665029287271e-14,5.92638302687893e-19,2.19630883921019e-11,1.56024571337226e-09,1.10367652316911e-24,6.20856254733302e-11,0.0756727057153768,7.33878370063258e-14,0.0128782098642703,3.45359719324111e-13,0.000965308377015439,3.24939751632549e-06,0.0103871185368297,2.87981451619818e-43,8.85897730726793e-05,0.000181931750082524,0.000808649039910559,2.22329998078879e-12,6.98201448528962e-12,7.76138449891351e-10,1.71509036935019e-06,0.000478487176787179,0.0732527239989396,3.43999686201475e-10,0.0064834726868748,1.39305327281105e-12,1.43203281308497e-25,3.03484100746119e-17,7.16855712874629e-24,0.000474668282069911,0.018874119082566,0.0114712653332204,2.81360197211159e-05,0.00607039010589716,0.0113020196314277,7.0158440322402e-22,3.33688909182568e-11,4.03106750974759e-11,0.388984813289368,0.00757936859856578
"X127.1",4.83867157163989e-30,0.0106373200819811,0.0675820215392522,0.0166063372604901,2.56262839184925e-11,8.09875594997066e-23,8.40856433437754e-16,0.0492261141806485,1.24884048775513e-33,2.03142614329379e-34,1.73294311956794e-61,7.41335051663675e-13,0.0258965547864434,0.00257958245929048,0.244992717300845,5.18644607778876e-15,0.00615995072739833,3.12039166131558e-19,3.21529730932245e-06,1.05244621877983e-18,2.4731408316857e-16,2.45897978162536e-35,0.00611556940772143,0.00157118727797987,1.29842908414016e-14,3.6844419893846e-26,2.74765640837554e-21,1.12671077075388e-29,7.64650910407998e-13,6.74369131660766e-06,0.158580201335295,2.38035366352464e-09,6.24571843011552e-28,9.19148847781811e-07,3.90787342203681e-27,9.37894696334839e-34,8.15894238283471e-20,0.000206356724201966,1.60356020352303e-20,9.5651813894304e-18,1.03195917912696e-05,0.00215265578985308,0.000166838142444452,4.68903873836742e-22,1.60827753730717e-16,3.17072235485555e-08,0.359352442758622,1.38607139291131e-23
"X135.1",0.00543884923113804,3.0622380102503e-58,1.21022344033902e-49,2.15481955032741e-14,5.6096645855925e-24,0.000968621723512372,1.86851090934711e-45,0.0928873514565667,2.05326618776369e-17,0.00205810602841072,8.29570746193351e-39,1.14766444044269e-40,0.0827367233975288,5.85719185649371e-18,0.396805752036311,7.3761991271721e-06,2.64367494597102e-20,1.2726910780121e-17,9.21566470108096e-42,5.64547697130962e-27,6.98280842139373e-21,1.05676067401934e-10,5.31239905891193e-17,1.18106088582089e-33,3.0355482991182e-12,2.75542436045762e-25,1.48936192191968e-25,5.67554096240467e-39,7.91344804970606e-17,3.52610854550937e-47,0.124108897789513,3.65822292346376e-25,0.00748448658375759,2.70862093911404e-20,6.55137260933783e-17,8.84682064880413e-21,3.41489153637907e-14,2.62921430655528e-50,6.45139002232569e-52,1.24038164275703e-28,1.1289562807134e-37,0.0685496057742128,2.27527616733695e-25,1.92400507038392e-12,1.1628332351894e-44,1.17672226327409e-12,0.188647119740102,3.55731041218236e-24
"X113.1",0.000188993256918949,1.31120046258748e-25,4.77964620891995e-51,1.66395898560491e-23,2.31831185811731e-21,1.42739347457898e-12,7.49467301920067e-26,0.0833269794279386,0.00220752468134028,0.0298782941292721,0.0928913798422228,4.9820490587139e-28,0.0659305921298063,7.42854744252875e-18,0.368491732501549,2.23410314213126e-10,6.21824785553737e-35,8.16000776735579e-12,8.58594647957238e-35,1.85136228547978e-21,2.04913829238835e-28,1.67231035277643e-07,1.89993785008914e-16,1.75724647183418e-75,4.40556355966419e-28,9.37070507260445e-16,2.53415678195075e-23,9.21841364541845e-27,1.60183661685717e-23,7.21839607495313e-29,0.0122360344922031,1.38785603755178e-46,1.02617916212052e-29,4.04879182187991e-23,1.61891530292832e-30,2.89150554485408e-07,1.04048254649858e-16,6.85421501403145e-22,1.58703459835795e-41,5.10016122536848e-30,2.63302452422047e-72,0.246495019204837,8.10271953664502e-18,5.98799652547272e-10,9.0487976188602e-42,8.0152465234272e-31,0.0421963477985848,1.17087001176992e-10
"X119",1.91018778455932e-18,0.0413171061812787,2.17660630348792e-07,0.00960316941099705,0.00218055985285757,3.42345012766622e-18,1.65413949773115e-18,0.0312687406840783,0.00132247765113514,0.00594219858405237,0.116271758859238,3.05947998377265e-11,0.00158972082935881,4.55502748745119e-05,0.212677822361238,0.000479785129141644,2.36327976265637e-09,5.64528339713186e-10,4.42378173283354e-05,1.71606647514325e-08,4.03284349959032e-08,5.65056935183212e-28,3.21575684593611e-14,0.000477296800198497,2.12161573893239e-09,4.9973514688947e-18,2.01734541842441e-23,1.1422185987284e-05,3.02891302661375e-15,0.00334626052138137,8.17554342745917e-08,1.25153629234417e-19,3.14546371957455e-20,5.81562371815211e-16,2.94288531298122e-07,4.30859211857213e-14,1.75896371234196e-17,0.0286757825327772,1.04175377480056e-06,8.6917345111105e-16,0.0459803585277777,0.398628911674269,3.24781509115514e-05,0.00546118418130691,1.38108178118315e-12,0.000448378227420968,0.000195772997888859,0.00100557563377975
"X159",1.86284737153009e-13,3.27993498564948e-21,2.28290861828967e-08,0.0138879475983124,2.29903871884596e-05,0.0263169556746355,2.27112441048012e-13,1.5691554451405e-10,0.0010279759181858,1.48584249582869e-10,0.0341834416534745,1.32298104455422e-10,2.0639714757376e-06,8.85019685450079e-06,0.0458516756038614,0.0127302225928457,0.00101940252477214,1.96759714873352e-10,1.88084090927954e-05,4.47974011474831e-10,0.016708374183937,4.19641956331506e-10,3.05370599698806e-07,0.120407055241426,4.95358007729755e-15,2.59990786296163e-11,0.00288167383468626,8.51013248685132e-14,0.0105704909901668,0.00170689072771067,3.09810708800203e-13,0.0014320794504958,0.000769861350464283,1.51378856274292e-12,4.74198885233608e-10,3.90342443962809e-19,7.62934990865718e-31,1.58280381021788e-10,0.000382240456509388,5.41146073733609e-07,0.212814763773781,0.377060112059989,2.4681804057594e-11,2.91803609800212e-11,0.00736153572297966,0.00759866172776366,3.00684282994318e-13,0.000972265715335158
"X107",5.64215038190739e-25,6.54547257602911e-20,1.56023419919237e-20,9.05386071001852e-16,5.03800055467555e-21,0.084019431857098,1.90875111657895e-17,9.68275123956246e-21,0.00708362800664191,3.42732878004843e-25,1.20239974896786e-35,2.67741752265839e-07,1.91650159293482e-12,1.8454031079028e-16,0.00148077172543957,1.4066747813496e-05,2.79705054799786e-10,1.02424477398964e-26,5.41122778087858e-15,8.98850582980159e-22,0.00755235765463663,0.0034659760456565,8.88369587527925e-14,0.334254171181626,4.63670820973459e-13,7.95223940173107e-07,4.99370550792627e-05,1.34112609449994e-16,0.027896503675204,4.90393708855011e-31,1.00895963111085e-13,0.000122550119679631,1.4518605306024e-10,1.06377516360943e-08,1.45718788610012e-06,2.84665813204356e-13,2.91595305169933e-08,1.33218249876962e-37,9.1308111064084e-05,1.12857321360506e-07,0.184206368037865,0.215265654002556,4.53099513626709e-21,1.61668474078906e-07,0.0173434868953206,7.90526685494436e-10,0.00428373100147823,0.00874016923587591
"X94",2.35679590997522e-08,0.0972358177968515,0.0017062658975506,9.29239808372109e-06,8.36185606747296e-10,0.101070374839811,1.80056911248522e-10,5.68509342415969e-15,0.0291135504892268,0.00172603764689607,0.000642655190945235,0.00921095641178317,8.27816168309278e-12,0.0194995428653318,0.0165996979399103,1.84522959523528e-07,2.79868723487658e-17,8.97243071518791e-24,6.67392766765096e-17,9.75439694760765e-19,7.11823296884404e-06,0.0162618324751686,2.65867249615948e-13,0.45851370592263,0.0323294563151649,8.73502992827733e-14,1.70943399104794e-24,2.11052050845947e-11,0.0165305772429479,3.25422879020785e-12,7.66492979565974e-06,1.50320724604002e-16,1.78590230395633e-13,1.74657585174266e-21,0.00370251746267111,8.97766714468255e-15,6.72106771615194e-09,4.12344459565014e-11,1.67006311290895e-25,2.41489998763402e-24,0.000228340189347086,0.0625807027109349,1.34638568971753e-12,5.44267191486571e-15,3.05773242428691e-08,0.0288476988341072,0.00626877795437133,2.97705988935631e-07
"X145",1.11677409904044e-09,0.129774159961683,1.55810490766993e-24,3.08545424363758e-09,0.0107857512801783,0.066388194854301,3.40715585836205e-05,1.31857684735146e-23,0.0228513624824262,0.000189075000786047,9.2603984898327e-14,3.03239742960678e-20,8.50711198447377e-32,0.0283854438117134,0.0164995351594567,7.15757256343124e-12,1.55549778887571e-12,8.74162067879475e-07,4.01152495319658e-28,6.191899871749e-23,1.9413358549985e-23,0.00874764698266725,4.48418072482947e-20,0.319079033307597,0.140913157014516,9.08696221307975e-22,3.17402582206482e-10,9.72534240217565e-12,1.57933688340683e-44,1.23375358470304e-09,3.02698004312824e-31,7.97600782369938e-31,9.87865772512393e-42,1.03532080653693e-14,1.39318480479984e-28,2.46587507727539e-05,8.09019111233062e-50,1.39399699360772e-20,1.88051861369012e-33,2.77150321649251e-20,2.1699475421949e-61,1.37250944059066e-14,2.12069778368317e-16,2.63973060800594e-24,1.36623155512465e-14,0.154636052454614,0.000170952611660328,3.36893298697105e-22
"X160",1.38909502634443e-33,0.0851649798821585,7.25103448468445e-16,3.2870870025975e-26,0.0146284935692924,0.0355482815111034,0.000260442820391446,2.95801065895168e-24,4.27472809501565e-16,3.18356673373833e-15,3.63214646275995e-13,8.88221805336807e-13,1.9023858802108e-09,2.21630586703737e-08,0.0148444259550675,0.00941343613089679,1.84534712765747e-19,3.43893220440023e-05,2.37197521279872e-29,3.14723932208997e-19,3.9358918451605e-18,0.0018169452043224,1.01115630565985e-19,0.101207056309954,0.239763662981387,2.08877590967014e-05,0.00494854072775015,0.00349969766837451,3.99400471704384e-08,4.06117331766996e-13,2.70469397491946e-33,3.36386091416492e-17,3.14387410249496e-15,3.94178246272473e-16,4.57999295583367e-29,0.00297592727098954,0.0220948556977857,3.11846782993125e-12,1.0735194133317e-12,0.00460833596684443,0.0073363121578949,1.66270228388912e-10,3.56519848507084e-16,3.93398678663129e-33,0.0313043648543148,0.276255406021577,0.0085913711987845,2.18787658708103e-07
"X136.1",0.00692339078504415,3.78989146267662e-18,2.94415703221142e-18,1.04793013394614e-19,1.14511189451527e-11,0.00532367139589155,1.02985230007901e-05,1.23775242891676e-07,2.3119876632692e-15,1.64303272890741e-20,1.80221610298362e-08,2.58018003517265e-05,4.16102974383698e-16,4.41348412423056e-18,0.0132775478604565,0.0160976939333352,3.15693763703737e-08,3.65585733288196e-15,1.21495103437722e-16,0.000175599200270531,5.14930861251598e-16,0.00193889649911083,0.000336362551389693,0.0300531993322032,0.254753936423905,0.0012143429742496,8.19825991269944e-07,3.25346774103309e-08,0.0120295853607355,1.33806204556743e-19,1.00912357231495e-25,6.1183161813932e-05,0.0109363161710277,2.6266511233762e-18,5.73556200329052e-08,0.000278244884283507,0.206448164321984,1.52362507113583e-05,2.78770942689364e-08,1.41493196363444e-21,0.0232832667222693,3.00901904590854e-07,8.41346041417793e-13,5.10071365150796e-07,0.0403537148183695,0.239255283395672,0.0100886016955174,6.62683853617753e-10
"X222",1.05544584933103e-11,3.97428877327557e-22,0.00152398928699685,0.00559183272385451,0.0309822315727408,2.23615367107685e-09,1.85839210003043e-28,0.000441586570137532,1.52913628310347e-10,2.59342382689248e-13,5.20007604477478e-15,3.22821864527492e-06,4.63917380506311e-13,1.99183910816306e-12,0.0230561384579317,2.32182629409833e-11,0.0407754775580791,1.29506408178057e-19,0.0190846201313308,2.48310172136364e-07,5.74423249275301e-09,0.00997272504199674,2.73816639766333e-11,0.0231136855616232,1.00549726708152e-09,4.68487240655741e-17,9.07005351338927e-10,2.32870068353671e-18,2.38606702105964e-10,3.25537430537883e-15,1.24221844036896e-20,3.18492323732707e-12,0.0673047956700939,0.00866553154703172,0.0320432346196153,2.38014105932204e-12,0.152377037855078,2.23703876484387e-16,2.69512054232132e-06,0.404242188167365,0.0235476377159619,1.2511637672414e-24,8.78053095842311e-21,5.68051412984662e-09,2.09154841680364e-12,0.00630541231596436,4.80733006470291e-29,4.32024974386021e-15
"X157.2",1.23730118217431e-12,0.105725375847069,0.0217534226022691,1.06180551524284e-05,4.57453448436258e-26,1.16959320018012e-08,2.58453119384296e-07,1.18032629199177e-05,1.30461974716405e-47,1.19634001420384e-45,6.32859608294201e-25,1.8740694841257e-14,1.70605536589497e-46,1.88854161344259e-34,0.028124327468723,4.12233869599304e-08,0.00897891408371887,6.91468558276515e-18,0.00716886078774479,0.000296144564689883,4.10330373305713e-12,0.0020745766571633,2.19584466289327e-18,0.00130152442610898,1.25094503488785e-06,0.00569223099045071,0.00109993859288812,3.95984767108519e-07,4.53966491768355e-13,6.60598159429898e-10,6.52796802760672e-29,6.68425076363708e-10,0.124734197594615,2.19858614160954e-12,0.11393083263324,2.32456131160815e-06,2.66276041331941e-07,6.54218249524864e-15,9.50275290383872e-15,0.358876212847111,0.0499510901078684,1.73298815558247e-38,1.18338749961059e-15,0.00755809049770355,1.23740493532837e-08,0.00149874939118157,6.33815957094188e-45,1.38024027217847e-25
"X149",6.11819384182353e-07,0.104374271041144,0.12921022518795,0.0188485618629325,4.02773064592253e-36,4.74215695370657e-06,2.29723719006514e-23,1.0079191572983e-21,8.8990994552313e-55,6.36012865387862e-72,4.65438136577995e-38,3.39130603651168e-16,9.46619812102143e-40,4.75157151566113e-35,0.0499977186619604,8.58811910814456e-05,3.49511052801338e-36,8.30716573222487e-14,6.22006935762665e-23,5.47721589963521e-07,8.8570689696466e-15,1.25989867901927e-09,3.47105921147567e-13,5.28733206864483e-15,2.44667723038635e-15,9.14737701438247e-13,3.99301140906217e-12,8.12695920741231e-35,6.04975032835777e-32,2.11790724107913e-14,1.65343280793822e-25,2.13292813902234e-07,0.160322894797403,5.55112264928058e-15,0.233057403296106,1.83727901872989e-23,4.31741338485469e-51,7.5285889234262e-15,3.07876445227083e-30,0.126421073615176,0.0140837966606638,5.56388599129698e-47,5.80142293684909e-26,7.72567101124976e-17,1.29635529891781e-10,1.82316092285067e-07,9.8086196279433e-46,3.95897657240555e-35
