"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55","r56","r57"
"X156",1.18901794649886e-27,5.7484080209008e-22,8.91367460048208e-08,0.00836114868733604,2.15793401710486e-06,1.52106335537103e-15,4.90059833045459e-11,1.46054080819147e-10,1.34449750945225e-08,9.94772545843255e-17,5.19459385318733e-16,0.258395218086117,9.3094105264233e-17,0.00236888443295241,5.33441447182741e-17,1.25282508307735e-43,1.06025681506638e-17,5.1490321790586e-11,0.0257053926876725,2.62760309910651e-09,0.0193230777050393,7.05038146075498e-25,2.6120811458664e-20,5.53026743783961e-24,0.0170267265765948,3.71122113504723e-20,2.20587393334445e-05,9.69946324462151e-24,2.13127202075183e-18,8.17682647876045e-05,0.0762585756939368,5.52045247990595e-23,6.98864520034562e-18,1.01390258270076e-14,0.00743277459225283,0.0282599030248327,4.53604677755308e-18,1.85259883954425e-18,1.80460214520632e-16,0.33244100021976,0.00209540881894781,8.64523409718939e-09,2.29702053335852e-20,5.4823824739555e-16,8.83428515089146e-16,0.0386604483734593,4.11015179616243e-11,0.00554339069821958,1.01222037282535e-18,2.06592489768082e-20,0.00448874891560906,0.210465871563225,8.27435735780308e-22,7.98037570016808e-14,9.98166072965323e-14,5.90174191700036e-21,1.95703842576814e-08
"X169",4.81188929118631e-12,8.92744159017627e-10,3.12089834514901e-18,3.73902870243183e-38,2.25896128497237e-14,5.52615654296319e-12,3.85614588666936e-23,1.20178358621292e-10,4.67954386069368e-16,2.57017166921769e-13,1.86797521261576e-16,4.20045137443788e-27,3.4631890789491e-16,0.0518536848862509,1.45705408845391e-05,1.63055174572617e-06,0.00637101163793489,0.00024939219313723,9.99112963823267e-07,5.88744235760989e-05,6.02644875536152e-15,1.00744840424788e-17,3.22146726031808e-06,2.78925430430524e-15,5.85777172991868e-20,0.00143007799222116,0.000325630024971108,0.0263364870535638,1.3932795411535e-17,0.0135780476403084,0.106102385335014,8.85041374414295e-11,1.77662604460748e-10,8.07301190321999e-09,9.13436909169623e-17,5.67681926512068e-24,0.00549149723152583,0.0311015126564799,0.0195158567887943,0.0499762714434349,2.69304845142633e-11,4.12907440174083e-09,8.28604081352532e-15,9.4330662990198e-23,3.38772796988756e-15,7.76737203209464e-08,1.29603831044031e-05,6.85673485628948e-05,1.80499046743157e-20,2.86998094033727e-26,3.67066670165389e-15,0.11162257233966,0.320455982536931,3.54728741431782e-10,7.59252128165114e-10,0.218100365415446,2.29331892909398e-15
"X218",1.74429612379243e-25,0.0112920418000065,1.2157710009135e-47,1.76417653420429e-50,2.08206714561879e-23,2.19643671763705e-21,6.61290031905519e-27,2.38511662200899e-19,1.42676514219162e-24,3.89659837677473e-22,9.18076685826834e-17,7.2515528003593e-20,2.88611311603575e-36,0.134794655707729,1.48591050418448e-25,7.80700516258148e-10,1.60189687168194e-13,4.94917057289627e-11,2.75604379331301e-17,1.43359406812087e-22,1.14626537258963e-28,1.73793276733927e-31,5.82975066429454e-34,1.75918755644254e-16,1.42711984688058e-18,6.22174131938848e-15,5.93390429476008e-15,0.278937875685356,8.65019811707952e-14,0.0514480010108267,0.0154676196052925,9.62183394126372e-28,6.34967159263762e-18,1.0866969057456e-22,2.40394031419485e-08,2.19203407888618e-21,4.75891246029598e-06,0.0220257916747749,4.16666227947323e-19,0.0469787771863848,3.82875116079162e-16,1.83019100891137e-12,5.06333884268948e-35,1.61729512815231e-50,4.05927246120542e-22,0.00634534356211818,1.04455959728067e-08,0.000985514074487663,1.18378145037885e-29,1.32855820092362e-29,6.10091484601194e-20,7.35909629556446e-29,0.207248612827822,5.6697393523912e-11,3.50207088573952e-29,0.216120717878532,0.00986831421037511
"X131.1",7.0160537476065e-11,0.00351365207978409,2.00856321709239e-34,9.00253373196235e-20,7.92090746080165e-05,1.21633719833206e-23,2.02060817877698e-24,2.71078624760512e-24,5.88061942147952e-29,5.5512150073427e-25,7.48252765856151e-23,0.00323567269151387,1.05930697545824e-30,0.2200336908447,5.93713252602933e-09,0.00374593810852393,3.49389141877042e-11,7.24364196303119e-08,0.0129426160475833,5.10544785028097e-20,2.46119294074121e-10,6.2065629872136e-14,4.11309484102859e-18,2.28138654592082e-11,2.25622831849042e-19,4.80143069332501e-09,0.00115718102638972,0.264508496169543,2.87034563344821e-23,0.200165579694894,7.03917164065934e-21,3.85609471771129e-33,9.38268058298e-16,1.39802305892764e-09,0.00508170598006286,9.17752465546685e-24,7.9904504385793e-14,0.0384459585237996,1.35734772184537e-09,0.0197546641176,4.69716308549096e-12,5.31773349683248e-13,8.18485284655601e-20,4.87443394140955e-42,1.12926451372755e-08,1.88650330443501e-22,4.30922452412541e-13,1.11374769911413e-11,2.07363926146053e-34,2.25703320321846e-05,1.6733993003438e-09,1.18378977742411e-06,0.00421951985065716,3.22501285652877e-17,5.47515901187873e-10,0.188255787265676,0.0529835211629999
"X98",4.4934765608051e-05,1.06543264521389e-06,1.73709712013768e-14,5.37431514308401e-12,0.0184824267783354,3.56185450652786e-12,5.02212009346051e-17,1.66982863704932e-06,2.00678962985365e-18,2.22545330821916e-19,5.25344911674879e-19,0.00705423074878999,0.0179412713118743,0.161052576461692,2.27461136062737e-12,0.0467966914481959,0.002841248535779,3.18388694720091e-10,0.0315879159242152,1.31274432786838e-12,7.59281869375104e-23,3.07016902107022e-06,6.55767337673801e-05,2.79918405483124e-19,0.000142901008030926,1.77034033665637e-12,3.04210880084549e-13,0.0325797722950058,2.34222642304138e-13,0.444022477220638,1.57549446014485e-21,6.47232228534047e-21,8.19564382075963e-19,0.0053749786353493,7.69160618006542e-07,5.45479997753447e-22,0.00549629996293739,0.0228958707522264,0.000992001508367617,0.00602497819083647,3.41495644114902e-09,2.00961624389559e-13,6.00699950082457e-13,0.0166492243124118,4.04234218691342e-11,2.72099605681952e-22,3.25921633448766e-20,1.60387191475915e-12,7.85854276204251e-25,1.7492414997683e-18,0.0126571024727592,2.64544196338346e-11,6.66901495109685e-28,1.18760393939778e-11,4.42133516300036e-11,0.094537663055048,0.0708305042562081
"X128.1",1.66380412260762e-19,0.00600883562785228,1.21484134151795e-19,2.70090896385266e-15,2.12489617309538e-32,0.00201026509257082,2.7346476580467e-15,6.14180432857025e-18,0.000267069111588995,1.69817026956032e-12,1.82297556161202e-05,3.53041882931527e-23,0.130216094922106,0.0298525270297959,1.13287991943804e-22,0.0719607750567673,7.45976369720478e-30,1.34747491811755e-26,2.03638375040811e-13,7.94651308500461e-07,1.63537105779985e-29,6.24062780253045e-19,4.94906012641349e-18,1.02137377910042e-19,2.58198183620009e-17,7.52848880543332e-24,8.21760243586315e-28,3.80879724002098e-46,7.98261342813741e-09,0.463747218338889,0.0129593088502818,1.30787252389461e-14,7.6670970507315e-08,3.04056723023679e-14,1.24357132018939e-19,5.05582641879155e-16,0.0051180512093483,0.10217070090093,3.27318524665231e-08,0.00259008908251435,6.58141657030241e-23,0.000990560120437861,1.60023571309899e-06,0.187836773261949,2.14385591325316e-25,2.73042216054157e-17,0.00324901372415993,7.55401553535559e-16,4.09237338460062e-19,1.07565273798133e-28,2.75165916854636e-11,4.35232542829493e-22,0.00573195512445737,8.54096478599648e-09,6.52609069100819e-35,0.00157410864404898,0.023931328615779
"X115",6.36677736024916e-14,1.56122177728597e-07,7.21899891099078e-09,3.74293043438566e-16,1.20099717285572e-08,2.0183647589823e-06,1.49811277661244e-06,1.67365156653413e-14,0.000670670858043312,0.0048946882213679,9.81926430678331e-05,1.19666116077279e-14,0.161512779265429,3.7699265728998e-26,3.65557604229082e-05,0.0441262374755176,3.25654849320207e-18,8.45841513715822e-11,2.08629201227327e-10,7.59116012669985e-12,0.000856735861821409,6.54753558810226e-13,3.90942242550875e-21,1.24314159199952e-19,4.95274286430361e-21,6.45335906958987e-05,1.35728526976313e-07,0.0265037698101949,1.90182326852405e-16,0.178298410252175,0.000114804689989737,0.000106946695470996,3.24191655423802e-05,2.81288748868808e-23,2.57357861251923e-14,1.83214060237902e-15,6.54082079337474e-05,0.375537671767548,5.11273272390253e-07,0.00311567505890569,8.67925649969456e-06,0.00827257556660611,6.6761363747752e-07,0.221461231215083,0.000816173152622125,1.29211552483784e-08,0.00249528103342369,0.00306253215148589,7.08108799903067e-12,4.94707574855999e-15,1.69866978014414e-05,3.57300415603927e-06,0.00473587794109011,0.00726907970339185,1.45613934645506e-14,2.05732700239808e-29,5.6919619033333e-06
"X127.1",3.44414871359882e-11,1.43364376812001e-06,0.0025260295523988,0.00654940334010256,2.71365151003134e-05,6.9121747351661e-17,1.68762651357746e-16,0.0103510430214387,9.18530217274796e-08,1.55219952404072e-23,1.28790471577751e-12,3.93721191189797e-10,0.064840091520037,4.01025114734238e-13,1.1088768930784e-16,0.0227888248081873,3.90331848387084e-07,0.000403183137207993,0.0233313948548115,1.01990222755928e-13,0.00665278166054624,0.00655558333605517,0.00012592546333498,3.02907768804668e-20,1.34109538671957e-11,0.00893221105871717,2.08013187132277e-05,3.64039200534161e-21,1.25700203595473e-10,5.8599523114951e-27,2.26946365777812e-27,1.20241330210081e-06,1.14981702250361e-20,1.04120391901923e-05,5.67374249597076e-14,6.88793045228571e-05,0.00231231471509793,0.498080261771305,7.27297586325958e-17,0.0220129894277841,2.21860912829371e-09,0.00246916752787267,0.000401351484326875,0.0865909722639237,1.35962519191901e-07,5.63354316989474e-05,7.53103468998052e-14,2.38890295736713e-24,1.49643159602413e-10,0.00474922693626591,0.0964184084853292,2.44430589158377e-06,8.63109596402483e-21,2.99981913171129e-23,0.126112842676897,1.06778682348936e-09,0.00274398472626406
"X135.1",4.07144045313133e-19,0.000376913991636055,4.66616995453784e-25,6.29685943850891e-05,5.15409699154944e-15,4.55262015104603e-31,4.92590774545145e-33,3.27005894412698e-15,1.36017089699442e-08,3.39916044003213e-27,3.18051009583147e-22,1.37621798047745e-33,8.33801609805357e-43,1.6006709549821e-11,8.05056357942771e-16,5.5631734438382e-10,2.66927452859183e-13,3.90166446555241e-12,4.09290615597179e-37,1.84266668029778e-28,2.16889862083114e-32,3.36883466757707e-05,5.4651071089622e-16,3.12205378173571e-25,6.84057591632535e-10,3.28768718148477e-17,5.10459605648159e-14,2.77834182847838e-39,1.01298014411096e-22,9.26198167010787e-26,0.0350539315788634,5.87702087211138e-35,8.85829171988321e-17,0.000133604977966228,2.7320014876498e-05,4.28629902506332e-17,0.01648549923782,0.291396588174423,1.99841330207376e-28,0.0373729533736033,3.79018241315673e-28,0.108085676074552,1.95374903287269e-24,3.21922526753718e-35,4.41847360789607e-21,2.0506953456165e-35,1.72272923762488e-19,1.84408529673104e-46,7.24683782031315e-38,8.14146235204262e-09,0.184339047634359,1.76089557104857e-23,4.35176486864647e-26,3.93793245168808e-39,0.262777124374241,1.01358347632817e-18,0.0141245307818137
"X113.1",3.18504976122966e-25,1.19364416377205e-06,8.14136601068027e-24,4.91978593121119e-18,5.13793157379378e-45,5.9852778518065e-12,1.5707588029652e-16,1.33118906842417e-37,0.0106699083096299,8.88698385329515e-14,6.72534695569374e-13,1.0975857467331e-18,9.04817115195205e-40,2.36604964141781e-31,7.08353903665314e-15,0.0091392903166762,6.18605941315317e-19,1.08971634655087e-17,2.44258605485885e-20,6.62363074603804e-14,1.5751804549001e-28,1.16199967843994e-12,3.56118002394799e-24,9.8430210638476e-24,0.0114674053579217,3.44522884266576e-29,1.3926736270475e-18,9.97512350793796e-10,4.10955347134805e-16,0.00886285269102755,0.0284135136634872,5.20145999020123e-46,4.16670212860446e-08,0.000893194551535548,8.84282418096895e-15,5.46542390268049e-27,0.0262696932905292,0.0518854462889394,3.64958346569735e-12,0.00436820668194263,4.46724384313691e-12,0.392454711400418,1.91405280495213e-16,2.40675671145377e-61,7.94001286926625e-25,7.29568741042774e-08,0.00931090363262971,2.41132732120207e-19,3.71642463482449e-32,1.84961753303145e-13,0.170146431938036,1.27096032691767e-17,3.33493341200412e-07,8.16921620684719e-07,0.172829192454607,7.00075037718299e-42,0.0174168641638296
"X119",7.5597779224758e-08,0.00957853511145298,1.81363507198526e-17,0.00716067047098762,0.0343897844889627,0.00303882683920391,3.07919270747675e-24,0.04955788126966,2.73961713066787e-10,0.000976526347386128,1.17631263887628e-10,8.22575321862796e-09,1.10875647585808e-23,7.63610789618651e-08,1.48213382181825e-13,0.0268087953112136,1.28960906583032e-10,0.0042873108892993,0.0213847708383693,2.08429926049193e-18,1.51269208773491e-07,0.000642174953963816,1.53577273226885e-06,0.000867915469963209,8.08825076076326e-06,8.62691182531839e-16,2.27890607819553e-13,4.22871992252335e-22,3.47706537638516e-08,1.33714682685676e-07,1.73698273827604e-28,0.00204472181284533,6.28957884223729e-21,5.46350199769e-05,9.47182532339156e-17,1.80509202194034e-12,0.0157975578389236,0.000150909987828435,7.03320657916916e-15,0.0117790933642113,2.01372374483191e-16,0.481348215181155,2.74639895379348e-08,2.28196456448961e-27,1.18379399885595e-10,1.85112357223003e-07,0.00638609521559219,5.88594453542584e-06,4.33503318907471e-28,0.0202113602940549,0.060917376499416,0.000164216664484512,1.70525281770362e-19,0.156374709931544,0.0189941015836985,7.82896832073098e-20,0.0125101511084783
"X159",2.88201310293303e-07,0.0295038613074847,2.40426966583075e-33,4.84752403358838e-14,0.0595328553150801,5.79589758925966e-27,4.05201937091586e-32,0.305825091855856,5.99169534391952e-23,3.80416709203543e-10,8.98693143129966e-11,2.40486786397087e-19,3.70611260244615e-24,2.8093938701572e-07,9.21851527293945e-16,0.0385020936684004,1.46551957455467e-15,0.00158113321716471,0.00916328058776869,4.48487798904992e-23,1.87124757964072e-39,2.15108087602774e-13,3.42274295180642e-05,0.00799658411268984,0.00074615785354265,0.00325232937037508,2.22955705551684e-10,4.60552926442511e-37,2.94437450967929e-16,1.04869906472451e-43,1.98993435324479e-17,0.00685095640475142,5.58420283938236e-33,1.35255334278946e-12,2.54287939786962e-06,1.0726744738153e-08,0.00659327070501979,1.29635884023009e-05,2.70557749161802e-24,0.0440287270860395,3.37162566877544e-31,0.234112072826546,6.21208658660443e-12,2.09200024166782e-23,3.0728431993591e-20,1.91900396464413e-08,6.71820939491932e-39,1.36425411110584e-27,1.06714783485997e-34,0.0117410396822815,1.57569899290728e-14,4.72170312576001e-37,3.09891902118376e-23,0.209581973972763,1.31689388986109e-35,9.04140667403882e-07,0.0131395218793636
"X107",9.487510736319e-13,0.020167210024455,2.5746513405788e-20,3.14733573462934e-16,4.14291264033e-39,0.00685759285465646,2.80236456385748e-17,0.464289053947886,0.00923092039020206,1.41416809057511e-19,0.000225684358426307,2.18755284214701e-16,1.7741041352381e-15,5.87820691559823e-13,1.61501787397022e-19,0.0260331380962785,0.0150756065254881,0.00602400739458591,2.22205404508939e-22,2.3394093057818e-07,0.0811539422940443,8.7752097820393e-25,0.00132676181435486,0.00840075381890905,0.07891831996372,7.57447298416773e-05,3.16804831967398e-11,0.00288658264987239,1.29382733339049e-08,0.0085508404922149,0.0079292932857053,4.18156509034011e-07,1.66760694936084e-10,1.65658302143397e-12,0.00389199131417251,5.89572404564601e-14,0.000407064779133273,0.0227105180619484,2.69935773767035e-19,0.0609995012244144,4.72354610087136e-16,0.0308744322840098,0.0144012823947924,6.07252488986328e-12,5.73053636498858e-11,1.38099208336408e-17,8.44151413524465e-14,9.45348900716319e-26,3.12750406765463e-17,1.47066806651337e-08,1.12767087561412e-13,1.16785375328279e-21,0.000101709875931578,0.0899922491809668,1.6914436876345e-15,5.69957272217154e-16,0.00183329910907977
"X94",1.3746699401055e-18,4.93981927275713e-07,1.30957276153297e-23,3.23872216139739e-20,8.99766328215635e-39,2.78713636433141e-08,1.40444559409065e-20,0.264787635263042,0.000232878504074411,1.1404436721171e-07,7.96183446589462e-40,1.62813737609489e-44,3.78437801956569e-21,3.12397304665177e-15,4.4132482966766e-29,0.00135470934703031,0.0747864265609841,0.00563611409029342,6.1112439789858e-22,7.16905299745814e-23,0.3334263716443,7.61859331201037e-27,5.07488829316975e-05,0.00471615049971598,0.100460609540766,2.64404702420751e-23,4.10443119528058e-24,0.000985797503139389,5.57382223859283e-14,0.0331185342783153,2.77946897613344e-26,6.81179417063441e-27,1.17014877758814e-27,5.7161076801953e-16,0.000525422046769934,1.39816371451619e-25,0.000154250509020768,0.0159252511644175,8.55142875809119e-24,0.0960748889780488,5.60419271946785e-15,7.28519610154905e-11,4.17533774122962e-11,1.46856753320026e-12,1.87078687927396e-08,5.1286967703931e-55,0.0452097502725755,3.21164018600064e-15,4.32877748756658e-20,0.000369694359173547,6.90097981948164e-10,0.00829266683533642,1.24595781833375e-30,5.6429442156868e-26,4.29648813848545e-16,5.36942645477488e-11,3.47718950167723e-13
"X145",4.75519164711829e-10,2.68999566435473e-05,2.04711764856847e-05,4.42792792391055e-11,0.0375352159817148,1.60696952948544e-14,8.88648526648482e-11,0.0433400786977359,1.2214243065224e-09,7.32414497729357e-16,1.22382572672636e-23,0.0231924027816396,8.16067280956817e-24,3.36335116696077e-14,1.35042984449598e-25,6.50822501114302e-13,0.120356967558435,0.000527370491879001,2.31933065062175e-20,1.9276033943017e-25,0.405298093820655,3.44986218188166e-15,0.00551217304944228,0.00473786495150714,0.0530216400496954,1.38622293424421e-22,1.47124899680764e-11,0.00549360982139189,4.72890509812362e-15,0.00915859936374626,2.44711814666748e-11,1.61375934950976e-11,2.6948227315793e-20,0.00316246975656525,1.2172239965362e-15,0.0222020697612473,3.79054987215511e-09,5.94271937666943e-10,2.90421181154228e-19,0.258434176745184,4.51542526862606e-10,2.52316265586327e-17,7.54851961047503e-17,1.36850854738115e-09,8.74812952115404e-10,0.0200917287484554,0.0203482970981214,7.30376236088288e-12,9.03266785494349e-20,0.00593377200237119,1.33923387175615e-15,1.41683499941372e-27,8.93641896985055e-12,5.70297916338076e-21,6.48097101689127e-13,2.55780650015712e-17,5.29245327193498e-11
"X160",2.85806756639559e-11,2.45719014468752e-16,4.57800804177776e-11,4.00805119937834e-21,0.020587787884924,1.26582549914791e-10,0.0044864118979208,1.44893855374824e-20,2.16750260874289e-19,1.68859349082762e-21,0.000104697201509364,0.0928744570588232,1.17875271899897e-09,2.58419127091791e-28,9.9746652983293e-17,9.79066605984168e-29,0.0878973390169867,1.92226144040142e-12,0.000246437338537068,2.37799753245754e-19,0.166532767640993,3.71882203449357e-18,3.71561729575463e-18,4.5513216125669e-21,0.00523372085661189,1.10625909347009e-17,1.2572356964664e-08,0.0130013549791162,5.69007961088476e-05,2.83305378697603e-05,9.7251295919583e-30,1.46891103060728e-08,2.037450617916e-05,3.88701443901105e-17,7.50473588694956e-29,0.101027236452908,2.48536094381292e-09,1.57189766165377e-16,6.29311000674744e-16,0.407046664348325,3.41471711208896e-14,5.51805679705669e-14,3.72485550699525e-12,9.97009316441815e-28,9.52917895508904e-08,0.134970015259494,7.01314632042957e-22,1.26126686911224e-10,6.94813147497707e-17,8.52350491826511e-25,2.09891748809577e-21,0.0164954480654418,1.6341018597255e-05,1.42833236372488e-25,2.71322794863401e-22,1.30841904180062e-23,0.000207906469654214
"X136.1",1.89589743395272e-12,4.64161260521831e-23,0.00284575358320632,1.62600495261619e-13,2.62176592527343e-14,5.88909645242053e-12,0.00276633560309127,5.94215597158931e-08,4.96931752894356e-10,3.14131700758844e-19,1.18414210130218e-14,0.13026115125692,0.00147084152360822,0.00122542574479221,5.37387687962083e-08,2.91865349946503e-32,0.0663386857720521,3.07580168668859e-13,0.0325574457119857,1.09461509276403e-06,0.00840062282678429,5.54199013002098e-13,2.80909417690473e-26,1.15388901784819e-22,9.61538052493895e-11,6.24140852426242e-09,0.00877927993073543,1.26290085919312e-18,1.43815286545445e-21,0.00037495826901854,0.0222487517455902,4.67307100247681e-13,1.91729088459472e-12,3.24920976960457e-15,3.01920230850593e-08,0.104913605165734,2.58668244476458e-26,4.65336131897962e-10,1.01291594579856e-13,0.391960488010835,0.00292037634259438,6.12383644529283e-08,1.32343963575275e-16,2.03244736168964e-25,6.53916678363746e-14,0.0453239194446102,2.31429332898684e-21,3.38073697593417e-06,9.03559769754593e-06,7.88669882967266e-23,0.00212138111874426,0.220727288708163,2.21643610344233e-18,1.25202388046191e-18,8.75902258777097e-14,6.30193978781287e-11,4.29089686680791e-07
"X222",0.00042456063412134,1.07902076717499e-18,4.2193133799833e-11,1.92997970493077e-28,4.18209049258222e-10,1.66798982541612e-11,1.64452354981389e-17,0.000103537524399604,1.10669161769515e-22,1.18318487308883e-12,8.04965247027504e-23,1.37802059333957e-21,2.00794162672201e-05,0.131804490183242,4.79070143299307e-16,0.000520535085065752,0.0141247752915783,4.56756119192901e-05,0.00598482664355107,4.79387814616863e-10,6.83104724817028e-15,3.32342204310786e-14,0.0105706713879222,6.35417586518278e-06,6.80829640114272e-21,1.232931987185e-11,9.42116644948774e-05,0.0200928846022295,4.27685319539595e-13,2.71591847141016e-05,0.0411859007946956,3.21881119733832e-21,5.76278076271166e-09,1.10565005954855e-08,9.66999091781741e-19,1.82137335467004e-20,0.00503990193149039,0.0128337476078081,0.0200207218857496,0.0390369064110332,8.81521968579152e-07,1.96489922624353e-17,1.81636074224095e-20,5.17826931460251e-11,2.08020978108893e-16,2.48602823678161e-13,2.62924482376461e-13,2.75395624285004e-06,0.0121638483442336,1.51972530731962e-23,3.51370459779803e-23,0.113524131297309,0.40572362325156,2.266490536711e-08,2.23658291719374e-13,0.0988830203604733,6.5130097367594e-29
"X157.2",1.51594070215525e-11,6.94162086905584e-16,8.39263313292614e-09,4.45125207371212e-05,1.34369247672331e-11,5.03541896293516e-12,6.80451150120005e-19,9.69486586177114e-07,8.77287726629342e-13,1.08549121131514e-08,0.000423722794394642,0.00168489383539622,5.57694850848691e-08,0.281264593474395,4.37549241341799e-07,0.010604351853826,8.55599569648825e-06,4.22789828578747e-19,3.59331361869497e-12,4.89098034721515e-06,4.16680376549376e-06,9.47383376252614e-11,8.08548136136226e-05,1.66226206268669e-13,1.05657627748867e-16,1.50873712803688e-09,9.17531010489909e-10,0.278014286611453,1.68953824922962e-10,0.00721737677518868,1.03997660585554e-14,2.89398154005243e-21,7.62651819344368e-18,4.33865182590155e-11,1.02579425897422e-10,1.87949965628797e-11,6.30968518239182e-07,0.0180513144613553,4.92079336747132e-08,0.0365962482191086,1.12945646512692e-07,1.95190750592511e-17,5.82774975828422e-18,5.42817600037932e-10,1.75105768204678e-20,0.00576436940346723,4.46974273046332e-11,1.2399744034725e-07,0.0080135586680377,2.44636758159195e-16,1.11986341041262e-11,5.63227086315941e-24,0.261480331119405,6.44588996508658e-11,4.81647691759417e-15,0.0814656205919477,1.19996492268734e-13
"X149",1.5356103190008e-05,3.62415637065341e-13,0.000694658901288533,0.0226613847053478,1.21655776298806e-18,1.79253894904959e-06,4.46993695396047e-14,6.39036615873481e-13,1.2141749884301e-08,2.6989417101937e-07,3.0186976725172e-14,0.00833136677617394,0.00467021263146156,0.415346187226199,4.63176535665991e-05,0.0109234471778691,8.93044382965931e-12,3.97725256526257e-10,0.00146413839059903,1.77525579362482e-05,0.00942223032539657,0.00609258341246269,0.000329001235329952,3.22673644220856e-08,1.08656631177573e-15,3.97547367383287e-09,5.08213601835211e-07,0.243843507341574,1.87253741825412e-22,0.136507203039561,1.16799353230605e-11,9.80177938558235e-18,0.000952760617365006,1.48979045261581e-12,1.39406877794205e-08,6.06805759929173e-16,3.651377952751e-19,0.0183623557026199,1.54506539756564e-06,0.00460950391606505,1.30678845297067e-08,1.65899582997264e-15,8.06296261202071e-20,6.40691956490437e-17,3.54923741616458e-05,7.77073785019518e-14,2.55158247332204e-14,6.44409958309347e-19,0.019639690995549,3.72116169014739e-05,1.91837398967753e-12,8.39819307092176e-16,0.0285745374536128,3.44757328458428e-17,0.00889766857727392,0.0507252721358548,1.23313995676522e-15
"X109.1",1.61346139165177e-06,3.46196561661608e-13,2.03880316118093e-08,0.0315511827365126,2.02093098345602e-19,1.93863844398064e-12,1.43538780018059e-07,1.23613357011928e-10,0.00191612513143792,4.52863035803181e-20,1.55686950571339e-25,0.00718154319059755,0.136092526608644,0.314094176491252,1.47985194109831e-18,0.0459141471306091,0.00388153810286665,0.000650865451126935,0.00341888794192252,2.84212549343378e-16,6.26818435466143e-18,0.0216706025850469,0.000363926959287694,2.74333420844414e-07,2.93094310264991e-12,3.78725141021331e-11,2.8192974004738e-12,1.52898694436564e-13,4.59027414982984e-08,0.352724726401093,3.45843466077772e-10,6.6806030572744e-08,4.89012623988312e-07,0.00377013699766115,7.8078947331497e-05,1.8422453438906e-07,8.95643510629999e-14,4.5919532379165e-08,2.69125665087495e-19,2.44700620586536e-06,0.0133182693221905,1.8419240698895e-07,1.17444611127637e-13,5.42174911357375e-40,0.000125588942901827,1.06046766766748e-19,7.21457045534739e-16,6.5819375447063e-14,0.0192443736743156,4.10017943785174e-27,5.78023871090985e-17,4.27608557687032e-23,7.36065584916799e-32,3.29450432167541e-12,1.01035490701674e-05,0.000115257664292216,1.60491541723624e-10
"X92",8.99031984697089e-11,4.15295634090184e-13,3.97776815470924e-15,2.4966811920414e-07,7.17844373853122e-10,4.27149641877487e-11,2.29332427245518e-17,2.01619397106109e-14,0.0227987431849192,6.88974684822153e-14,7.37134980558172e-16,5.79433261034261e-14,0.355663579932932,0.0992085679755328,5.18019915732901e-22,0.0643366511511479,2.74081198967987e-08,1.15254123984495e-17,1.78334018623796e-38,6.97335870108502e-29,1.22100050381685e-19,0.0209811613989425,2.02217992493229e-11,0.0001850026846722,8.74821173538772e-19,1.58255283385405e-26,6.04787743592739e-14,2.0647991786928e-36,0.00195398667163673,0.350497038347513,0.00599431540887138,2.51502183442919e-14,7.43136752653479e-05,3.34030276701385e-14,1.33219250429673e-09,0.00277223719868257,1.55532655555828e-30,0.0514495678581607,8.71469631694878e-22,0.00455924756692783,1.41564915156896e-11,0.00172150890698856,0.00850151691684323,3.10161777096487e-10,3.72300515645395e-24,4.33970767460473e-26,2.9899483816941e-11,3.13343182075868e-18,1.7557115858096e-11,1.82055527132877e-23,6.31830295044331e-27,4.92955271481937e-27,8.14867883008139e-09,1.18098500344205e-13,4.26969434820896e-21,6.59545064930852e-20,4.19528592425176e-05
"X161",3.22884015380432e-14,3.03733157683908e-31,2.26431591529122e-10,3.29185348696646e-33,6.00541277030564e-08,6.18095303573472e-23,3.94784505756882e-07,1.4924637030452e-13,0.00348369836912361,9.74236118659778e-05,7.15709076310545e-09,4.81693142923004e-08,0.427123931903593,2.03071998318243e-24,6.40139316899342e-06,0.0216308198061649,4.11474767742733e-16,1.53155244230554e-24,8.92876157551167e-10,3.60457966677859e-29,0.00838795454446445,0.0151420460865605,2.73883379606516e-15,1.75024845883099e-19,1.01836782321856e-32,4.21031322306657e-26,4.26542564471377e-24,0.0679231783165159,1.75949802332185e-23,0.11077818110428,2.79137401283594e-17,4.8967559151874e-06,1.38056811406664e-09,2.27202987031399e-15,2.31303852068833e-23,1.47673150161446e-20,2.29541194840291e-28,0.283107433154853,3.31994664409238e-10,3.14768594015264e-23,5.68304718190626e-13,0.00137028420973998,1.86430821311222e-05,0.000853562875137021,4.78073506246869e-23,2.80765196777873e-08,2.90088482557108e-06,8.75173602650735e-13,2.77165439254723e-17,0.0344071400206784,2.5086574898477e-28,2.06988110588437e-06,1.34834061098081e-13,1.61271676495702e-06,0.0254020602052251,1.78631709952881e-33,3.40997054718114e-31
