"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55","r56","r57"
"X184",0.0487201375888405,1.67412387166337e-27,4.2184705724469e-17,2.15284208989102e-20,1.17974515806298e-11,1.08036687895853e-16,8.28478918439889e-20,4.9208324187509e-05,4.79200391127204e-21,4.13734141870892e-16,0.000637053142345015,8.08350918237725e-37,9.48982514364392e-17,4.41154067085839e-35,1.64376169190997e-21,3.3929020316554e-18,2.76780248159109e-15,1.54524254630918e-17,0.0057693870951041,0.0563439592211333,1.85452890377221e-32,5.00265371454198e-21,0.175578048322707,1.86133197669783e-25,2.02709473515878e-21,5.59721308359856e-11,0.197952787399917,0.0517379242530756,5.91464477935037e-38,2.24276648463327e-05,0.125558897585219,0.0019327495378282,7.60816516386901e-46,1.05002839287065e-06,2.17962270166089e-41,7.85891379904651e-33,4.15939991742294e-09,7.10079347634036e-15,4.52590397542503e-28,1.31016433271652e-27,1.11534032320411e-16,7.07006070387235e-20,4.87139363595977e-37,4.82558126502836e-12,6.49276523305375e-12,0.29361421043371,0.00256319264027588,1.72403366229155e-34,5.85524261850576e-06,9.54519567645022e-10,1.53775423490512e-27,7.27644672855174e-05,6.94364375770518e-24,0.000524157015173557,3.57094179540524e-08,4.57473657620179e-21,2.12771748746311e-33
"X98.2",2.66799832356246e-20,0.00382710420523881,0.000226357328004077,0.00145882867503735,0.0044042214140987,7.30613681101517e-19,6.65884893004581e-23,1.13058000884249e-26,0.00727289769700154,6.52087127234887e-13,3.39594915071147e-31,0.0107494924805909,3.15084349766581e-21,8.95759115208168e-29,7.3200655897584e-24,9.43256788228469e-05,6.14500585578324e-07,4.2793307957546e-23,0.0200193486622859,0.134237448169371,5.98799321043739e-24,0.0138203866733725,0.256677079421703,1.37084108910891e-30,4.05424676337824e-09,4.18302702375039e-06,0.211905086786166,0.0406600427310442,3.07744526563182e-20,2.91473470459362e-07,0.00381798615248031,0.0139578629467225,2.48709699300378e-34,1.46467734408373e-14,6.13914670553765e-17,4.72206419454353e-13,2.89915391742008e-17,1.14088952522254e-07,1.369565547346e-22,2.89349666207193e-09,0.00220145026185581,1.01056612314994e-22,1.50241729029736e-22,0.000104134300338854,1.72743504963933e-09,0.137287580423299,0.000213148299677593,2.63747545246893e-41,4.06257838859487e-16,2.98126922915722e-17,1.14666365030258e-20,6.38875534811462e-18,2.54745315788623e-15,0.00853964594069992,2.22439606968658e-05,1.45448102969629e-05,4.03355396505446e-20
"X103.2",1.89549383002895e-20,3.68198645839437e-06,0.00516609804290016,3.08766418783515e-07,0.0439143443399054,5.39312141265546e-29,2.03659396181794e-18,3.51641502324345e-21,8.52271195677368e-16,1.67135225272781e-24,3.27808551963524e-17,0.00499385313756942,3.56850811623172e-32,6.35441422938264e-20,7.97206396548954e-25,3.43571115417882e-06,0.00485818328915128,5.19439822637317e-10,5.08995042304124e-27,0.252637414190146,2.31941537827602e-06,4.18302741010161e-10,0.191141041839335,1.57614668163252e-27,9.33048234442478e-20,1.21010101685909e-05,0.179613395634492,0.00181234640300467,2.52481158240098e-10,3.22057103227059e-11,5.94457541458534e-55,0.00582555230446322,0.0020966337916216,1.71552868352599e-34,0.00904499756928512,7.19161451940643e-22,0.0108004118577294,1.46211692032217e-14,1.68784399409302e-16,5.8025748399729e-07,0.0252221888946588,4.55201531441713e-31,0.077063434011061,1.40789463695902e-08,0.000523630840779818,0.0013588135050741,4.3923063829223e-29,4.14807013167246e-38,4.06524947645012e-15,2.17572377834386e-12,3.05040368301909e-27,5.18745443454833e-15,2.01089667325646e-11,0.00797854306181398,4.61682016802731e-19,0.00512439553717259,9.89717120800004e-12
"X126.2",0.00241981283748018,2.79910544089752e-27,0.00215586957884793,1.71336794486475e-11,0.0368429284419341,1.99208610573785e-26,0.00100426713506162,2.34085233674501e-11,8.16490112896463e-05,8.86035765440199e-19,0.00554055624783417,4.46032429088736e-05,2.16768366906286e-11,5.20856110031384e-11,8.57994974263647e-14,1.78825323962875e-23,0.0109126243825954,2.02344489752461e-06,2.0280509189775e-30,0.372598369747874,2.15860791753496e-06,5.93340682955074e-18,0.0615915420927758,2.08324212209948e-23,1.90453997453759e-16,0.00467184344761459,0.0946390952796502,0.0048779160381611,0.00342314829564363,1.14339995651696e-05,3.03605316048753e-27,0.00458609877627301,0.054252281186988,6.55855577719762e-20,0.00923086493485338,2.32993348790483e-20,0.0233101122012009,2.29104144904292e-19,0.00144240484904707,2.65721131325855e-16,0.00929747808488281,1.88836991103291e-08,0.139859967847469,8.01627669446835e-05,1.05153605638454e-11,4.16564734711872e-49,1.52801079892904e-14,1.7457050625119e-40,0.00653475416434012,9.70052000355626e-20,6.46162633723848e-22,6.52049152234537e-30,0.00675849904944863,3.52539953206114e-23,4.27973020665775e-23,4.92972194543169e-12,2.39683116839583e-08
"X101",6.32812212932137e-09,1.36195867529714e-28,5.49088950922488e-10,7.86095425144685e-06,0.00947574504907683,4.80858730410945e-25,0.00275156151974554,6.46039556774734e-26,3.64038874706217e-14,0.00167391022533203,0.000160657880275198,9.33042065370453e-07,0.00782359300051292,2.12625927059672e-13,0.0384065698195015,0.000605052089345381,6.0478501629911e-22,1.13622776707969e-16,0.125716184934754,0.435459078451462,0.00139976803937297,0.00655934438407872,8.9484169750923e-37,5.90334220041166e-09,5.84583501950527e-29,0.0333534615227681,0.0167951581983262,0.0172028458087888,0.00182864639913674,1.19932129027055e-15,0.0179515504904456,1.72459785286049e-05,0.0914770467553093,1.02846050052872e-06,0.00435718759278146,1.81122349851649e-25,4.08347235390095e-17,6.520588459782e-06,0.0156348302246743,7.85132433670716e-32,0.000234330034581232,6.12448627745478e-06,0.0813278364313661,7.81631912268748e-18,0.00344011768354342,2.39933349378294e-15,2.48812789862246e-14,9.84831495124655e-29,4.52787147219854e-10,1.20660455840024e-25,0.00144283142056528,3.95660371669138e-15,3.13277559202693e-24,1.05114990026058e-23,3.00999816105205e-20,8.79462793213424e-18,0.00288628034221419
"X94.2",1.28900183311407e-27,5.13387918537327e-27,1.07738593739866e-48,3.82990326113399e-23,4.68150283869357e-31,1.10879926281969e-26,2.58758218004128e-37,2.68417701004394e-32,1.66043014926084e-28,1.64934053184715e-31,9.28620710421989e-14,6.32920625247662e-21,1.17796586339508e-14,1.14257245093809e-23,0.139423830068417,0.0773944911869937,2.5614438675336e-49,5.13597117295904e-44,0.175116854532492,0.343057264690068,0.00191959055433106,0.036687311996803,1.60640249184751e-40,2.83820914206433e-06,2.68735323811985e-33,0.115919165739735,5.86051106833368e-42,5.89238639107338e-42,1.03802641541043e-23,1.5092214727084e-54,0.0253431039152329,6.78240679129026e-34,0.0503512504671996,1.40599224979508e-26,5.31132364484139e-14,4.8646666943929e-25,2.65729205665304e-64,2.58823670035109e-10,6.0539490423409e-16,1.96432591407716e-23,2.16151864384313e-26,1.44223363645806e-36,3.82324359630829e-20,1.77519452555466e-24,1.79892191342573e-08,3.92077712961623e-26,3.54964507350116e-16,3.71220017334184e-40,1.4342458525812e-39,1.8214777235995e-14,1.92468955870906e-11,1.94806525038963e-26,8.68348535959278e-34,1.48276962208817e-14,2.03250420131901e-37,1.77466733448638e-25,0.000257259370805924
"X140.3",1.23559148388972e-22,1.58280674937287e-06,1.32078311913125e-16,2.01906385530826e-16,0.0107739364324473,1.80222134943591e-11,5.22503322318955e-23,8.63934139947652e-12,5.70033129065241e-27,3.39935103636135e-18,5.64175663109131e-25,4.37304104762639e-21,6.79318197779795e-15,5.26518308547543e-08,0.261672949689873,0.0968284821871003,3.23819613982262e-16,2.34427746618813e-22,0.0639118898508984,0.172223545537305,0.00389776562012415,0.0262610865572126,7.40809517580114e-41,1.60232538336137e-19,1.61599406484616e-09,0.232243575113652,2.63844046347207e-33,2.28671493962734e-16,3.91673127707922e-22,1.87040010670033e-26,0.0176136097630631,2.32909214447304e-23,2.38894771787916e-33,3.57210387578148e-16,4.87149636838395e-05,4.45379804733039e-08,4.96449300602422e-45,6.03090643825253e-20,0.00412604757528776,0.00350274752780488,0.0448894666459315,7.96241877341401e-15,2.39987495161748e-48,2.47244751036071e-07,6.68249249042367e-41,8.16683962238348e-16,2.18549140165243e-14,7.61382976501119e-40,1.38223954444621e-34,1.14287156999217e-09,1.20830818503367e-13,4.12201933784027e-21,2.03522278027294e-08,1.85482841006258e-12,1.09932438406117e-16,3.50490439281688e-23,3.04695786555343e-06
"X82.1",8.29656915223839e-13,1.10842574865759e-12,0.0111826413768837,4.58049917476678e-08,0.00901461187738697,7.64892142938993e-11,0.0111609191785019,1.0492141415287e-11,1.52200810540487e-14,0.0064910172392231,0.0818711598714529,2.14621204562222e-09,1.25407700719301e-11,4.58298307873345e-09,0.28117664429418,1.72381051775122e-08,0.00665465759137748,4.24938468296547e-13,1.11091196533203e-36,0.0429983038067294,1.64391969753928e-13,5.78958019756416e-06,9.97843542767117e-30,4.38257295168264e-42,0.00865368400750982,0.283241177206059,0.00663015694933804,0.00148003999969229,0.00348533121747588,0.00472630682421055,4.27286879100371e-08,0.0341026890925976,4.64065107776232e-55,0.00309633141252931,0.00187802632913371,7.88932357176036e-14,7.90819463466605e-08,6.3450521030044e-13,0.0101878881523448,6.18875054005573e-08,0.0537151317103306,0.00164888662777645,9.47660723401867e-24,0.000481969063494309,1.60125956790599e-13,2.26844395450465e-24,2.08448836982205e-07,2.66603680865254e-49,1.59530189682596e-13,2.17640286285883e-24,9.77208119607726e-22,1.54956389261993e-13,3.79948799848033e-13,1.21096021962056e-14,1.00867425041074e-08,3.46094568674229e-20,2.63465957568117e-06
"X41.1",4.9200170368448e-20,4.10515394238832e-76,0.0300518567250065,1.16128066733459e-16,2.52422017088861e-14,5.27479497741463e-56,0.0130027333076451,3.64449531442471e-23,7.96332410935205e-46,1.0479901666627e-26,0.293131137455074,8.1867151572867e-22,3.63328415505481e-30,2.84440066685542e-36,0.156904473907425,1.52739840121053e-125,0.0262600808278751,2.997656199229e-20,2.03767856033705e-23,2.61556331894207e-09,9.09961478399521e-36,1.07327303286504e-19,2.96200060155066e-38,4.75766128517335e-32,2.5321180900235e-14,0.210817161727192,0.00105322838387842,7.64851966469105e-15,0.0258939246859973,1.85829824168296e-05,5.537607933885e-42,0.0651735194582372,5.21393524476392e-59,6.42262543219709e-13,5.33632044957282e-09,5.45553156576379e-28,1.34873314397873e-35,4.31931939043366e-13,1.36221444773447e-19,5.33250684937613e-55,3.58687158714376e-13,1.03190807873547e-16,4.2725730186356e-35,6.28432079454073e-45,0.059136884949245,1.4427727580394e-27,1.32454538691555e-33,3.07613197097782e-60,1.75091249910814e-05,1.81256332235205e-20,2.40989728754453e-27,1.19256116327468e-43,4.40383455724987e-36,3.43579515955223e-50,9.92212357274012e-33,1.15288434066987e-34,2.89409431892281e-44
"X83.2",2.08117618403861e-16,0.0105129542452564,0.0146876569459886,1.62544058650026e-19,0.000228350040467305,6.96996258738099e-35,0.00358747420384922,3.36075121447738e-20,1.67616381470926e-39,9.43247005945855e-14,0.44305691458603,1.44146236002996e-15,6.32229570489248e-19,3.31402597463775e-09,0.0342238421927184,0.0240814641082309,0.0120893631672697,9.56056198234853e-06,0.0193130044150927,6.22877629566297e-14,1.03091445642461e-09,0.013628960773631,2.96528498336213e-22,9.00975960321461e-05,6.51526285518455e-08,0.0826936621330258,2.93809078016556e-08,2.98096225354986e-26,0.0302771058214415,1.4520907691757e-16,1.08473433269204e-29,0.0170607066392453,2.10137080145073e-25,3.74445224756384e-08,1.08413737471522e-10,2.13675725436491e-15,1.78548385502678e-24,1.37296804095435e-14,1.75954736144744e-07,4.4407504808067e-16,0.0324408076097285,1.11861627646251e-15,1.61565931543628e-22,1.32968803115487e-08,0.168310957368585,0.00148477807518015,4.79355818279699e-18,2.24718398769327e-44,4.73459177857446e-07,1.10860693269379e-12,3.10558290004033e-09,9.2963836381225e-28,2.11642115876113e-17,1.33700063809229e-20,2.07282799300091e-14,1.03473213203288e-07,5.67144131954679e-11
"X177",4.77252391334397e-19,0.0122457085977142,5.8176692683439e-11,7.8833510170082e-19,1.06710592798251e-08,0.0174380570753468,0.00054761798182172,0.00483720118775854,9.29265412441987e-15,0.000766219613031731,0.330934018708064,1.27008064634512e-08,6.03675473562806e-09,2.15667523123691e-07,1.72229294465682e-06,0.0965184556720017,2.6172631121908e-11,9.02226467137577e-14,0.00278354726147876,2.81405996940989e-11,8.88144517548651e-11,0.00642649428096256,3.67104665927454e-17,0.0217279088912528,4.22291786661393e-11,0.000160939511174535,1.65319628750994e-20,1.07473383306567e-07,1.01475898783553e-09,6.2084121459038e-08,1.77404990208905e-24,2.98738746886637e-40,9.86539602181593e-23,0.000340658518241822,4.58728159349675e-14,0.00134984819915074,9.03432409034331e-14,1.84370794168984e-21,2.94918636507292e-06,0.00358662051381492,0.238419837955573,9.74502501915487e-07,8.4351953722775e-20,0.00769530888785457,0.223356078026578,1.53901992189366e-22,1.31862057697186e-19,2.69440072987426e-33,2.8640144957925e-11,7.02938385552619e-07,2.84109530613672e-10,1.00015521803693e-11,3.87127862497487e-19,4.98788585002313e-09,2.0545569368779e-07,1.75692955128916e-14,6.99728567109961e-07
"X207.1",0.000141483464031248,0.0204229022463266,3.12400854137122e-31,1.76146242347119e-18,0.00311520258547102,2.54222085281215e-15,7.76511958184958e-26,0.00125439229331395,3.30794651662978e-29,1.51351234607568e-08,0.114062520011055,4.26985679875381e-16,9.33856104494547e-05,1.54382484694633e-25,5.920375832535e-05,0.0691894645390134,1.11794541125693e-19,4.34326076991385e-06,1.14795142004185e-06,8.28439882984465e-17,4.70466666807206e-07,7.23323328850258e-06,0.000209621680359938,0.0769872472195814,1.82249675739951e-13,1.72451447145566e-15,7.86253040991468e-17,0.000136582677309357,1.74223965729358e-24,2.49750872877104e-13,7.39250204728816e-18,1.23627732834458e-23,3.94356439540709e-05,6.65792461756577e-05,0.0302006240392288,9.12922777457967e-09,1.30546645618999e-27,3.12316452351042e-24,5.24643685753161e-18,0.00383471934058141,0.423496858003137,1.85509892164057e-15,9.66122080463835e-13,0.0245443979352161,0.208307628419968,0.00911136571979318,3.35907215188892e-15,6.31729118348619e-30,8.34933810850655e-24,4.49532808492688e-10,8.05330080129804e-17,3.31542048197913e-11,8.64459943780366e-20,5.07756813848032e-05,3.78167663929311e-07,1.16618845908133e-15,4.11306711902501e-25
"X148",1.3162153852405e-12,0.014624414939523,2.12595717042685e-16,3.67588414001113e-17,4.44444402573369e-05,2.07819865068425e-27,2.46792753173218e-40,2.29964228510591e-24,2.27077294440651e-25,1.05102235485944e-24,3.51501196126138e-24,1.00451745017668e-06,3.25504152617404e-07,8.5987054979552e-16,0.000610925082661929,3.43706309528835e-05,3.7734083335136e-15,0.00593722603708462,8.96695892715852e-15,5.14100960986286e-15,2.39455601543819e-08,1.03416976740593e-14,2.86600237872052e-13,0.145188258110613,9.92674436775311e-12,3.60271171903085e-19,1.10339879250333e-11,1.25934153663208e-10,4.07176765166132e-18,2.71511477031226e-14,7.85866004751402e-20,0.0065295437265509,2.02195718846001e-08,3.96277267084956e-16,0.165397093987351,9.34225061359253e-21,2.65825246151504e-53,1.43874738485343e-10,6.57096045084716e-07,4.29024549945307e-10,0.335889150909648,1.06355028246346e-14,4.80131470455269e-07,0.0193006512290774,0.124008816951169,0.139884634370988,1.38282204110101e-27,1.26423291755871e-42,2.78483619359576e-19,1.3386892844313e-22,1.66488937070998e-13,6.4419507710721e-37,3.31465843239519e-32,0.00791708754681645,1.99830153679872e-12,0.00160537159719171,8.86651276928142e-16
"X118.4",3.5870914238277e-26,0.00581539714016517,6.19220204585876e-05,2.86969151775619e-11,6.20070036116625e-06,1.51827150762541e-09,2.89189419701371e-19,7.58739592484684e-15,2.11010384727556e-15,0.00744429614809602,1.68686929533346e-20,0.00853574840342485,5.50020446216906e-11,1.70058635049404e-17,0.00673039332403453,5.11852354882385e-22,7.59455399222196e-09,0.00621328487532642,8.02315998805571e-16,1.144765643408e-16,9.87291283096228e-14,0.00212033266254757,2.88583546141778e-21,0.163664945039826,1.0473507723549e-08,1.44824653849407e-08,1.17505351293067e-18,0.0162311199338775,8.09470457119005e-10,0.000456574000690848,0.000107413215862862,3.22924531847104e-08,0.000787883890863066,2.00823095297623e-08,0.303654924018902,1.16021268447779e-19,4.9495773961041e-27,2.34777295595867e-11,0.000417797107301978,1.00533766652895e-14,0.0958168309984769,2.08952253177368e-10,2.12511239224458e-06,4.32823937832113e-05,0.0343851400821801,0.287507450532176,9.57522533400961e-25,1.28415580669298e-21,4.2323445378414e-09,1.81894620360477e-07,4.08983270218257e-05,0.0296781473640526,1.21303740571973e-20,0.000824378467852329,3.21491055851582e-05,5.70219145209595e-08,1.8450729308397e-28
"X119.2",0.00340947789827261,0.0119538638134931,1.55091750091425e-13,9.00465934401831e-17,0.000161742079351699,0.00421835042457564,3.88213184700045e-15,1.60132709572527e-09,1.10517933695143e-17,0.00323671167030716,0.0156848863922241,0.000336529310848425,5.24860976881418e-16,7.29496323448401e-16,0.00761199591625085,3.95249436680867e-26,4.78589684893994e-08,6.41829082519324e-07,3.96498512679346e-10,6.41418212993299e-10,0.00614794350773005,5.33331435871366e-05,8.68850332491738e-16,0.131660695784309,5.01108625896386e-10,4.21237421976628e-06,1.50574692614944e-19,1.49000107643352e-05,7.35487713359166e-07,0.000943957125728522,0.039267174216069,3.20920697450851e-10,2.42927381275404e-07,0.00764040107762758,0.313121202159497,8.87226607290098e-06,6.73801829810182e-10,4.86804761395508e-14,4.45837054394285e-08,4.54686230158225e-12,4.12708264786072e-14,4.45842840324842e-15,0.00532676407082471,2.54717556451378e-06,0.00284978476780465,0.193369592607297,1.22447164882069e-21,1.91620575606667e-07,4.4406675592519e-16,6.0444316232104e-13,5.62367522133829e-21,0.216267903514513,1.22353161317214e-10,0.00044251070132836,8.17438755670771e-09,7.19881538064463e-10,5.51500117680818e-19
"X183.1",0.0796609495933816,8.3017418940858e-53,1.75651004500715e-35,1.73051054721591e-26,6.2970015920596e-43,4.09452319385957e-20,0.00121806824933637,7.47239689718885e-27,3.37788620171812e-21,2.27549463425973e-31,1.2759292769563e-25,6.45879866765783e-43,8.54929862936489e-25,2.06354453052724e-21,1.48857227210467e-36,2.81061876131101e-07,7.46860827422342e-27,4.21242706578935e-21,0.000777067785440694,0.00860813851400912,0.00152331863226033,3.95329908136336e-38,6.82698222762002e-53,2.94101624065477e-36,1.92191325355444e-31,0.00777126713047207,0.271622994621121,2.65522474987691e-17,4.04518432578745e-25,2.43852898052187e-06,0.264593200098727,9.10188911732481e-29,3.37689170560977e-11,7.94361653793943e-29,6.14869221117104e-12,4.39305180148066e-29,4.52076329306902e-06,1.35482718971973e-09,1.14146678314633e-33,9.39425359056386e-32,3.53631845824927e-08,9.3207243585623e-31,2.06800321747913e-13,5.62039322091839e-45,0.00431698701274026,0.148368176748083,2.78422601598605e-32,0.0316542306157346,7.98115570650907e-08,2.41551324228718e-49,1.9777300702654e-48,0.10826358475822,2.20984899575056e-16,2.35846738646034e-13,6.79868587877307e-34,9.9474062878204e-21,0.016170834636961
"X222.1",0.0149508030474015,1.00173834113989e-34,4.91459423229103e-23,0.00172532320985438,1.17412034819104e-34,3.17215502823674e-05,2.38342275508314e-05,2.94958936160438e-17,2.80583978116016e-13,2.74405003174029e-17,3.0517443625415e-15,9.43093321315451e-18,1.52901280843954e-26,2.82451054373351e-23,3.40843533597454e-13,0.0329256055224897,8.44491366324692e-22,3.54166827882616e-18,0.0071578095435767,0.0105081335643406,9.65151045120652e-11,8.36130324148519e-19,0.0343772200303227,1.10050596284966e-13,1.92385817308231e-21,0.0197521724428617,0.337895550134217,0.0602779555574077,1.48311871572886e-20,4.28265088698174e-14,0.19173357147241,8.3757798819445e-25,0.00429303013960597,1.57647769279542e-07,1.7210122162852e-16,1.51195264916347e-19,0.000524805073907121,6.40845992027481e-11,3.04779084735892e-11,3.33747940639281e-20,2.1343130562574e-22,1.39326378692561e-26,8.92190791525563e-14,1.62569883311425e-14,0.0104656683446783,0.179806244106372,1.15737169018254e-23,0.0229238899443489,5.36432775189912e-07,5.76688303832496e-26,6.18586221229757e-16,3.33172914812745e-17,5.37567566970645e-28,5.79221367044472e-09,1.30967662419321e-18,4.73687615947466e-27,5.26577685066769e-11
"X144.2",2.76841848485667e-18,6.51009332395288e-09,4.68997638741922e-16,5.29227136596013e-07,2.02067586170555e-06,5.04817698410494e-06,1.54965783664041e-13,6.84273051657449e-24,9.35033863454098e-06,1.38818222999358e-13,3.89571723973342e-25,0.0144248594089481,7.31149070538133e-23,6.77455364699271e-18,2.73198132492317e-12,0.0601284828925644,2.77388253537536e-14,3.80362973019349e-21,0.0128954761743815,0.0485499769387259,3.27031555646091e-21,2.60397718304698e-13,0.0718239174979843,3.7580505806149e-14,2.60292888984577e-21,0.0117416922978431,0.356809019159948,0.0415768526758912,0.00108165156927962,2.54179489947716e-18,0.0564946667149755,0.00459894985622691,0.0641582965307392,1.48106152350302e-09,6.15338748302749e-13,3.8214107252889e-21,1.38974852429807e-11,4.18337577017303e-09,1.5808865827829e-09,3.21089601048815e-08,1.35106636552443e-11,9.36458788345034e-12,4.78722614475777e-27,1.30523786682572e-17,0.0230390521345302,0.0743458718574996,0.00674638950022417,0.00972634557336019,2.19021950827981e-20,4.53348191118057e-16,9.03425817803472e-14,3.80329635777306e-32,2.42044786189449e-17,9.09721815361347e-07,1.60283691014042e-12,2.09435547142201e-18,5.07547357186345e-22
"X111.2",2.17967826540101e-18,1.61039769034356e-14,0.00185390865828352,7.47670136787512e-13,0.0108220931635088,1.55098406876279e-22,0.00793427634301417,2.88719491907258e-22,0.000914396807279096,1.94996004019999e-27,6.82975422063325e-28,0.016138719493943,2.0278329682986e-27,4.17094129493999e-18,3.34308063046165e-29,0.0380246291288413,0.00249563445319329,1.50687374048001e-11,6.12731383060708e-07,0.130960499511046,4.75108668996064e-11,2.48550067813703e-23,0.0593480306328138,4.84500377403972e-15,1.67066160460159e-20,4.96097601490263e-05,0.306677327193069,3.92136252558908e-05,1.38753527709596e-05,9.14027437695587e-08,4.11150621309935e-12,0.00734385711407277,0.168199049553552,5.01984866437326e-29,1.00678313730715e-10,5.85093916666941e-22,0.0017207105612924,0.000264442980124868,2.03610727197566e-11,8.61737296307544e-06,0.00513043495802702,1.3376806022311e-13,4.0710225016093e-13,7.08674800030858e-25,0.0413783326741608,2.01112587848743e-07,0.000105242791468848,9.46425511150307e-09,3.73126285332396e-14,1.14701146333137e-06,1.29591858636362e-23,1.52375888902212e-10,0.0110722937116007,0.000175727261769782,2.52392519053687e-16,3.3552656480507e-08,2.24852949751395e-14
"X105.3",2.62393647426716e-29,5.05664473771568e-30,1.06041729023808e-05,1.4665958642678e-24,0.0149818883828302,3.65359258648444e-26,0.00219988575501051,1.42014172213322e-08,0.0120423527786931,2.08824363228315e-37,4.08628425311057e-22,0.00896686102104571,5.93813819507531e-23,1.71900154166575e-23,7.16910145054682e-36,1.45573206306766e-07,0.000890020599255289,7.17951852609725e-09,9.05256281240416e-18,0.215012783853667,2.05218439523478e-05,3.67583254113771e-30,1.84102362893803e-24,1.51442179675164e-29,2.8964014992184e-24,0.00337152449786536,0.186648366189349,2.73011518979004e-14,0.00118688070047866,5.16391182193401e-07,3.36577677867924e-42,1.0495764355809e-10,0.298965792995218,2.72177999358943e-29,1.93495418357724e-07,5.722882276091e-15,0.00498869428984983,2.99687080791606e-20,0.000300353071980095,7.3769160677728e-20,1.43996893550152e-05,6.11274370245888e-19,0.0291103187260418,1.4287014812922e-24,0.0488708268321253,4.9120333546159e-34,6.79532869882537e-17,4.44374002613912e-18,8.06310542700797e-19,4.63592443404168e-25,1.50705550372308e-35,2.98604538003208e-11,0.00984594100495445,4.69134530381419e-15,1.4122121070772e-24,4.52102543482859e-25,9.62925638181365e-05
"X63.2",3.96751789763805e-20,2.31867489138358e-26,1.28279877808233e-26,0.000369057719740922,3.66836350318873e-32,2.49273132894346e-18,6.79174265156883e-17,1.3176117808413e-22,2.3392722906919e-17,5.34645302426501e-15,3.14749099784519e-19,1.06580930935253e-05,0.000415835864815196,3.60805774491536e-17,5.89340595102378e-26,0.0120792900654938,2.23389558935323e-25,1.95739196363052e-22,0.0553519250265536,0.268205636532292,0.0034024458565204,0.000103474433459773,1.90024599756553e-46,3.92944534278205e-31,2.02187020475976e-37,0.0763231605170771,0.0580839704571858,2.28314774963289e-11,0.000375194213967848,1.44789496192429e-25,1.5707505314034e-09,5.53394227420811e-25,0.353806375367007,1.6459404219824e-12,5.46250692525565e-09,3.69189966481837e-22,0.0134735921028702,4.32956841717017e-24,0.00659471429858577,5.53502854912757e-24,6.89072641416764e-14,6.6523754674085e-15,1.44973581335855e-15,1.38111865208101e-22,0.0308556647225259,3.95655434863447e-05,2.72332771718819e-27,9.42463353404948e-08,7.50488687177272e-27,1.54119572952796e-27,7.7388647479787e-34,0.00192390556762417,8.1764242354673e-15,2.29946583802177e-06,7.72737396457689e-19,3.22161740730758e-31,0.0131723047259161
"X73.1",7.02861305278011e-31,5.48363013541869e-13,7.76894290937072e-51,1.64159774281084e-18,9.75838159782082e-41,3.60047585141071e-20,3.46145250383879e-39,1.02569664346355e-37,7.56915088838622e-34,2.28325890731825e-36,1.34636279315113e-11,8.3607114727648e-25,2.59446384288982e-25,1.75976127403961e-24,4.15313100885362e-05,0.101801754760089,9.39678191883204e-40,3.77248917269792e-32,0.0972777942866179,0.201723177043779,0.00139861661901622,0.00812058927853731,2.91619162010497e-21,9.62917487598552e-16,3.12540804868044e-47,0.223781689719017,2.86770122883385e-08,1.8676825486208e-34,1.0751982126063e-21,2.54667315963632e-45,0.012383612520005,8.87637743925779e-34,0.281906238482215,1.20785659447452e-20,1.81296909242779e-21,6.13615576603571e-34,5.80208800606337e-12,1.75370849972515e-16,3.13562290442273e-27,4.83859969727545e-23,1.162039556833e-29,6.39716694588346e-30,2.44331647729537e-41,5.02326998178415e-43,0.0104095580025201,0.00759669607801553,8.5548689940603e-14,0.00276034136028867,8.09138702003658e-38,3.2067454133948e-07,4.75286643104918e-33,2.51482777914587e-16,1.57902363403379e-25,1.35722098207407e-11,3.30092889383472e-29,4.24514510298872e-37,8.80153824312432e-05
"X106.2",2.84759783610084e-20,0.0069061700839671,7.15481488776445e-21,1.09826366878386e-18,8.11549412082583e-16,9.38501369407802e-13,2.45474054909905e-09,4.14460370758551e-16,1.09445725063611e-19,6.06247813517438e-22,7.74519289900961e-19,1.37901656985824e-18,1.87866100442292e-15,3.36482008297127e-09,0.0412845783411206,0.144553264048178,3.36468992591771e-22,5.20605333347295e-07,0.0373334077850998,0.0870082511072216,0.00442838505198307,0.00837563121476478,6.3749213300894e-17,9.83052450691403e-06,2.57306807117802e-26,0.383291170845414,5.72053881513709e-19,0.00385203681145049,2.65063319117968e-23,2.34872049214021e-17,0.0112452926298404,6.10893562530278e-26,0.150095666903132,6.3309338267272e-26,0.00268379374252561,5.19697466904028e-16,7.33307357033164e-08,4.04479422083492e-16,8.71059979861813e-21,0.00253013206737376,0.0287073711857435,2.16768283013304e-10,3.71569207320625e-24,2.8214472209765e-24,1.93319543857592e-06,1.66481920047847e-06,0.00248831634976354,0.0153298327249769,1.74399451821866e-12,5.53361599516551e-10,3.53722390335053e-17,2.94667498603526e-16,1.29683035149641e-07,5.58642714680553e-10,0.000398974959920131,6.77215947354768e-18,1.04112938077959e-05
