"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53"
"X140.1",3.9419715497304e-10,2.24028144914622e-05,0.0393921250535453,8.38717180172675e-25,2.13006948770628e-18,1.12238222614255e-16,0.00879969555157004,1.77759140039161e-18,0.00217953756539041,2.18731310502851e-06,6.11229155084884e-19,9.09994507038055e-15,7.96912263732384e-18,6.98536495417933e-08,0.310545207682824,0.00919711455885238,0.001584550801236,0.117527696042171,0.0163445656776876,2.18558815652351e-05,3.25737578393392e-08,3.14896260332166e-13,5.53013488634955e-30,9.09166717363881e-08,5.96063161028998e-05,1.67572425759613e-08,4.18273192097213e-09,3.89120847814108e-15,0.00544757461022575,1.22041924186439e-20,4.15477365945093e-11,1.29604984521741e-28,0.169233994590465,1.14404207421061e-24,1.19329755160997e-20,1.73768088853586e-13,4.09689343584446e-05,8.66012511050504e-08,3.74703395751828e-17,1.84786870895126e-17,4.34247430018096e-19,1.13911874022774e-05,1.9473810342645e-07,6.65988137509429e-19,0.0810710101138725,0.12391289313485,2.16683984866238e-38,1.14819713840897e-19,2.00786596552958e-11,1.22385053457293e-21,1.09138165450224e-15,2.15403177216644e-19,0.000237460103249663
"X135",1.7674566999947e-20,3.02406285384944e-07,0.0550854183222127,0.0015533915258818,2.44793926032641e-50,1.35103228617187e-29,0.000203680425480723,8.58208913746906e-29,1.40092797242487e-07,4.1853461275606e-32,1.63711197734958e-11,9.73863166381175e-13,1.33359935392146e-27,0.0711685172042118,0.180846166592294,0.0013265263213243,5.08760520805708e-16,0.00190861863065096,0.0138271435045294,1.85011480351615e-12,1.13446154179993e-08,7.92862614330057e-14,4.17434760186111e-18,0.012206703131731,2.64487984290372e-11,2.561551341003e-22,6.96983021067418e-41,7.16640781409254e-28,2.09693545227316e-17,2.33739120740993e-11,3.15485653613389e-13,5.93631608153205e-46,0.100871977438925,1.6422443079257e-24,1.13057301368349e-18,1.12674575974567e-21,3.03804607723913e-19,3.27038692530551e-05,3.25024401565434e-23,5.18467501100657e-19,6.44580070815279e-25,0.0113873255973539,6.18694410569744e-14,2.24965881540913e-12,0.106883799481901,0.378321283818853,7.17347530721376e-37,3.59320188258863e-29,3.90955923891308e-34,0.00610008386101679,3.76564219062136e-30,5.70095290719923e-22,0.00355077293775686
"X49",1.91913560210833e-26,0.0114633461863969,0.116755409418915,0.000102085806677663,5.19760056491526e-31,0.000150806786470624,0.0238938668092703,1.88274559998379e-18,3.61741039752568e-11,9.8563157076278e-37,5.10307783682739e-10,6.20111948958513e-28,0.0840794970574784,0.16492367790486,4.52959229779722e-08,0.0107575433369918,1.18092794671419e-05,0.00417626769619244,0.0168184928317814,5.11800435420254e-17,5.93361889818294e-33,6.09131797486312e-08,3.60774263142629e-07,7.86544443440429e-09,9.61121987339697e-11,1.71383449535375e-25,1.58713018620259e-11,2.53224540471983e-26,9.39131753689486e-28,1.06861203917423e-21,0,6.09435985585674e-32,7.37508605421754e-12,2.92803040938977e-35,6.25200004894344e-21,2.00372808876024e-09,5.238655807777e-11,0.000121217927060779,1.8564429876391e-20,1.13344308430223e-26,3.81354391599741e-16,3.77575074187315e-08,1.14591288077169e-18,1.07332920703676e-18,0.0650060982243089,0.439230112994368,1.25564101079349e-26,1.79099718756018e-15,0.000141797152080175,0.0377345470192373,3.45928151629404e-18,1.11726819025344e-12,4.44335134509011e-39
"X62.1",1.11956240280622e-23,9.70075676854609e-09,0.219054061170271,7.97933460243118e-16,0.00309957286585428,4.33829148652307e-13,0.0331057249672132,3.09942923305171e-09,1.24656257412567e-08,9.75222566157814e-22,2.05802938307938e-07,1.06178103769934e-17,0.281390255579352,0.129376117876534,1.17628032954247e-29,1.70374780110892e-17,3.55128158847176e-07,3.26199004408015e-10,0.00678038737047909,3.69721742595448e-23,5.13805621337236e-32,3.15695280859093e-05,3.39341725598518e-19,4.94453362960826e-20,0.00724959773387723,4.49892022681707e-17,0.016513538251354,1.03352465988617e-21,9.26160665029147e-05,5.76721546177494e-35,3.9632306365731e-19,6.68438099613326e-23,2.6097328210441e-32,1.72885664453819e-29,5.02403017949965e-37,4.56964038568258e-08,2.00624485180971e-23,3.80948837969793e-05,3.7533958457719e-11,8.95660039007936e-20,1.04571188151978e-25,1.86933526646436e-31,2.75373220122432e-11,6.03374865522796e-17,4.99284873693803e-05,0.194082635938555,1.17526028972494e-16,1.61666230826072e-12,0.000188276476460646,0.0219977599274319,4.45883282071259e-15,9.24748065564978e-27,7.56984109793767e-34
"X96",1.32975536969617e-13,0.0174614527348748,0.331219349123023,0.0109575189542076,0.0301679611998124,5.83574244936736e-15,3.35055864249985e-27,2.88533985394514e-07,0.00058415499612622,9.58033088767059e-26,5.87056078119314e-15,2.99889456888897e-07,0.321280922997088,0.0349768310098224,0.00708661106246354,1.76388740392628e-12,4.68356508506915e-06,1.42301465201338e-10,0.00459534371711312,3.44800243156834e-11,0.0111502054949341,4.57599425774002e-08,5.14436868893849e-24,0.011478509408269,0.00324086502518061,5.04674678617872e-24,2.71657595085516e-07,7.00376947521273e-11,0.0131868425812214,1.49510791517523e-13,0.0110246553883466,1.16277766027601e-11,0.00302816726573265,6.67059745497185e-08,0.0529121559772203,1.22968471679992e-19,4.7565105966834e-20,2.12458013183387e-11,5.59717517810466e-14,8.95299757484644e-07,6.11124366350241e-13,9.1081549071272e-06,9.76782503102768e-17,7.28469310139212e-07,1.20030380359549e-28,0.00511982588188815,0.00586343103722275,5.56501758887044e-07,2.60495958753054e-21,0.00813490423532983,8.12992390707004e-16,1.75325772320414e-12,0.00737565634320094
"X128",2.37582187029721e-15,4.84059467710818e-14,0.368078991670179,0.00496002581497961,0.00540582651403322,8.40067386646853e-06,1.50355965230244e-28,0.00588143610680874,2.87654732237169e-12,4.73959056402695e-29,9.73272111069567e-18,0.00307605593832574,0.114792500827526,6.84473058712503e-29,3.56929616771034e-10,1.20226306624616e-08,0.0103720911680417,7.42500310598696e-14,2.28101328805819e-14,0.00615296486339629,0.0229763883846282,6.58321786403067e-30,4.01417554639693e-34,0.00827454579716509,0.000867387908564451,1.81308098900347e-07,1.1725577951774e-34,2.55524861107517e-11,0.0507019258331644,1.23723276890075e-13,5.29274036419373e-11,3.93552095874581e-06,2.64925235495613e-10,0.00182704358103826,0.221995179414864,1.46590568598939e-14,9.04806005136855e-17,0.00591592775044669,1.33999521714258e-08,1.657858164331e-16,0.00397055680488458,1.22068090426099e-15,3.27475692537828e-18,7.09130078414626e-07,3.29712380793403e-09,5.48548178010329e-34,0.00807032240262893,9.34647674515734e-11,5.87631574894666e-10,4.08701139668184e-12,2.25297747177413e-16,0.0225669881926074,0.0061693638144772
"X147",2.03170212195487e-27,1.29119427952395e-59,0.25800495477121,7.70483977670981e-21,2.59347484214181e-35,0.00637646146384636,1.48994882303273e-06,0.000140435361782062,2.06693155151597e-11,7.78582884750805e-27,2.8394275123266e-12,6.9759809327949e-08,6.48074223822536e-13,2.95451033350339e-13,2.30993113884926e-25,1.39308854488979e-24,0.0109141183996835,1.56663347271883e-12,0.00809364170023734,2.45951867728153e-11,1.8762631876637e-09,5.10731567531295e-19,4.37169607249793e-31,5.06944953249877e-13,0.00105982855340976,0.0033170630128315,2.92785140324899e-28,3.93363032674854e-34,0.197482099084389,4.0347493682302e-38,8.9857229437899e-51,6.16240392215678e-16,1.49455762142866e-23,9.7367497916967e-40,0.234254386100743,0.00360134328212318,2.7355401175631e-09,0.00996585577447134,7.42571104830644e-13,9.19689745471439e-09,4.61565593116083e-11,2.49567652257554e-44,1.15279672749452e-37,2.65550943267218e-17,0.0456776662202838,3.85190084271151e-16,2.65730911541044e-25,1.86627856141587e-11,2.26463990897143e-14,8.8552147470382e-14,1.73435567001922e-15,0.100703922464227,2.27721377392534e-23
"X143",2.70798572822218e-19,0.0205229680759655,0.0931556688915214,0.0344673658446453,1.0645271034087e-29,0.00286817637489819,0.00174404341508571,3.24228546474772e-28,8.96928803598586e-08,5.76611256766155e-22,1.04302078069371e-10,9.2930383262858e-14,1.11928893016153e-08,0.0126968281203304,3.46931154142885e-14,0.00300390406171184,3.03430293998383e-15,4.20898725651643e-07,0.00108045310323156,3.95653482808197e-13,1.3052271683537e-11,2.97299192087824e-06,8.65549451243082e-13,4.82778803579674e-11,0.00578250645972201,3.19059850177123e-19,9.93691372656047e-11,2.80008945060287e-31,0.373102131015331,5.34383314015156e-19,1.58322526019038e-11,5.13944049713502e-16,1.04910105306086e-13,1.13090934166771e-46,0.0895473169587248,4.39736482362833e-07,0.0150017155832049,1.00072111801445e-10,4.85797017741145e-29,1.7579980187268e-07,1.95283499931551e-11,7.99571084982791e-25,2.5170104749429e-27,4.76270826894103e-18,0.062442227647584,5.86354617054694e-11,1.05608626724042e-13,1.06746225891033e-22,5.46858876574162e-22,0.0122026652028998,3.79019014484117e-28,0.177200741181758,1.48011447633479e-10
"X72",4.44070261408803e-07,0.0894430065328261,0.0167233162887793,0.00635341058404742,6.79583929236332e-31,6.94607353867063e-16,3.36613978301106e-14,2.36815122718315e-09,2.46464963694478e-10,3.86497665559701e-18,1.95633391253483e-19,0.000100521731740034,0.00310889647074463,0.0178679136647692,1.86095635593378e-14,2.94173194895976e-07,1.7800247503448e-18,3.70285158543214e-10,9.48992003229356e-12,2.43194465677219e-16,4.48917335307768e-13,2.12015698635987e-05,1.22515011689532e-10,1.34290135249089e-05,8.5642416283809e-06,1.50828288402561e-28,7.96103997156804e-27,1.06199952077894e-24,0.360619901713654,1.25910113491947e-05,0.185652782012266,8.49225911341177e-12,0.000625636387350707,8.31642976202996e-23,2.58434014459109e-08,0.0100164049746805,1.39570740419001e-16,3.18466471683535e-08,1.85230463432602e-31,8.28372403296339e-08,1.8479629958864e-07,0.00134534641475022,0.0170457063195985,9.31430874689251e-20,0.0285054260155132,4.7957559092344e-06,0.00846862326891163,1.17570514009575e-18,1.31446912841358e-12,2.32201027449182e-09,3.35867412222937e-23,0.126230887489483,0.0122545520296219
"X55",0.00159351639262036,0.0533657302273496,0.0214495151555527,2.25599296022588e-21,1.32363763368025e-07,1.19291090666995e-15,2.50355837324832e-05,0.00150680709467041,5.66810158703397e-05,0.000370031820654424,2.22099437959122e-08,0.0172171250932648,1.5469960957249e-11,0.00663042363070628,7.33657655485389e-05,7.97436217209676e-05,0.00917640792201439,2.72811154878595e-09,0.0118327602250123,1.53023370750972e-25,6.63045699085317e-33,1.28890758902604e-12,0.00458224366954133,3.47434706121047e-16,1.74208841012147e-25,2.17902054000096e-07,1.15278280360211e-19,1.02236025307996e-16,0.213362051172354,0.00474604266961922,0.355158439408982,1.16784348948259e-19,0.00589108184225135,8.51817068820215e-19,2.69228511456057e-16,0.0293453799104278,1.14094059749861e-06,2.12649535478745e-05,5.57726595866756e-17,0.0019221716842943,3.91716966277335e-12,1.26532709252299e-08,0.00266314625610518,1.22838718967608e-18,0.00862701969167026,0.00404371706287506,7.27113003763752e-14,0.0715585902085865,0.00191386483522534,1.43955812001818e-25,1.528006311448e-07,0.0220479622656671,0.00141383978378294
"X109",1.01993779679672e-10,2.71046885746942e-22,0.0130990563525448,0.0733645361500216,0.0101356478114652,4.48319185058174e-14,0.0269925350580885,0.00218262624445482,1.62562852250433e-05,8.9078727456296e-08,9.37780839004415e-08,1.117358352067e-13,8.60931185237087e-15,6.17974868408016e-17,4.79656268094618e-14,0.00127678956330502,0.00681131593434618,0.000148429859641594,0.002043635036342,8.89723346745715e-16,2.53991099362711e-47,5.00780250352421e-12,1.72695706931017e-10,1.92848273013568e-26,0.000401448281831461,1.76762022377514e-07,0.00602653841760527,2.71917821330222e-19,0.0888877363685212,0.0100242810543113,0.328316601942424,4.61023992066352e-25,2.36734254042844e-06,1.29669096648529e-09,2.30614272043227e-12,9.62885146566911e-09,0.105599743171317,0.00417342944946703,0.00348859923815716,1.06619242305062e-12,2.6870803037215e-23,1.2757026580503e-14,5.74959063470993e-06,9.21971232131542e-16,0.0185368467268979,4.41187052725712e-08,3.66978838742914e-35,0.162809839284639,0.0027153123130538,4.8958702346852e-49,4.42620093101972e-19,1.5801001500348e-30,4.70729823744679e-31
"X185",1.58748258855114e-17,8.92540980820881e-22,0.000718976481491607,0.167599129719724,3.34599592430278e-37,5.46647088360398e-14,1.75784792740142e-06,0.000185270354102178,0.00148643159702319,2.01055709128597e-12,2.48738732177585e-17,1.25368345244368e-30,1.88071242625796e-16,5.24178429448068e-12,2.01500514882005e-12,0.00227771245457261,8.19956157840666e-15,0.00160924838827718,6.31666516840533e-20,0.00332967060901061,1.32270341431198e-27,5.38980934095493e-08,3.21654125650907e-18,8.71489909352463e-05,4.85853222047544e-13,6.4309052320735e-16,1.96830506182368e-16,3.05920899678126e-16,0.0257095843092759,0.0178487416956576,0.166038698002739,1.23471145661181e-23,5.0028919062527e-09,0.00636457158768617,2.68411160575263e-18,1.69060090163517e-17,0.289883148165794,2.24961585710085e-05,0.00110258546353793,2.00951146669837e-18,1.18921761308599e-18,1.12124637478969e-08,0.000457302441955052,1.74710613786142e-19,0.025035688085907,8.98447510701421e-20,1.00293621446953e-20,0.166239176573246,6.22374660941342e-27,1.5920014048673e-14,8.77711915802258e-20,3.7152690281156e-22,0.0120047190018453
"X156",2.29124983424173e-27,0.0247843040026713,0.00347648757996733,0.00486653002111954,1.4061041700279e-10,9.48748879197201e-10,1.82055967880615e-06,2.63944994624535e-09,6.41666254823771e-05,0.0111144162176902,1.20411008045398e-15,1.37608283329247e-22,1.23280646588918e-12,2.26259609929949e-08,7.69807706164365e-09,0.00114541655655131,5.35208438331712e-05,0.0131053616636554,0.00539263558222528,1.53385535302308e-10,1.92919873697603e-19,1.29909361512869e-07,1.75937714816024e-19,0.00653672560024509,0.0182668488045101,4.58429088898942e-15,4.05201284728208e-07,2.15115569965663e-10,0.0177484059101161,0.0133444044646728,0.0455552594574957,1.43729382009151e-05,0.00505427884512989,0.000156309102325786,2.7866201161663e-10,0.025468491562816,0.362737795239984,1.88141000487041e-12,1.50846702416447e-10,1.80968080605036e-13,7.09306475655259e-18,1.1312189400904e-17,6.20922499066764e-05,5.29029063505075e-07,2.84260054267653e-17,2.62763672021727e-10,0.000161746931607894,0.11828194808983,1.83791399348301e-10,0.0508386091950592,1.16569769485981e-10,2.95928215961657e-12,0.155479787861181
"X169",0.0103492222517762,3.32771722147995e-06,0.0101603473996959,0.00298779962779968,3.27911083427301e-12,2.8071844109974e-20,1.87747443791301e-22,0.0947398218671415,0.0251982288378803,2.63700413645169e-08,0.00573578375927424,0.00379264001932661,0.000194983181133786,3.69825026562665e-11,2.81164657101451e-06,0.000230047950086103,3.39416710552862e-29,0.322372250531272,9.10853854406793e-19,0.00445324732593759,0.00861168079910248,3.36077558177184e-05,0.000188656236846221,2.03044551191346e-14,0.0138571270276381,4.21879981134202e-13,4.00471429494839e-12,0.00626898189557298,0.0166666098703151,5.47046391443263e-11,1.32769348560136e-06,0.00735982164610778,0.0139152500465437,0.00101087441566758,0.00154845564354843,5.32945224333935e-16,2.53069300211692e-07,0.00344644231253617,2.64315471691276e-10,0.0798339795727646,1.34217101720567e-06,0.000175727948046209,5.10628191686377e-07,5.18637420246886e-07,4.53755328155222e-26,0.0156445760858448,0.00857816618365166,0.0119150949979389,2.16275376860652e-25,0.0118933886335147,1.37175560391137e-18,2.77663325625654e-14,0.206401201346842
"X218",2.8549886750774e-05,0.00356115763036568,0.0128315827996671,0.169117121986566,1.14424141054228e-21,2.75498134324574e-10,4.99550866174101e-22,0.104832634129456,3.09412793912192e-05,1.96230577500793e-11,0.000811762233961522,2.15079787505896e-19,4.34941721747774e-30,1.01487035272318e-16,0.0421191182270701,7.92928158231231e-10,5.10777873823972e-20,0.379141536649284,1.39199619893633e-09,4.42336190222686e-11,0.0201479697148707,2.56138242759033e-15,3.37403409349169e-05,1.41559330150103e-26,6.0436890721248e-22,4.74178014156921e-25,1.19651470545929e-12,1.24349821757226e-17,0.012882231029231,8.18761633853511e-05,3.60134819106558e-16,0.0100235116169311,0.0789942313818692,0.00428333650201643,1.2587733092211e-11,0.00546968021250204,1.98846201970703e-12,3.28254176957568e-22,5.9034054453675e-08,9.72004213519173e-07,1.67467127877564e-17,2.86255679479747e-11,8.0397633817452e-11,2.1271999691821e-10,8.5945903630688e-16,8.89756745741638e-13,0.0178256299630838,5.7586440912169e-10,1.02909823298292e-19,3.92363823287615e-27,1.56966852600719e-19,0.000589686505198487,0.0395725623099976
"X131.1",5.69648867579925e-20,0.000208282912272262,0.0144291583344544,0.0545036652123529,1.21568495131212e-06,0.00709183300690501,0.010457131601725,0.047713007218131,4.27686124797394e-19,0.000979337513480993,2.40948288783967e-11,7.65941096041355e-07,3.13656462902236e-08,1.77843626467855e-33,0.126969168660113,0.00214727149719455,0.00457143047323971,0.27239500461319,0.0011528208885073,4.61028504381522e-20,2.8813027823163e-09,0.000140422903908669,1.13275872517955e-13,6.96350061365485e-28,0.00773058550371605,7.05273406982006e-21,0.00662479328399039,3.34085941521372e-14,0.00336839680114709,2.48670618062032e-09,1.83799805564814e-10,0.00312643094551215,0.248588418506379,0.000552323076918518,1.20905425929481e-08,0.00477117668980896,0.00110068051275778,2.90409007185225e-12,7.56192516586685e-09,4.13501126901353e-39,5.63995264388001e-25,1.77436373650428e-21,2.33068833485264e-05,3.8837727389443e-26,0.00862721889155874,0.00639147689100835,0.000168803800829213,2.12570122907242e-15,0.0102329272798898,0.0374872572637313,5.95653092614191e-05,2.82930923285601e-08,2.46766821194321e-33
"X98",7.9373101562297e-15,1.20114876342947e-05,0.0199945019173207,1.83681693473099e-23,7.16033028274609e-17,1.72096626201808e-15,8.28265873299545e-26,0.000127462569273065,0.00775930356355011,0.00287074426362522,3.41935539505157e-21,1.2374904908748e-18,1.00659321276976e-14,6.13415508910299e-34,0.135327500956542,0.0154870768680262,7.55035451745624e-06,0.0956911988649728,0.00031861280641512,7.23187764776492e-07,0.00438429138601006,2.88418165165598e-11,7.87650141528267e-11,8.05493590714639e-36,9.89313976010161e-08,7.10475383614219e-05,0.012450857404072,2.66151138555034e-12,0.00308215505207364,1.47791756854869e-11,0.00627619070109587,6.32591882584212e-21,0.387742602159409,2.16819208397329e-15,1.72999042941077e-10,3.84882796328479e-21,0.000404816678244388,6.98595468889245e-09,4.33522302277483e-17,2.02578341373656e-06,2.12221926180213e-23,3.50438581874361e-05,0.00168392183191481,3.5338419745186e-16,0.0512549901197155,0.147087435238884,4.46576503444838e-34,5.25060616818724e-17,3.69509977935088e-17,9.85879256680452e-06,7.33255048930459e-15,3.65837754261897e-14,0.000218167610950987
"X128.1",3.54301691115733e-18,9.64043653825828e-34,0.0199288797642903,9.53614100698496e-10,1.72590566037926e-38,4.50163831004353e-28,5.16952933231856e-37,1.1002738681361e-14,1.00188972021679e-06,0.00114314134371429,1.17762740988682e-25,2.24244273664007e-28,1.41352951801386e-07,1.53248427577446e-06,0.0522549403346061,0.00660374162042488,1.72131741126454e-25,1.13304138930392e-18,2.74961274096147e-05,0.000158534540647515,0.0120266597142423,3.161013568341e-15,0.0647407706136741,3.43745146206459e-19,8.43218499588547e-26,1.43232140911795e-18,3.44206955105277e-32,5.85411299968234e-16,5.33745125324491e-09,1.57925823915272e-05,1.216127515538e-12,1.49412268487849e-21,0.270124666551855,3.45234120319262e-10,9.02123554314818e-18,2.39743812179273e-25,6.56817537168054e-22,1.55456748237829e-07,1.08545503930583e-16,0.0132418786138296,9.517837975738e-23,0.0119741000078902,4.281854240313e-05,4.11050840272591e-09,0.106975505500499,0.387187365754609,1.15733318428961e-33,5.14976061414248e-30,5.99326057332132e-39,3.41843541709193e-33,7.66594976003955e-27,5.65900147263194e-08,0.00776051239560218
"X115",1.87209025049003e-21,2.60432521785529e-47,0.0224271553129783,1.92068388013012e-06,3.65356457012158e-34,3.4591667338599e-10,0.00172852765850155,1.0246447873863e-14,1.2051869792511e-06,0.00400893801966124,1.88973285309748e-19,5.38209061186731e-17,0.149803433287623,0.0184330824660442,9.11767666224198e-28,0.000277252539625089,1.97569656186481e-09,0.00450217893432881,7.56763195884476e-07,4.75851637854635e-05,3.93183873436207e-13,0.00167276195014358,0.14362914212907,5.71877795231827e-19,2.5433184805267e-14,3.81453135450493e-15,9.02690768825429e-13,1.93065747628182e-12,3.60970358538451e-10,0.0104906464436043,3.58951669437612e-20,0.0180515787240329,0.040565512770921,2.23414590746511e-10,1.41810025294198e-37,1.13499708018163e-09,4.04447022749977e-13,9.88325233878182e-07,1.12327208961002e-15,4.57891523075263e-15,0.00113961227975839,2.17020152405333e-26,3.48115225404331e-12,8.83390633663141e-18,0.0764634084533167,0.432606724122699,1.44768082436358e-20,2.80331790452437e-16,1.27028306290105e-18,0.00792063324867975,1.63375324112249e-10,0.0074920313327893,5.88470057959631e-26
"X127.1",2.45580617059503e-12,2.02630910323079e-11,0.0686038808623532,1.03333385008296e-17,6.090462098646e-06,0.000385961739579712,0.0157105449394719,8.26717392090279e-20,0.000476747234900966,0.00108824055329502,3.69679475219685e-12,1.36846623695834e-06,0.399439253877174,0.0243524764646622,2.56726739100462e-21,2.00094066786679e-28,3.83578021341433e-16,4.51691183646406e-05,3.62552460455685e-23,2.2772606336037e-17,1.97538791495477e-11,0.00576288862209289,0.0900628779951654,1.28924217903888e-18,0.00211372143410545,0.00268427753436227,0.0266486093638398,1.28641865893291e-14,0.0180895695302961,0.0106488189039395,2.21129515741495e-14,0.0136450426834956,3.3790927027215e-18,0.000104291966964473,0.000269611363794964,1.83417281446944e-06,4.25083023252174e-07,0.00459048958713689,9.11606241116634e-10,0.000595477921785275,0.000328460872835116,1.18421475313877e-38,5.06375323739448e-11,6.4221627363865e-12,0.00493609478625975,0.201728055473537,4.3775613141395e-28,0.00142492838033409,7.38425358791492e-06,3.81183870937184e-19,5.53830319420516e-13,2.83511734495406e-14,1.21859620396539e-12
"X135.1",1.52782608989575e-05,0.00823680578417006,0.1299188604472,0.000129815577550711,5.10756093674701e-23,6.01957858496172e-17,6.520933660502e-22,2.55124636118274e-26,5.80329962514485e-17,1.25898404911001e-05,4.31648554842064e-19,2.58454902716935e-06,0.436896149107319,2.17286827097264e-36,1.64198397408257e-11,2.51222071981737e-07,2.81963697679156e-25,2.74115577015772e-13,4.09762784867385e-49,1.00690674249357e-09,0.0122412261991104,8.09433158007325e-29,3.78412882296127e-10,0.0269362870440793,4.72327798802596e-13,1.53950505265956e-37,2.25153176272497e-08,5.14662028544615e-16,0.0154318501922862,0.017720094873756,2.79994060720413e-07,4.91909158778744e-18,0.0104831795741469,0.0230961628185669,0.140287384957181,5.1191255874543e-24,2.74960187536428e-19,9.51873126868474e-20,1.09030825568115e-30,1.14773674802788e-19,0.00201637702436968,0.0162613385598944,1.17669655321026e-13,1.22827253934707e-06,1.54432112928861e-12,0.00124033754332917,1.00618775393347e-12,4.27427243522916e-14,1.74389438547033e-27,9.09791866812722e-18,1.23784348946555e-20,7.36871034710446e-24,0.011945876830868
"X113.1",4.79175470587626e-24,5.14071109059734e-24,0.1468550943748,2.41333036621149e-08,3.88221309359181e-52,5.35484821942371e-06,1.25925312400364e-25,1.87517709181045e-21,7.29615709330938e-31,1.6379426745117e-18,4.4712957847382e-23,5.34730885794854e-15,0.193495910958214,4.00611008177144e-52,1.32747152631702e-30,7.41266699401556e-10,5.81068033473818e-19,4.22735511390657e-24,4.26456873945908e-43,0.00976024542023842,0.0160579534277611,1.85614027776835e-48,8.18900200117452e-32,0.0156990242303603,1.56567607416326e-25,5.14112329272027e-25,4.47725380883093e-38,1.14840082314909e-13,0.0463095358601476,0.0102499054058917,2.18350187914453e-10,1.79842942439168e-10,3.93658377784028e-07,0.0232787746117256,0.348842228201602,2.12058969649975e-32,2.948385243511e-29,1.32417413249643e-13,4.06233139416601e-19,2.2873994820005e-40,0.00205033388083316,0.0126218546633524,3.37644190394767e-11,3.09649884496991e-09,0.027897066330549,3.61371804653002e-28,2.00874797565868e-10,8.10275717079207e-26,2.02572081530572e-19,5.20421603817337e-43,3.6616573570182e-10,1.38148966468908e-14,0.00116688737892348
"X119",1.32390001246312e-29,5.0788954707417e-33,0.0954657246984586,2.96335567951135e-33,6.33979341301194e-06,0.0400661872845312,0.0258623410446211,1.25138931569647e-13,5.60367776461001e-16,1.19168202364586e-12,3.23509193529601e-07,9.81208843661332e-25,0.0225714373285157,1.40845609198926e-21,5.11901985196871e-18,5.10489513075816e-16,0.0044605536002598,1.87186748167034e-14,8.5637400819918e-08,0.00168295450819298,0.0135267896755439,1.30527846423191e-09,1.17381882025147e-15,0.000574441830323296,7.8178131176251e-22,1.00382344756651e-11,5.55352354142293e-05,1.01140956961205e-27,0.206179001724741,7.92400388087826e-14,3.14918071927478e-40,0.000610035162565254,8.82744559809023e-15,0.000428706845243014,0.384273154707005,2.35462280867781e-05,5.40871299250365e-14,1.95352711908255e-14,9.86328681423927e-09,6.3568715312374e-29,9.77147588693518e-07,5.43989523773976e-22,1.35990877286858e-24,1.41094934877335e-10,0.0493229758744908,0.0113755437290805,1.99188909457384e-40,1.44369111942461e-12,1.56676474836506e-09,1.6117732475668e-18,0.012225078748979,0.0142346431250337,1.50246414952673e-37
"X159",1.20164144737108e-05,0.125256225591592,0.0206607714258737,0.0297041883279507,0.0360737860766911,0.00859947717816774,0.0231416403253144,3.25891445135518e-21,6.57538669758504e-20,7.43276234455525e-19,1.04737971792843e-13,8.42181908041424e-19,7.0704856371746e-13,1.10380853932736e-05,0.00543061721361172,3.21300679864634e-08,3.01956949266636e-24,5.63182356201716e-15,4.11602143321506e-25,1.21674717072198e-16,0.00908684705010272,0.000524327604813394,5.09066479075729e-13,1.54162216620955e-09,3.46918773166861e-12,2.24066127105908e-20,0.0277460312802153,5.37351682261477e-25,0.399098916562123,1.56354869449321e-08,5.77573413453516e-43,1.0731363468784e-13,9.50173149723231e-27,7.85115311519913e-24,0.177140212940682,1.62498306815305e-08,8.31274977574791e-11,1.16253971757676e-27,3.82216673546367e-18,2.57726957159184e-30,3.13445801412553e-05,1.7582336281686e-15,5.51083862131045e-26,3.40354564941613e-12,0.0425816772154321,0.00571037564326291,1.82212001447874e-22,5.90258304218609e-15,1.1551437589001e-27,0.00660708352122392,5.92433017479475e-08,0.0347983973579613,6.59071002074804e-27
"X107",0.0499731214114332,0.215305144899848,1.27054000936242e-28,0.000121731323777337,0.0380157468924139,1.3291124169356e-16,7.29994242342866e-40,4.99127653351478e-08,8.71183362668e-22,1.34921890250387e-06,2.32845823885305e-11,1.00302173899796e-15,0.0115747107811825,0.00159086781151747,2.73892887614392e-10,2.34321232862867e-18,9.91148408456169e-23,2.15181293173284e-12,1.07655061239846e-33,8.84395736173489e-09,0.0236984092934838,3.3524163557472e-08,9.04141732341416e-16,4.68437223420182e-06,1.88460587825655e-15,9.25117100784505e-12,2.81292232502074e-17,3.85958092885042e-09,0.412081392371472,2.74801117872927e-06,0.0849397568807759,0.00654341578495917,7.03933019229217e-18,1.4956745794456e-09,0.0143899578730277,6.97117212093227e-06,6.68084531291184e-15,6.48080944771629e-12,1.10305566254802e-13,5.68594288399895e-26,3.64410696473066e-14,0.000548984155946881,3.61784889846429e-05,5.46226140775176e-05,7.51424217095993e-06,0.0171904149576346,0.0329674787440739,0.0281156885895742,1.18432737373693e-07,4.12037734040854e-17,0.00358892386253633,0.00648563880775164,0.00927876441317565
