"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53"
"X147.1",9.30484252635664e-05,0.0132617913408317,5.62617010857511e-30,4.61221111893378e-07,0.0180391326502138,7.56993902270101e-26,5.83465732562261e-33,9.9443286227583e-15,3.6051043097736e-22,2.20722979361533e-24,0.0799335088955428,6.33490219788042e-32,4.89689290052449e-21,5.93110887015094e-19,1.21620509565124e-18,0.0187090621466619,6.17826061384958e-11,1.86640044853926e-06,4.27721053723944e-26,2.24761413606367e-18,2.56078282400058e-16,7.78842160321914e-20,1.31821508479601e-16,5.58972758696132e-18,4.31787244529551e-15,9.63631472672848e-17,4.04129925243454e-12,0.0128459396839861,2.20674198265103e-06,2.48839533796537e-14,3.86911732886559e-13,5.66360729203968e-05,9.03790992099761e-19,0.00869765399347749,1.75849417491914e-10,1.69400225609449e-11,3.50802739922143e-19,2.16534377274847e-20,2.61635020078365e-09,2.82718031270062e-17,2.48330418319556e-14,3.02988096804967e-06,1.09853255652955e-10,0.407268257551667,0.251030133104037,5.26389864919236e-18,0.197829930302664,4.46182268936758e-10,0.0057199042382258,0.00921561401757314,4.40435645260429e-10,5.02952377110665e-13,0.00133131742140511
"X123.3",0.00839118870464159,8.28676496167805e-05,1.45877706555547e-11,4.20557787109097e-24,8.9270582208638e-10,5.04895088470482e-13,0.0138522526924271,1.30103168948512e-13,0.0149729886444815,8.41014248318679e-10,1.73408752705024e-11,2.84491709628653e-14,2.40151852975903e-09,0.00430055242300703,0.000170978962026537,0.0146650373843602,0.00055491343058654,0.000252549529864863,4.09031203592923e-06,0.015571654591873,6.3858554478859e-13,4.9853977417459e-11,6.47046512424743e-07,9.15322574844711e-11,0.00740446651427089,0.00878502321469148,0.00772034209199912,3.62716025881976e-07,0.000941497511307038,2.06099911026251e-06,1.80120593919534e-11,0.00743100615685398,5.00022826867225e-07,0.00860116453584383,1.10763327098277e-06,0.00291206449000318,6.80555291429455e-06,5.33597505484645e-19,0.0477074502363504,5.34457134103348e-07,0.00588289934877974,1.05074723796244e-13,1.13714737209641e-09,0.455670095726125,0.06145660446887,5.50485765450142e-12,0.0906215521739722,7.14651773375716e-09,0.148175449092721,0.00107169319989276,0.00105152638143184,5.27222419972669e-06,0.00180765458999046
"X157.3",0.0274235761814735,2.64920550847066e-84,3.5613581211294e-23,0.089912191031866,8.34383327462599e-31,2.04548348599861e-14,0.0678359717912946,8.80099415999773e-16,0.00130702150091671,2.67646874218203e-35,6.36694003626384e-21,2.42500471876001e-21,1.75301651538322e-19,0.00153208528527831,0.000433916722155706,0.00300623540126548,0.00019864024447372,3.14746970624528e-19,0.00883224991842676,0.00270854484266178,0.00295475178592966,9.32766752502668e-12,9.94590587045286e-23,0.00267175954538045,0.010830930786476,0.000324872664753915,2.92405201948635e-13,1.06748367399652e-22,6.90519768313874e-16,8.74556486998313e-25,1.2918807230122e-17,2.58146603192903e-09,1.70066100603384e-09,1.49329924801331e-25,4.11445952444363e-23,9.66190259538023e-07,9.89333908934015e-25,7.20624106491213e-12,0.208632833726155,0.000178770577390088,2.66023690433775e-26,1.10534103591969e-31,6.7886190403086e-31,0.289636541354057,7.97426875308119e-19,1.91068804338799e-25,0.00779644064507429,1.13350496106749e-18,0.218953724645033,4.79493736815386e-32,2.57678267616867e-13,2.99987821436619e-13,3.27287432682838e-34
"X144.1",0.0292908383887169,6.20412778822646e-08,1.41595331226011e-15,0.16796366748017,6.32840718325588e-07,5.90065410454079e-07,0.0288756638932539,0.00776299043894759,0.00104657201665367,4.44212563423528e-19,7.98181580553164e-23,1.49273006596407e-21,4.11396828482284e-08,2.00235301590969e-08,2.69993227590705e-11,0.00128975105125318,1.03758748044567e-16,4.00123114364547e-13,0.00656584734969579,5.45532014674165e-17,0.00138399916037219,1.02809342922291e-07,1.30367074198678e-13,3.46737657107189e-06,1.18335828913242e-10,2.02448894406287e-17,3.40366816324231e-11,6.69703663747547e-17,6.77122381182528e-10,1.71493944927408e-17,1.48742171640143e-09,0.000729552527758552,1.96763793151994e-24,2.90008337275529e-08,5.59162238844242e-06,0.0038636177530305,8.93310036627836e-17,1.27386360709022e-14,0.390049818989637,4.13293266889445e-07,4.88704278181165e-18,1.02148138903936e-16,3.76292407494005e-08,0.109272015208956,0.0411649046291119,4.33802117140101e-16,1.06168493383339e-08,0.00056791205090802,0.145293954092043,0.0366686882424605,3.5697504887067e-06,8.16767020824334e-09,0.00109747857885931
"X124",1.30483957086609e-08,0.0164851270346488,4.08815075517187e-21,4.72252863177819e-19,1.57996000843976e-08,0.00272099368994681,2.95960788380535e-26,1.11294819755239e-06,0.000110728992334576,5.04308638854864e-06,1.68138624646439e-06,1.13678866983383e-17,3.07674801585601e-13,1.51601430247498e-06,7.20489063293958e-16,2.66222670725363e-06,1.27738783270314e-19,3.54656298630762e-17,1.64087156328183e-15,2.72603817744298e-19,7.72201778562229e-27,1.47466459801048e-07,4.53060744569991e-31,9.57420865173755e-06,1.28599101228363e-10,4.34577789934827e-21,6.07092969078061e-11,2.81791278183889e-10,6.22219921594766e-13,9.0059192850427e-19,0.004514437608918,0.00575418506808641,2.16793042237023e-23,2.20626757922869e-06,0.000832407810152767,0.0472277484882871,5.77014998131706e-05,7.2823892229184e-14,0.386093064844218,6.19388488009203e-16,8.90744623067399e-12,0.000767242874150899,0.00388247002855865,0.0261374997445341,0.0717586855201047,1.73660070311492e-20,0.0148781976748876,0.000788324508567555,0.071056642890175,0.164180989043276,0.0087984046216628,6.85289500298885e-11,0.142751283751521
"X141.2",0.00597443829361134,9.44909846513039e-11,3.40905465144513e-24,0.000438969768488234,3.55533393013745e-06,2.03971025711742e-07,0.00232890532760869,2.40670439814458e-10,0.118583294325657,8.33287988671427e-28,0.000564470728112188,8.72243459079262e-17,1.73859003429463e-07,7.20110261199325e-21,1.78140801419489e-11,0.000122826462139807,0.0124875231042207,9.557677207769e-25,5.35238575156863e-20,0.00611539195863614,3.73810165979883e-09,0.000333637134919744,5.85187886450428e-09,2.61241707400056e-06,2.53554103415993e-08,0.342466447958562,4.89272639467614e-08,3.3766164499755e-14,0.000750792532965799,1.94347148123607e-15,7.08014575461805e-05,2.20535647379014e-21,0.00726997732612199,3.00297172437952e-38,7.89139515684807e-05,5.14813077407071e-13,4.52390607609026e-07,2.76101665234097e-29,0.00419445459977525,1.33100051323474e-09,2.63995850250636e-15,7.00770602859772e-19,0.00482204187445072,3.35954279975071e-13,5.89883909631778e-18,5.08353583229372e-19,0.0121095786601732,7.83136195654158e-23,0.000562998551372816,0.167401906154999,0.152916172367695,4.86515932383615e-07,0.160944954390619
"X105.1",0.000554546969652498,0.00459022999796431,3.86398766664932e-20,0.133454786378825,2.43018288454846e-21,0.00364519529257142,3.26629909037513e-26,9.29451609118606e-15,0.0709724304094718,2.188236452822e-29,1.77706675278346e-10,1.0977661269494e-13,3.63454622437031e-06,2.92612059936535e-14,4.57267857602638e-15,8.71762239157916e-07,0.00798334365606522,1.44719717697151e-13,0.00010393225786548,5.10470343055438e-09,4.70574373740809e-13,0.00109278585950954,1.69413057366557e-15,3.72696862154352e-12,0.12408085228346,0.376189644340674,1.99511136451846e-20,2.11701839492595e-35,7.82145827221366e-16,1.65715076356045e-28,2.99090492889439e-12,1.23411175438137e-22,5.67212249940933e-15,5.67875981734767e-42,4.41578496187585e-06,1.23821037074842e-25,1.18384873811688e-06,4.64757850992669e-22,7.16057149433592e-06,3.20417095612255e-17,2.69862075809206e-17,1.29483081421506e-08,2.72254499609663e-05,1.62371851872597e-22,6.97073059311091e-08,1.95505230824509e-12,0.0301414521697502,1.18573081321836e-18,1.15789795735844e-07,0.0571103517300518,0.193708912667441,3.86195729893181e-18,0.0147147773558368
"X93.4",2.00335659131293e-22,5.10386896515609e-05,6.59676359176094e-17,0.0366263474141229,1.08730321756383e-05,0.00321695497764397,2.93785869920391e-19,0.00336251734290277,8.33208572391594e-11,1.10154200164844e-20,1.00217940865777e-23,0.0012546896371734,7.4791501519958e-08,6.65105911873914e-07,6.26838092290445e-09,1.83615765403442e-17,0.00124823104391088,4.60228750625095e-15,0.0178628564706951,0.000350653866710815,4.92537374599634e-10,5.03255804016395e-26,1.50126158276735e-13,6.73294715620723e-10,0.336995519524351,0.266281582079567,4.41205954680618e-18,2.94992096399315e-05,1.3457047917275e-18,6.18651290463969e-14,3.17777635512798e-05,6.39027777814647e-05,4.60950101428909e-12,9.78915679587874e-18,0.00331801844757694,0.00778322512964027,2.63401143496882e-06,6.30582375986589e-07,0.000275342539956317,3.40769745724374e-06,6.28470203056753e-07,6.69480150623828e-07,0.0688316647398807,5.57931120932278e-22,9.58225192206203e-24,0.000219337905832582,0.048803273210677,0.00208497131115398,3.85836783001666e-08,1.05433757703452e-65,0.188157005563545,7.84038133959582e-18,2.83363666751877e-23
"X118.3",9.2269657745064e-19,1.10509694422172e-11,1.89482969318324e-19,1.22127428225317e-05,3.33851470002594e-23,1.89538697143715e-20,0.00413775348832886,0.000127379959384806,1.38090498123599e-41,3.87792577001506e-08,2.07133855018458e-24,9.56590785435298e-38,2.79491398991865e-13,9.49946730098464e-17,0.00507969415251592,4.96866410125038e-17,1.33052259205923e-38,5.0515831715327e-23,0.0228242892020498,0.0145829729913452,2.76821553960147e-05,1.21785275533165e-48,1.7549990742068e-23,8.89178699619975e-09,0.298017129526558,0.115366113905131,1.3869411103393e-09,0.023836335060851,8.68307350358826e-07,2.25071460750016e-06,3.41800569431062e-19,0.00852260191121929,0.00282122807625911,0.000646109583954034,9.60649419546044e-17,5.96655487845429e-25,4.84534663219773e-21,1.93850973050186e-27,3.9670028185113e-07,0.000104715248184766,1.13744461582606e-17,1.05098658925842e-19,0.264655659949393,2.35722101521373e-16,2.59469785308089e-17,1.86719059591261e-26,0.0363351622464161,8.66193502215447e-28,2.00196361447086e-13,1.7585698862893e-41,0.160708805404576,6.12044612528033e-19,0.00115450270083372
"X124.1",3.91998762144086e-31,0.00151912059164374,3.48432941783528e-17,0.0161905698613831,3.9327057743015e-23,1.99611006483767e-26,0.0496365899142212,3.6430451212107e-14,2.79056187493746e-09,0.000241351279936195,4.47441742843799e-06,1.28054822645201e-09,4.16146608432079e-26,1.67550047986838e-16,2.83629476845714e-20,0.000998269577703162,2.11232677678599e-39,8.93187622725469e-33,0.0261329960645723,0.0140200252778077,0.000279653915235401,1.68423963928188e-17,3.0777166862897e-31,8.23682545027162e-10,0.0900869671616418,0.0355858089292122,2.78735879698492e-13,0.0494516943974728,3.72208305905813e-16,2.35480880146148e-15,1.53675827494401e-29,0.0158829684690672,1.11039064595759e-23,0.00285741012430143,1.68921036281003e-30,8.491669101965e-20,1.2366653765106e-12,0.036049096188367,1.82121353909973e-06,8.48921558438663e-11,1.93672559728013e-10,4.4143317605991e-18,0.434562800920648,6.74628015502531e-05,0.0147108407674869,1.26649276470945e-38,0.0242071235197218,3.06743324939056e-33,0.0101168047569082,3.8803661653625e-12,0.116576071345289,8.80881753587404e-21,0.000109787706854554
"X117",5.12237925179866e-21,1.7434145853499e-05,1.66519441256715e-09,3.46417654248906e-15,0.0141715410207255,1.12887114520075e-07,0.00996415229731328,6.24985217072375e-24,1.9513215250214e-19,1.17679169277488e-23,0.000166489410120455,0.0950677351408065,5.81070434739878e-21,2.46577273115132e-24,1.83455561116492e-25,2.58551701389335e-18,5.76633600113014e-11,1.01106061230487e-22,0.0230445215482578,1.60507268020536e-16,2.99536990837759e-07,0.0215959095508444,4.754001879453e-12,1.384049376927e-05,3.72961918861637e-32,0.00718724506734257,7.32739529815882e-05,0.00169595807945498,4.12844222372912e-25,0.000213199247728764,3.67332859272089e-13,1.91310238136651e-12,3.59084998910429e-19,7.63325355306583e-10,0.00810559818815672,1.28360121461987e-10,0.00105566308535672,0.187972311822914,3.61880507894681e-16,2.92539481212708e-09,3.53145153580042e-09,3.08707770247171e-09,0.39523927947394,2.1583771060758e-23,1.20919815926063e-22,1.07606538501763e-10,0.0795447991893847,2.3727463761226e-23,0.00740375564551886,5.59085085364817e-05,0.0598695392833783,4.07556631381671e-11,1.73129367788684e-28
"X88.2",0.000447573605514422,7.88852520371453e-51,2.51160347187818e-17,0.00439630111946104,0.0527620708832902,0.00122338166653181,1.22517888356416e-41,5.19075781561473e-28,3.92907319943621e-11,4.14921769442621e-51,5.59777919954089e-33,0.232690667391626,4.90365027850821e-14,8.76270510277081e-18,1.60622113113304e-17,0.0426592203906578,1.01159333994415e-11,1.26315298833561e-12,0.00512336719232431,2.15988103243977e-12,2.43456910717066e-25,0.0010517673619031,7.89487326658966e-16,2.57680224185259e-07,1.26980178681229e-31,1.61557019514094e-10,3.08058813747517e-21,6.35825173628918e-46,3.36659287845572e-24,1.19977060711676e-24,2.27753282072041e-18,6.23457066529447e-36,3.83312291014535e-18,7.7816025744733e-56,3.38017554656957e-20,2.95284927855961e-26,5.24979197244009e-20,0.243963090519768,2.08047589172381e-19,1.21312130504369e-19,2.41513131829672e-09,1.7738193784561e-21,0.220439984032583,9.42025490073919e-22,2.13695033245311e-39,7.64632806109323e-08,0.132351840258934,4.90995100016374e-31,1.35419782829035e-30,0.0198955271526512,1.61421004598386e-09,1.61749823346568e-13,4.33668117659439e-12
"X105.2",2.5964141174346e-29,2.65898993159232e-11,7.87644026887597e-56,0.0139204508076652,0.0348396274125305,1.23668906589479e-17,6.13202733424899e-68,4.53503659791525e-22,0.0233298163278696,3.00951231703449e-42,3.34600025435175e-34,0.286858561527086,8.53795024351107e-22,3.3506824866881e-19,1.55132321830605e-18,0.26523754635273,6.56067590813682e-23,1.4776774769507e-31,0.0106274334958265,0.00354646379829778,2.04082651655583e-42,5.21452037053388e-31,1.51338167230248e-28,1.00589180389631e-22,0.0109431898997568,7.87374345987825e-32,5.81652426343888e-36,7.56000295118776e-32,2.37446531274458e-37,1.0617464300866e-52,1.46331424683621e-33,3.43872347161532e-37,1.11135063360861e-15,4.01761073249096e-54,3.02721037752038e-20,8.10313363844303e-33,2.18562965242826e-38,0.117950721172377,0.000110580034079095,5.16960450853702e-41,0.00664152249414503,7.70199847448603e-21,0.0612405755077318,0.00107386993606902,7.36847488544015e-64,2.02148870187103e-20,0.16725864235736,6.77543858436911e-21,2.29076360771556e-24,0.0253370233519662,1.23619366297557e-15,2.60232640558963e-27,7.4131690135703e-15
"X46",2.03554899080364e-38,0.00760589422662477,1.21636693066676e-17,3.30474247311194e-36,1.21978482291899e-11,2.04283386652711e-18,0.0872659978286605,1.077593082582e-06,4.13571946143645e-43,2.08274057620881e-19,0.0482808671180918,0.216569570856761,2.92974740330007e-22,2.48177069031562e-07,1.1760289969985e-16,0.403420613350327,8.12950738133482e-18,3.8635950412003e-18,0.0219573088431395,8.33071359744341e-05,3.89662964451912e-22,7.24169111511552e-42,9.19143515405477e-14,5.75698693880414e-41,1.9340223940089e-27,1.15835596536597e-23,6.71902863509969e-24,7.74988052230763e-16,6.39237661719115e-30,3.35329491806923e-15,9.88570309433560e-12,6.66202941359361e-15,3.47299987694567e-17,2.09076480425401e-25,2.39062059541679e-10,1.33807705885589e-09,2.27136715156806e-14,3.84071174487266e-49,3.48413389872186e-14,3.33674833494765e-14,0.0101319677381117,7.54899397635467e-26,0.0104480278923237,1.22955637215646e-29,2.0864133094986e-17,5.5024292154384e-11,0.249019877609477,5.54110051999765e-16,0.0138588675378856,2.87607944985247e-22,0.0186226943339851,5.04491260422661e-06,1.57040467003671e-29
"X52",1.68309264534005e-26,4.35435168392959e-52,3.30909346161348e-06,1.30363147298473e-39,3.33782031554321e-27,1.74966401153573e-19,0.245634777335874,1.37569369074931e-24,4.68128175324492e-73,7.6065135769835e-16,0.0979808073344204,0.0835136730249058,3.48830530782696e-15,1.58764516403372e-27,6.98574233117591e-25,0.255454562659908,1.1299736665156e-25,3.61595583131743e-25,0.00848607312014695,1.44826203058442e-16,2.72719657323547e-16,1.65186306270821e-51,1.45099123437239e-18,6.81701022767287e-33,2.84962181731142e-61,8.15265211113189e-07,1.07699403351593e-19,2.85092576464812e-34,1.15826918816831e-25,0.00104374715999272,1.22369834945983e-15,6.37499917508559e-13,7.23292640860992e-13,8.6114544954879e-18,5.31685752290562e-25,1.35507765930709e-20,1.04903086634957e-18,1.72235704034622e-46,2.13597819657578e-10,6.40380554253335e-11,7.90414442735075e-10,1.35246049861018e-36,4.30126667736084e-11,3.90345419781027e-60,0.145560229956956,1.67807843194022e-17,0.347950273908557,2.1061894695682e-26,2.95163216909804e-28,1.77869822166622e-64,0.0164710692025548,5.86820657932847e-28,9.18614511523385e-21
"X91.1",0.0037754061016884,2.82057059884672e-20,6.0196121931222e-18,0.0224237240600868,0.0075045016174351,1.15842067626748e-16,0.204594347376422,9.31746814182517e-14,0.0268373043023726,9.86085540451726e-34,0.067947157631544,0.0134031787956366,9.30211136399821e-18,7.74595671216049e-14,4.32748057116734e-14,0.0612342203048942,8.41567628003706e-21,1.0319431272238e-23,0.00492716501767039,0.000136926917850342,0.000492401586881286,6.19168165889684e-19,6.42284584669979e-17,3.54820748637624e-16,2.11299481213682e-09,0.00312552831077162,2.64274104042578e-16,1.6266618490712e-08,6.38244075376821e-11,1.16664555104516e-15,1.43647779186454e-06,1.37881825534396e-29,2.12471320327252e-12,2.12732963748941e-07,1.91721256892781e-18,2.85204166395239e-26,1.01574214872106e-21,3.75944760895308e-17,2.62812925614336e-08,1.44310268421229e-06,3.5445557007712e-16,4.7904466131596e-07,0.00019877656382411,0.0578973491895112,0.351972001207257,6.24193258835569e-15,0.409662514858463,1.19741172323238e-18,7.28840524727113e-29,7.64521063151492e-22,0.00451220013778461,2.92495601646063e-18,2.22848049631705e-05
"X161.1",1.85864194323422e-21,0.00641375838836087,9.80736270540849e-06,0.000632475679669804,0.00845292680782035,5.32946172088571e-28,0.0504871813177652,2.11020387084099e-18,0.121288781789853,3.96781016464546e-32,5.72907242454354e-23,2.75962592650498e-08,2.40167009559987e-31,5.93285026819097e-31,4.87104754485419e-22,9.58103743301618e-14,4.87582251961096e-14,3.23125130285722e-26,2.73198978685459e-15,7.26938947726475e-21,5.21001964587814e-15,2.78665335265245e-22,1.73939723816601e-13,4.58880204578905e-16,0.00219097907949714,2.54509740355838e-22,1.37453670232572e-19,0.00147831294705871,4.53975243157603e-16,9.87931593836112e-30,6.88118912857524e-16,4.19200861850681e-30,3.11354432227723e-27,1.74673709255157e-18,1.25188794833087e-25,1.31831214873331e-25,8.47489797545096e-22,4.3862011425272e-47,1.64012331491519e-27,7.89850471505164e-26,8.07179921621254e-22,7.26810687545351e-08,1.0768003234045e-07,0.19616601632515,0.310994112309401,1.28370874665548e-35,0.330858401501601,1.54005820701637e-22,0.109902349915886,0.0100846433065768,3.24774962335446e-08,2.79309298305801e-16,2.57503692397136e-05
"X183",3.06197869404395e-13,0.00839043688043204,4.79149345682484e-09,1.96092449814329e-21,8.08585187053385e-05,2.3963063879708e-14,3.69162298450751e-09,1.57487222233139e-15,0.146769379994855,1.2532622516616e-31,3.48396244471953e-51,3.43895618040855e-11,5.90938994252324e-11,3.60652855541298e-08,1.18041604209483e-21,0.000176779117457287,0.000993090465661419,1.71543234976312e-09,0.015955565143921,1.04805553561981e-19,7.14723077669233e-06,3.16210452792953e-07,2.69128901559357e-05,9.36812964969853e-10,0.0245565414003186,3.59754690180317e-06,8.83211651276859e-11,2.34324985072906e-16,6.01325667320106e-17,1.11581646544207e-10,3.28979021511326e-20,2.50622480647705e-23,4.67540736792209e-14,2.07372445451849e-20,6.0224695192333e-20,1.43576855789278e-10,3.24411005749638e-12,1.61381623653766e-18,0.00527284837086739,1.89643521511133e-10,0.000472553470218144,2.77680260408315e-23,9.28068949021408e-17,0.233510654755504,0.0922048021702855,4.23865341195281e-23,0.18082870495638,1.24095984406861e-16,0.322565336136008,5.24242362382245e-25,4.74760471983021e-19,8.82947145357988e-11,8.07287525701451e-05
"X179",0.00495642631578571,6.0885159972353e-16,9.58163344214143e-32,0.0972697579489057,2.97457604456572e-30,2.68235039759418e-09,0.010564108105822,5.14193232848384e-16,0.0766955755929189,2.61410256408139e-11,1.87899202931253e-12,1.60368700920124e-16,2.5967451740581e-18,0.00271004463845554,2.24568824319614e-06,1.05979983569026e-06,3.89300718515225e-16,3.06366132073607e-19,0.0132158495586684,4.10804403657594e-29,0.000828170137951445,0.00100784262852946,1.31799052407692e-17,1.14510620625263e-07,0.0372530553373526,9.39027701972745e-06,1.30442132416986e-14,1.07283560569991e-10,1.23278746530495e-22,7.85608020273702e-21,2.79886279522137e-16,1.752532019154e-21,0.000896767129705857,9.24099993903757e-11,1.63377710997849e-26,1.60755847286327e-17,6.17132793382253e-18,7.01972996067761e-05,0.126666107990561,1.1586801277555e-06,2.59114984116506e-21,1.79097327822216e-32,6.92942911354641e-13,0.132300315887833,0.00119507404096765,2.92548590805477e-17,0.0577229792082219,2.15838611042025e-21,0.417820529599202,0.00431594531891735,1.24486353267039e-15,0.000437307235745767,1.11306187620836e-14
"X116",0.0176807076010244,0.00588119931530329,5.00093195847606e-22,0.187343029945052,7.51043872690269e-07,5.11544090738868e-13,4.87063052552237e-19,2.61823834501016e-07,1.68606507362631e-25,0.0331546260002548,9.0655377303814e-18,2.72122765438846e-25,8.87411423797058e-20,1.55933938204748e-10,5.25703842839392e-21,6.55720163125504e-10,2.89813616301858e-34,3.24979124806954e-22,1.19367374712706e-13,6.97684525655724e-33,7.19881053412681e-13,1.2000740354911e-10,1.36195242821185e-15,9.27306740188041e-09,0.00269546649861359,6.29709709023323e-14,8.59080978139036e-20,9.49520151234299e-19,1.94908450586478e-21,3.56013732692005e-18,3.51282686882846e-17,3.08121975525718e-15,1.39350951713221e-19,0.00251958917601745,4.68802555386516e-13,1.38848336261457e-30,6.65460898063438e-21,2.55972788681929e-10,0.278418851873577,6.5747699783623e-19,3.03626741320513e-29,2.25949063096883e-09,0.00624078929452312,9.11822951167358e-08,0.0567604778118717,4.84822803967033e-14,0.0165526014845524,1.1439292991766e-12,0.307457940552625,0.0957435475336271,1.04834666785898e-06,9.61963842821625e-06,0.00574425228802241
"X125.1",5.17555960561705e-22,0.00936801987365801,8.98579054160798e-25,0.00758547482529219,2.13497136413688e-16,5.79375854662231e-25,7.83405663097504e-51,1.27246504785757e-17,1.948788247317e-53,0.0548720149077501,1.14043232778742e-24,1.53118911635703e-32,6.82920324995798e-34,3.59880845755304e-16,4.89367566277762e-27,3.67487030655658e-20,3.19349318326732e-21,9.07060916160983e-32,2.17091272877891e-29,1.34322618306857e-28,9.31209351476131e-38,2.03236991145646e-18,2.29624742618162e-24,2.17825012435752e-15,2.29237708653327e-22,1.46255009106245e-23,2.56308233007978e-22,2.72914169391327e-18,1.18835614998007e-23,7.19135620272928e-19,2.66936239249932e-12,6.73730838879946e-13,3.21447239685368e-23,1.51309964852592e-17,5.71649138171394e-20,0.000110285440650036,1.69738676160357e-13,1.19990501555415e-16,0.285293535281142,4.47657502846107e-35,5.63554759171998e-28,3.48082419465213e-09,0.006113430136546,3.58561109165529e-41,0.0782618399355815,1.31046020210872e-31,0.026502591901457,5.40498322275708e-12,0.180281062594052,0.208377095339475,0.00322973648857496,3.42933723806137e-12,0.146991974616819
"X136.2",2.91103533616633e-10,7.94533915090206e-09,1.92672951070357e-10,1.76386485650991e-06,0.000590726489463419,2.22773999177816e-24,0.0233426424317306,1.16405812671105e-17,0.070325381235568,0.0136694583540226,2.42386180694859e-05,3.70012811957476e-11,1.96675047541853e-20,1.4422229294066e-06,3.33359676893629e-13,1.03672656334007e-06,1.00185586768661e-10,1.24847784884202e-19,5.8402374447663e-13,2.42253362518462e-06,9.19729626428859e-09,2.71314100401172e-15,0.000246990631203408,1.3864494656425e-17,1.33565871101627e-16,0.360781493514238,1.15918344003724e-17,0.0160321422927194,3.42913296377886e-07,1.11098823828263e-11,3.69377040923277e-14,5.98176713770473e-07,0.0104001665906443,0.0869368716728395,3.27239919920429e-16,2.55639208033784e-17,1.54347604870959e-19,3.43332459789368e-16,1.28129714361884e-11,2.30572707018293e-06,1.74614242156255e-08,8.54239453486111e-16,0.00580062938904873,0.0017019594154448,0.000260771514609318,3.75964666116116e-16,0.00444748624739676,1.12271846572311e-13,2.75398760565493e-06,0.224632527260211,0.0159422032012015,1.20652733849611e-11,0.148119424691851
"X184",3.09618686289069e-06,0.00998686818555226,0.000565120280084003,0.116729747739666,4.72202309948031e-23,3.8370838760811e-06,6.20510427201836e-05,4.28860904000422e-13,0.03422685858733,0.0183581671607898,0.00422191405933979,1.23108881747193e-05,9.16928128847502e-06,2.5754781599095e-07,6.56191243763757e-23,2.40682772767871e-05,1.01625271116213e-11,5.53012806125953e-13,1.31071967247522e-37,5.338988551862e-15,2.04042370621062e-14,2.9094528984781e-12,0.00279606894702072,5.06795304361585e-06,0.108113284901267,0.398416593510561,9.47364378581731e-09,2.14413998460961e-12,1.31994269986974e-07,1.49006116899503e-14,3.84638675096879e-25,5.09373172670753e-08,1.83534186734985e-10,0.109587142876335,1.10195927902971e-11,2.96823589436488e-28,1.56303821832513e-15,6.08991593713417e-08,7.94286078692191e-10,4.2963389726666e-11,3.03387044941483e-05,2.14338947994398e-05,0.0021788804952242,4.67642457237342e-10,0.00718612979444788,6.51001151896829e-05,0.0153587592338964,3.03833939977776e-15,1.74887756032717e-08,0.140751389493244,0.0132610549198684,2.59505357897059e-19,0.0111405287261655
"X98.2",9.13855823431099e-15,0.00289509720043945,0.00160278193516272,0.033212915191703,6.08441330266652e-27,0.000511381257783646,0.00354720205355215,0.00552505098111973,3.56334496697734e-27,0.0259027457573188,0.00998562673593415,0.00655436846299415,8.96555626661695e-06,2.03004326445127e-09,2.60176244918806e-09,3.42959052220189e-09,1.1917601834703e-08,7.88427115328246e-10,8.05842935967299e-21,2.4021945360851e-20,2.72205686090802e-18,0.000116818598822267,1.29947035479436e-06,1.44680144166125e-05,0.302515669893927,0.309506696260923,2.901509208773e-06,4.02756275273825e-20,1.59691185435788e-15,0.00377634976917618,6.87316105161097e-07,6.7266985672615e-05,8.32319933253129e-09,0.116846066972534,6.70782910859266e-08,7.68624676414077e-12,0.00190335024738848,0.0127832059364659,0.000430785636947004,5.57637572531008e-08,1.78665188792226e-06,9.14497385502764e-07,0.0584680724424212,9.49229974102355e-30,3.42264838888944e-35,1.5141557034276e-10,0.00946718272016184,0.0054231596819675,3.80267258501693e-14,0.0303540422480822,7.53161451819447e-08,2.5135699764198e-13,5.39612841746681e-21
"X103.2",3.6390407619423e-13,3.17127983663356e-05,4.23183427484961e-14,1.7812594522047e-12,2.29335340385929e-18,1.87063133634434e-10,0.0517622784662434,0.000895203611362674,2.23477160253425e-24,0.0312892111403986,0.00133156711330876,0.00325538065537905,7.56871105632066e-13,3.06827845118131e-10,0.000943259521929828,0.00295919056389913,9.77859052150877e-13,1.09548646297952e-19,1.31148662786816e-27,2.50009877888485e-20,0.000867429402028854,0.0453752813867058,1.25944264443853e-22,1.28435894778288e-12,0.287510226574489,0.171881618847263,3.86299026104576e-15,1.31366111343532e-13,0.00525039701819013,0.00140354761301155,1.45854841509257e-11,4.16690116779965e-10,3.81397780663252e-07,0.104138259146132,1.65251630611087e-22,9.16772463219355e-20,3.75216868758503e-19,1.03287050268911e-26,1.95346245749762e-13,0.000241576770122617,0.00193656059645997,9.04040628814622e-13,0.215317151823972,1.7338968614814e-25,2.08535811899394e-05,1.7185873683088e-31,2.96367755228339e-21,0.00102354395580768,1.46692562541602e-07,3.27901356244921e-30,8.53767873892517e-10,1.75536041479034e-18,9.6466465993153e-06
