"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49"
"X96",1.2471300358242e-05,5.40825970004799e-06,1.23268877869275e-10,7.38573841938376e-09,0.00280744768725004,0.00499737390853554,1.24265436655653e-07,1.75697913075483e-07,0.151687896669272,5.11622336691976e-05,0.000363896997876299,2.32216376464465e-17,3.25591849306776e-19,0.014651742296653,0.00398736210219286,1.18363879953719e-05,3.37314795228801e-09,2.75566766947178e-18,4.56553133064593e-16,0.00451769344035424,4.37463093279356e-12,1.25645329770141e-16,3.44632121372027e-06,3.76632009848307e-21,0.0863094346695633,0.00125617442624189,1.19538589715242e-09,0.00489888633531145,0.0165391913127691,2.33251899990476e-23,2.78518171590833e-05,0.00709241057195563,6.18212621098227e-10,3.72900854310857e-34,0.00127436716009106,7.46849053590103e-09,0.0305075436929584,2.34016220928204e-23,9.96774136358483e-08,0.145299891769011,4.64117132597304e-08,7.02658897352875e-06,0.00204959445686706,2.49307961786976e-15,2.71769369013496e-07,0.395833892706551,0.0726586063511493,1.14661592697733e-15,9.39383172148258e-07
"X128",4.91891341764485e-22,2.830839119394e-21,5.00407790717463e-21,9.16058389390427e-31,1.35029550254541e-17,4.18576561526333e-20,4.23799230096961e-23,3.70106635586327e-12,0.125987277802237,9.915016541255e-20,1.18886444600866e-18,1.30654131039064e-34,8.79197446755026e-19,7.73885760739538e-43,3.14075273243539e-13,0.00929569553099021,3.85019545852171e-19,3.27661302859458e-12,1.18471909878319e-20,0.00814760287884629,2.38040722358955e-23,6.19220495234292e-25,8.917985241274e-35,2.50565081342633e-63,0.323408287064726,6.2889011670297e-26,9.14189379465095e-14,3.08434194977517e-38,0.0077102036316242,2.91729163973687e-26,5.48427974879811e-08,0.0072331210204983,9.62614891291999e-07,4.25515468799963e-18,5.70581462217037e-23,3.12935864822268e-25,0.0522922338357653,1.08178776551349e-46,1.98772993714333e-13,0.15531396632338,2.65258757531204e-22,1.96341210862071e-36,8.71388094995144e-16,8.18252039554803e-22,4.98655156095063e-18,0.212583436064426,0.0948950396133531,2.83953031865209e-27,1.44507991036569e-12
"X147",0.0101874805147899,4.42355067706728e-16,1.90465881921689e-15,0.00238828618730208,1.23987951379472e-08,1.49726887546093e-06,5.28309860398466e-12,0.00126692756346853,0.214458165270842,3.741112124373e-20,0.000964967467270813,0.00128084081999687,0.00424535342732826,6.89126456393096e-12,0.00277163959781343,1.30452106993382e-06,0.0052095882629462,5.21097374456667e-10,0.000856546429865554,0.0722757682935526,0.00281912104409908,0.00917182042828674,5.74370708803491e-15,1.1042859654421e-06,0.462368002756835,1.1956876669846e-13,1.40384544024978e-16,8.39826396049111e-20,1.43731863601812e-19,1.44870978685536e-20,7.21017249561465e-10,2.91624107698077e-11,3.86723104851474e-13,0.00224367350382,1.78629362947507e-14,0.00326231389376734,0.0225119504288812,8.29909590266641e-09,0.00689665381182366,0.0904763606626267,0.00873431373210046,1.80276166116859e-10,7.60353948758331e-27,1.70912017910326e-15,6.45313028610346e-09,0.0497262353024003,0.059176752722158,1.09922098633551e-17,6.71301999435158e-12
"X143",1.9760853204962e-11,0.000224182881902144,0.000786150318819433,0.00834689599628221,0.0132453785363845,2.00741784979757e-21,8.95522118606811e-22,9.21923950309672e-19,0.293313696379323,1.61175750306987e-15,7.02276149621843e-15,0.0158083183245299,2.24504660677367e-36,0.121773899084167,6.00321421746928e-14,3.00475878007692e-21,0.00541125514161416,1.09508098279548e-20,2.40100741945476e-10,0.176710045078886,2.14067085300275e-13,3.2337235546076e-05,4.56544967625246e-19,0.0185747839451893,0.276915296164145,4.90194258090139e-16,3.76693840894241e-34,3.52075573915568e-23,6.27570926063636e-32,0.00424097902237136,9.33298964795805e-16,5.76727266305648e-06,7.78281536992598e-24,0.0591406867717335,2.87481123507351e-07,3.55171037071655e-07,4.16302399310382e-28,0.0112143370768888,1.15450569925277e-17,4.33912127235803e-39,0.00267638433724284,0.00532212433281835,9.08892463700862e-13,6.95851570508719e-23,1.02827121479053e-23,1.10699864182648e-24,0.0107272448931119,8.06155315994793e-11,0.00270643676028641
"X72",0.0221310488213199,0.00269970566334152,1.03984920563332e-11,3.02846607395105e-07,0.00193134228479421,1.88144736738058e-15,3.92297050903313e-13,7.13792477735785e-13,0.282088441515389,5.90245783305698e-21,7.42938961728728e-24,0.0104212320770513,1.70088223698993e-21,0.266302846532783,5.11969720599545e-33,3.95070688467574e-07,0.000209765034555352,2.33249259672663e-15,4.37313462090808e-22,0.20829432367336,7.75087811849821e-17,3.31311180264613e-08,8.65953715900956e-11,0.00225993636258553,0.0519048734522841,1.51893935250132e-08,2.46456371046829e-12,7.65256208441378e-23,9.43211765722063e-12,2.49180556304432e-18,0.00750073824263973,0.0106080787922597,1.97674633108934e-13,0.0545883817274011,1.71814806450735e-16,0.0108725531573396,6.46908188974861e-14,0.00909093748857093,5.97104235031501e-12,4.60217704039246e-36,0.000106418712123282,0.0104636983945433,5.63305533045983e-09,0.0046708750567376,8.4006184349792e-19,1.0437470116519e-27,0.0505570934038427,1.04003467544366e-08,0.00320768470705209
"X55",0.110303088736304,9.07920319271056e-13,1.45404708500561e-17,7.95434771768376e-20,3.51685285014553e-28,0.0133358406069775,2.73230407312444e-10,0.0235839313429121,0.198017658600905,1.13649143045321e-30,7.77821493291762e-18,4.46644346455922e-12,0.0793192712043387,0.262131857330916,7.7286083075541e-28,5.44062922608139e-16,0.00022982082554624,8.71730716482761e-13,3.17472051554301e-19,0.112694869623958,1.71586787514145e-14,2.98952706610748e-07,7.9737987740164e-16,6.63218797786066e-06,3.19271178063594e-42,5.17199445862127e-16,0.0025135321044239,8.57587007993647e-11,0.00314566083567568,9.14461725212707e-43,1.38385456194793e-13,2.21952037944771e-05,4.16515299959604e-23,0.00229820273589167,3.0905176427975e-29,0.0351611007178482,4.39169967788362e-14,0.00425073564922526,0.000181298934932195,4.03948481920046e-13,1.48270534479603e-11,0.00294454446383245,1.57365639235797e-19,3.00716626409033e-10,4.24580846206981e-18,0.000435127095578525,0.159926073816018,1.92311612384849e-22,1.06884468860555e-07
"X109",0.127277604122167,9.32926550618712e-16,0.0456614219644053,1.44580408206374e-11,1.59960244213603e-07,2.32490668032949e-15,9.9623957740321e-27,0.0584008330551405,0.103640438514599,8.5158065798575e-21,3.01163701734606e-20,7.59726344932973e-17,0.252602598590851,0.157650681219846,5.46140759300647e-53,0.00400445795853785,2.1975958861111e-14,9.18860539973008e-24,8.90147770455785e-15,0.0241002398633081,2.78287202610158e-23,5.17403424236573e-11,7.37318437468136e-37,2.1864050329078e-14,4.34735787049809e-40,1.17745923361772e-35,9.04315348520293e-11,1.16090713849388e-09,1.69202795048172e-08,1.97748443357397e-37,1.07127376355794e-25,5.87683635106132e-26,4.3942831615046e-34,6.47043198531256e-24,2.53723327373339e-18,0.0318529975754031,1.62350684682098e-22,0.014618648669533,1.60998616834895e-14,1.18354195989212e-13,2.04826278064249e-25,5.97320150213499e-38,2.94157848455764e-49,1.32218373627749e-12,2.10539830021157e-06,8.53401472701540e-12,0.215420164205822,1.01842706610866e-28,2.96614137798083e-22
"X185",0.0361258124986995,5.95389262084222e-18,0.107906787378435,1.59336299090254e-12,0.0920347021376697,5.50527153119148e-16,5.74227623116037e-22,0.0731556102785594,0.0511148162770791,4.20380763949787e-15,7.11540561276662e-13,1.73780542909472e-21,0.367716612736507,0.0700925615353206,3.20627520174998e-25,0.0088412921255448,1.07089086347029e-13,1.56294760511036e-15,3.16991989152752e-09,2.38082205476542e-08,1.78326748199283e-08,6.66724620496425e-11,4.81219697108962e-23,9.67856627974236e-12,9.47719616457307e-12,7.85466626436774e-32,4.72780444126375e-11,6.54433987697722e-09,9.32653985594433e-12,0.00954659411361831,1.31000473140426e-10,3.60127878619598e-06,1.08574181074994e-11,5.79712843778267e-37,7.10644286416621e-13,5.39517891906319e-12,3.22484580233199e-15,0.0181699479375901,4.06598688305676e-21,2.87432103618631e-28,4.87764818709453e-22,0.0288768463554732,3.48810397236825e-20,3.78112936133938e-11,1.14397694159559e-05,2.96183810193629e-23,0.155363338420335,4.96593072064894e-10,7.19319907072563e-27
"X156",9.38281833481953e-29,1.32601832645569e-30,1.44928069245699e-16,0.00154606379214551,0.140317450525133,0.0157632741123558,2.42273045354973e-36,0.0707935478270841,0.0407591210357871,5.50577876293344e-11,1.26146677385029e-27,4.62290906085729e-26,0.336705122200262,0.0275462498058292,0.0470974885163019,1.64117446087456e-21,1.89764288455558e-23,7.67004972173481e-14,4.78830887579726e-21,6.36499733543406e-07,1.43398652902928e-07,2.64630942983883e-13,1.34145491631764e-14,1.41704699687517e-11,0.00237712599323727,1.65539358261647e-07,2.07731015188731e-26,1.95483516093204e-12,1.05248824260682e-20,0.0174040577298942,4.40058722268983e-09,3.12719406454882e-05,1.10966478813896e-11,5.57953103013569e-53,0.000480977608696093,1.35344272955988e-23,2.80945704815971e-13,0.011906690909414,1.40929373763259e-10,7.40113970080777e-13,1.07237100674989e-22,0.201914271520844,1.16939272376002e-31,3.8371901546734e-18,7.40091431247486e-24,4.61321173850354e-13,0.058134304783199,6.18192855987276e-14,6.13137683693467e-27
"X169",0.00311880470499457,3.7006006598621e-10,1.32804338007408e-21,1.41700489308488e-16,1.50728010336424e-13,0.205056778282816,8.43008349872407e-09,0.0916563530483922,0.0248349761385253,9.41603382044194e-11,2.01992038445633e-15,9.5409891291347e-11,0.0163940300307015,2.24744974775311e-13,0.0052070086148812,0.312858532300215,1.96657813965436e-18,0.00341199883289401,0.00220347422174238,0.0125700979678531,0.00141596532314209,5.29110776357334e-20,5.53458540270899e-07,2.02243241258066e-13,1.07313601063672e-13,0.000797674228885814,0.000679391551946698,4.10486289806125e-26,3.98469801805904e-35,0.000100417382581666,1.34959506957948e-08,2.17550002903285e-14,8.50364084235672e-17,8.4895654705706e-05,0.0138536582966706,3.54827718111641e-06,4.86756939917474e-13,2.85243689450513e-07,6.33827193494377e-29,5.6485221666459e-23,1.51980994102478e-14,0.141949011565897,0.0425511050012998,1.04228494332063e-11,7.70977968158466e-08,0.00855524303124996,4.90604968092606e-12,0.00427921791868343,0.00235907378194353
"X218",4.3931358132077e-27,1.24787443880101e-16,0.191023451943858,4.68651825183245e-24,2.41278469355335e-09,0.29871888453684,1.26232452588971e-20,0.0304093236670642,0.0246431979028045,8.89877651482467e-17,2.07970588289853e-16,1.97937714365508e-12,0.00994766966837428,2.54035829142099e-10,0.0298850379403281,0.247019611587713,4.81659887927091e-24,1.54788979931266e-13,5.24634525739812e-28,0.00366434111322379,0.00909914290965452,5.0012338421003e-20,1.98301955447827e-13,2.5867954975946e-09,1.70256810135259e-13,0.0500417002425098,4.34701705724041e-20,2.27621452438821e-14,3.75822303031945e-20,2.62054636866536e-05,7.19598125951804e-09,5.36599729311059e-16,1.38923703220462e-09,0.000176152571417903,1.13208362880639e-19,2.93967267447775e-16,4.4800543930734e-15,0.000504361549346571,1.53295623153566e-24,3.63369314860476e-18,3.69526613704534e-17,3.7358205865419e-25,0.000170029340643987,1.09773980686105e-26,2.26396530385361e-10,8.63558111933938e-19,0.0229212295215403,7.58741711704785e-12,1.36085093805936e-13
"X131.1",2.09336850393463e-25,5.59198304638355e-15,0.133838481082996,5.19203796007439e-07,3.49722064078418e-12,0.324194832331176,1.66332086522934e-24,3.92524812070813e-07,0.00947990139499504,2.50308769533651e-25,1.491508271074e-17,4.58109815404465e-08,0.0138950194116672,4.58915554527069e-11,0.0262297585283032,0.0518755669472893,8.92123255620886e-06,7.19902670739616e-19,1.38515345324047e-25,1.97818703528328e-09,1.13389500300207e-15,0.000451408853757528,0.033863680390946,2.88800339911239e-07,4.41421083466144e-07,0.150891508598384,5.51447479756725e-09,1.05134809788689e-18,0.0442238132224321,2.35719791522154e-06,8.86876308727923e-06,2.57402218588825e-14,3.10675615822543e-12,3.54350765378514e-07,3.10375023578657e-08,3.76171505650793e-11,4.87266686250206e-14,0.00487117494090345,0.000806226339769491,5.81140405690081e-20,8.81976634561956e-12,1.3537245190487e-16,1.50760337303964e-31,3.65640330268139e-12,2.16506575013771e-06,0.0121819327229979,0.14404505061427,7.00993430036142e-16,3.80165191107911e-05
"X98",6.83434668214472e-27,6.74573540752661e-13,4.24826756082679e-27,1.04696509850821e-06,1.62900062437618e-14,0.222342339200944,4.57363534717734e-25,8.60494367411632e-11,0.0321674850324988,2.07858960289838e-23,3.03587056564771e-21,7.26111137300761e-06,9.12015188970624e-21,0.0127549062322682,6.66842252751949e-09,6.11325256529173e-31,2.35789105487219e-07,1.6678018552456e-14,1.04442931233678e-20,1.79728232722672e-17,1.65163904516219e-30,5.65105467998991e-12,0.198242520701173,3.61794519130809e-44,0.000152803911990498,0.155709479325272,2.71858485139988e-09,9.2586526341823e-36,0.0793502992830907,5.73898523059031e-10,1.94059227194744e-08,4.73515356689412e-11,1.38913707504064e-22,3.61586243113353e-20,3.64585159356681e-13,1.10331252900242e-14,1.62007874634293e-20,0.00251986119286789,4.56349968539679e-08,2.13545922809394e-15,1.51214029805234e-18,6.60220514822355e-15,9.18841215819559e-41,5.88837992636695e-11,3.12166840814572e-09,3.33990798813646e-17,0.257219444145155,2.93772606582103e-40,0.000296529608570474
"X128.1",2.06082861164285e-16,0.00374210187996373,7.55413522847211e-56,2.94953620557996e-22,1.5649187921104e-10,0.0765683900951985,0.00254766215855444,0.00663132080272187,0.123748255920105,1.50874818254184e-07,3.84312803995754e-15,4.13905734610144e-11,2.84609733344616e-14,0.000140220463457145,8.69865529082844e-05,1.12400810531573e-14,6.37813439349074e-24,6.74599917908697e-10,2.26017443114835e-11,0.00015671164889615,7.16650055835553e-20,3.09222784174316e-10,0.404084378416716,1.16699690012679e-06,0.00835797757445875,0.0730547324588407,1.10905064255005e-09,2.91521948132805e-24,0.03878944077484,0.00136749654998193,1.97002879683193e-06,0.0023045753805356,0.00792416161544184,0.000656771734597455,4.60569637422044e-23,3.34946135020519e-28,3.3613452440572e-05,0.017059497776439,2.1245965572827e-05,0.00187925459608011,1.92559404182526e-06,1.42939745372973e-28,6.62944858479299e-20,0.0027444633294394,8.90014170318884e-06,3.73215199554858e-12,0.171319171658107,1.72575824752868e-23,2.76815675154215e-05
"X115",4.37593814485653e-17,1.02531732280545e-05,0.00773789765795761,8.35581175267863e-18,1.04360179083937e-16,1.95157453086895e-06,2.20015016157953e-08,3.14376801890988e-14,0.14961699571167,4.3033622451076e-15,4.50155983490058e-05,1.59804940360894e-13,0.00867797258953896,3.73594209396483e-27,0.0042218858109497,0.00580802383051871,2.53222035625112e-16,9.64684128979976e-06,0.00759280517669209,0.00453111288861841,0.0136172426890215,5.90204264126315e-09,0.383297377597833,0.0867225984944831,1.71620808478755e-24,5.70165510913341e-14,7.74182921476848e-18,1.70020888440457e-06,2.00789935466033e-18,0.00407110760910726,1.07299541298484e-06,5.78620558487227e-07,2.67199871369073e-10,0.0362884735429381,5.06287040681162e-08,0.000263164115525268,1.69874865120161e-33,0.0210003524592596,0.00348689107462643,4.24414874728458e-33,1.44554500375285e-05,7.60726297397114e-22,2.38286970332174e-06,2.88552593100305e-05,5.32486682590648e-10,0.149004388011292,1.15080573702593e-05,0.000253732739754274,0.000960754781313125
"X127.1",6.15915294473716e-17,5.76422196512985e-25,1.08533473578305e-18,1.92285427345318e-08,5.34998025753335e-07,6.84256366353272e-27,3.79141809052452e-05,3.95770193830925e-11,0.0809566908736641,1.31319689259257e-25,3.26151631752888e-16,6.07496923122514e-08,0.00204067580494141,4.99232586587769e-23,1.78009858816701e-07,1.67614734018008e-12,2.80202325302333e-08,0.000206828220253539,0.0142164540577004,0.0617587176468407,1.11843556254788e-10,2.65864912872507e-06,0.152485789696196,0.115371919451058,2.55710622774989e-34,2.97950476265097e-22,2.30851014423644e-19,9.58458187277736e-05,1.15263524837089e-14,3.33095600672812e-18,4.3688372403293e-05,1.12390522994891e-37,1.468636282119e-24,0.0578397903832459,1.12614768150616e-27,0.0116162499146115,4.93193088916817e-17,0.0249010917959728,1.75910146393167e-12,1.21485111040775e-38,6.31130159007151e-06,1.66135381480201e-07,7.40357797236584e-29,2.75515027561764e-09,3.51879802167345e-09,0.370277700082759,2.50305438316472e-23,8.10423084372825e-05,0.00834803767996609
"X135.1",6.75159772903958e-31,3.42833342282887e-16,6.10970072651872e-36,1.15535847990231e-23,0.00249921095195308,4.64936614939115e-05,0.000183604553132435,0.00538991141940274,0.0108929975055861,4.85200180446393e-18,3.30425414591364e-26,5.0689177119508e-15,3.11023733422917e-14,0.00260067250607578,1.63006810236968e-17,1.31643400406035e-19,2.42815338917806e-26,1.6645878192133e-08,1.18136589761197e-19,0.0771256918270918,1.09092447517327e-35,5.49462009520248e-15,0.000164172296310354,0.0326558706181418,0.0995412514865477,0.00814791372265171,2.4436317558933e-20,1.08823599185795e-22,0.00105451804350623,0.000136762153127558,0.00169125489488147,1.59974678674587e-27,5.34500042639148e-07,0.04048176018531,4.48642490792734e-23,2.6505406138542e-21,0.128794161775635,0.0256330883958347,9.3450886992028e-15,3.74903668991205e-09,1.41358537063371e-22,0.00649087223145971,1.48322527393172e-28,2.30044471015199e-29,4.2958996511802e-24,0.40137671873443,0.105717262943778,8.41790528688964e-24,0.00115728357320535
"X113.1",4.88564952124219e-45,2.63178909163137e-15,3.53963689817769e-41,4.69821718390995e-48,2.30529071879298e-23,5.57427920755263e-37,1.54636138602499e-17,0.00573111471448278,0.00381874802914313,2.31030206457367e-15,4.61320803426024e-23,1.95485258774593e-26,4.05935018497921e-28,1.24936039895126e-45,1.86199069516672e-26,4.08634115751758e-14,1.43138771528877e-37,3.74258308370796e-17,2.20378357948261e-21,0.0871683587297889,8.12523862213135e-27,1.13424848075312e-28,8.61869817922883e-32,4.38365263144971e-39,0.336585875252194,7.21804978694521e-34,8.38956672893812e-22,3.96503248306683e-28,4.92248945246475e-05,2.88708919321009e-12,0.00201604494345541,7.70332976946301e-18,6.62246778830309e-11,0.0151294266635963,6.11827134464303e-37,1.79682862283012e-45,0.207509461589209,2.58171097114534e-20,2.03542674036388e-25,8.82928451076464e-05,1.20947642677702e-41,3.36213209506559e-41,1.57274219766228e-42,2.08355524076285e-28,2.94255747385191e-23,0.207448715736033,0.131066069233912,1.64808509925321e-29,1.62791646950745e-17
"X119",9.34594719620584e-17,2.34761489187222e-06,1.88147202963853e-21,0.0391080837520916,5.95137264425424e-15,4.36496360809141e-16,2.32047776694495e-22,0.00473905085394928,0.0562308106315714,1.74821354268623e-11,0.00218107161256151,0.00682135264100646,7.6739353388898e-06,1.44441827924778e-39,0.000141793569562437,5.45736548398301e-14,1.13489184345962e-21,7.10470529006181e-05,0.000665122837159361,0.200796593437778,1.55617008021746e-05,0.000107005253171827,9.06027895847673e-09,3.010778804038e-19,0.424927828383793,7.16392969431782e-16,5.93703820434242e-17,3.12677697954172e-07,1.67353435608735e-09,8.49731591053231e-08,1.99790005161571e-06,3.61070708791772e-10,1.84675589060749e-25,0.0125441293638704,2.83829383035988e-31,0.000473609076286165,0.119481478787432,1.68039107611344e-09,0.00856984427762591,7.91555558741304e-25,0.00694523513203862,4.74009211180257e-41,1.6739329245475e-39,9.35242084529361e-09,0.00464130766666168,0.0551616173790554,0.0574862344418426,1.48799926694562e-10,1.24403627349605e-13
"X159",1.40351800014781e-14,8.35233322170545e-12,0.00205734656567658,0.0735698314989761,0.0211597841244705,0.000104966703952016,5.56611597344516e-18,1.45858154447725e-14,0.12431003417251,2.33455940217878e-10,7.15610583377781e-07,0.0140232266836146,2.00340697037933e-19,0.0531552359866905,8.55484137691071e-15,3.84631401287602e-12,3.22921756182763e-17,0.00230557497411251,0.00780509249403711,0.380319373297371,2.0567453683075e-27,2.505085335082e-07,2.17807424863033e-09,0.0133695331665522,0.238312455872389,0.000316573447801587,4.54527179801349e-17,5.33639932749064e-11,4.39010154511601e-13,0.0107894282011092,5.26717213587182e-26,2.12493420997236e-12,1.93850354705624e-18,0.00576271945243731,7.76219499468135e-08,3.81050411191176e-13,3.21404132975513e-12,0.0104952685883097,3.11977952245403e-13,1.78420262895532e-31,0.0231767759060276,2.07491411556664e-18,2.21241745321499e-05,6.99149762574973e-05,1.02591952517972e-19,1.38147888094236e-13,8.06148286567006e-31,1.18587303200188e-07,0.00122207691350544
"X107",0.0583413051204931,1.24504411820594e-13,2.63696570260204e-19,0.0144892633013059,0.0147613958981044,0.00295901205343067,0.00953932634118283,1.10386161493285e-27,0.146689114640727,7.86846842750899e-08,1.22198689104108e-09,0.0148404047664789,1.83244781854263e-15,0.184562314015121,2.56095827622095e-12,2.89602159017045e-05,4.39587632673235e-15,2.47221223779086e-24,1.38680019421519e-11,0.407197252063096,6.34036925164358e-21,1.40374349358135e-15,0.000341679697173541,0.00215437718731158,0.0287930896435268,5.0576969914017e-08,6.93258481385893e-20,2.260644731187e-16,9.41138646391124e-25,0.00953518474392471,3.9501384071337e-17,0.0138554276725776,0.0234501282707512,5.54096081453693e-37,2.90836239626515e-09,9.95789296460714e-22,1.14334354501389e-31,0.000199502708014774,1.63134392868355e-17,4.29833834175278e-13,0.00858678858264775,6.32557117268678e-07,0.00753682790699056,0.0116682385716931,4.85527245846467e-13,6.94607077367492e-17,2.83481973491699e-10,4.19180367308249e-09,0.000353370492802574
"X94",0.217719767291742,1.31204437335746e-22,7.24198267323409e-55,5.77415332539482e-31,6.51321652055626e-28,0.0304444405103188,6.10584231926103e-11,8.08193296485004e-23,0.101862788980011,2.1805186348573e-06,1.25701245739801e-05,1.78455299082598e-09,0.0686719797274121,0.180763336170477,0.00027023943179756,7.12651899579865e-15,9.35937487298637e-12,1.56592381721464e-11,6.20004096311729e-09,0.246732589627221,0.00117979277897362,3.44386609662697e-09,2.22986111887574e-09,7.51269313138751e-11,7.72293726424425e-66,1.07177686967448e-06,6.43878130490218e-12,1.94897861523969e-25,1.7527994495559e-29,6.03003873665367e-15,4.60169500407742e-21,0.00863109155108042,0.000964502468399544,9.08732258954663e-39,2.2533706313933e-08,0.0251673660392315,7.63058635962379e-23,1.24970252101669e-23,0.000691570478533002,3.32816908021196e-09,0.00339424199728842,1.34832552277168e-09,0.00151537791191725,0.000936946754046519,0.000151245836292755,1.2945935131647e-16,0.0612618760215261,1.1631777727984e-07,8.21674731844834e-09
"X145",0.268474054524205,1.37139784685976e-16,0.0283478442699935,8.38041848846702e-23,0.00292313351570378,0.0123268455844477,2.25341460146758e-36,0.000579414186224842,0.0484153315548457,1.92874272626154e-06,0.00312314411535585,0.0103640560929176,0.240533247934462,0.0841364343992776,1.77913715296349e-12,0.0182941931684349,6.4085192605239e-20,5.12079365627376e-18,1.44116807015198e-08,0.092485056888399,7.6153236239338e-14,2.84797539058842e-12,4.29964023051773e-23,6.15447891744853e-17,2.26567643706883e-50,1.1270538850534e-20,8.91480929310777e-13,2.04178167620239e-30,1.13821089151965e-25,7.13157162756572e-24,5.51880162850715e-16,5.50787334855527e-08,1.54889540796856e-10,3.76923135205543e-26,0.00598206557568584,0.0158390554076595,4.45923541205778e-29,0.0198846875189782,7.39415588462738e-19,9.75600064514291e-21,1.17146288667333e-06,7.98314415843923e-37,6.50742629598386e-06,6.07526179285449e-12,9.75831183786452e-05,7.60807880254827e-11,0.111293917617925,2.78415875256576e-17,3.41322443541072e-17
"X160",0.137979843625511,1.96416187610996e-20,0.103282563649897,3.68921732455759e-18,0.140432235836513,0.0158907965811006,6.19807421561526e-13,8.0444364343884e-07,0.0146767744133516,1.42910639144768e-07,0.0114483502748739,2.11977650680116e-13,0.345280306831593,0.0102335479912268,4.80980872867261e-26,0.0215430912552454,4.09073291214219e-11,6.30807280759108e-26,2.85827590216911e-20,0.0299835606349532,8.05363051438792e-18,2.27186691034877e-18,2.19378920948193e-13,1.55741057406709e-25,9.80796143576406e-16,4.60500392320463e-36,7.11377435463949e-17,5.63083354978357e-30,5.67810864644312e-22,5.01746031142627e-11,1.57027688976551e-11,7.56733038486422e-10,3.24682826583783e-24,4.3766882416071e-30,2.05484325536075e-15,1.02909717874967e-31,2.00038642421127e-20,0.0315490297339838,7.55001481048545e-40,2.02547036186305e-21,2.1098790199111e-29,0.0128127980545989,2.32879598070912e-13,9.01062536958538e-19,2.36402713771796e-07,2.43875051257723e-26,0.0820034121709231,3.59030842666708e-18,4.0985166455738e-15
"X136.1",0.0577167758635898,5.14358090886677e-21,1.23861132748626e-14,7.91302084863487e-05,0.200755709699638,0.0338329382896624,9.11548243657476e-11,0.0103379795611217,0.0124287890999079,0.00442958487939453,0.00617727833575242,2.77358986760807e-19,0.314019407432423,0.000115556184784052,0.0169633310983532,7.89111166974027e-06,3.20036615435866e-12,1.62280741069607e-13,1.11791551625976e-13,0.0208648609323881,2.56716095948378e-15,6.10025175669986e-07,2.00100895073481e-09,2.21677566388154e-14,0.000506942497472556,2.16717323525785e-05,1.14824729078938e-09,2.8971600773732e-16,3.85361657443876e-14,0.00924131141699645,1.62228046316513e-05,0.000555150282581646,1.53543488876911e-16,4.83343872901038e-34,8.10461471275036e-09,1.51592493739236e-25,2.65311485543986e-10,0.0240998690019416,8.89493699037712e-25,7.0696998760446e-09,2.98364787860874e-20,0.18737004018855,7.81984356982164e-11,1.51495599224991e-14,5.35162729601088e-16,2.01840995759784e-07,0.0275046737170998,3.27002080806207e-11,2.78673867712208e-05
"X222",0.00221193934226644,9.62990896026271e-14,2.57217018036988e-10,9.19192317701965e-06,1.8390158642224e-11,0.134854073312233,0.000325851376633561,0.0315756106722025,2.00452654424513e-06,3.24989011998209e-07,3.57820221182861e-10,6.06231730902676e-15,0.0102185873345223,0.00643675664191479,0.00699708470019301,0.398207093230801,2.60763992956081e-05,0.00516824221242898,0.00108510699036109,0.0163042687671071,1.29402535133153e-06,1.19622833786361e-10,9.2319364421026e-06,3.27417440644952e-12,1.780895088875e-09,0.0513376936509287,2.71601313954249e-07,0.0219779242114421,6.86349819937914e-16,1.03237533839964e-15,3.94259824429423e-06,1.89623835800323e-19,4.50821810912712e-20,0.00390034289247172,0.0221025610990031,0.000466888296019236,1.70753895561996e-10,1.66252712015456e-06,9.33324724483126e-15,0.000539371058032217,1.3361148888983e-13,0.127536634404698,0.0121669368527931,1.52971157221479e-10,2.70310361476536e-06,1.43965351604371e-11,3.80070749158211e-10,0.00500168498290736,9.95846785229464e-09
"X157.2",1.96864603454387e-19,1.748754069114e-13,0.200431078345316,3.1866214292673e-09,2.42235826359967e-12,0.183725790768449,5.76953850257575e-05,6.50398811972063e-14,4.03575517495718e-14,1.24268338247674e-17,1.23868127471855e-07,1.63299703656467e-11,0.0100012933103102,0.00997321130204065,0.019162943307984,0.290088471029378,1.88112155064923e-18,6.60849740867545e-09,8.18308877729655e-25,0.000565976470069474,2.36134911248277e-13,0.000645570192745825,2.17000262665994e-05,6.64226331452661e-20,5.4990209295755e-14,0.15719297895086,8.4269672907121e-08,0.0120951974409975,5.3507348129836e-26,1.02113279722625e-16,9.19036501057465e-07,4.79045662325329e-16,1.01978975709746e-14,2.35545812535623e-12,3.61317098085572e-08,8.09859258847433e-23,3.24351466838613e-10,3.83291731972852e-19,3.41393179005868e-13,4.90008522529406e-07,0.00015434239071122,1.6594077667582e-33,7.40393808849857e-10,2.55614568128217e-13,3.92043437807286e-25,0.00187708562182372,0.000771175495050066,1.22813360643061e-17,2.07559364721523e-12
