"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49"
"X52",1.11835608787077e-09,0.404955103359167,0.0286040602351343,1.4451684771235e-17,2.02860042241721e-12,6.61788223375929e-17,3.87799161231706e-32,8.04496734208169e-10,1.26502691288478e-15,6.20960868825796e-12,1.22308678761543e-05,1.51863726588172e-19,0.000617764963063269,2.57895200988138e-12,0.00683007495954522,2.3151019123244e-09,0.0492335034951299,0.0986177454144045,8.35924729040181e-19,0.00532734238325701,7.47408720861278e-11,2.38030622766715e-22,0.00639834484681965,1.38239426517634e-12,3.02883628482555e-05,1.57295206074697e-14,0.0512783130324891,3.9332499188844e-14,0.00158191212020957,4.44375591220235e-19,2.47050047442678e-07,7.18174849354867e-07,3.32222722910489e-07,1.78584872779059e-06,0.00554986559569337,0.0108173338732127,3.9322752577468e-16,3.84977536484344e-14,1.08624429176472e-24,7.95265907453672e-06,2.35999591752109e-24,1.6712489520096e-13,0.00929685739973427,6.43553686029067e-11,0.00450343167004788,4.92441345785774e-07,0.0352428777616246,1.55559121462135e-32,0.14908111647432
"X91.1",1.05379074675294e-12,0.42699487345484,0.0192564418072568,9.433850163295e-17,2.43185128146373e-08,2.26535384807168e-17,5.73856296381024e-11,1.48584000650712e-10,0.00626561885413059,0.078051376293354,7.6117426042763e-11,0.0117455142122814,1.11648871670383e-08,5.80198372092269e-10,0.0129685078058152,1.0056209033898e-15,0.157409592901966,6.19878608310613e-05,1.72933546677868e-11,9.72363592283425e-08,6.63228088646693e-14,0.0137773687927509,0.00300832843318603,2.58416932084089e-16,5.13349640451814e-05,3.67119191121509e-07,0.0244608838528158,1.74149231776624e-10,0.00562539526837155,7.82770729221083e-22,2.29364061621454e-16,2.6164885451972e-08,0.00867981094829072,0.00102632905374008,0.00641400241593868,1.9474913959734e-22,0.00743986370234933,1.47493636269703e-13,1.89697080590291e-13,1.91327052526401e-08,8.57779558561918e-12,0.00721946365677025,3.95725859334327e-05,0.00635374712452119,4.18629721299336e-07,4.73428547512056e-08,0.029051684577688,4.65989101667965e-08,9.1067370125287e-07
"X161.1",2.99452588345534e-15,0.237941258629427,0.0146996594383624,1.37564076471166e-09,1.16909743752041e-05,6.87935134665053e-18,0.000100956327537252,4.15399971575102e-18,0.00914008590436194,0.271312438022303,3.63552767458988e-17,0.000178143386617265,3.61155769842947e-20,1.28970533334797e-22,0.00952425415012732,1.24316758196767e-21,0.19849764861929,2.57813897001906e-31,4.76624820896417e-20,7.41674365643799e-08,1.1676024694424e-15,3.32221596509467e-06,5.84271653033635e-19,1.12119574681388e-11,1.90736840405181e-39,1.1705288477747e-09,0.000841231985510651,1.18498496420473e-21,2.22875739499033e-11,1.02345036124376e-31,1.56216662469928e-11,8.61650856049237e-09,0.00724659689396083,0.000899994524217723,0.0071069861684559,1.19085737472075e-27,0.000997136304717557,7.84791695519662e-32,0.000209463511740596,3.84029601752866e-05,0.00314754110266613,0.0158144290874264,3.89569868143968e-13,4.1704579150089e-06,1.52245371197298e-09,1.14061958964181e-13,0.0319727288772638,2.35099991336568e-33,1.56822492479524e-49
"X183",0.0221038585864063,0.0550300248836694,0.026145940352209,9.23472277006147e-06,9.34054716840791e-15,1.53629911946031e-22,1.81286378651602e-27,5.42832029416346e-08,0.00314698180201005,0.359811156882502,4.58913329249018e-09,3.89698599240552e-13,1.34906319847336e-30,5.13542473105723e-30,0.00595378317045604,3.58881875501895e-12,0.183985611755277,0.0166423783043283,0.00193860488704339,1.1675503018019e-07,2.22861011802988e-09,8.26586294259736e-07,2.86344890609397e-20,0.000911923259206124,6.85822367907433e-22,7.03686529102112e-15,1.63927126134573e-10,1.80789945030488e-10,5.04034022226342e-17,5.72424853193488e-19,6.42296156074932e-13,2.90464986882449e-18,1.37379897437751e-14,0.00282627267966656,0.00496734628265575,1.3203938388617e-07,8.58478538095743e-17,1.49751258028863e-14,3.06162561416483e-06,1.01761337291927e-18,7.05995674747262e-15,0.00486535207031477,1.98326791522195e-16,9.67570771052187e-08,0.0798808232216287,1.13118020177599e-06,0.0401613208156134,9.81911086068165e-16,4.80053010898051e-25
"X179",0.0302444052735252,1.14678469844767e-21,0.118429674191752,1.77535959637652e-17,5.4807867763818e-32,1.3893231452385e-30,1.15943176717679e-40,5.28300091779018e-13,4.20886544613693e-23,0.252038385940954,3.11453498581375e-12,1.37385043436321e-33,5.49902544012785e-32,8.84610033174212e-27,4.06209664808581e-12,1.56957566312544e-18,0.120006525564766,0.00280179208862649,0.00205710715125198,3.78361869102814e-36,6.00661096055792e-30,6.61425433745458e-14,9.79200131589065e-22,3.03516296412518e-22,9.04209316898447e-08,5.75418337895391e-23,2.07879427044299e-18,2.09112251177147e-16,2.81011439083786e-08,0.0473286594348194,1.98307588290528e-14,1.55517445304957e-20,1.02330608109959e-43,0.0126754338206744,0.00237528154076838,0.000443222658803082,9.20812444106605e-31,1.38979426059417e-17,2.92526400868372e-26,5.96934473762056e-43,1.2270495300103e-28,1.5619804571108e-21,1.65883045641161e-34,1.39157148077047e-10,0.229324576178616,2.73501082925431e-15,0.0235384553907496,6.85375346178386e-08,3.80567295617499e-24
"X116",0.0176019445428997,6.64136868562217e-09,0.191357640681442,4.35535849579249e-06,2.78824865240487e-14,4.6212000546067e-23,3.12640622351127e-09,5.32899794950724e-19,2.89162376211568e-12,0.0859262498715513,8.70938507952336e-17,1.11783952075624e-14,0.000228558457800597,6.25271161393305e-09,6.50062144413739e-05,1.95839887724479e-13,0.0474542283436115,8.17903699043512e-16,0.002828213947174,1.67642149194845e-12,5.03643270865707e-14,0.000698582196026721,1.52583420306315e-05,3.53607998939705e-07,1.66071663893992e-05,3.25977681038443e-09,2.88494770845043e-06,4.13034614472556e-12,1.21596450471484e-08,0.10005397812682,0.000831092415489627,4.93817405010269e-15,0.0226528785813749,0.00638059554030931,4.2921552042465e-07,5.26699175839672e-25,0.00360941715366782,3.87405266889689e-16,3.30170458577526e-24,0.00537447460040727,1.21995991426669e-07,0.0306545041858937,4.27487552747256e-13,4.37496707448848e-14,0.359950472787159,8.49781332011025e-14,0.00505079437211754,9.51317111389596e-06,5.75158742300458e-20
"X125.1",0.0033120361853482,0.0180142741585566,0.0595029510469919,9.02898694871138e-18,0.0171068285692765,2.26182008573796e-18,0.00435095539454865,4.63845303523849e-13,0.000183012761022645,0.0147853305258389,1.45086267454813e-09,0.0104896184649233,7.34050823357032e-14,0.00337440435139135,0.00758963419290752,1.25366715384853e-18,0.021863275885956,9.20396947471191e-11,1.02002154636478e-07,1.85734430706739e-14,1.42118693448986e-10,6.82969650323511e-08,1.85524019662809e-24,0.000565781101630621,6.96172521820186e-10,0.00171117330016631,2.82491209442737e-07,2.6213896160899e-11,1.22103690838807e-06,0.110970904263466,0.000517147137897167,1.00000915244427e-23,0.0247082716600882,0.000192993101739338,0.000187862533211599,1.00888617884107e-28,0.000582541310935464,3.08973887227777e-10,0.00915867359480456,3.72583071100731e-08,6.21102064756884e-10,0.215219633682646,0.0081575725635945,0.0114722206450673,0.332496422941047,1.27674695035611e-27,1.73369631615264e-19,2.47670716226023e-12,1.2618582385104e-11
"X136.2",0.0145200229029214,5.99012060085252e-13,4.44639851298188e-12,1.73122674996049e-22,2.09743985076574e-25,4.52392009008968e-08,0.00300785775817816,4.78826286377991e-10,2.1948560333183e-12,4.66041980818029e-13,0.103629132382855,1.1084491009204e-21,4.68481372607647e-05,2.0708297420515e-14,1.73335683452205e-11,0.00487858994102606,0.0116311663189108,1.63721953825339e-20,0.314355630911635,2.19100234252116e-22,4.03675931986585e-23,3.39465912091219e-21,0.000273107326902785,3.76704809662923e-15,2.64053294784564e-22,4.90765604087998e-08,0.0162479516913379,6.87391510426115e-12,2.56571132993056e-14,0.0269742764321089,0.00646232396726084,0.0148038438831504,4.84178132855015e-05,0.0178596054759599,6.37428589367944e-24,0.000696865421934923,4.8615472249024e-21,2.94923927886458e-11,3.31482176929354e-13,5.93293712937171e-24,7.17950411192721e-16,0.200055935630039,0.117090324700928,1.33780738180267e-08,3.5389313279558e-10,1.74092934291652e-25,0.0477171509035377,0.000400421051306089,2.68067156697271e-14
"X184",0.00160049203918636,6.05150905335785e-06,0.123949725677186,6.79782150271884e-08,6.36165113805903e-25,5.58961985480695e-14,0.0142007518383069,3.8622335814714e-19,0.00812521813972074,6.6763405551264e-10,0.0543750880067641,1.44214036420858e-10,1.75520941510078e-05,1.6793509321501e-19,3.52829363735953e-23,3.15375763861938e-12,0.0099345746222567,3.00502522398901e-07,0.365835521536542,2.5506089457797e-07,1.80115159877714e-25,0.00557521646453208,0.00296534952244525,6.18452350636667e-12,9.80175883282536e-19,9.49483374631124e-15,0.0103676900615814,8.99874717833155e-18,6.3308457565047e-32,0.0263802498976229,0.064357117086819,0.0115896395480478,0.00487651031551148,0.0035583861453276,0.0210987002202637,6.56246696137505e-20,3.30031209048308e-07,2.04588558540603e-25,4.86466134391647e-24,5.78042021723766e-27,8.32677281889743e-11,0.0427718268178859,0.106210087264646,7.46899026201013e-08,1.28808565193639e-11,5.40663875284677e-13,0.0236605089157678,0.00910656405873737,8.25450334747395e-13
"X98.2",0.00765977067147399,6.47391031662183e-13,0.0891024556375904,0.00399526258175556,0.00554802890259164,0.00107375956892223,0.00841485888244262,5.46452476584198e-06,0.0193997757705513,8.27665735043531e-16,1.41620971368245e-10,5.11994643722717e-11,0.00399816258801129,7.74873705078805e-09,3.43499595129844e-31,4.32058527345694e-11,6.89160175185273e-08,0.00128421642239089,0.299456920310768,1.80757715680165e-27,7.31799845855058e-09,0.0207588872449708,2.91792288426577e-15,1.29066668005694e-09,0.000473839046573311,4.00541839755252e-12,0.00303294206110928,1.55064667400637e-22,2.18403478739271e-22,0.0253895316821896,0.243524984666665,0.00238967685635293,1.30582350551922e-12,2.45088730962399e-22,0.0827630710417479,1.40403834398975e-09,0.000403362897052731,8.99515109542415e-05,6.47036678769435e-12,2.22604539766281e-19,9.40115327159728e-10,1.09322034175515e-21,0.0403415388497773,0.0104902628756684,1.17446958439983e-13,3.9960192275919e-14,1.32154157520302e-16,0.0211396490794523,3.78865608630698e-18
"X103.2",0.0163862987782971,4.52568872544924e-11,0.0380622813940866,0.00312128749917709,2.26292977486187e-17,1.74018916554196e-07,5.49141196314333e-23,4.02276960171933e-25,0.0191227383517287,0.00163787432539826,3.07130068082425e-24,1.00359817837869e-07,0.00129684890921454,0.000348748203193036,3.81264880993358e-35,3.05910428718348e-13,0.011372561011885,5.63729219695529e-19,0.136993676479816,1.83055893978088e-31,0.00879555887495134,9.92039944268319e-22,4.28780272233608e-36,4.31067010165212e-06,5.58574131779084e-08,1.67970657418838e-24,0.0290567442041142,1.48790416363474e-19,2.17556219084703e-24,0.0263452663766744,0.414147220523971,3.61488143424312e-07,1.76196997491816e-29,9.68120694807023e-51,0.0666484763618511,1.37617376740286e-08,1.25860198889926e-23,1.44570216451292e-05,8.42980624870968e-08,3.93785341480282e-18,0.00266168626702181,2.73511617025635e-28,3.72935120078844e-05,0.081023922637494,4.81101356125958e-29,8.68346673861194e-35,2.81644333489331e-20,0.0294705474291111,2.35007432128905e-24
"X126.2",0.00294902461975489,3.93869044796767e-18,0.0436310541166883,9.94618591149083e-10,7.42764369739959e-28,3.86518508862826e-16,0.000475454695987475,1.01651650852705e-21,1.31470181074538e-09,6.490875121795e-08,0.000464819499336322,5.53732561648223e-18,3.95294545407049e-05,1.77475362083571e-12,1.55599801290974e-10,1.33748181666246e-08,0.0268852150854107,6.94967857241596e-21,0.00801903104699924,1.22922004999295e-14,1.75615961946047e-06,4.83121276784834e-39,3.75278341438368e-07,7.12824851728232e-23,1.32026650583847e-22,2.16584056165528e-14,0.136923513335339,0.00320317340278108,2.42283707325116e-17,0.00155379769361699,0.402363521416192,0.0132071856463759,1.1000154072812e-15,9.33484843851189e-11,0.00202982667231062,0.00345612618464471,6.00371186327378e-22,1.99544982596929e-20,0.000156525684438435,1.33400262859821e-17,0.00839392189091104,0.0018634316646053,1.01861600564762e-07,0.160919780656846,2.1464876489563e-35,5.48154701039876e-39,1.60497424726647e-22,0.064064111972361,3.71648297457857e-25
"X101",5.23697135669373e-19,4.41528741352117e-31,0.0302994171782557,7.49261877511489e-07,6.63101944086335e-38,2.71412881615055e-12,0.0155589138240379,2.86306645462468e-05,1.17769249075836e-14,3.11471484416358e-35,1.09024158702374e-13,2.11853165152065e-26,4.23297628575719e-08,2.49254643172934e-38,1.87792062611809e-22,1.79006777175785e-33,0.0336595286640549,7.74933791276257e-20,9.00294262327241e-18,1.36292731704547e-22,8.75092212309392e-24,3.84101925722863e-11,0.00735254484813217,6.58721851986606e-20,1.98253683435066e-19,5.12057874084268e-12,0.31751328503716,7.34271292562178e-10,8.24259900482907e-09,1.87236860267175e-22,0.186453021221493,0.000306620992571889,1.96740959066657e-21,0.000213549325979809,2.16325856073242e-23,4.02080495662108e-07,5.7090095719622e-09,3.34693468042839e-18,0.00148577289740354,4.95895853842001e-18,0.0151506345302025,1.40383709730213e-08,2.44271029453584e-25,0.138908577997442,9.75921174232002e-34,2.03131958519276e-11,1.04699301539216e-23,0.0995499480599617,3.32032698219096e-43
"X94.2",0.00252416843744809,1.60949181642793e-13,4.66419965922812e-08,0.00954126864713694,2.85540779831692e-15,4.30372262925878e-06,9.97135267430522e-06,0.00854472072574647,0.00169559911653908,6.11541108659266e-16,0.00231431267215807,0.00210772536692328,1.79658124363168e-05,2.75447680715353e-11,3.68937919067669e-24,6.85869237286789e-19,0.0507985847929913,1.95850262313353e-12,0.00152717961415843,1.68637058010214e-24,9.21055362977611e-22,0.0214986360925585,9.62197080071919e-07,5.87083067511019e-05,0.00153562383948285,5.17600233054322e-11,0.429836028345666,2.9961629488794e-06,2.36018691104834e-15,1.37528781769393e-06,0.0408594896780405,0.00225846227760953,3.04056715489526e-19,3.22283345149283e-12,1.65669635490197e-15,1.41404740727318e-08,7.86346291751291e-22,2.51709219853525e-10,1.21031651249397e-05,2.84181471045386e-24,0.0259819436230033,9.31059278192432e-15,1.73039857339369e-32,0.0546170684117714,4.75051139456637e-19,0.000211861682534246,3.78767692018447e-19,0.0995449705552452,0.0563240778809647
"X140.3",0.00171353922731524,2.02476817480075e-10,0.0401674703039133,0.0124852935191632,0.00252237595547019,3.31535204906558e-11,3.66785860450527e-05,6.58460109425594e-12,1.29468082084689e-06,0.0206935505452712,3.7634103940102e-05,0.000504329381637622,4.94071011474322e-10,0.000254330721856689,4.94978401060712e-17,0.00179723700105179,0.0190583727296266,0.0414256565096096,1.14259874434312e-09,8.21055818260538e-16,3.39406240025979e-23,0.00736400623047719,1.63885069707144e-15,1.75701808442049e-10,1.19752984727439e-08,4.79170883677251e-13,0.358473258314939,7.35084809793066e-08,1.69723745971793e-12,0.0156467154600177,0.000554338913374801,0.000570063202381072,2.48760756680545e-18,1.36282293935312e-12,0.00844690167539986,5.72747917737638e-15,6.96883246951382e-11,8.71837450845112e-06,8.93895357783217e-14,5.26807174961399e-23,0.0120275329011023,1.41569135089374e-05,7.63693229199264e-12,4.26174163719698e-11,1.36818455837748e-19,8.65222500947413e-09,0.0374580295658402,0.0327584074533593,0.261250322154447
"X82.1",1.9549954573845e-11,0.0892649706523928,0.0639189439749643,1.46541390432521e-14,2.76388794025043e-19,1.63888315274476e-21,6.37049357457357e-07,1.63882021216599e-27,2.56220805135362e-07,1.82004203116887e-14,2.92218179930928e-33,4.35156606507317e-07,2.49226194867254e-12,4.08363301605161e-11,4.33486664869183e-05,1.32893248255841e-22,0.0442830129807164,0.0553544768691448,6.01984595568904e-20,6.64972555818399e-17,1.24815022363504e-32,1.23746948765683e-44,3.4875514282164e-07,3.04648789819375e-37,2.19312390831709e-09,1.10580933956898e-16,0.16967304746998,6.7501409482873e-19,2.44342175486563e-12,1.69915402727697e-29,0.0188747175408381,1.19464450476287e-14,1.82095168948805e-06,0.00683232227596883,6.93890986433175e-07,7.65941196896392e-12,0.00350730999719656,6.47650195029533e-15,2.87734703144946e-19,1.47381673964632e-19,0.00162161646530139,0.00390330749305659,4.67942714991527e-07,7.70046545660493e-38,6.19970621505414e-39,2.35534360991892e-25,0.068903920417958,6.77986106831246e-06,0.393324890136027
"X41.1",2.06744482233417e-16,0.226119017403252,0.0572275060785208,1.66900686349939e-07,3.05377404150702e-34,4.58828079183376e-34,8.77242209927114e-16,3.43104670321296e-23,1.27281134711991e-08,1.33266208042808e-50,1.61440947749324e-34,1.17473754767355e-21,1.81509449186091e-08,3.36130814212971e-22,0.0133343399011505,1.01397772182106e-30,0.163976155281866,0.00545343289479206,1.21868162015774e-21,2.25840044142665e-13,1.6322391449062e-24,3.64462943982594e-26,1.01505154562251e-11,5.54710545561848e-29,3.52885121913027e-08,1.67943212003152e-26,0.0587681239091493,6.62860873867217e-23,6.5995824263014e-06,1.5066707650852e-42,0.00485989833737899,2.57929012135025e-26,7.08964151631384e-22,9.13036990131264e-08,3.25489400191815e-27,0.00187105223081068,2.36162175079744e-16,7.70177321800044e-28,5.93247414327112e-19,1.43599617035136e-24,2.67856410212495e-08,2.73738881992743e-09,1.72691118913847e-05,3.29330768346867e-28,1.94152886881681e-32,1.3179644147008e-06,0.0675845678789959,1.81274245732865e-09,0.293759715385719
"X83.2",1.87282203438502e-19,0.25158264484138,0.0304103855347742,3.93833244705778e-05,8.20654146907206e-23,2.15466482809787e-23,4.28511226941425e-06,5.45644188983255e-31,0.00865162124226526,0.0136096652032305,3.31842704615444e-26,3.25708474022626e-10,1.74574660647052e-07,1.08015415014844e-20,0.0124242373571187,1.20293292406123e-21,0.323108962467189,5.08496289836327e-28,3.85775591614165e-21,1.8351440057686e-16,9.27026157903546e-08,0.00218448208964382,1.29277053072837e-21,4.74252216005457e-14,3.15389146001984e-09,4.09118123543996e-22,0.0270692880414692,4.1541474255778e-19,1.71754258810675e-09,1.09912696414539e-17,1.78875040113597e-16,6.47535941449904e-21,3.51321935343791e-08,7.49345223336491e-19,6.79696218030507e-13,0.00573375385362304,2.34202723935685e-10,9.81147988080448e-14,1.58197949737874e-15,6.39802550484361e-24,2.80024329865283e-06,0.00630961506199447,0.0034616661985158,6.09336777949883e-12,4.63226166211534e-22,5.81407747607514e-05,0.0586875914732361,1.87126616146059e-06,0.0946435625645598
"X177",8.38254762661344e-18,0.118672827143983,4.35287880263963e-10,4.00692529700571e-05,0.0059576238094103,3.73804033068942e-08,3.46045461089045e-05,6.77311508514663e-25,0.0121222429345607,0.151499355497018,1.2717099304894e-06,8.48383340979829e-14,2.64113593930698e-10,9.2640740410669e-27,0.0101208208315583,9.89110026245591e-13,0.386912710832621,7.5468952603108e-24,6.24786038528663e-11,0.00196926675012591,0.000105685526067108,2.39753390450526e-05,1.2649029071341e-16,0.000359756416719258,6.67612353630313e-34,1.00055331127478e-11,0.0170635227841797,1.01922567316362e-11,4.87056391943573e-17,0.0183840056117745,2.77765861955705e-09,9.58727768992467e-08,1.90840598029917e-05,1.80313096053067e-19,0.00468990865027821,3.60947419221734e-17,0.00449808929962921,6.8166021691151e-18,1.56987705530338e-08,0.000637046024299669,2.1726902864443e-08,0.00908362188574274,0.000554393853190316,6.53870516417007e-06,2.02871153074563e-24,4.82496854851416e-25,0.0616333824886413,1.48172056897683e-19,2.22088562450882e-07
"X207.1",0.0103721093635572,8.65654184445793e-10,0.0250562589457003,1.37394669531874e-09,2.77432408514765e-06,4.15212187066862e-15,4.62994362574402e-32,1.00153847500258e-15,0.0172046831456924,0.203246164568724,0.0140302496446237,5.60237771894403e-21,7.74431328921338e-18,1.05681438768588e-20,0.000455343359980459,2.30716512304361e-05,0.333097400950225,0.0232627621440628,0.00275608005323475,3.5703234134108e-05,4.08443617381338e-12,3.70440808343971e-18,8.87005849671109e-31,0.00354630715860689,2.60077693205422e-41,2.46796030590792e-24,1.25648606644108e-12,1.62101014504096e-20,4.1133120625512e-25,0.0928117379005904,1.64169360010918e-21,2.76162432004725e-25,1.63505687534564e-17,9.98325668766775e-22,0.00119369766246191,4.70481778768499e-17,4.27272228580708e-16,4.84120323898344e-14,5.1464053520691e-19,1.63164037589744e-11,1.08572711802521e-39,2.36683808150487e-45,3.00280458357542e-24,1.83923677842465e-08,0.0393809979669534,6.7152191477251e-32,0.0489114091221568,2.2118897159582e-17,1.08854521181487e-20
"X148",0.0162687334182179,1.16380449650187e-47,0.123839854009783,9.80088770441878e-23,2.50472585521743e-27,7.47367530513047e-15,1.24308524594484e-66,0.00147808289807475,0.0104590580835123,0.130211839624577,4.34292423287532e-11,9.54147145482147e-13,5.7706295992556e-15,5.04697486465643e-20,1.65121448695739e-26,1.25043781603832e-14,0.214841233746126,0.00703686688067573,1.60249287082853e-05,1.75681842501879e-18,2.33059301562878e-32,1.13139975544229e-26,3.54624415419582e-28,2.3225427649907e-06,6.08074985743814e-05,2.17061055979745e-25,6.20145747854376e-17,5.42785725409948e-14,7.39051150334089e-06,0.197452458404737,2.54927701022737e-19,6.00017378136697e-25,5.29460184061173e-40,3.53310800196815e-07,0.00312040050033945,4.56807687232591e-09,2.24688963220071e-24,1.75054463588545e-05,6.53870831973799e-26,3.06668939461903e-25,4.35855404384346e-50,1.88254909180504e-24,1.52693745353838e-21,1.21813356155843e-10,0.128006034470275,4.05298753756169e-10,0.0154017409381231,2.75047740844265e-21,1.95098420690682e-28
"X118.4",0.0078914490905609,8.23211446715918e-24,0.20359004764017,1.41581721163789e-21,1.12457009935408e-24,1.94693344314733e-21,9.34721225283036e-52,8.48395055120052e-09,0.0109249478976396,0.0231358089702551,9.92732837717485e-24,0.0100770013394687,1.55821918564773e-09,2.00587429431915e-13,3.51142255099591e-19,2.17378673503401e-25,0.105772816489863,0.000570996188997628,2.08268385456973e-13,1.05123286372129e-11,1.1148467825055e-22,4.42044710495213e-07,3.39713794217851e-14,8.11889398539192e-11,9.97101022081377e-12,1.88154434507406e-19,7.49503549932203e-08,2.70977917822009e-10,1.201130049967e-05,0.269088178822831,2.07181192405379e-13,6.79375189006377e-19,2.45897070972994e-17,1.12995238006742e-20,0.000166098339688189,5.93021518089908e-45,0.0106342421401385,2.16259740347163e-15,7.81565947731681e-35,0.000753743536256485,8.56315985601842e-17,0.0480468097428223,6.38502484103696e-22,1.28528661466449e-18,0.207163944522375,0.000258067641259847,2.54338080505596e-10,4.78658601988493e-18,5.76402488281802e-10
"X119.2",0.0159648536762578,1.63008515449888e-09,0.0883194912413277,1.08559598102929e-15,0.0101677455088688,7.03811410622909e-10,1.63322664076267e-07,2.3721640551369e-15,0.0145175015018224,7.74227268319077e-12,7.18579057923114e-17,0.0205677347050324,1.67977221509123e-13,0.000129154371312272,0.00664324837062002,4.36847077826508e-14,0.0635798529237511,0.00418446150406321,4.34865897755296e-10,1.21535492529529e-10,2.11169386474504e-12,1.22901570143903e-08,4.52558451698514e-18,0.00015240451113941,7.10335859675079e-21,9.18860846663315e-16,0.000536984857617699,5.55807880439636e-18,0.000339492205221835,0.245491297124757,4.1787814959963e-06,6.64289586017071e-23,4.51009519665066e-12,1.20308685779834e-24,0.000648858882756465,1.58194077384952e-38,2.68835119399253e-07,1.87204797066829e-09,1.63513451837295e-21,4.59714219060031e-10,0.0021125824778861,0.21837352520087,5.86643906511491e-22,2.57210924483646e-10,0.204392528583015,1.73525764225769e-18,2.19545652526039e-10,1.83409265904456e-19,1.63078197715435e-08
"X183.1",4.99081276458793e-12,3.59881532806681e-37,4.35924230285967e-33,6.93456882506556e-36,6.79554569028695e-35,4.03389026159642e-24,0.00846535211607601,4.11581249001534e-31,4.21731379467244e-55,2.48858934862622e-29,0.0250411199180705,1.713547042923e-37,3.06728954077956e-06,3.1768768618947e-19,1.05547535771194e-18,0.00109055365988205,0.0111585502794698,2.74136890994172e-32,0.256007316420906,1.44990338057521e-33,2.38620472812584e-28,2.22138122996369e-40,8.86536767619292e-05,4.07973065779673e-41,1.76669803023929e-19,5.55746504337649e-33,1.62765730973015e-16,1.9361341806095e-19,3.17834521166369e-28,0.0476830095963378,4.06337912703787e-11,4.75385360495473e-18,1.24758040392576e-30,0.037117802609477,1.83453238477969e-50,0.000474906147358594,1.28890002416034e-38,2.78953344100818e-35,0.00351819147658382,1.69816816563389e-25,1.10421682833799e-24,0.180337106940117,0.201482640368161,7.44416374902858e-25,5.31494486482992e-36,3.9279125680834e-32,0.137682923111488,0.0577166970684683,5.12149971629562e-13
"X222.1",6.27539648267304e-35,5.01684215952052e-32,0.0831318638107823,2.13049458423877e-30,9.24327138440045e-34,9.88575060087129e-45,0.010956424224938,3.46230849698641e-49,4.14947310278679e-47,1.74353531523493e-28,1.38939839337007e-14,4.16948913847881e-27,1.97430203504306e-06,2.36299761681635e-31,1.35036809736433e-14,6.17410377716003e-23,0.0149787036815024,2.35998031204963e-22,0.274435479038421,4.38436206158775e-29,7.84781625361088e-43,9.91354813901945e-20,6.03811269966851e-12,1.1423427473974e-44,7.51073107133072e-31,2.59147348190527e-38,1.08778460714261e-21,2.88540500223765e-20,5.46771307060155e-46,0.0494988663930456,0.0398735617873003,3.16966752544874e-22,7.43569803068566e-18,0.0187159618174186,8.04367641106898e-12,7.96611387612151e-27,2.70386260809728e-29,1.94388256269774e-57,2.0542374345279e-11,5.31037605649882e-16,1.16628205417629e-14,0.0364565060874545,0.225732652106065,7.75781155423285e-36,2.04699255093455e-48,3.72303713724459e-15,0.133682280068492,0.0819721640019137,0.00209162055207949
"X144.2",9.66384610662781e-26,2.202204233088e-12,0.0338908612843012,2.06146769984445e-08,2.70113398178334e-16,7.86408318296068e-18,0.0136129148851129,4.44350114623895e-36,2.66549306334292e-35,5.59623969179953e-25,4.15521801913857e-30,2.93584561922166e-16,0.00580714450727819,8.04207728136188e-19,2.04901797789354e-12,3.14578789535348e-20,0.0154671535989761,5.3202792723979e-18,0.205099337553869,1.8803015025811e-23,2.72811937467109e-30,1.17617965497019e-12,3.56450631466852e-22,3.02982857685362e-27,2.39599129667102e-08,3.17046559484993e-26,9.52554093758687e-28,1.42557654952636e-21,4.98156409219031e-52,0.0546221564815793,0.190518574864184,3.72036663304832e-18,3.13066326438062e-14,0.00395963832191566,0.0104401272406176,2.49672302176699e-10,2.81025722620627e-18,6.73740664633798e-28,3.84592293137145e-15,3.4196379319366e-07,1.07808276016885e-11,8.85154710428916e-20,0.179742950988356,3.35293270235454e-22,5.00364754666577e-30,4.01846037139528e-12,0.102015783155046,0.120993902510396,1.61851256053731e-12
"X111.2",5.23149486747572e-09,0.000147508737357638,3.86043828963986e-28,2.81467997114368e-10,2.58238282677761e-13,0.00709059541920881,1.60734721396891e-20,1.0028510278502e-24,3.42364595290904e-26,3.69330697627819e-11,4.12174534116358e-08,5.5183608267887e-27,0.0122702637710557,9.6976910635581e-12,2.08046544447729e-18,1.43111607739036e-05,0.0262516049816302,8.50102552389277e-28,0.0960395275250803,4.12741041937021e-23,2.23616253836339e-23,2.5562307356675e-12,7.40499846542884e-24,6.05561288547885e-06,1.90161887460609e-11,1.2190610147927e-21,9.24947203556283e-19,4.18776399484996e-15,3.15139344594493e-30,0.0493961346917461,0.348446882214836,2.6171468110979e-10,7.46745945168888e-23,4.717719479163e-09,0.00824347875257688,1.94543658572572e-07,4.69062017801566e-28,4.97393821100779e-11,4.70847909360236e-09,0.00381216037797278,1.50095081110795e-18,4.80537437851574e-46,0.109401890141723,0.0042117579298272,2.56177904064642e-16,1.51500172581006e-23,0.0573491042243958,0.176733151759924,2.24298588309013e-17
