"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55"
"X98",4.4602264436351e-19,4.13016099245943e-25,0.00948559357382759,5.13729246090365e-14,3.56289494181265e-18,4.3814151091557e-27,8.016790050489e-29,0.0177310509912867,0.238328718647575,7.37701883850364e-30,0.0711683743387174,7.69069110157251e-11,0.00175868711379176,2.5327315798843e-15,2.30829960288836e-29,8.10789018358521e-26,1.73835043927308e-27,3.30022790830537e-12,3.46735306621686e-22,7.99112864675501e-08,3.83460704678071e-13,4.08552235662381e-08,0.00859162992431142,0.096276223516421,7.07192463556697e-30,2.19357211164864e-19,0.00821712720356387,5.77675772216352e-08,2.93087950379475e-25,6.32312672595166e-20,6.34205269144497e-06,0.000243770492003715,4.61180070982953e-05,1.16751375786062e-12,0.00382904284065291,0.0132833886975557,0.000543461109651998,2.7624221655251e-05,4.75734077240156e-08,9.8810748378503e-21,0.340334219059559,8.11920683368726e-17,0.000274168192090799,0.121105791205501,2.21035662492352e-32,1.50917876700799e-13,6.98624158433583e-27,0.0870362476150581,2.87161102285612e-18,4.8329071451241e-21,1.10618745496046e-09,7.9727464210407e-08,1.54317905554619e-05,2.35074592338566e-28,3.06773892498967e-28
"X128.1",8.76168775625009e-08,8.809951171109e-08,1.48836712005906e-16,5.88255923605322e-10,1.68051021788203e-05,0.00158711080884163,6.27384717809251e-34,0.0145960342770733,0.146836555309869,2.03487841205364e-20,0.0196451664493716,7.93033114698313e-09,5.70945926640665e-19,3.15025045422885e-21,1.85048215505376e-28,0.0269327982178635,1.94540248548281e-13,2.94441829542768e-11,1.16528128705738e-19,4.43869779661374e-13,0.017879777660941,3.73079060246632e-06,1.25510957474398e-05,3.32291970960025e-16,3.09716432918175e-08,3.37507816855206e-16,2.43289808720506e-05,3.843515938375e-17,4.94242057047289e-32,0.0138128250340939,5.70630118378227e-38,7.94276941676263e-17,1.40427990532634e-22,1.31587931883625e-15,0.0211433236082812,0.0349143842241074,9.16690570726344e-05,6.54855267195218e-11,1.86059919576336e-15,2.59349826378641e-09,0.289387714218987,1.02801490348643e-06,3.51276390791713e-05,0.0618712829744338,5.17955168047172e-14,0.00650710773242121,4.87324522039355e-18,0.300374957991166,4.07336348646673e-10,3.68397684040615e-23,6.84071249602625e-27,0.015961314974426,1.09738789046805e-13,1.65440803747019e-17,2.08594358372964e-17
"X115",3.89499810326226e-10,1.89997316082388e-10,2.33218934024981e-21,7.36122518546443e-06,0.0205055539554414,0.017645782703983,1.96200898386223e-12,4.11777000241558e-32,0.0311275961769891,1.11060643231069e-11,0.03335872314628,8.71451480228501e-09,2.66911781941397e-25,3.81052956415708e-12,4.92710989129572e-23,1.13812844528162e-08,1.29249740884205e-15,4.93717818313496e-06,3.51713768757205e-18,1.87539495608712e-10,2.25404539770173e-06,1.84427949331265e-07,4.64935285382034e-18,3.40638160074887e-25,0.0087205005108155,1.96999683543859e-22,1.1528055085747e-14,0.00294200941022854,2.13078606591261e-14,0.000408954096548279,0.0354679697811715,2.77250405750913e-12,5.63971586522237e-17,7.63472305437114e-15,0.00589895885365741,0.0363778872763353,0.000764177231240658,1.13085421626806e-05,3.30246773611151e-13,4.4741653518454e-16,0.0698560526718479,0.0810919259626674,0.0126384468497313,0.15224582599647,0.0509864028016912,9.33068835516575e-09,5.32558557432042e-15,0.438072114080387,0.0105735565918096,4.21993488602349e-25,2.42863179734391e-09,0.00915346243688968,1.13363078732671e-08,2.15931645383537e-25,4.3495410521354e-20
"X127.1",7.72593845893272e-23,1.67439705988785e-13,0.00141332836662254,2.04176729982511e-14,0.0409498916578137,1.93646039067487e-13,2.95905539043519e-28,1.45106620646691e-12,6.55763766652893e-34,5.89500750648782e-26,0.0507385019309886,7.96023449564893e-25,2.06774469554735e-24,0.000623930596851091,7.37781881465753e-34,2.94420815748881e-29,7.61212559577955e-40,6.46358668701472e-35,5.32160728727399e-34,1.55237693448752e-15,2.05238362423161e-31,1.05252092193492e-30,3.85771692374217e-23,1.9700455344522e-10,2.63508687341741e-40,8.04831866430931e-08,7.66901728564677e-34,0.00681932444268714,1.9361977880586e-29,3.15891217093818e-30,0.215518249409701,1.01758923712492e-27,0.00147476344469384,1.3374566453176e-26,6.58301041087953e-08,0.00676457272631177,3.67337915045419e-12,5.30423533489489e-33,2.43724248968827e-38,6.33025001788664e-29,1.62116966716618e-34,0.164423796728455,0.00298079551487423,0.274732769187977,0.0606473081860218,1.18892944335413e-24,6.2305534045986e-46,0.267685790029177,1.13126526574501e-31,2.89554369168618e-19,1.75556528455881e-27,1.03291286809079e-12,2.42199933136105e-39,6.54850728631386e-35,1.61827441219485e-30
"X135.1",5.68318428123249e-14,1.82336172993851e-19,0.00583268195153915,2.71922572570812e-18,0.0576056658513077,3.36397074818542e-11,1.40585275048445e-30,0.0490753549215309,3.19331744663518e-17,7.35895648576901e-19,0.0132755957597998,1.37120615752153e-44,4.9943714000828e-10,1.55953645116351e-07,5.75138404559699e-17,0.00503934716105494,1.51094797525419e-16,3.87528637086486e-16,2.53834100924874e-24,1.21247503185965e-22,9.3267810691362e-08,3.53259818820037e-33,0.000181417612665851,9.50961621092485e-11,2.1058812834215e-33,3.28001430984532e-26,4.23883079938344e-42,1.51048458139494e-07,0.0827825574018136,1.57842644472072e-09,0.396435634054425,7.25101492698495e-15,0.00845686602090761,1.32122588529e-27,0.000641647246289221,0.00408944714227676,5.71970172078225e-24,1.61129404387719e-16,5.26988501397278e-24,7.32842199550703e-14,0.00412916355635919,0.128304462980932,0.000285403802929683,0.291566969904101,1.42294037014286e-10,0.00028532469538959,1.54606788571804e-09,0.0490138032444895,2.05901771438015e-27,6.22278195046581e-14,2.82548464903327e-29,2.82474554719805e-09,1.03800046273953e-15,2.29543577097467e-22,2.38404050502838e-16
"X113.1",6.79276325934921e-25,3.65587516200063e-30,9.83930967062161e-23,1.61749486657842e-17,0.0412636826781128,0.0335882380935246,0.00133968851619388,3.76955324954023e-06,1.19997065996184e-18,2.1658895015969e-11,2.09478882466416e-52,2.58253866328352e-30,0.00902055737665429,1.621161687249e-19,3.88447729584385e-32,0.00675023632035323,2.90405526667936e-13,3.94759335982938e-21,5.09915522397281e-15,3.50640867484259e-17,1.37789050423164e-13,6.05962302754448e-23,4.59415029022892e-45,4.81196034838016e-42,2.68878893246343e-09,2.98287589502297e-29,9.35674676032232e-28,1.20715530482113e-20,0.305416360309758,4.5425048659644e-06,0.329329532309554,4.36833617475549e-19,3.01876384623865e-23,1.69433124107624e-15,1.12368098869175e-10,0.107454027946674,4.79705505741719e-10,3.4185491114107e-09,0.00240928759889838,0.0012580713387368,0.0134743542910854,0.000135059452241113,9.33903583864193e-16,0.145160766486481,4.64524812813533e-31,0.00274752659315121,0.00260934266886193,2.59637341963939e-24,1.25023156797587e-10,1.0554499186595e-21,4.19403866953918e-24,1.41116073649949e-10,0.000367991406314187,0.00180988939989101,1.199254827092e-06
"X119",3.97566569350216e-21,1.59818096989299e-07,1.67760200692844e-17,1.03974743992872e-15,0.0140420552336707,0.0376114690553642,0.0196656203338041,1.14300299085356e-36,2.27539193786117e-29,1.10878214711943e-15,2.62986100496184e-29,5.37249233604752e-24,4.93066306406127e-12,0.0210195433997298,6.39441701557533e-08,0.000178658878845603,1.44477112360113e-17,2.39654174714696e-32,1.79411520067318e-25,2.48013775536106e-22,5.27722808035693e-50,7.60948985134357e-29,2.27095553608901e-14,7.57424865931359e-13,2.01747069185539e-14,7.10041578276889e-05,0.00500835957664278,7.76350508353256e-18,0.357094215589656,6.12084741631573e-12,0.119208901235422,7.87913883466677e-21,1.40938015160179e-14,1.11882371937712e-08,5.94126581181034e-26,0.308910141095143,1.79827456143582e-08,9.26726478635146e-21,0.00762042252730918,0.000103706859654914,2.07827337058048e-06,6.74412510665349e-41,1.31159679001453e-24,0.0432789755979693,5.5100559566778e-22,4.20919196324306e-11,2.61049300854388e-13,0.0165903776232384,2.56044380005091e-09,1.65729172319274e-09,1.43783990244107e-06,5.92650328462404e-11,3.30422076477137e-05,0.00118254311935152,0.000312389654897416
"X159",7.31696531015044e-19,0.0253240995681016,2.19836521269536e-20,1.27909762373229e-10,0.00648082222546393,5.11698272047711e-29,0.0108827595580028,0.0203225721852957,3.00339729542756e-12,1.41403954486288e-13,2.12331866097411e-17,3.43334817436305e-25,2.13646125899001e-20,0.00734139532543771,0.0560649569622923,0.0060796736995497,7.34260286612366e-19,4.27635303567875e-16,2.50419261653504e-29,6.44192037500927e-25,1.2891108432576e-24,1.10007780008051e-33,0.158682547475818,0.00303433598465174,3.87535065797677e-20,0.00830790256204686,1.45119750133729e-44,3.82437007532826e-12,0.16381655804937,1.08553054536259e-09,6.64355611599207e-06,2.59887181685948e-15,6.93298990038234e-10,0.0183560677155154,0.0036146538010352,0.4238230440826,2.48788800878146e-24,6.60476204804622e-10,3.78586084971352e-06,8.01552568124916e-11,1.96648555488014e-21,6.20982811646324e-17,2.27106045841946e-22,0.0653564373539055,7.64847428702738e-09,5.14014680389103e-06,8.17465877057202e-12,1.94207745539371e-11,2.29764971638447e-26,0.000239941169603583,2.742639637193e-16,6.86111081941262e-10,9.90592986218541e-07,7.33101398445937e-15,5.87466416314751e-09
"X107",1.38135493245566e-07,4.02678383822525e-44,5.81663044336286e-19,0.0054686472038654,0.0107096831794192,5.82685347590705e-64,1.99554654477567e-25,0.0761830158921737,4.66410685411104e-19,0.000788797665821636,3.95595888965432e-22,6.69667840317861e-33,3.29103789467444e-13,2.56134338158123e-19,0.225309861454067,0.0012905579392993,2.43845078633292e-17,3.70449713464466e-14,4.5382018668003e-29,1.17141588992364e-08,0.000127138988088455,1.02175079489424e-22,0.144902451264834,1.81097870734946e-18,4.40374636605735e-07,0.00254147704366469,0.0556685319203241,2.42670487483934e-19,2.17421368519267e-05,1.07822392963864e-14,2.86274372904601e-32,1.44000401950129e-25,2.84127111085956e-24,0.000743209318936475,0.0364380945621835,0.33386776203153,1.05635904135905e-31,1.82923256511525e-12,3.72662573350701e-29,7.47222821640415e-11,7.37696361641834e-19,0.00214439744734678,0.0469804862649007,0.100365571125792,1.83127638765256e-13,5.9242655811608e-13,6.64034525837524e-18,1.56789581533986e-24,1.17207472117241e-17,8.5161471402809e-25,1.1942289917784e-19,4.09136263400629e-22,2.39260174498955e-08,1.30017929534559e-07,1.47244566840478e-21
"X94",3.26633707891992e-08,5.8059208569361e-12,0.000155017915017465,1.62274536857369e-18,0.0179096466898314,5.97336355734864e-46,2.90773914087712e-29,0.0379219334914106,2.66799431885166e-08,1.17761155408091e-10,2.88630316627628e-21,3.39798048361457e-15,1.93634230894249e-08,1.91645102257131e-13,0.302392923467635,6.24615611802343e-18,5.74510156993434e-25,1.73103813586444e-10,6.73289069485932e-27,1.28709993409618e-12,9.08274108324285e-32,1.50168252631902e-21,3.91311648505939e-07,1.21666953871623e-10,9.64785477841685e-23,5.21721248667604e-12,0.21086174132629,1.33483783247083e-08,5.7328041272896e-17,2.67263833818517e-07,8.35321795187628e-34,7.61553941649794e-31,0.00128050511021926,5.52095098797117e-10,0.0458896771346248,0.147141159361671,2.07837047525617e-15,6.88717467894271e-23,9.06419303265114e-35,6.02591761226922e-37,0.0236977905051376,0.00386412419672237,0.182157119604515,0.110577142451833,1.54783502050103e-11,1.42668066791252e-15,8.24719069510746e-28,1.49922276423288e-15,1.19924736411016e-12,2.57692185890109e-27,6.69870698284676e-23,0.010019078191363,3.14284669912256e-18,1.55850471541785e-16,5.34294930920425e-17
"X145",2.91887846902847e-23,0.219727708635097,4.11025359142371e-37,3.94956001320257e-12,2.68084005712066e-08,9.42857221505707e-34,4.33638775299569e-06,1.02534082002325e-07,6.28326915140693e-23,5.79595100990576e-20,2.75277917484506e-37,9.87986847345e-17,7.05035302120621e-10,1.2415508103292e-14,0.196955198411769,4.15927775154525e-26,1.5739022428278e-12,1.00370213542265e-10,2.74990066502214e-22,1.55792479424121e-09,6.01437212318031e-38,8.63838105365196e-19,1.47432283818003e-37,2.37084040420747e-25,7.6363592350954e-22,2.10262957099023e-13,0.13932609273814,2.34434932346668e-22,5.72410690009313e-09,1.06789030933043e-14,2.56520351451576e-34,4.53360591881266e-13,0.0237245423863905,1.40773262092092e-14,0.0202462877886461,0.0119474468372619,1.91014082987095e-12,1.05658284018925e-10,1.20292627353541e-29,1.17903360644898e-40,0.0243855369504235,1.85612876864711e-06,0.278165351468495,0.113504684455819,3.277455418095e-15,1.64083272619862e-39,8.16837274622323e-25,2.29388324881663e-23,4.1977550853441e-18,1.27060444968142e-28,6.58905920593468e-31,0.0155518817656336,0.026781750604052,8.14445858494396e-13,4.90241930262572e-11
"X160",0.0722278436435305,0.316377674761855,0.0108026646022161,6.45293188862561e-06,9.43914790657451e-06,2.73355277682078e-41,7.42480815089831e-12,8.58768827369782e-06,1.51004152940363e-10,7.38001237088157e-18,1.62461866923629e-12,2.49095297071554e-23,1.60671980420755e-18,3.68086328809879e-17,0.071347861962659,0.00596427695016846,1.80811185258273e-08,5.59870278861145e-23,1.45408527921763e-05,1.99406361022022e-08,3.29044839521765e-40,2.3772770763445e-11,0.00212237543680485,1.56030076442296e-19,0.00247329269920821,1.60990314533828e-23,1.38342836854473e-05,8.67369181077609e-22,7.27245861287596e-05,3.33831560418099e-10,1.09856947936986e-28,2.51914973350184e-06,3.72030069229802e-17,8.14856912264437e-10,7.0646348328628e-08,2.12979663981648e-13,6.91233031029498e-08,0.000118019535220836,3.59121860881592e-20,0.0187217619305268,0.00223664569493997,2.36757459840044e-15,0.246776506933224,0.0992901349603941,5.81862920402941e-32,1.99947145423289e-15,1.56250168919435e-12,1.42615306174261e-08,3.7765159203945e-10,1.2114750861246e-20,0.00163059211062863,0.00439738357911794,0.14789930325597,0.012514402432946,2.22124375503819e-17
"X136.1",0.158527216137033,0.145130465392149,0.174679283768722,4.23176295243931e-18,3.24060574014609e-09,1.6724171735115e-33,1.05536814573108e-08,1.65237256281916e-08,1.6659439601499e-07,5.88943645311617e-14,1.21166289595784e-17,4.6156841691327e-24,1.68409611068267e-17,2.16328386631562e-16,0.0491784300533595,0.00230062272579346,8.04859015290825e-20,1.67868670037463e-08,7.52878140457888e-06,1.57394513030288e-17,1.20371024071513e-05,8.1800358635085e-07,7.62129262575296e-07,0.000683340428401088,5.74219422840844e-13,4.377387856862e-20,4.92741689775354e-20,1.84560325868632e-17,0.000419394339454754,1.12284639189362e-11,4.35518776833236e-16,4.12257852371789e-13,6.92463065846189e-22,1.97039751796073e-10,2.62415908838735e-14,1.23277200400923e-14,1.2693606504947e-11,0.000532552529251432,1.22829231366557e-14,1.64554625995608e-11,1.68672385569948e-11,1.98622580650678e-15,0.157241606892146,0.0879977891861314,4.10442295785815e-17,2.49129129197111e-21,8.52550293119794e-14,1.1128258025311e-10,7.53443438644038e-16,1.83375912767672e-28,1.12499310947113e-16,0.00195017878446064,0.243694488108822,1.81326699637187e-12,2.23896676093859e-28
"X222",1.06074286737329e-06,0.00461392567649284,0.16276865023309,2.53730951552555e-09,5.56320151415489e-14,0.00178269586191594,0.0127156646574137,0.0179731316904309,0.0365533691666275,0.000103605920500668,0.0109466767502823,2.26132291729767e-18,5.16559942431054e-06,4.27191692583176e-12,0.00717986084454223,3.82292926111351e-06,3.41607186524474e-15,1.59065034975621e-10,2.03984373173741e-05,2.88910131197365e-05,0.0368774973216368,1.65486630339759e-20,0.0114444585859016,0.00883504562290604,0.407792131998342,0.000205871823257077,0.0167225911360169,2.4679406360314e-09,7.11197585018108e-05,3.35246418175203e-11,2.86886555566581e-15,6.30934826553869e-11,7.8467962304496e-06,1.43688719328297e-06,0.0267083726159087,7.72442954825848e-14,6.86066391052408e-06,2.31880810039447e-10,1.75931412797228e-13,2.28312300973252e-18,0.038656315698056,0.00121919851458086,0.00152640987227466,0.21252061230232,0.0203518498983961,2.1378905890846e-08,1.02287457833501e-15,2.37975095677327e-08,5.77599933810613e-14,0.000104724299625939,2.64016825218515e-15,9.47098977283701e-06,0.00053175310104561,6.58367966659866e-13,8.43638313508609e-11
"X157.2",2.36660714451852e-07,0.0127978961909946,1.87335293820706e-32,2.6460492016889e-16,4.31025035753256e-28,0.00684970296030918,7.45992263569829e-33,0.0153460582808807,0.045304560673223,9.42243913066099e-17,0.0285410434702128,2.64896882100651e-30,1.07976251772527e-13,5.58136916822735e-24,9.46967602150961e-09,1.18966062484938e-35,0.00472871153089327,6.1668048740539e-12,9.42901852287277e-36,1.39876833761711e-09,8.18152874213362e-15,2.92996485655309e-22,1.85648321314524e-05,0.191063597377852,0.31464215739692,7.36898028937712e-21,0.0120089122380114,1.89909969638483e-21,1.32792338418812e-10,7.58754327519818e-19,7.78002457416346e-34,3.51874176991355e-41,7.33878889931369e-07,2.93697934089581e-18,2.54545668482813e-15,6.11288874955236e-19,1.41932001278361e-08,5.43585791306772e-22,1.40402167439894e-16,2.70639561226014e-28,0.0993740816455663,1.59684256245805e-05,1.51367162067837e-09,0.260871059756456,0.0148529351553876,5.30433545438085e-17,3.07077941008337e-21,2.24793880473931e-27,4.75007974576957e-21,1.50369451807511e-17,0.036352536807568,3.50873139313799e-13,0.016975984751009,1.43197968123042e-15,3.32222512746402e-18
"X149",8.93263982587885e-17,2.01737472042326e-12,1.28513707183269e-41,9.82573614321391e-19,8.37041601477515e-24,0.0252141777834024,7.70836942033351e-23,8.2323776519069e-23,0.0712217988796797,2.58571343559702e-09,0.0498489026078875,3.57740540214296e-24,2.26479613967382e-18,4.56404404161195e-16,1.1474866046123e-16,1.37331058159631e-40,7.36405915564825e-14,9.51229203270543e-15,1.34147610322335e-26,3.76367744479426e-11,1.92275144233618e-34,3.09439911079658e-13,1.77067592423416e-16,0.31198506711623,0.0801283384396898,2.17735457129527e-17,0.00922156043150021,7.86224845846471e-19,4.17679300902254e-12,9.45764646196884e-22,1.01049927163433e-22,8.72663019883191e-09,2.5190982663247e-13,2.00914977898705e-12,8.33889762916164e-41,1.22758532041725e-19,0.000251718483396181,8.50666732219077e-21,1.54768271470121e-18,2.45917103580226e-25,0.293037336904137,0.00366020118727132,2.70969744633292e-13,0.180578460017351,0.02202006959496,4.2453296504731e-20,7.91147211137413e-23,1.9400755702482e-20,4.76659708166075e-28,4.08034739344044e-26,0.0179302935373535,3.07917154060408e-21,0.00710564756301474,1.13925712247464e-22,3.29666786345552e-21
"X109.1",8.58537367292486e-23,1.38180388667905e-16,1.75585457286678e-13,2.09688700799557e-20,7.57010104706175e-37,0.00227862800545207,4.08850839253563e-08,1.48625177839987e-22,0.0812743972664595,9.71048953801483e-14,0.0260917174833036,0.00179222695362631,5.42598513596527e-11,3.34767162332412e-06,0.00151854474619202,1.41360391009611e-21,8.34970953050415e-17,1.57282126949066e-11,0.00711055874303786,1.80661558933445e-08,7.21298701172423e-21,5.90187936494238e-16,0.0131882333873035,0.170541707242973,2.04908976230349e-39,4.78390458194374e-31,0.000437010551336955,2.0504384592933e-09,1.71165123790916e-19,0.0546662815723736,1.31321546368842e-13,0.000632374457311527,1.95975142392244e-06,0.0136192218744094,2.31252159004188e-17,4.57522632093672e-06,0.00789202800589663,1.17435658180109e-14,1.08538843778209e-16,7.79194559048122e-12,0.457991354728652,0.00644909347007323,1.04324561988749e-33,0.0566279287305603,0.00745997261970307,2.00355054027437e-15,1.83338429663385e-21,0.069397522003416,1.1465747034359e-13,1.00129159276116e-06,3.05266774038871e-25,1.11215053356277e-32,0.000531047172429983,4.49705945403893e-20,2.01916920367788e-07
"X92",1.48674304609556e-06,1.52436953015488e-14,5.88865694468034e-30,2.79763461752755e-15,7.04319143991107e-26,3.66239222170947e-41,0.00470848180326601,2.60654022305922e-30,0.0478289256213049,3.21201238680343e-16,3.86499025407288e-12,0.0107159170571688,2.90848585505051e-14,8.36586329726986e-24,0.008199154985671,2.40398201121276e-15,5.42203033230422e-07,3.95047567519653e-14,0.00171300967656289,9.21628913148989e-11,0.0182726172013734,6.13992939884288e-22,0.0232358333092809,0.0108360895651507,0.00850523082830027,1.23089350004112e-45,1.44251631103326e-14,4.30403763158322e-14,6.32237368701975e-24,0.128413545873711,1.89042248724867e-25,3.72970338844413e-21,1.96492793726423e-13,4.59938732905292e-06,1.13805098054716e-19,2.11114938318277e-08,3.87715539843115e-08,6.5845059398197e-12,1.77778493733827e-13,9.20379396318478e-07,0.346430612558777,0.0708197651048179,3.0048381852523e-31,2.22146026980859e-22,9.50360179594748e-36,1.09579831150011e-19,8.50270555535996e-21,0.23515969067265,1.70325761617743e-19,0.00251638684560443,6.41851298791093e-32,2.2548709641229e-19,0.000615059088275706,1.89186427262309e-14,1.85140938884802e-12
"X161",2.12272734331537e-17,1.25837259660366e-17,1.38122382958496e-28,9.47915804241687e-22,1.98784683990284e-09,1.77491339760552e-14,0.000119807555479312,2.21534233634901e-45,1.2857134727246e-07,1.71319829368519e-20,0.0162647164645305,0.0116603325771196,3.35481546536641e-15,0.00703557501687065,0.00790413876934045,5.93131717855762e-47,3.44776962877031e-05,6.58801453901697e-20,2.89166180639199e-10,2.8925387688734e-15,8.64297715474867e-08,1.2054441008628e-15,1.6781530673763e-06,1.13840890657076e-11,0.0177012992401964,5.36735864882143e-28,0.00547347612738038,0.00959463981380773,3.86263221756232e-06,0.094455336184132,0.00308099260997761,2.3991730122937e-16,0.00429315930381838,0.00402806139666397,4.4575662263293e-35,2.95570183519183e-05,1.19252062919763e-07,4.74411019819878e-21,0.00737407389040503,1.10224528290461e-15,0.0808302919397894,0.24548919763745,1.25479136421171e-09,0.0546202716632558,6.8660501374981e-51,1.1457166912903e-22,2.33496380341639e-08,0.360342748282767,6.67662888012589e-11,3.81917592095579e-12,0.00682680034891353,1.76977271247474e-23,0.00499520624262935,1.9418973487914e-23,1.7634883900149e-14
"X188",6.02317431071334e-19,0.00673888595401025,0.0031612857635578,7.54828787240677e-14,0.00901888979149919,1.9280099918995e-22,1.93891669606794e-38,1.75309720871263e-05,2.47052649608947e-48,3.87211398714369e-18,0.0437023550380143,1.38901491497205e-38,1.33918398280692e-19,0.027721011113291,6.04409172418112e-16,1.48591523318635e-47,6.572884779544e-14,6.17506591373921e-34,5.83835218738166e-07,3.25609069675074e-13,1.27633067051987e-08,2.61148701236507e-16,3.05092343817517e-12,0.000108004232585015,4.46235696209602e-30,0.0144563594650666,1.30243541260685e-07,0.0150398524304013,3.07845652881533e-09,1.93952597435746e-12,0.118744838300615,5.36776223183683e-28,4.91454196947303e-06,6.95821901700321e-23,2.12692216489999e-12,7.53758515779947e-14,0.0184304500657603,4.32588106436724e-36,5.33669016287861e-21,3.62336755813449e-06,8.04636369291047e-27,0.386799355514213,5.38683845590427e-14,0.144756216757595,3.24939913806641e-50,0.000332412256098717,3.28032832576227e-21,0.223708795702716,1.31438261411216e-20,0.00332896290616321,1.48813998255758e-11,2.50713103314391e-13,3.16090303264908e-35,1.51718069890086e-17,6.97156227677628e-11
"X172",9.58691854027792e-25,4.97496148311452e-13,2.10398834264716e-07,6.50169341313121e-21,0.0296369612209672,6.02327787858864e-50,3.53166907769885e-49,0.0499062448150458,2.94250763867463e-22,1.95354675026975e-07,1.022933406536e-07,2.52426392685549e-44,9.67951170579499e-38,5.94277625928693e-18,7.43259677697986e-33,2.08572141476507e-07,2.22230216969001e-12,1.98984862380755e-24,1.13823026846648e-15,2.51623085116298e-21,0.000971425971565079,5.96575241195917e-28,3.8574877579917e-17,4.55802067674058e-35,5.69732582310401e-37,0.000677893002364757,2.35685533540184e-31,3.46042009895712e-12,0.127164316894832,8.78560497772376e-37,0.21400586127366,8.30320938711333e-32,5.87008395024812e-32,3.33512387946711e-33,0.0068499875865825,3.91445338325632e-26,0.00803952746698698,1.94088048582762e-31,2.86575735474536e-47,0.00670626794256319,0.00513484244422939,0.317603008423718,4.6945682703738e-26,0.154115814243942,3.20848976212853e-42,0.0872923008431842,5.02552860881851e-08,0.00957439122098883,3.07148474567676e-24,3.37916354212641e-22,8.05758238158753e-34,6.15425480992569e-15,1.48474902542701e-33,3.46376865827834e-25,3.14261619348354e-14
"X140.2",3.08578022595561e-19,7.77260550520249e-39,4.83586596402655e-13,1.35334218007994e-22,0.0243981614616715,7.51573429336003e-30,6.27256358041354e-35,0.0244763017080631,7.81124855075395e-21,4.72867611106092e-06,8.24458021708374e-81,1.95164193736914e-18,3.34282734509756e-18,6.08050989964747e-59,1.9743205133471e-30,1.73702535086768e-06,1.02956352823064e-18,2.47665503478966e-25,8.27242921012615e-12,4.60966434264502e-17,5.6957980633935e-05,4.339026232234e-34,1.45000717696988e-32,6.11129242104582e-49,5.72493371366843e-14,1.13205398533349e-12,1.2593611359097e-31,2.60371841805974e-35,0.392693508381733,1.23544935427846e-38,0.157641427446298,3.87032963942526e-27,2.60868394979079e-54,2.10785034361156e-26,0.000558366373703071,8.30394301234505e-09,6.90676009537708e-07,4.45890947146055e-24,7.3643351996032e-21,0.0115652655404466,0.0248796834429927,0.121415784704635,4.66996819541059e-15,0.0824498011696997,2.63608669145021e-41,0.119725608099709,0.00546409089700278,2.29775418584043e-43,6.82386941615881e-19,4.38007009737764e-28,1.40699117573701e-20,1.65162390801503e-09,1.08700193257304e-20,2.72859411386134e-15,9.25602329273069e-14
"X141",4.32321143588492e-05,0.00254767422106917,0.000905210332787345,8.72159304865126e-12,0.00680457683945031,2.09047205851364e-18,0.00273146155558387,9.46637812132086e-26,3.19584228383509e-17,5.55295789699536e-09,0.00332401609535379,0.000300861194682033,0.00153371381953769,0.0255675615501471,1.48724312915059e-19,1.68423839848475e-20,8.75960159864459e-10,7.82548285261121e-13,1.44799069451086e-06,1.88056645097174e-08,7.52048275070251e-19,0.0102215220368509,0.123006219681916,0.00948304935082265,2.79717231287866e-12,0.000336339476064426,0.00163983380271242,9.22530772113552e-11,0.466485381449275,8.40329847243236e-19,0.0292061291918615,4.99554433783577e-07,0.0165274321782014,7.03070674015879e-16,0.000156995437900878,0.0962796676012379,1.76148125545554e-05,1.15863579861236e-13,6.7996117335341e-08,0.00253432868807676,0.00897526830882352,0.0227180054205656,1.15275961390027e-07,0.038519653249323,3.25456234829693e-22,0.0399362335001129,1.83800971778278e-07,0.0136744046067195,0.00351735936012654,5.90826501712525e-09,2.7251023736566e-09,9.35538923808628e-11,4.89125844310523e-18,1.04491745411019e-09,0.00688735056706469
"X189",1.08419422129575e-16,0.0207653672882975,5.85411027629543e-17,2.1246104469558e-15,0.00040386911794043,3.29542609464162e-29,0.000480176740657922,0.000178612189827148,5.59486205133603e-09,3.01761404471084e-12,8.41582334800215e-24,1.72094846053657e-05,4.10396993569105e-12,0.00405901377147749,0.0460188433724806,1.4762025198227e-21,7.7350260205745e-12,4.15956653776673e-17,4.25002889451124e-11,6.90720908058964e-30,4.14281407800422e-16,0.00938342488610931,0.369019494802499,0.000525095469365474,1.20632512309022e-22,0.00533053458020876,2.21551426117595e-17,1.04226387162869e-08,0.244641004271744,2.54591317267324e-08,2.57075749576814e-31,3.10284039130838e-07,0.000225940213950731,1.53271203925915e-06,0.0151949503932586,0.168469783575571,2.43861763131353e-08,3.56214048348145e-16,1.14073464890072e-25,3.20034904284205e-12,1.69949019209016e-08,5.66694303714302e-07,5.31586519892522e-25,0.0589092134280001,0.00435053891577229,7.87173904144402e-15,1.50322551649589e-05,1.85087270398174e-10,1.68741573282929e-25,0.00903693167387734,1.88710735167372e-16,5.07753596947403e-22,1.26323301218621e-13,5.15542556184886e-19,0.000395995266911191
