"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52","r53","r54","r55"
"X87.1",3.22037475840454e-13,2.29947787214744e-06,3.08135157263604e-08,6.2255465066981e-07,7.98513554512505e-05,2.470985357285e-05,6.76110886426417e-17,0.0104348721736847,0.000284209497045005,2.07296692862332e-12,0.00886015908969915,2.90529160412069e-12,5.18305318056782e-10,0.503600229610351,0.000783799211671956,8.31871782719206e-09,0.00272134872601113,1.79867612598585e-11,4.84165779531892e-07,1.33237916527182e-09,2.92923338995709e-06,2.19693529468196e-13,2.24144099376564e-10,2.04576875694734e-06,1.88117435461619e-10,0.00789810303029042,0.00161403819599226,0.0514566604722159,0.0240209794038223,0.0233762721314202,3.07265791390784e-09,0.000115296546158871,0.00287373824853231,4.20617537267205e-13,7.00462965852005e-08,4.52328979323886e-07,0.130371187760105,2.80359253438407e-12,1.95225097522013e-11,2.02827640022122e-07,0.0186023528967909,0.0229588020436252,0.000424954773224912,0.012651041999838,7.12203681450401e-06,0.057321018266171,0.0108701731965763,6.33474208395227e-08,0.00547675011312317,7.66880529289117e-11,5.51684236377076e-16,3.6563154402307e-05,0.000195382223217295,1.1049232696564e-08,0.0360744177270881
"X105",4.07668252664299e-15,0.00475112873194337,2.38972163796119e-29,2.23987200120227e-14,0.00353587037604757,0.000254911022211482,4.97610737226918e-17,1.69444948374107e-22,2.06924904998362e-10,1.12734434017474e-11,4.14764362060071e-22,0.00190018756111626,9.09162057300957e-09,0.339001539807726,1.59280385729798e-07,8.50432616081515e-10,1.41579239489847e-05,1.30766079221515e-19,8.10766683197793e-06,3.05285914863733e-18,1.36864090006677e-15,1.83472771359027e-06,0.00334452664005648,3.8206076325389e-15,1.14517452394543e-19,7.37757762330923e-13,2.31723716239553e-16,0.0489149680443998,1.48789127525857e-35,1.7725953127717e-30,9.92968876913114e-12,4.87864768369916e-05,2.53493448667671e-11,1.19791266643902e-19,0.000516696332490092,1.55650062049162e-14,0.00158079271665414,2.593586208237e-18,8.88347444812453e-17,0.029278159767725,0.0216155389075424,4.66212704696729e-07,5.08678571851578e-19,0.0413678211294296,3.50577584159707e-30,0.313969611873071,4.70458073533151e-13,8.52895335799556e-16,9.12784800254627e-15,8.47639920450018e-12,1.91265539252794e-11,8.36202604246862e-17,5.21195068775242e-05,0.00488105788140648,0.126519666280812
"X170",4.37248389017314e-13,1.40809094695442e-21,4.56088093097167e-27,3.45674531355954e-07,2.91275442401788e-11,4.68288983160867e-21,0.00249631792847172,1.66290866393542e-30,5.33485241811178e-21,8.04755387256655e-17,2.37250140922519e-44,0.000328021225581357,4.69045451885599e-21,0.0842699002310199,0.00379095905916156,1.25860029629008e-27,3.92148955877958e-12,8.58051723540419e-09,2.89967908729779e-07,2.1676874595537e-28,1.82497180426655e-20,4.80886238339686e-13,2.02657811943713e-49,0.000203003936589541,2.22053507642783e-07,0.00696731470994416,0.0205907130132411,0.000349686795832536,1.1443393582099e-15,1.79195769000227e-15,6.26537496522753e-15,6.3590764519663e-32,0.176895213323028,2.44664435279433e-08,3.02078673710981e-06,2.06285871218418e-05,5.68634815835793e-33,2.03496783823575e-18,2.95920582248628e-11,0.00707933796340537,0.00120625459262254,1.00657725172991e-40,2.26908897486072e-33,0.0202442428887285,1.46482837653135e-27,0.384840673884993,2.96458183212317e-10,0.029808300121261,3.05959600832299e-08,0.00849635789798952,7.55032151030361e-25,9.20497487159169e-13,0.000581677216957735,4.4669382773508e-06,0.187962878249962
"X127.3",3.52063214031404e-22,1.79081166919015e-10,1.43557567504986e-08,0.00052008295974306,1.97416779697089e-06,2.4389667454893e-13,2.26824191316359e-15,3.20927843953061e-24,1.20880931326292e-25,0.000607039814294554,0.00162236014667061,6.01682121404087e-13,3.77703308881015e-16,0.00137902432076383,1.2452101747783e-09,1.79815606844563e-17,8.45485042634232e-07,4.78744810699228e-17,1.13508853418532e-07,4.66185386083103e-14,1.74205280382863e-29,1.22263451404142e-05,1.83632976705681e-19,2.88641828275317e-05,4.56820818070918e-12,0.014616306834056,0.0198743951914961,1.97388433861926e-17,0.00790142517214783,1.44226422178991e-16,9.15970509034737e-10,2.48063153621439e-09,0.456599881288908,2.14692263890869e-13,0.00317314410011681,0.0100707728546187,0.000231060721118807,2.95732362161287e-22,1.14832514867424e-13,0.0269909274296008,4.72005074207159e-12,3.93429492293776e-08,3.90191665485318e-32,3.45347925504318e-12,7.8927640844866e-24,0.16062518793086,0.000392143816589507,0.0302261028943909,1.31267063178849e-11,0.0217685578459512,9.78067578541755e-10,1.97804455732071e-21,3.07406561996249e-09,1.79564691048285e-07,0.164861309830353
"X107.2",1.26908174982837e-07,0.0118143042604552,6.53225704126386e-14,1.16298882357369e-10,7.03897717101257e-10,0.0802218392676279,2.11237104743992e-10,0.000130076121757227,0.000636528353565301,4.26409351361141e-06,7.21068553926404e-06,0.000123029180756449,4.72169285216787e-09,0.000131694296539414,3.23491665293988e-19,1.20882165088246e-09,0.0103626578888075,7.07430677653612e-18,1.27457858361508e-09,2.16100950113072e-05,1.48730267856939e-08,6.40725804730242e-22,0.093740403837105,2.65871660807337e-36,2.02300159246867e-19,0.00559835538777054,1.55922005716041e-33,0.00137283498590643,5.39934520163521e-14,7.27575801731451e-09,1.83966459979352e-05,4.83885630764031e-10,0.423805513823881,9.64115832044246e-19,0.00283144459327501,0.00127561359272922,6.13603617420287e-06,4.96749573359152e-16,6.18256702789376e-17,0.205113183268829,0.00740897968439734,5.67721046899399e-08,2.74094008202536e-15,0.0298945679324661,6.02205850479622e-08,1.0109901051285e-12,1.10394549944173e-05,2.09319243228583e-21,6.44894345625889e-06,7.69089820367095e-17,6.88610450051212e-15,3.45434789126168e-11,1.36222118947955e-27,0.00022187655059057,0.0709951202584026
"X94.1",4.12680078015855e-07,5.8169227888569e-41,1.84754753078648e-37,0.00010533112197734,1.06585494378993e-07,0.219589168714835,0.00126870393585773,2.05947078492542e-22,5.54708224410359e-09,0.00157003935127744,8.81110351388621e-18,5.48902354384409e-05,9.9374428336287e-19,5.40413878824465e-10,0.015359759431464,5.15663639196349e-40,2.7646283224236e-15,0.00222964663864343,3.62277574641047e-12,2.71219604979551e-07,2.52610376722481e-05,5.12976573030712e-16,0.10377930446903,1.5840098134976e-43,2.44965615337119e-05,0.00761836958284161,1.21600084878202e-12,0.000420403283183036,1.27438183223227e-20,1.56478104150774e-09,2.03362348978593e-30,3.0723887130368e-17,0.164275277114811,0.000287221546862781,1.61218251920993e-12,0.00505170994981752,2.06141298574079e-21,2.29083249240592e-05,2.01332186979508e-12,0.387101554529794,0.00980830763417727,1.14852466336497e-20,0.00233081003038123,0.0421844844305402,0.0077762610377263,1.95189400014701e-20,1.86793532861133e-06,1.2197550783982e-18,0.000582022089496263,0.00769500603308827,1.74188324163039e-12,3.36992316930316e-11,1.2128485681143e-10,0.0105263221262001,9.50002822461643e-07
"X71.1",1.06030750324666e-40,8.86537387996392e-46,0.0034760563970083,8.06082008494077e-17,1.43336402176452e-08,0.295541610806159,0.00598122850952966,3.73374450364744e-23,3.88748177217355e-19,0.00110051090937746,0.00062403934342951,4.30246949451654e-34,1.09769179520364e-17,1.86959369563998e-12,0.107385173844388,5.98806293119027e-33,1.82790056250395e-15,1.50245733046092e-11,2.11278799324128e-21,4.20421662054459e-34,2.65250408118999e-20,1.5261290649032e-09,5.66890627911952e-09,5.09900395854886e-32,2.42106374231521e-16,0.00110054665893334,0.0421680857647949,8.9666072325854e-20,4.70797626375769e-19,2.92344185759506e-07,5.99037421367435e-36,1.94286320568813e-18,0.0186154271138794,1.69000250836824e-13,5.51149256544706e-22,1.16435668382126e-23,2.68092247273533e-24,5.73684075582935e-19,2.97321777461596e-13,0.290925501093701,0.00260457512224211,1.68030721322002e-26,5.58606350277188e-25,0.0416822171783894,5.92990862726131e-13,0.0153502627185176,1.52446547497526e-09,3.5812918225134e-25,1.30040983082927e-15,0.193400096606813,9.32910543897567e-27,8.71248173597566e-25,3.86453302965941e-05,1.69798641948027e-17,1.99058865490502e-38
"X93.3",0.0517359421828927,0.046502615008875,5.25173435699571e-24,2.23677093666683e-16,4.20879701986261e-22,0.226735832677732,0.0115098265447327,1.64792887231551e-10,2.55479131766841e-18,0.000157271537163888,0.000988404898536937,1.05184291865559e-06,1.61964732928943e-14,9.03825765824664e-11,0.0874020409850029,1.52535988072782e-14,0.018774620440556,0.000967795358735592,5.59495509002067e-09,3.98115461375035e-16,0.00124146389214938,1.97983663723912e-21,6.34557905202337e-32,9.6978227141027e-35,5.28590368273792e-12,0.00959612178460321,0.011351989456192,1.3333284433886e-09,0.000147511114309176,1.90241401641128e-18,5.07839668835358e-13,7.87993159152739e-18,0.001254260507394,3.55002893338771e-16,3.14390662195708e-08,4.96268710574336e-12,0.00101889036164078,1.01700982700042e-11,2.23877066509871e-14,0.0563172430676688,0.00178727708784375,1.68605266816389e-33,2.26902077404165e-07,0.0359383551896418,2.34990088301309e-17,7.17346024893175e-08,6.2394167958025e-18,8.36143008599469e-37,3.79773090599663e-14,0.412373286468,2.47239498558822e-13,3.51492956173313e-17,3.18542113703037e-11,4.79720152399414e-16,5.11837294981857e-15
"X112",0.259685955424664,0.0840845329093486,9.28692509481034e-25,4.77984493500568e-09,5.26180185942014e-19,0.112047207961147,0.0064983850502604,0.00360098313534619,1.13582276747577e-15,0.000127682925079395,0.00027650229558561,0.00227413790804169,9.74972036465381e-08,3.31209967055441e-16,0.0117194531460519,4.88214425620104e-18,0.00961102534448781,2.0182389962166e-09,2.53117043417094e-20,1.88936638862701e-11,2.07068010297851e-16,1.07229162929304e-22,6.08991538650733e-16,1.91637953244122e-20,2.8248837908878e-14,7.16657548898741e-10,7.38919446102935e-29,2.90092890236923e-16,1.39759088723946e-23,5.03684647495177e-16,7.30935477208307e-07,5.12806539553784e-16,0.000165156496663249,1.59428106018957e-05,3.6711110709671e-05,1.9869617155442e-05,0.000603825739479379,0.00122802314410501,4.30600720459987e-06,2.17847961480436e-15,0.0076235172787915,7.01892008144442e-29,9.65039659433629e-05,0.0286504254341631,8.86462375722705e-15,5.84357724886143e-10,9.53371469287114e-19,8.33192273215987e-26,2.63041516526828e-12,0.340472673194135,1.46867755681468e-05,8.21036353654139e-26,4.22681957214376e-26,0.053417102056841,0.00189028440216897
"X83.1",0.403342677273292,1.98514038414335e-07,0.139382055954848,2.48477176372848e-16,3.53975905729664e-16,0.0514003268525657,4.71133696727917e-06,3.7683450339435e-08,7.10367287989904e-10,2.08719836754728e-08,1.18786331500238e-06,0.000143593582626387,0.00200729695925667,4.86507895802201e-21,2.18854407127206e-05,6.87394848899942e-23,2.00493266511952e-08,1.85796363846683e-05,1.73916340710151e-07,1.45453447012639e-06,1.01848536233858e-22,5.02468891688206e-19,5.88393617207612e-20,2.6695721356869e-21,6.50517734815525e-07,0.0125632709735607,0.00544535406642264,6.44132813635393e-16,1.24015253072449e-11,1.02474981620657e-18,1.10819448836743e-27,4.80813229359427e-20,0.00298852496847844,3.97821509904299e-06,0.0233478753493047,1.13268247483415e-09,1.9518567530567e-08,2.71818629841806e-14,1.54920753971074e-11,1.99598574378348e-16,0.0060482901721336,2.65768484082984e-17,7.50569974166665e-09,0.0149810301074696,1.0209989933363e-06,5.4692793702548e-21,8.70168510872196e-09,2.13908619842181e-17,1.14952723803716e-12,0.161903587891093,1.51858267505885e-07,3.7930357245696e-11,0.000738321104709574,0.0972026828878369,0.00055170482374302
"X41",1.27624408459871e-06,0.000945600503745352,0.208383181877859,2.97730245224798e-10,6.4654163893869e-18,1.46866749585072e-07,0.0222374317157571,1.92503483382164e-21,8.09315574649528e-17,1.47836586525225e-10,0.00744877470179331,0.00128656892757419,9.31823745331695e-12,3.19784160195051e-15,1.74797954311572e-12,3.40979475441234e-20,2.5812042899038e-13,6.23301905441754e-17,0.00233864367127666,2.07361930881292e-22,7.33202350876658e-21,2.48569245020889e-09,1.47377855879065e-13,1.50467155827805e-43,0.0791376580602341,3.92690373499489e-48,3.72006923373607e-22,0.00111199493538879,5.05382047692036e-16,3.03962782388043e-21,0.00159170641448734,8.18780496724161e-09,1.72319091223764e-11,4.13705369701008e-16,0.271786226263091,1.09176012236069e-24,3.44287313335143e-06,0.00255629918971784,3.00975834102884e-08,0.00123296841885941,0.00178651275044769,4.99627829212192e-27,0.00589458464405243,1.37650456883273e-43,1.22333473119744e-19,6.44322995327433e-10,6.08119361578817e-17,1.24235191734568e-15,1.3930071885211e-18,0.00530554199360631,0.316004782200849,5.06146551730625e-13,4.00255895923556e-17,1.00443689308551e-14,0.014162721844935
"X73",0.000168494603239944,0.0121164898819281,0.0122725238656314,3.64661781384099e-23,5.41503372959377e-34,0.00277687534869684,0.000393454679697928,9.97958807563829e-24,9.21516058691274e-09,7.78006061184169e-09,2.33917199832899e-09,0.0110982172175472,0.00523706705419931,1.77939443009685e-15,2.81452534841183e-08,3.07229365009808e-13,3.73115163116386e-14,5.08810642981017e-09,0.00236995653454741,1.01763094328918e-25,0.00961897123071651,0.0161318468093644,2.11625940739464e-17,0.0777291175255251,0.0185858710774154,7.41933159751342e-38,6.94256872099885e-24,4.54435564982287e-20,2.55067394943237e-09,1.8073277778611e-27,6.61748476016699e-16,0.0994527255381339,7.50704766398743e-13,0.00290469144552467,0.298313652555911,6.53251083571848e-27,0.00797096928777766,1.32166143120558e-06,2.10104084417891e-05,0.00964325433991352,4.55067228150424e-20,7.21402486020616e-39,2.14822617104555e-15,2.76145602275311e-18,7.96377445165468e-25,5.86076718461216e-20,1.72426033223969e-10,0.00850134362713425,7.13159448499239e-12,5.4759845466895e-09,0.333312840218781,4.0858500378943e-09,1.58233326097852e-08,6.08687532536021e-10,5.56996820631957e-06
"X72.2",7.06568980200686e-11,8.44900603162734e-23,6.73080043600857e-52,1.78566938278179e-24,9.07993359985433e-22,0.0257226501482844,0.00451236240575168,6.09238052672309e-19,2.72234337588431e-16,7.13190577782148e-27,0.000900414505963017,1.81760905064805e-13,2.41253675193119e-19,1.9066808510187e-05,0.00710048236855102,4.83362100366484e-25,4.21529643118716e-12,1.74051999489669e-09,3.34639084020929e-05,1.66593423591825e-14,4.79489016478035e-05,0.0288424420258983,7.06084805468589e-17,0.0991369268479728,2.23890845785772e-23,4.26178779081472e-26,2.20587133434195e-06,4.33572594321496e-09,0.000108360625812732,3.55416466505167e-20,3.30444988523342e-16,0.325918915589711,0.00976589584346526,2.67231007139017e-08,0.252995934198099,7.8486859416441e-26,0.05835071369994,3.64784365328605e-08,0.0057940676864638,1.2350511258535e-07,8.54395788230659e-22,1.19745149380733e-08,9.7086017238822e-08,2.65275444530328e-05,8.84311462643526e-07,2.98770956301933e-25,3.61853814100799e-10,1.51331222185491e-12,5.86148152244112e-15,0.00162703974165266,0.114782502674367,2.99231631935434e-18,0.00640822816294781,9.70316302053135e-11,5.20675885344552e-09
"X114.1",4.14262497926357e-19,1.25573290100964e-36,2.67937474359932e-13,0.0039918178163822,2.86804263342187e-24,0.00469263866431705,0.0196133958273246,7.08136806593441e-19,4.53213109266454e-07,7.23138648068954e-25,0.000202007576900076,2.80652546051728e-07,6.68479218450053e-07,1.14526270686601e-29,0.0102966282421022,1.40788381573589e-43,5.95097147673291e-18,6.05774478969022e-14,0.00572301818990777,2.21881139222141e-16,1.06477459019263e-08,0.00665150506244987,2.28363764108264e-12,0.00794432072007929,6.91417765710919e-08,5.99779062676041e-41,0.00281794541501637,9.36866000607993e-13,2.05136566004335e-22,0.0921905196314877,2.00225262146998e-09,0.358643956509169,3.72598895105245e-20,7.35258584313684e-17,0.158736929375656,2.91342373805073e-14,0.211132630274491,2.48230826290307e-07,0.00204979596647377,0.00770544811468551,7.16313107509094e-07,1.94203126449201e-27,1.57581744200719e-08,0.0323570483876471,4.07299023970016e-05,0.0144903701593456,7.20382908325890e-09,5.5908638164798e-25,4.12380262038781e-14,0.00249738710517261,2.1821783427456e-18,6.11832648536527e-06,1.63275836153062e-05,5.42114297479094e-22,3.05495247175717e-25
"X125",9.51825235020034e-23,6.35640692067237e-19,4.35581154671518e-19,0.0652938599838057,1.87508161269735e-29,3.67715807328581e-26,0.0112799229758782,2.81362108335252e-37,6.64202378720107e-10,9.59026680244746e-05,4.34110552090493e-21,3.79282924052044e-09,6.06232235720099e-16,1.55304764658113e-13,2.55402077137842e-18,5.13206192936213e-53,1.03791189387939e-25,7.65266946859542e-12,3.43064092743864e-11,2.72115822601741e-10,2.08874190408438e-10,9.88285869696636e-20,1.11299426646657e-15,5.58394175436931e-39,6.53102826135375e-29,7.40751007427915e-29,2.1990071434531e-25,1.92061311725089e-17,8.19145128427098e-37,0.139483539460064,5.89087743614227e-12,0.128199894176145,1.21911329328861e-35,7.48555445086718e-18,0.0480821417784143,5.01469053559592e-10,0.437069403216753,0.000606962882293039,3.27767304415052e-12,0.0268106746963363,1.37344212668338e-32,2.03742264234217e-28,1.40449305313492e-33,0.0579541545657096,9.64620885785190e-12,0.0407250593740319,1.1875345778076e-10,1.31907115940312e-35,2.27431692791712e-11,1.21222408249353e-06,1.3595685820235e-31,1.21895976143727e-13,3.24858802264417e-21,1.00197693532337e-20,4.32676694803614e-16
"X89.1",3.84955242927711e-05,1.83554000814552e-13,3.65309739793571e-11,0.0367101400312365,9.73104822424413e-20,4.53115940510882e-27,0.000915821704383159,1.40876987252021e-22,8.2023797475903e-05,4.98161610856506e-11,2.55700903872623e-23,0.00219604372047572,2.44154772791645e-22,0.17370459726222,0.000407242815940096,0.00776153159867648,0.000175302051201588,1.29163132377563e-16,0.0020232335960238,0.004649249803972,1.46497992794176e-05,8.6327615802993e-18,4.04465022797796e-11,0.00016971131746513,0.000780646713768129,3.03363019261792e-16,1.09235322217498e-21,0.102793666980222,0.0148691618439447,0.0536448033069813,6.55993898066297e-16,3.42482157864682e-22,2.08316364529705e-06,0.00922707336213044,7.59286691332538e-11,5.89390587209601e-22,0.477292166761996,9.83403826984335e-09,4.61828559002633e-17,0.0149357231022682,6.68417449419264e-19,9.79881099456809e-17,7.88778396003583e-29,2.69722326776126e-23,1.55021705445454e-18,5.71771290920708e-33,0.0108968518403183,7.3375550881328e-14,5.10367916748618e-05,0.00189077636965659,1.62618372995106e-17,0.000833140082999056,0.00231306425083994,2.73202142467449e-05,0.0158625400104462
"X137.3",8.48811033802316e-06,5.38281303259536e-13,1.07331448685357e-23,3.16304407182847e-19,0.000663318561316602,1.21886431360553e-16,6.07465009376649e-22,0.0121509463012403,9.59605581431314e-13,2.18705605831431e-17,1.70970829767458e-49,3.15162705389566e-14,3.96780805158898e-16,0.314626141977895,1.15841947768783e-17,4.29434097741256e-11,0.00260850440966281,7.03417452553092e-21,9.84680178013057e-07,5.30176320490569e-05,1.64390933413687e-12,1.42185768618692e-16,9.28173266377896e-16,0.000749039024442063,4.65769116729212e-13,2.02059093252022e-33,9.73491221832146e-14,0.229282651083604,0.017826845892463,1.07818761441596e-28,2.57160920917143e-08,9.35134431322788e-18,2.31495821013613e-26,8.88568387126779e-12,3.63498991998868e-27,1.61853009042051e-30,0.228553564363724,1.5912749599244e-22,3.56408214992258e-26,0.00723084363210565,0.00735146527430068,1.72878665312369e-27,3.17386050571853e-20,6.26348689731726e-38,2.59090778706185e-20,0.00479475589049224,1.70784058830152e-31,7.57224663909289e-08,2.35305584327048e-19,2.70022700537471e-15,1.82687147249465e-20,0.000835253195176467,3.71269303244334e-08,0.00160954697618042,0.104213319517122
"X167",3.55872610895956e-21,0.00456045977188411,2.36042273685111e-22,4.67529258509101e-36,7.39031008239255e-08,1.48463046032589e-15,1.40195349866894e-23,0.00830733004523542,4.15655345914041e-17,1.01415603283791e-22,2.72682650595779e-90,3.09326796557837e-32,0.000652713733595893,0.204739493630258,2.80046927605897e-42,4.54217932934374e-64,2.35876012906136e-26,1.08687356955196e-37,8.4391476163487e-05,6.71175390201615e-05,1.75966845538498e-14,7.18255779879185e-35,0.000109647762356792,9.70910441470192e-05,3.23176367847946e-40,2.91745303607351e-53,8.4349706269461e-15,0.175184234841388,7.40135776065748e-42,8.32191306988821e-25,1.56942007750408e-12,0.00195135649200054,2.60486449925649e-55,1.30879145124235e-14,0.000327114825476227,1.68576133041813e-22,0.0306015892099572,2.31514823756375e-24,2.99991675664948e-20,0.0293022180397383,2.68399395813339e-12,2.1865536058568e-54,1.15057865409737e-27,0.0361090768850305,8.61586146081471e-23,0.167558838055423,5.5749517302044e-50,2.61198518293482e-15,1.33284895817501e-38,3.30902091147254e-24,2.9125498044675e-19,1.05981542410304e-11,2.88934344726428e-26,1.63860275999486e-13,0.277986303805853
"X130",1.56742792821116e-20,2.18823293868693e-28,0.00804263260258577,4.8622390330098e-17,7.79741071824675e-18,3.75033024734708e-26,1.15782999433657e-14,1.09211605155678e-05,2.18852475146404e-19,2.05474115463526e-13,1.84026430688881e-08,3.36728325937927e-09,3.5389872205679e-12,0.0699160062702242,1.27085829811453e-19,1.79693505382698e-94,1.26275426639565e-22,2.26225653816393e-31,0.0115345665351661,4.06518956339506e-12,6.70504100559446e-11,1.49142952026885e-11,7.58478989093408e-31,0.00410479494291188,3.40146605125258e-17,3.64500453504175e-14,0.0166058172652576,0.0335705148504688,3.64301845592797e-33,5.04599403974583e-12,3.04576503068437e-19,1.53381428457776e-29,0.0754794225709072,3.10003690146953e-09,1.44173741788285e-06,2.25298485738573e-19,9.93005725858626e-12,2.75681579921151e-18,1.25368868609886e-05,0.0258804691516479,2.86531708794611e-22,1.10886463179852e-43,7.34215124500686e-22,0.0350488153185672,8.43214762265268e-18,0.210346901465864,9.20483064711686e-06,0.0241983624518648,1.08515466869116e-18,1.92370367498746e-07,3.81881996451542e-21,8.39903922724693e-05,2.38872865212378e-10,4.12155890954162e-15,0.416098239842008
"X112.1",5.2586263690298e-22,1.55167369308716e-22,0.00147686971516826,0.00302244705843294,0.00238736732328454,1.09306343931509e-42,2.43938561920064e-32,0.000345787963332613,2.19862876838172e-25,8.68647589318585e-09,0.0595659110410098,4.10938461637739e-33,2.31288182756918e-22,1.86867121391071e-18,3.15059455889263e-12,0.0661220286076722,1.88012081062643e-12,5.64160692990576e-19,0.000175859338827071,5.21762378341534e-13,7.28300230568811e-16,0.000222030586887486,6.3391752166242e-38,0.0142843852940329,1.71326808591627e-11,0.00911609754966235,2.61932354206466e-19,6.72631548394485e-18,8.56239105054704e-09,2.8132347175609e-21,4.33848310408514e-15,1.48390686694176e-16,0.290547196843624,1.28030615849897e-12,0.000610263354222519,4.32216044759196e-10,0.0164465602500899,5.73263976967394e-18,1.47483715577194e-09,0.0682291835221922,1.45091178137531e-24,1.14233628190782e-25,4.00317580447451e-28,9.5776711187431e-12,4.47348705364144e-10,0.0420456060627537,7.82523543491584e-10,0.0183545648181492,8.8299504168083e-18,0.00760473301930328,4.98506037369731e-12,5.30850550328597e-12,3.62226613879967e-25,7.11734424207615e-16,0.356935378291725
"X121",1.11358784971305e-08,0.00678620701011161,4.07335379090887e-30,8.65108328136906e-16,0.00302742784534252,1.6258285764567e-25,2.17071992236099e-33,0.0139587974510226,1.93320125675393e-06,1.31483809005869e-17,0.0521121694531142,1.01244825692333e-21,3.02673905274731e-19,4.33722789246499e-27,1.22105487389938e-07,0.134208501599012,0.0040295644771478,5.95452753047176e-25,1.90654770345058e-20,3.54106514676498e-10,7.46301583119129e-08,1.40467739514377e-21,0.00168288169942902,2.56866384106752e-12,1.0130502780033e-15,7.10117791085872e-09,4.27989544291412e-50,2.05239862407411e-21,8.5298149049118e-11,1.28330651827837e-18,1.8316017876563e-12,6.95693158393405e-09,0.251862197684006,2.52695549474045e-31,0.00343531781871195,0.00589979946911021,0.00733373719922807,1.30211433423171e-19,2.31519044723153e-23,0.275684330198964,0.0104674057548749,0.0023888880606327,3.43422435378905e-19,2.49845196823742e-32,0.00755348036309111,1.46002180324112e-42,6.9992877880546e-32,4.89562553548145e-28,8.66656685470047e-22,3.86725886367479e-38,3.15076856791896e-11,1.2569408907124e-06,2.43456133430953e-29,9.2253706425203e-29,0.190479034431958
"X92.1",0.00652666088668652,0.000434095233998052,1.32705488784495e-07,3.47798395734844e-05,0.0216788195193169,0.0535976391991172,9.45286760214362e-10,3.63675871301741e-05,4.8378190596948e-12,1.80441379886494e-11,0.00386873225152096,6.51092940123848e-17,1.11915010017521e-08,1.26567007171714e-13,0.00870462122759468,0.115642711647683,0.00243696987845405,8.27767395421904e-05,2.19174653161539e-10,1.30413829122061e-11,5.15846674721074e-05,1.44986048729936e-06,0.0135998079515627,8.18434124938516e-09,0.00132190325998004,0.00823549856131771,0.0703499473713763,7.97681294988825e-06,8.89196657014256e-18,1.19528207895227e-11,1.14076188397903e-20,2.578151335641e-08,0.0785674597839117,3.54104539779107e-19,0.0139846386928285,3.67684758398533e-07,0.00815567792004902,7.7033562316489e-06,7.2074095178079e-09,0.476780179734237,0.00403921388560922,0.00221602578491365,0.000376668205162242,5.4934006211811e-12,0.0237076188772044,1.70649244112397e-21,4.79499232051376e-07,3.10858084542734e-16,3.78580607815979e-14,7.84799155889572e-08,6.8607347409651e-07,0.00490734932818618,2.18213473787351e-07,8.42843813280333e-15,0.0619573716374832
"X123.2",2.57717730243946e-27,2.17841396986551e-26,0.0118976154306959,1.48255036767889e-06,0.0191950578898766,0.0842647603455792,8.48143978023264e-19,2.36972039541128e-17,3.63478069123224e-26,3.4977718496651e-05,2.20901893653833e-12,8.53259335573169e-25,2.01958893589877e-10,0.00204341464793854,0.0340755021524013,0.0591221666961754,1.51091119955958e-28,2.49039678809205e-12,2.88926730182749e-11,1.4316173575643e-23,1.20118476876929e-16,3.40936448569948e-09,1.78328160726785e-21,0.000113872211411764,4.97328444644291e-17,0.00564305912258286,0.185023364771227,4.28045141368106e-10,0.00329398157629388,2.15452536982162e-14,1.61493070582612e-23,2.1037952020659e-08,1.50830001683812e-05,5.99983047886619e-10,0.0102481913662911,1.65085335344535e-26,3.70029107172498e-08,4.18332467861398e-18,2.53950140559063e-10,0.361530345311916,0.0106194954394413,6.16976271888793e-05,3.27932853587217e-18,2.44662346698541e-09,7.10933824453687e-05,0.00943157207782531,0.00257889899894038,3.86820348745139e-06,2.07639504310532e-16,0.199518657149889,1.21453537240593e-16,3.70444664509223e-08,3.85503878446732e-05,4.56694238620691e-28,4.45469688744023e-08
"X89.2",0.0110842904095192,0.048111665029662,2.63529435406861e-09,7.52826526283738e-06,6.77344971785444e-06,0.0505247755704542,6.91666529845406e-18,1.7807461652777e-08,1.23201364894508e-20,2.69556068597432e-06,1.74482045301263e-05,2.33173722211662e-10,2.09193218374676e-09,5.06085606520723e-11,0.0236583849093118,0.0369528177065613,0.0014350976238414,0.000361989690151244,0.00931396117602929,0.00122487072312456,1.09771597107592e-13,4.73759470565885e-18,9.57999520130276e-08,1.7721661929144e-10,1.04439065412492e-09,4.80862884640755e-05,0.114512867701834,8.73747154837714e-12,0.014384378257665,1.27065531264143e-13,9.19082668072566e-20,0.00250244854645083,6.43771944140778e-11,3.01803802467224e-17,0.020403322303666,7.75029540463541e-16,0.0058312787485773,4.1750726254153e-10,0.000401885678537921,0.104898525031334,0.00966407182233955,1.71545150260903e-05,0.00337543367651613,5.9308261890427e-18,2.81234837232927e-13,5.08783565400936e-12,0.00368782247393728,1.07079087292588e-16,1.4951430546761e-13,0.422643418254189,6.72220605291343e-07,1.12711295873773e-08,0.011952921646436,0.0429286167172548,3.31699146191638e-07
