"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51","r52"
"X134",0.000155295654660046,0.000250364247551904,1.12514353480503e-10,0.00863352060522512,0.0461656514328484,0.0581142144351396,6.78175857131005e-20,3.40248543087001e-16,0.00156091592481473,6.15734930690748e-14,8.83792949195278e-05,0.0150841461783194,9.76591455121757e-06,0.0127218341614609,0.0450517404074921,8.46058823245607e-07,0.000147238253809698,1.91592044696439e-11,0.0474429865627681,8.58019517282824e-11,0.00269812580341082,0.00187281952550278,5.66350036309664e-07,0.00878784090995853,5.94807798635884e-24,6.81666201346085e-10,7.63139932603844e-12,0.0108760344809716,4.07836039359224e-24,1.79880524279258e-06,1.80168951978647e-13,1.93334588315088e-09,6.34284699164995e-09,0.000417044453425061,2.87955117939822e-05,0.0236907920922409,0.000173038739946658,0.105763384867959,0.00056787558750892,2.15801787009393e-12,0.00286606210107967,9.11643834361982e-14,0.411086960219692,0.00150407112619084,0.03044959638673,0.00601034776295475,0.00115007084091406,5.12267175662566e-11,0.0126959956684126,5.98053162873928e-22,1.31281050837146e-17,5.54202015179296e-16
"X114",1.49064943859482e-15,0.00994171414485427,2.66306439339158e-11,0.000529915858258403,0.0120618666352612,5.70507110012565e-26,0.00535981145699031,3.0319392978724e-09,2.41854745683179e-17,2.21408086455808e-11,1.0035426736196e-06,0.00692281001131659,0.000630202214682349,0.0152531330820098,1.31616055739574e-17,1.16020840807669e-13,2.42349387697866e-16,2.52116054390618e-06,0.0233341974267471,0.000633504449124249,6.04209800692523e-05,0.000305657898427203,0.000104895150786025,0.000353312680605334,0.0058076103377257,8.69268604733647e-06,2.82218546471305e-08,0.056598047183396,1.10538046419091e-08,1.86372425670886e-12,0.00011460575452844,0.00106534467363713,0.0042545103853452,0.00587840468769443,1.59419062863852e-10,0.00295267029167099,0.0166521685632345,0.0323447131897868,0.185730722834102,2.80656549733418e-05,2.0820622392249e-09,8.85171401728875e-10,0.374186116316815,3.13763658590808e-06,0.0793347656427255,1.59214233710487e-08,0.00174926375283454,1.63957110226819e-15,0.0171353307170848,0.00452678506497769,1.07229470628293e-10,7.65018574990933e-11
"X155",1.19016479318195e-23,0.0661672948062398,2.5895661016967e-06,8.39595141282022e-13,0.00668986473999277,1.0334344676122e-40,1.27754375593105e-23,7.32700591535317e-05,3.25717177736989e-22,1.08270005540419e-14,4.87490519567747e-16,4.44083867282705e-26,4.21505841861258e-09,0.000566134380310757,0.0236592958117981,3.17042346349208e-21,4.34815103708864e-12,3.3920268993144e-24,0.000450544324246335,0.00462616468889021,0.0484361122808064,5.85244823057312e-28,1.52826002422892e-19,0.442232913364532,2.07685340727287e-31,6.53400683562633e-23,0.00112463726738353,0.000113943344447562,0.0961706303313727,4.36363067446294e-24,1.14095784968929e-07,2.61516353710429e-18,6.60895443357995e-06,0.00207606322950833,1.18018329568588e-06,5.43103844133664e-11,3.40449474752334e-14,1.23061066134048e-18,0.138239556790477,0.0158568440223631,2.43383994805746e-06,4.37891106850895e-17,0.00111111992679537,1.75652682312669e-12,1.74231163426969e-20,0.0702119354755712,2.40692008053518e-22,2.39006663404022e-15,2.55221248728997e-15,2.4182829309425e-12,5.27774367838814e-08,3.24666528267955e-08
"X75",1.76986742571985e-19,0.159063438241703,0.000224032023757806,9.8684297551845e-13,2.89127959968595e-08,1.22169486460361e-18,1.62692964557748e-12,2.07341107474176e-14,4.38688188665182e-08,1.80857966588687e-13,2.40583545465765e-19,5.73585101327121e-40,0.0132982867074529,0.00118697422827186,2.41506315664356e-23,0.000598938147608273,0.00209047523172619,5.17752879202569e-23,1.27821903730189e-12,1.02110894338612e-07,0.0167120055104679,1.17790455041749e-20,7.99125640823316e-24,0.317618928049796,1.39543245010519e-28,2.22882714622928e-33,8.32130102796739e-07,0.0190514354007496,0.233934184088228,1.89693454410783e-26,1.33376409364381e-17,1.87879357293948e-29,1.72615682940519e-13,0.024149553800684,0.000104253159938558,2.86408776534266e-20,3.34032521445324e-13,1.81159328341583e-32,3.63284186445623e-57,0.0364157799930577,1.9716955171318e-13,1.91405947412739e-25,9.54585705325487e-05,2.51716120089261e-12,1.34381716586863e-24,0.0585588527757471,1.9588353136392e-21,0.00120223406986277,2.9845480886229e-22,2.6715573835857e-25,5.01499328836805e-12,2.12134135073963e-13
"X106",3.54732954959171e-20,0.216685308431024,6.97516894055499e-05,4.94068934723823e-10,5.00958608683262e-10,9.32062392021631e-33,2.34522332698267e-23,4.46640085354656e-11,8.8881440959938e-19,7.39958983000916e-32,2.47551510332706e-18,1.01473594372076e-32,0.0231273157663606,3.4008128894816e-06,4.59374817789046e-05,2.4854087387719e-12,7.35866995997978e-05,1.02812994279863e-23,1.69025056971155e-10,4.33670299942489e-13,1.38465767765817e-24,1.57516119899421e-19,3.22958960445108e-10,0.0842970509657168,1.37555854909339e-45,6.96153521026905e-21,3.26862330952293e-23,1.06759553462028e-05,0.30383396479153,1.53290659044318e-08,2.20507416596591e-30,2.39225324416331e-15,2.37252348290133e-17,0.157869880222891,3.9096005051145e-06,3.69411523903461e-20,1.94185081440105e-26,8.19919995635401e-24,1.01663414843721e-47,0.085525324357827,0.00649903860275983,3.29223318180482e-39,3.17890220599679e-19,6.46801108338632e-29,1.36093050977163e-30,0.0190297535733049,4.78107277345516e-28,2.05710547007107e-07,1.52758243383751e-19,1.37128157634498e-22,1.46370969999679e-19,2.42666206026894e-10
"X138",2.22996364471545e-08,0.179553801654804,0.00574220012655104,9.04860812167231e-18,0.00885190698122891,2.94689440413269e-25,6.55591781708354e-26,0.00013316185706699,2.29865776370386e-26,0.000407696780789657,3.79855205983032e-20,3.95863156020714e-20,0.0192546463488908,5.04774164643074e-06,0.00893595745642414,3.65835875088702e-25,2.72975001454782e-19,8.73789290933488e-16,1.95231861765181e-09,0.00768985414231829,1.31250785515973e-28,9.90871144735686e-08,3.08366969629568e-06,3.68038832113959e-24,7.37197202134853e-13,0.000973507994841854,0.0327625961158611,5.10302635513209e-33,0.162264649140474,4.6622165296461e-14,3.75524617367611e-17,2.85391472437769e-08,9.20139742410648e-09,0.382652083476471,2.64822126304161e-11,0.000192511014849665,1.37370001852942e-07,9.96856408593915e-24,5.87775821749428e-05,0.104475274508788,6.16153428152496e-08,2.95705486675144e-11,9.1194535570728e-23,1.90293622429148e-07,1.10172020875588e-29,3.49261964277414e-14,2.42802249399742e-17,9.83316019627363e-19,5.7075089937949e-09,0.000360396630655785,2.04280749593276e-06,1.53375181303643e-13
"X182",0.00550289969322263,0.0757611214282269,1.08319681365916e-17,1.25991144018677e-26,4.08441702867825e-12,5.16925104505639e-11,3.77365262896601e-22,8.92760967390336e-10,3.8332207590809e-21,8.96049432737989e-12,1.88343637763508e-17,3.21599033238709e-47,0.0068060875867834,0.00141400714359022,5.32981995752875e-28,6.36730493809141e-27,5.70144873268247e-24,8.71486037115947e-20,4.31379543775251e-06,0.00021590094515138,0.000140052318510396,1.07373420354343e-27,5.32975889105481e-46,6.36280946243154e-13,0.0374603140139834,0.0138966619607054,0.224524936285374,9.01219207832554e-19,0.00581379190684891,5.4793037889827e-26,1.97419326296611e-24,1.41560239760209e-05,1.83070010201204e-15,0.398627766022612,8.31456444381529e-14,2.28151598252374e-08,3.46283082165881e-07,2.06759491206641e-26,1.63653769894131e-19,0.0735128061264022,1.00374555268057e-14,0.0473470692714051,1.20922790154241e-08,2.67446469027255e-16,2.85425104393295e-11,6.37627410988891e-17,2.53844501136517e-17,1.20811271140334e-24,0.00613123967806896,1.90891339940709e-08,0.0278114038514603,1.99426561862704e-15
"X207",2.46184622512100e-09,0.000714804520355972,1.02984025749415e-08,3.89573616698676e-17,2.62208059626964e-09,4.27277451416763e-18,1.20079341245613e-13,2.05280974227392e-24,6.24120646255062e-21,2.26627423888895e-28,5.5159698741519e-24,1.57286795008408e-42,5.14099194852823e-05,0.00230938133773944,4.10027939558849e-33,1.3058568998772e-11,9.1336993310593e-21,2.30675875804561e-20,1.70761549389296e-17,1.11241025698882e-08,1.8227066229062e-09,9.83080468797158e-34,0.000709420811564476,9.39702453208147e-24,0.0747951392185772,3.37824439332879e-13,0.468986720966455,5.55544357700152e-11,1.13740955249634e-17,4.8150184923144e-19,0.0232175336056553,1.97796685223894e-16,1.02558991039185e-13,0.16130402565865,4.80644160864372e-10,1.10554623277039e-11,5.70653422422839e-10,4.88772242518512e-24,1.24456736108705e-09,0.0953496086229778,8.20369108677631e-07,0.0565073777450315,1.43481395886681e-20,1.06515746527967e-05,4.39521054634029e-21,0.00894034066514308,1.26658840906021e-14,1.56823156993421e-17,1.36933679224564e-12,1.53325436220598e-23,0.0501347836475582,4.99207596451557e-17
"X151",2.51940614801661e-24,0.00719601596519289,0.0514863215583537,3.70926513160843e-42,1.2563178417674e-12,3.34204626023464e-18,2.40851229258121e-24,5.10663592177725e-09,3.17217140258078e-38,2.80147569531899e-49,1.61866846538671e-36,8.13629231175672e-38,4.03148728527122e-14,2.63442584897397e-05,0.001380510745735,7.90053719710107e-08,3.04415026154143e-20,5.33287132838138e-25,2.18006622943974e-13,3.31174168695165e-15,3.79566514776084e-21,1.68603289672851e-22,0.0927591925369238,5.91813377301224e-33,0.0933396561316709,2.02125405910806e-39,0.42382995562784,5.90139043788254e-17,4.69594207888708e-13,8.53980262959325e-26,0.171903188571878,3.03402978184185e-07,9.83793130936629e-11,1.44306068068075e-31,9.43050188649804e-28,7.50838653664871e-12,9.59339658861035e-19,2.62604966492345e-25,0.000888327692264163,0.0891303112440832,3.06592986773093e-12,0.00826421155144345,2.19073989309997e-27,1.50761311269789e-06,3.56463189692099e-40,2.29822234879353e-13,4.21561568543707e-45,8.76925314456292e-23,2.02154570019818e-33,1.62579666799712e-07,3.32146477854743e-37,5.1168017371037e-06
"X146",5.84383544786923e-18,0.00054019162980681,0.0479590794747704,8.34309606965071e-46,8.86362217985346e-23,1.24907609180893e-26,8.56389079446431e-17,1.30488460035176e-14,1.2895716851034e-35,2.50675368162527e-11,4.58054772603607e-35,2.68472403777256e-40,1.83102520274198e-08,1.55521665893138e-22,9.80084838539258e-14,2.33111669743905e-28,6.99462049251318e-19,1.04064537801686e-24,6.29715016205172e-26,9.99682121784444e-11,1.03758028187607e-08,0.050714496635066,0.123340642718327,2.84252343722687e-26,0.0520427187842072,0.000261990865110966,0.168848550148975,4.57320418621425e-07,1.77040059204924e-18,2.89461497466551e-26,0.37402475950089,0.00491319111561657,7.65895076649737e-13,1.95403043513822e-25,2.20464362266072e-27,6.60616334827557e-06,6.51813127958642e-06,7.06967171207257e-26,5.77831645758087e-14,0.0127753795392698,3.2785099397657e-12,1.16376192363028e-24,1.79316288179922e-20,6.01041151405283e-05,4.58714742964928e-25,7.35460457594937e-25,4.58749687924694e-30,4.4602681186939e-18,0.0908632361998769,4.1084267621231e-17,1.22098502037805e-44,3.44859224060267e-14
"X107.1",7.19628449809506e-14,2.83018254574871e-08,0.000528607153363826,0.00124929214025975,3.83106413106565e-11,1.8298575629934e-24,4.57982776463659e-11,6.62965187909105e-10,1.21601361805632e-12,0.00119871863217621,7.43219417199301e-14,4.57159501829998e-31,2.30322693081963e-07,8.20112793568173e-08,9.1984004239601e-24,5.53427656696967e-22,2.36854580781781e-06,1.85625670239267e-15,3.56076711836369e-21,0.00878953522205054,0.0011131629550251,0.0372484581119178,0.0315928004949461,0.00684251185048227,0.00170853181059078,0.00999461423293324,0.00601852669474784,1.59824172074495e-09,1.13245033876193e-10,2.37034437679768e-16,0.447040250261036,2.14394334809994e-08,1.83775720057379e-13,5.42322937187272e-08,2.39319819159895e-11,1.8421027652811e-33,0.00926054559625807,1.05011711390663e-30,5.14504604197482e-13,4.62654852589213e-22,2.16496030290033e-23,5.81681623420448e-21,0.00223468120031491,0.000858165811483445,1.93469217363549e-42,4.46509819358597e-12,0.0691215351688551,1.52059853040593e-09,0.175920737190614,0.00787451840653609,0.117542756520626,4.33994354812299e-14
"X109.2",7.02131485206283e-17,0.00027370554086334,1.37398888801643e-08,5.94754779876431e-15,1.8275977867634e-08,8.85850137560811e-14,1.39917527353541e-17,3.16938096110728e-30,3.1661015810747e-20,2.71579729818116e-19,4.23281154687476e-18,1.41468291981861e-05,3.97113500048147e-15,6.21555578872342e-15,0.039252281141883,3.27171441576772e-19,5.5829498598645e-25,0.00995902866196476,7.27389420477342e-10,5.34448775222505e-12,1.59149000991043e-19,1.33323160630073e-13,4.59738094994156e-28,1.45428500980505e-26,1.0855220978687e-26,1.54946484700692e-17,0.00236270245909615,1.4334726340453e-36,2.1065227449552e-06,1.75994292926931e-12,0.271405294347445,1.91463616244424e-38,8.47299434298733e-15,6.27948238508121e-26,5.52739205477772e-12,6.39589818883391e-35,0.131161370301114,3.86071360310572e-26,6.38500356300626e-19,0.0181858296147051,8.05753226627623e-21,1.86177199668871e-19,2.55462007297032e-16,3.97056663483159e-14,3.76738013569626e-19,5.00647674022878e-05,0.0855516103591703,1.3263484348822e-26,0.143998400525861,3.89354136399882e-17,0.272177045982733,6.06417986478142e-28
"X108.1",9.58888539194293e-15,6.66909944206156e-05,4.7903981287193e-06,5.52963393871777e-18,0.11605979330419,0.0163745049742458,4.77161170591e-15,2.74295962057081e-16,5.62089723095208e-12,2.23496532846058e-17,3.70194635266973e-11,0.00366516625579984,7.74743056287334e-09,1.14800079702229e-14,0.0716254419398012,4.33173478045379e-12,1.56383147920907e-19,0.0150652570599438,4.48906206959725e-21,0.00107059589864416,1.45628298564684e-08,2.92837149394263e-20,1.41851565916567e-05,1.35547520787052e-19,1.82601741900704e-22,2.22836452520357e-12,0.00288888065160316,1.27262290789856e-21,1.27320433120614e-10,2.75452885671433e-23,0.065482670298349,1.19074582238669e-25,4.97067947274058e-16,9.45629386831291e-07,3.8229382617181e-14,0.000943846625497755,0.351165713529173,7.25724010578464e-31,2.54974847165147e-17,0.00181019638765502,8.06114484026497e-17,2.08614579412639e-21,1.82929790742601e-15,3.37023313006013e-22,0.000142960047778522,8.49514543166563e-29,0.00608539495499545,1.05640181830061e-28,0.0516192363493443,2.75735796152184e-08,0.25810958959456,2.97325073527094e-11
"X98.1",0.00125615593944373,0.00018310312713066,1.55730962782367e-14,9.12410745492389e-15,0.337634535760756,0.00351516573636252,0.000833946921948139,3.19700709577736e-11,7.30860321416953e-15,3.32183677431787e-06,1.15462297906045e-18,0.000391656758403851,2.97599700801024e-19,9.79898132192086e-13,4.02935062952464e-31,8.70167166699511e-14,5.99257751556832e-16,1.15132373035033e-13,1.29950672340861e-25,9.78548107386085e-05,0.000110051742264763,9.26124641850739e-14,0.00319855069849592,0.00350475496600531,1.91895432077684e-07,0.00212451992023918,1.10633250726757e-19,0.0206358226764786,8.17072356120395e-08,5.5989909645454e-21,9.71410510931038e-05,0.000367697140742969,0.000412476058294906,2.18789207097654e-07,4.41051195492583e-15,0.0718010426945526,0.323105756051577,0.00539208156552484,0.00763770159633023,0.00505464170109697,5.15396524014842e-13,3.51424061243985e-14,1.24096987046182e-05,4.79563287150061e-13,0.01602155569259,2.25315969712731e-33,2.97547621301527e-27,1.4063333663474e-22,5.09284652502217e-06,0.000129904227488502,0.0939889348548557,0.000441559679955093
"X84.1",0.00480264084848388,0.008856994222741,0.00658464777152053,8.84488690588097e-18,0.480351797375361,3.06715773088087e-12,4.48299418460808e-12,1.0128534805637e-07,1.19853803320145e-16,2.54660981007434e-17,1.06473280168611e-18,5.45872299827913e-11,0.00142937603149902,2.45763826012663e-05,2.38223646168719e-10,7.95071322376653e-13,5.37258315665726e-20,5.03799725455409e-12,0.0550766016669431,0.00153097807506787,1.1375432176991e-11,4.40611265969679e-07,1.27863650005089e-06,1.92018841540282e-12,0.000429174318158616,0.000249400459502709,0.00302453692300989,0.0057898934500209,0.000451031417437453,6.54958030006674e-08,1.37835315137191e-07,3.7541789758451e-08,0.000860289014880731,6.00871662683338e-08,6.76921463192558e-11,0.0455735473054565,0.101317797447081,0.103114574451386,0.00629144817672122,0.0132393948855097,5.66331602500682e-05,0.000117240613560553,0.0236865914181777,2.16118166299008e-07,0.00415854964921396,2.01771903867264e-12,0.00121143336876264,4.39162402150614e-11,1.38343377648236e-08,1.12895705868921e-17,1.9862513386715e-09,1.62672419865904e-07
"X78",2.77476044360986e-11,6.45071696737587e-10,0.0219743812455521,3.4862242509374e-28,0.324240446970063,0.00939643979813306,6.69343259259697e-14,1.02691481210127e-19,9.67557551623503e-15,2.23330665855297e-20,9.65505779818513e-18,4.05939444301844e-12,0.00141329925728733,1.69770350520695e-05,0.0581785605845571,1.18502793619402e-12,0.00375438588996752,3.15496170987037e-16,0.160516629994481,1.69538300157751e-24,1.11129338372441e-12,1.23023927073194e-23,6.34826143673125e-29,5.79569505689259e-10,4.35110559439567e-28,1.76719125418694e-12,9.87363332224755e-05,2.61521915235564e-35,3.20078776337798e-12,3.75753765412631e-21,4.88740631276407e-09,3.67679272857331e-25,4.87167484264152e-16,2.48499850245575e-11,8.91296308308159e-16,6.59961924820765e-33,1.5766708296941e-10,0.0972612554661064,3.47992869570244e-35,0.0052564363739538,7.97935981257615e-11,7.31222444376632e-14,0.168404210238835,3.78701868578639e-07,5.88149881056539e-21,0.00642333257946474,0.00391588006684365,6.93210276651753e-10,1.38895217992946e-37,3.15480044172372e-29,9.10695366189673e-17,1.53203477926678e-20
"X72.1",9.30425975583873e-12,2.88535674793719e-24,0.0238602863911848,1.51109343945007e-20,0.108154064097643,0.0464722517631776,0.00621007748302816,1.57241860937851e-19,7.92584480879347e-08,0.00679739809955075,2.08650190255573e-09,7.10842361641526e-14,0.0101043947991179,0.00297833470551706,9.54897556934408e-16,3.27819921393316e-10,3.14493369811553e-07,2.60460984969957e-08,0.191162158400193,6.84993598263988e-14,1.7802048369751e-08,0.00619476578124534,7.18717465121987e-14,0.00972825611496046,6.60494366667795e-07,1.31481664184574e-08,4.23621741100402e-07,0.0224098873737355,3.001339518634e-13,1.96679137696905e-09,1.39277412777894e-13,5.08077232391067e-13,5.06723490837832e-09,7.96288310122727e-22,9.14247870863533e-05,3.29198567937375e-29,0.0049310610249871,0.00853454640199463,0.00921515524202516,2.05445673379113e-09,3.70535402513876e-09,1.99493266379067e-29,0.355119368099179,0.0109911453788455,1.91273384487526e-24,5.62431168790397e-10,0.00133252372417495,1.17613182542315e-07,7.30160460434251e-26,1.93282572024149e-44,2.72797599445734e-09,2.17372643342311e-11
"X67",5.87207596966037e-26,4.39817245857775e-20,6.59946049668528e-09,9.56034929246149e-23,0.0385847726199322,4.61255747091537e-23,1.03840874317559e-06,4.17231194412917e-16,3.65735453610657e-15,6.9807736224935e-10,2.4800760744287e-19,9.20907936166879e-13,0.00629898109111335,4.60325181188543e-08,4.47823897908591e-35,5.8544792014804e-19,3.20328659641362e-30,2.01350805656395e-28,0.126315381574132,4.38558480493591e-08,2.35620378301557e-10,0.000213657592301981,2.69215105272586e-11,0.00878499129110175,0.00312418890419304,4.33040111529912e-13,4.77007051122061e-10,0.0816071876189932,0.000748997742067478,4.76789122943418e-12,7.95783998773027e-08,0.00113698046656973,0.00197585532823942,1.37040134043879e-18,2.517839185549e-05,9.90272611556414e-44,0.0219348249808587,1.13717065078445e-18,0.190831224187244,2.11737614592396e-20,7.1000944872972e-22,8.71747338312401e-21,0.347496862118812,0.000328093342702734,0.00244129966111297,1.64300454034037e-16,8.4419703763262e-16,4.87539125110115e-11,0.00561917034905964,6.0819994941797e-11,0.00506270050988539,5.75707477522153e-06
