"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51"
"X112",1.17168279420995e-13,0.238155338666493,0.00352764941930069,6.31087736341037e-22,5.32555395786581e-17,1.16194933886845e-09,1.92012255148531e-15,1.35214036516969e-09,0.030710196347396,8.77008966693319e-07,0.000210337221710684,5.82930495192456e-13,1.85949790380548e-17,0.000910236524356258,5.57860274846535e-08,1.88050000807251e-22,4.8394657570726e-05,0.0030375996388221,0.00613906329139099,2.83381795103759e-15,6.30994312922476e-20,1.58264885950192e-08,0.00668160444245688,0.0148539222115818,2.11836533637085e-07,4.43892442252167e-10,0.0209880089909089,1.99212056287475e-18,0.0862768685647642,0.0957126999574131,4.00480489823415e-12,0.00544129660099937,0.00199969604436914,4.85537932460278e-25,3.24920639950992e-13,0.40121674168047,0.00621682751540379,1.0216085161022e-18,0.00684911580522684,1.22671909435492e-12,8.51077867350386e-13,0.00142906027302639,7.5383508627969e-08,4.09251855075336e-05,4.91833539210535e-12,0.0421232897297881,0.0203415197027532,3.82095849252389e-05,3.28356359697819e-13,5.6912436288013e-09,2.96824777201644e-10
"X83.1",3.50762417875077e-24,0.0175145813929457,4.21049373160399e-08,1.92664471081277e-16,1.46537417179265e-42,1.47744649663211e-16,3.24741716079715e-10,7.25992956304479e-07,0.0573518863519213,2.33301669252651e-11,2.56391526305807e-09,8.14521215505069e-24,3.03109005790502e-20,0.000335731014672533,2.63041723598439e-08,2.69999224725638e-07,3.19198628991081e-05,1.07262022782088e-06,5.55400854552738e-12,1.23925298819235e-26,3.71129524430727e-15,3.97245282640278e-21,0.00278594047021887,0.00138515369949262,0.0558589227794854,0.000791690499726168,0.0516989498672493,7.09016207029144e-15,0.0326689380414296,0.140287705949617,4.04287911725547e-17,6.5046704114057e-43,1.48764214240986e-19,8.88631480715627e-12,1.47813395856079e-14,0.303575100198679,1.08314673109646e-14,5.02745314972613e-27,0.00425630808600911,0.000166532639676682,2.14542940778199e-20,4.30947738691792e-26,9.59441810157461e-07,0.00375033262002908,1.56553668878559e-25,0.228488502133899,0.010587483406684,0.000118985631944269,3.04408396302075e-06,9.77664149761387e-07,1.34387164971053e-16
"X41",0.355804469807097,0.00347619250262776,0.0330652817930141,2.30758576758509e-26,0.00784433349812688,3.68619408648876e-18,1.47491145240402e-17,2.44566795071814e-18,1.22616876595533e-33,1.06592324746359e-26,1.58117527217659e-05,4.38083849782662e-32,1.31668229602503e-26,1.22770301919733e-15,0.00227042411981678,1.59213184955244e-15,0.000627916475261327,1.08221042722741e-10,3.1244990945502e-42,4.74838772133134e-15,1.27245257690182e-24,6.30459935298823e-12,0.000563960984450667,0.0045930545552014,9.97078289235922e-07,4.06813546734279e-05,0.213810784131097,1.10102434600846e-30,3.52184119825923e-19,3.94003086936215e-05,1.81907808637807e-22,0.00950506374292546,0.0071175872930741,2.209621374392e-22,6.15471892689437e-24,1.48596815283907e-16,1.41751467808891e-09,0.00120596258995059,1.45283001068474e-12,2.53392874886572e-10,0.0805781545562118,0.0451911023611536,1.11888633648956e-14,0.00483270422250474,1.58813773294485e-12,0.119061740340987,1.7182490005423e-09,2.814937523662e-09,8.14946589134642e-14,5.84023031824309e-33,1.15692866793072e-17
"X73",0.243849853752851,0.0971984796479293,0.00899459001511514,5.82380656517256e-18,5.04195959874036e-15,8.58374541146178e-17,7.36264607534074e-07,0.00770317355538791,0.0128346797119311,9.73822908512365e-14,7.6545061594479e-20,1.46944622798047e-32,2.38426058511195e-19,1.97895696969448e-09,2.72382717034456e-12,8.92820178148152e-05,1.43428351835944e-05,3.98667551272986e-14,2.23704974015034e-33,2.54479017500891e-11,6.00057301464747e-12,0.000679607620910807,0.00550153944707314,0.00870089190064615,3.69680866785915e-06,0.0150254256613879,0.294640936567115,1.44960138503598e-22,1.04200927779752e-23,0.0030221236930631,2.70552390268947e-20,5.70766548154374e-06,7.35234430053933e-10,1.51310288599206e-10,0.000474056089765824,1.18643181946672e-22,2.11360501911297e-21,0.00567482195783046,0.000130476712146766,1.12633565985774e-10,0.00688438932097321,0.202409696718674,2.57955230752669e-14,3.12750621970688e-12,4.3629391173758e-08,4.87964382279931e-26,0.00948322505738905,3.64945062273922e-16,0.00492487274714778,6.35110848682243e-07,2.28714566536902e-15
"X72.2",0.0376738059517616,4.56106562303584e-18,1.10935306794149e-24,7.10520789181089e-08,0.0010209677681796,1.1456075427e-05,1.46858685340433e-07,1.25148153436544e-10,0.0525439699517867,0.00628785065914984,6.22172703796859e-12,5.33630002827481e-16,7.45227947796975e-10,1.14213615019989e-06,1.98098976777972e-13,0.000254977206413299,1.36126624840891e-13,0.00488900209585465,0.0310055023203202,0.00629977980790175,1.84520790506731e-06,2.74516023258759e-17,0.00221522175542017,0.0645056730068249,1.39734181870738e-05,0.0032874078231917,0.256009882024075,4.12864101331292e-20,8.04058900213802e-20,0.0171543488165343,0.035357093972969,7.87901804606175e-15,1.64864853586747e-11,2.84957080420819e-06,0.00124280408316244,6.77737413488227e-20,2.50673208424616e-10,6.66190521623642e-08,5.03882033026751e-11,0.004616251675278,1.11374283444447e-35,0.411180073601386,0.000118690775809626,7.87029179850613e-14,0.00540172465627332,9.21340548498406e-13,0.0147374053367072,5.1074829265404e-10,3.85206129458562e-12,5.28214848509979e-05,7.32184331169413e-06
"X114.1",4.02799183945474e-14,6.82608877456997e-43,0.0108988545878032,0.00135264488608939,0.00360971565190432,1.3265201584728e-22,5.98768972852699e-22,1.15996991594295e-35,0.0240790063813552,1.19226031573384e-06,6.65057591718218e-12,2.58191934995006e-14,5.18620743519864e-06,1.07713695849733e-11,1.70617181605623e-12,6.76709428827315e-15,3.92592713712963e-11,0.00190509908311853,0.0429563637141436,0.00319119265674263,2.49219081586262e-13,6.38141680582163e-18,0.00577469057739284,0.20511091309495,1.1497450010519e-08,3.37737651226413e-22,0.0913173577789811,2.47437018655218e-48,2.49234410045786e-23,3.34238729797702e-17,0.193278033641736,3.58103946436259e-20,4.17179845839592e-12,1.06012936508733e-11,1.64085298628365e-16,2.04541586544723e-06,7.12967932419975e-08,9.00118127427437e-22,1.9681856809248e-22,0.000359167068467202,5.96360350177133e-14,0.354289630212979,1.57046083563004e-06,1.00500575527115e-05,1.16318709117983e-08,1.96843130973308e-08,0.0135353163567118,3.42451160995902e-15,0.00195061245689632,9.65112052459246e-25,1.60371510429903e-20
"X125",2.17590316156956e-10,0.00987752487334548,0.0176548482812571,2.61038582527735e-17,6.60708529058916e-07,4.83160083368556e-30,1.54283386793283e-13,4.73637638125345e-13,4.84962420046444e-23,2.87218273070248e-11,5.19124043488936e-15,4.25888232000706e-17,0.0165724100451546,1.59123982945913e-09,3.63339072132294e-18,2.39590169899131e-10,8.60739111302161e-15,2.18219263847059e-08,2.76223910483548e-29,0.0975388748668506,7.94988934433436e-12,5.87605120220752e-15,8.54354694187872e-08,0.346314111475696,5.80704142220399e-16,2.72010103916178e-07,0.000947409533437228,6.67491891148111e-23,1.14814289611097e-24,7.93982433712126e-21,0.256029738136072,1.29939347049467e-30,1.14458870613988e-13,5.90208340734982e-27,4.07098734110717e-11,0.00734456329348891,5.19124012408591e-10,0.00184909875003456,1.74510281880071e-16,4.97965968579791e-16,5.07467157002279e-25,0.11867915435244,2.0437400361213e-10,1.51784806688259e-07,1.22102667087535e-08,2.1674867409429e-17,5.96384928561062e-10,6.51078199910924e-12,1.02289153808388e-13,0.0338053422444275,3.8378116670369e-17
"X89.1",1.2431124999984e-21,4.30654541589181e-36,0.00416046527736481,1.48562411504044e-14,1.9162896115846e-18,0.00294206010255038,0.019332582640443,0.00569424199569037,9.62842271890116e-39,2.09029833475545e-12,5.9931223157444e-19,2.67693522325685e-49,3.37426349164615e-08,5.32761060636538e-09,1.28243545373368e-24,0.000336440235008123,8.21875894563257e-21,1.57075542147357e-10,5.83955263314212e-49,0.289023702056228,4.12133205726134e-08,1.01338738259975e-30,2.20371543844312e-11,0.33475236111603,4.54515572654431e-05,0.000781866867721554,1.71593677635513e-06,0.0713824319599104,4.88765832256406e-09,4.30610913537052e-13,0.10603253128416,8.77755280291403e-40,1.92541613423004e-11,9.74021045915315e-36,6.56059317060785e-16,0.0103778066618964,1.6733377689792e-29,0.00650534565275965,9.47919414959034e-16,1.21282728815872e-13,9.56212019015644e-12,1.16149923319965e-45,3.84177415993283e-17,1.59552083145507e-24,4.34631595346847e-26,2.20148977036714e-25,4.49842820467682e-14,1.87650778835258e-06,1.55240736390719e-25,0.028166180567478,8.66909534528425e-27
"X137.3",5.89551982125214e-25,1.16595258529591e-14,0.067415978203332,4.52522114070524e-20,1.98486370298414e-20,7.31980047564e-18,0.0193290171687572,0.00039517561005097,4.42674922418611e-08,0.0077539101658609,5.40474422509907e-09,1.42244592960059e-15,1.28130120972718e-34,1.83216192798997e-10,6.41743865649891e-13,6.75741994789769e-17,5.07482553839608e-16,3.25986681397268e-05,0.00908863426418463,0.400442909863079,1.68218843944326e-10,3.52617615848311e-14,2.63143918737398e-05,0.140585718781207,6.30685937176784e-05,1.56050405322768e-14,5.49395039228787e-05,0.14305885026655,1.45746699307201e-08,8.6230968640092e-16,4.23327622027319e-28,1.80666969367144e-34,0.110858335436488,4.76586823029786e-05,2.89187982030565e-19,5.06480136515512e-07,3.03968081097353e-12,6.60330660444689e-07,2.13922233351436e-25,1.89081064779526e-05,7.29049093668009e-13,2.6911453408808e-21,6.72154796624777e-11,1.99662141963589e-12,3.94651110462323e-28,3.2356634263818e-12,9.20588039449139e-26,5.17406966206663e-11,2.78831224366302e-13,5.33039535769525e-14,2.42837075596209e-18
"X167",2.55949436082108e-27,0.0238627945457096,0.164514731569552,4.74336008624111e-19,0.000909362226014932,2.05781539448313e-50,5.85164896478716e-13,1.73811789581224e-37,3.85078981166272e-07,1.76597177826019e-05,6.66810393380989e-10,0.0185070311907564,8.22391630081282e-16,4.52528857304823e-17,0.0151354595623349,5.52017095983968e-24,5.95835930250689e-21,5.80136041761487e-14,5.20007620232987e-40,0.290560949197173,6.70718225094346e-38,2.95340775681293e-15,4.21570961021524e-12,1.36638475470352e-06,7.60049736138127e-25,8.33663356425413e-34,1.45736453803342e-12,0.0430192898950531,2.68666832141279e-27,8.84499806360961e-23,4.45951812288276e-22,4.38732369215716e-25,0.321917058345172,3.27712405940447e-25,1.81357061419681e-20,4.92238448841047e-27,5.57866622666425e-14,2.18067073036864e-25,1.22242100314612e-42,1.4377357076945e-21,1.4767584802726e-46,0.0189668911065222,2.96368751399341e-07,6.5159453615697e-05,1.34049779119922e-18,8.95650803820815e-07,4.49112954430319e-46,0.040327108224786,3.48730137889238e-11,2.78364242942583e-36,9.91528922169842e-32
"X130",4.59948461107976e-21,6.78567724812618e-34,0.144004317266945,3.16586887855069e-13,0.00243286439137943,0.00665188907162097,1.40265949953726e-23,0.000244615602415215,4.04331726731873e-24,0.006325551386753,1.38336703608075e-14,0.00284099910119912,0.0117372456557602,4.44223503155281e-16,0.017934895006697,0.000797253037591381,4.73367325181365e-13,6.65478901576165e-43,3.07933557340091e-38,0.114773971663461,6.50668875680088e-24,1.87589641675596e-18,1.50502063878074e-22,4.30400276567478e-32,2.78138227275206e-09,1.31492660298387e-25,9.19152776005146e-11,1.31497685270554e-47,6.80561324831848e-32,1.03739864921938e-14,2.25499535733028e-10,6.52238280610549e-20,0.371085549350624,3.65244480781374e-09,1.14721206134897e-05,3.89731744633067e-11,1.25005630468521e-11,0.0235736101950911,8.50255759164473e-37,4.70796332778803e-16,3.07816533811994e-17,1.03654902824016e-14,7.0095653560693e-14,0.000520053119567907,7.56050753079204e-23,6.93142956861345e-06,2.61477133642707e-39,0.215934418360105,1.25631041134005e-10,0.011084594945085,8.3156087338685e-27
"X112.1",1.53164145311466e-13,3.95944678122626e-37,0.00702857783694485,6.24830190211893e-28,2.79955465052401e-16,0.0869960216443233,8.26631903686114e-21,0.0144452665522752,1.83734402465414e-28,0.00647286057878897,3.98812336128402e-14,1.1262016778775e-26,0.00336989984839036,2.22732816009233e-13,6.73840538580149e-21,4.79071017075871e-18,2.81541632916595e-10,7.57474006254793e-19,0.00297407665602684,2.0171133781413e-06,1.72481537820266e-11,7.69740879947314e-14,2.63022758522983e-20,4.88116387502122e-07,2.93744397258094e-09,9.47719250240544e-10,0.00631473170974929,2.59117166517204e-15,0.00518919904561105,7.04325182976098e-06,1.84448456106347e-12,1.79918575672186e-31,0.187201690314408,4.02663675083482e-06,1.38749739987416e-10,4.0036886876024e-12,4.57646720688814e-06,0.236269117821992,1.49347522303766e-42,4.17901043848195e-18,1.33884830378861e-10,1.34210939585582e-19,2.24752326407522e-16,0.000223795412648332,1.73666531979478e-19,4.59234793114062e-26,9.44444470869804e-48,0.331385902316467,8.20292628032594e-14,0.0089388537381615,2.09393266200191e-08
"X121",2.22277481422841e-11,0.0162947846983587,0.0257573743859542,2.19201623379245e-17,1.51484871453083e-31,0.061996924286662,8.15455523739692e-10,0.00168563531495021,0.00965567088147697,0.00572164295074952,1.35362544928685e-06,7.14433498759213e-39,1.56213526990961e-08,5.19140303870296e-20,2.42045073084351e-07,2.83894064034749e-16,4.13776032276225e-07,9.73028514386886e-10,0.0182610199646101,9.27879209839464e-17,7.19680889466792e-20,8.2639736359846e-06,4.61035951439238e-13,1.66971787145498e-08,1.41980586256736e-15,4.06480236771333e-08,0.00204178376074356,8.77786876398555e-08,0.00151786950458052,1.6196529214052e-16,4.29611006775133e-06,1.80447226712353e-45,0.0372075706748695,2.58727310922857e-12,4.61276207042695e-24,0.0197428316771488,5.4068887200829e-07,0.413253259994577,3.84013707947701e-18,3.11170584109016e-11,2.53029866744957e-17,2.29781627829634e-10,8.72616025645588e-14,0.00244743273746403,0.0932422666156879,1.12520453793033e-14,1.86781041303802e-36,0.192551637323384,7.10813193579354e-12,9.94101160756846e-10,0.000127049252558333
"X92.1",7.69230428687515e-17,1.87053274594698e-19,0.129959945856866,0.0114966714397679,1.72185539201684e-11,4.139033695393e-23,3.1474219338903e-37,3.24674810785361e-23,5.46837958052852e-12,6.58283972660354e-05,1.14375100923566e-16,2.6108852118522e-20,0.00554750856486228,5.40851319714373e-11,0.00348605635502423,0.00652230008918639,4.03595588977457e-16,8.53217992792224e-22,5.67721140998681e-17,0.00383870656180667,1.39114778383118e-21,1.7379026788524e-13,3.64895881152354e-32,5.47951412443063e-11,1.00580259753807e-08,8.24826693581336e-29,6.65754497629469e-05,1.90639775596119e-26,3.74201557030202e-38,7.98804452860352e-25,3.42058452477541e-08,0.10478324775356,1.4610477673971e-12,0.000153515150338642,9.0342369842004e-17,0.073160356167126,1.38600843228728e-16,0.366770650183905,3.6652990873354e-31,1.42311028198149e-13,9.29221332037016e-14,0.0252973187857989,2.88804215190326e-15,3.68976160060587e-10,0.18365277955608,0.00122887691162964,0.00246365610655924,0.0167628353000097,8.17332271344841e-17,7.48639443029405e-07,6.28512798299164e-17
"X123.2",3.97000974351334e-12,2.7100967389397e-55,0.12016608917894,6.36055797191869e-19,4.00969435479678e-10,5.34412834889694e-41,2.40950338543126e-40,3.29816311877677e-23,1.10812588250477e-28,2.05318016823419e-21,6.4906208240989e-35,1.57813565000711e-26,9.37582526009628e-08,2.42709836264417e-26,5.71915994002984e-15,2.12655422674331e-05,1.38740353557209e-31,1.17168391153471e-29,1.94266952384274e-48,1.85194707065746e-17,5.55030128064538e-12,2.99194426207806e-17,7.53938117854195e-31,7.40811287375419e-26,1.51134610433627e-20,3.99534432287626e-46,4.41926106114366e-40,3.12807894785779e-24,6.83799272917957e-46,0.00388326591476008,1.42782121924046e-29,0.294220332873563,3.58778773183746e-30,2.34697790910685e-29,4.24329796909435e-21,0.193917319247178,2.60672841962555e-35,0.186154371737311,1.91971460806013e-55,1.72002608637251e-21,5.09963835712105e-25,0.064531207765389,6.06004696167968e-27,1.98910391530817e-16,0.112329422360955,1.7148033902239e-27,9.07257043020121e-22,7.69517446860992e-40,2.1117227642265e-19,2.11127071991906e-16,3.17402321510647e-49
"X89.2",8.9373028100426e-05,0.114623667218881,0.046913076561902,6.55557197318271e-20,2.02780472374726e-05,0.0273387034561881,0.0102541459735578,0.00075894500312061,1.58862847581642e-20,3.87374203409293e-28,6.45125542278837e-18,4.37828251916037e-19,4.88317618697356e-15,1.90241768994431e-19,1.24075778166359e-09,1.74690203057253e-08,3.24011530716173e-21,3.29838005024514e-12,6.49267160979922e-31,8.13624167029997e-15,5.20791594033678e-13,6.63239484162202e-18,6.74895080682305e-12,1.33641016745867e-05,1.52296129531393e-25,6.08002674175515e-20,2.81667551818543e-07,5.84655367074641e-05,1.64305942745712e-05,0.0996926691495981,1.24176945914426e-16,0.262062208275916,2.61844361392713e-19,5.34078895020786e-29,6.68272427592159e-22,0.295523080516816,3.88073765843245e-24,0.0508604973035192,1.0333153686513e-23,6.29002903670932e-21,8.12672677879281e-12,0.0612931304192844,7.09373951723891e-13,4.49858463515832e-11,0.0121964148626904,4.65843441606836e-35,3.3227322105248e-26,4.15248673090202e-15,3.44791027638297e-17,2.33605535916934e-12,5.20899936424016e-18
"X88",8.4341529125135e-14,0.212654640110968,0.0068869749956869,7.37769390758139e-15,4.49229148341007e-29,2.82734517048418e-09,1.57153197733806e-11,0.000876956439742432,2.89724370289528e-09,0.00220474651244904,8.1052348045479e-12,4.87873458460629e-11,1.53048838768443e-11,0.00144813480738551,0.0165751144827638,4.4287572439139e-29,2.05945510970763e-09,1.17179825877467e-10,7.74819526934144e-17,1.40044585112886e-15,3.58634187365001e-17,9.03197401230767e-15,2.29676203112319e-12,0.0243213549001704,1.86884619668496e-30,9.00730865827067e-12,0.0208120670183699,2.73363225017973e-17,3.53746881381625e-13,0.249954722772811,2.73623527562933e-07,0.0641309565326624,0.0077107784605888,2.54516358836578e-10,5.12600491088796e-19,0.303552041923299,1.83451378619921e-12,0.00440944019903784,1.15920115501498e-22,6.00739615079888e-29,3.35347181242765e-16,0.00522226198214382,1.34540410383952e-16,0.00242275764124416,5.60526425952589e-14,0.03387743872905,6.42845485397483e-12,1.8070244041106e-07,3.1258225503607e-16,4.78910957214835e-06,7.72610872030068e-14
"X89.3",2.27527437671367e-14,0.00114871083258418,0.000268745257275888,1.36065121467837e-15,6.49893100874444e-17,1.76326572825223e-23,1.23553711860962e-18,0.00276552894520971,0.02144310618477,0.0048235548587118,7.56065352429822e-10,7.71140211079811e-21,4.39130942661288e-14,0.00185828841077675,0.0279730443252485,1.32112622108214e-21,0.000551703985439159,7.7332937894302e-07,2.6391172255655e-06,5.75940664594349e-19,2.60403905478786e-16,4.74734310727205e-20,6.23323393830016e-21,0.0139878022234982,1.77014023662517e-11,2.24034092311326e-07,0.0389159880857098,1.4790428957885e-06,1.86428301504446e-14,0.300585956216297,1.88350931606581e-12,4.49483269628501e-35,2.289055959873e-14,3.42289188234321e-07,1.45155108120205e-18,0.240299651026488,2.4061842424781e-17,0.00498372109013262,2.36612917372665e-20,7.55030491490515e-16,5.52555525845576e-05,6.98138161052189e-14,2.91889299962256e-15,0.00963715891769497,1.14475743613607e-18,0.216168151958456,5.28857663556236e-11,3.87825288668536e-09,0.000169418744674483,7.22065213936648e-06,5.7608079916294e-23
"X88.1",0.447001815943343,0.00644615281191652,0.0159542414352572,1.15301990813877e-08,0.0155257896153651,5.02658126949613e-07,3.72162889504402e-13,2.11532538574167e-14,0.0382594476910557,0.0186171729799002,5.00598473171318e-11,0.00192855398941581,3.18894053418864e-09,1.37310005780447e-10,2.3096771199172e-08,4.88867085983188e-07,0.000156069760375904,1.39583662094542e-16,0.0200151240223127,6.10810525388239e-11,3.701810703235e-09,2.31446581720288e-10,8.89386064153259e-22,0.0174369761084071,1.91720084585957e-07,0.00687297764563018,0.095667109414648,1.30783382247012e-06,9.68185370179056e-08,0.000231849450649912,2.11449040374198e-18,0.00942440734609595,0.000710385500768581,3.47484033343417e-07,1.19284523237558e-16,6.93798584012194e-18,2.65500274162155e-06,0.00121986615442188,7.92331381905382e-11,2.46760408489937e-10,0.0248364551782548,0.03989669108959,1.10821454510288e-05,5.69200875542629e-07,3.61035027952844e-07,0.12158802906177,2.87648383458831e-11,1.02685683786697e-11,6.8366838801058e-07,2.29784779143245e-23,8.72934219208226e-07
"X76",0.329115413859019,0.0994851933480036,6.29085897230316e-24,1.28398978253583e-29,2.30172373622658e-44,8.42563670136031e-25,3.60651456913299e-09,1.07448885838455e-07,0.130835290387116,0.0278138875698697,6.18270968392811e-22,3.61327850843216e-25,2.07273639885309e-13,1.33388228859722e-07,5.55942157800538e-20,6.41021865137758e-16,4.50540566783558e-18,1.88830559505342e-29,8.18536786540044e-49,5.74367790126535e-38,4.90454345020061e-15,6.51276459474508e-25,4.48516088784447e-40,0.0221605975928831,1.4985297670219e-12,0.00744132689922441,0.120923378486135,2.64434913296545e-16,8.46590849606307e-18,2.63043890549045e-06,1.90659615859685e-34,1.07293354515076e-29,8.42846537554586e-10,0.00766120345154573,1.083216125741e-08,8.40414800195041e-28,1.57560004934298e-28,0.00231628449379309,9.08680444173816e-10,3.07115728182932e-18,3.88911257237117e-25,0.189384104161569,6.65540480021889e-13,6.87591298056642e-24,3.82286636922907e-20,4.92883765415317e-39,1.12808747865342e-26,4.74131757899549e-20,5.08979581537175e-13,0.000179288414448653,8.82196114288971e-11
"X75.1",0.0971533406349569,4.06644872828929e-05,6.07412253427414e-36,2.59352618298027e-21,6.06888761916651e-27,0.000382907742946738,1.64258090187197e-12,3.3361108628558e-07,0.227223315583881,3.05343758861688e-06,9.3666340634596e-09,1.60634734242424e-11,0.00140545620429978,5.58153733754311e-06,4.21885714407473e-21,2.68759172232856e-15,6.6595671121078e-13,1.36262896322712e-05,0.00231682222028442,9.47319774013815e-26,0.00168655579396736,4.36175893744013e-22,7.17415445286172e-37,0.111192962437538,3.80978600355535e-19,1.91580626171505e-09,0.10593048796025,1.64304754033009e-09,1.7534064536691e-14,0.00255293100675692,1.37561624318524e-11,1.04274424513039e-37,4.49460053449421e-09,0.0097678124031624,3.75071927503224e-06,7.54818801361453e-29,4.03090144084511e-17,8.9617316417825e-05,3.79734092982307e-05,1.31476795490401e-05,2.00992374901406e-05,0.40509829165688,5.20311837587252e-10,8.28193213132591e-27,1.299921965542e-23,1.30732782429314e-19,2.51068642977741e-27,4.76625825631798e-13,1.72405656096333e-13,3.09673498896749e-06,0.00705850228484703
"X120",1.25257116586393e-07,7.27345980678933e-19,0.00552646135266761,0.00712422834469675,0.000228416401226181,5.24626340872707e-14,1.29434539956756e-28,1.33910525078332e-25,0.149525429677593,1.82900839950739e-18,1.62923376895331e-20,0.0025151700041036,0.0422058660689021,2.93133686048597e-18,2.45211833586128e-09,8.67430238792838e-34,2.4214425587797e-08,2.02906023742039e-15,0.0701879111674201,5.45056454563867e-35,1.81272118710281e-23,3.57209893255838e-14,1.69958314226986e-42,0.299470154039196,7.1104641271271e-29,2.09732025697754e-27,0.0151689816504126,2.24198975733632e-28,5.47056400461145e-25,2.50108987897019e-23,0.0440507130989402,3.7077270649884e-11,4.56290936574154e-10,0.00110070347064892,1.03438541461189e-20,8.55997487849908e-19,1.59657000681292e-21,1.1481279762058e-22,9.75184175179212e-14,7.8323701117354e-21,0.0122893356597836,0.32948743062067,7.86415775317158e-10,4.74013084678501e-11,1.77995242278605e-21,1.99726139991321e-05,3.8299731475002e-13,1.69075445901696e-21,2.37004720784963e-08,5.60710084028428e-65,3.60474992197891e-18
"X138.1",8.69473056910121e-09,0.0114956714916065,3.75308461367276e-06,1.66793808056611e-17,1.70430301611118e-06,0.00216226110813178,6.82678829097895e-20,3.46411028307208e-25,0.0402606687040409,4.40398098755698e-16,9.77520470425579e-12,0.0204973712545601,0.0956089367396018,6.13914470852151e-15,2.56318390168218e-08,7.02298591790999e-09,1.45871772537329e-10,5.68133246273742e-20,0.0524760048643044,0.0237204432636271,1.08151689389411e-14,0.000964604375465366,9.45795106850669e-06,0.459841529875115,3.60112012974738e-19,2.78633669919947e-20,1.89483622256072e-08,0.05678264668686,1.65846453182842e-06,7.56913977403998e-12,0.0587917211171495,4.61313356715127e-05,6.86157861025948e-08,0.00293128580523568,2.24554803238066e-15,6.21136732998371e-07,3.42421227640603e-14,0.000100495233288452,1.9213371836986e-21,1.29368988442847e-12,9.74876482762337e-07,0.0907169593718547,5.83172244797459e-16,0.00517214958441653,0.000112187965791977,1.04183996086168e-22,3.43332707034723e-32,0.00382464476713704,1.25215671808481e-18,1.19917008739116e-18,3.37853439708587e-12
"X90.1",1.05004023890534e-23,1.11318531858267e-30,9.99315531145858e-11,6.27989740726087e-31,8.45808791682552e-20,0.0146423510061036,3.750352084779e-16,7.8417478516443e-22,2.09331433669037e-18,5.41121030919986e-20,1.73699631392113e-06,6.62138572591586e-21,0.0420800197231567,2.30673753754814e-19,1.05661588961228e-12,0.00123521304456252,2.44337226479711e-13,3.14400665601524e-33,3.40098790390307e-19,0.112532918830688,4.02846560286044e-08,4.29260638129044e-25,2.58291581749602e-08,0.390412438228486,4.64974243262962e-12,4.29650284140705e-17,0.0143410933495988,0.257554081605386,0.0129782036407391,1.22946542186961e-07,0.00728808271188752,4.7667889805669e-16,0.0135980507694775,2.64545604060569e-12,7.98744473144233e-07,4.34169448800102e-09,2.1313891026022e-26,0.0116128797867046,1.18521211308589e-17,8.2378586106061e-12,1.06098241600411e-13,2.88933557671837e-65,1.15923311074608e-20,5.34080936678504e-13,6.45638324300471e-10,2.13891688738416e-11,4.2844647714607e-33,0.0080779087736524,5.77540338442642e-28,0.00950635151997512,7.53021820171416e-08
"X158",2.05938351930324e-09,9.92285407511466e-12,0.024909312397191,9.00279561364439e-12,1.57450090528188e-14,9.08568123813344e-26,1.03677373768909e-05,5.20668445269849e-14,1.60533159854573e-16,0.000527274739906902,1.10191211089415e-11,2.10021256362113e-23,2.95726800105002e-24,1.12170919002919e-16,0.00620864968179983,3.5160303709713e-21,4.14338204620984e-09,0.00836259966353642,3.18767127776581e-08,0.161253109860663,1.78146088043375e-08,3.34459149560322e-09,1.7582300741688e-23,0.146638068022764,1.0622538680002e-22,1.85710770243543e-09,9.89980803962675e-05,0.376507076167207,1.50553671893799e-06,6.37577258904865e-21,3.11363206897245e-21,2.80064268028589e-05,0.141943193417445,0.00786505889734679,2.24436416435066e-16,1.40047940847936e-10,2.68549730383959e-12,0.0087567481229498,0.00629674210861248,7.36364527989938e-18,1.39122674411588e-11,1.6388224133259e-16,6.71649733496239e-18,3.94511318097015e-15,1.24181103364288e-15,0.00133451810147419,1.96938163396852e-09,1.1065976393165e-15,2.11167748774085e-14,4.71786278417392e-08,1.47216571663359e-05
