"","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","r11","r12","r13","r14","r15","r16","r17","r18","r19","r20","r21","r22","r23","r24","r25","r26","r27","r28","r29","r30","r31","r32","r33","r34","r35","r36","r37","r38","r39","r40","r41","r42","r43","r44","r45","r46","r47","r48","r49","r50","r51"
"X115",2.48707362074995e-14,7.55726164165446e-21,4.41689468166132e-17,2.19198629018003e-08,2.53787856519443e-06,1.21178520482417e-09,1.15845515512109e-08,0.174080166458471,1.57609507273011e-24,9.09955751194192e-19,1.66733209298314e-28,2.66107039015855e-19,2.21418799890424e-09,1.69234668352452e-31,0.000150012593809588,7.52234773674294e-05,8.19301295088881e-05,2.26376492404545e-11,5.67613849622222e-56,1.77804719266217e-08,1.14460599646373e-08,1.68157231262906e-13,0.254360870414824,1.35386189139404e-08,0.0009066298241636,4.02361270366639e-13,0.00144895474109774,1.0503822330754e-12,1.24286226588873e-11,3.58322994223271e-06,4.78202567540265e-09,0.00055017556050923,5.77485622394672e-09,0.273365069298722,1.71479261467845e-18,6.53784357144774e-07,0.160270662918709,5.0588153025544e-10,0.018611563129519,8.50679174055709e-19,0.0140891822337407,0.000695959148899004,5.25530208272664e-15,2.391027357781e-23,1.77128061353847e-12,9.12240608317381e-21,5.80435986153658e-16,0.0150174273805531,1.09141984593876e-24,0.00171250968612946,0.00421691712928435
"X127.1",1.93545157156778e-11,4.11158152860209e-11,2.13670951557184e-30,6.96612355521387e-07,1.28820766782457e-10,3.28489805569343e-16,0.00673718620634653,0.125801409776252,5.49608635981237e-20,9.61898632482616e-15,1.41865018500468e-08,1.77723442275709e-05,1.63553704649022e-10,1.61408999940219e-14,0.00424606858924335,2.01747814678395e-08,0.00267908498785562,4.75716196069283e-10,0.00289130581659829,0.00457559326078798,2.70152456403648e-21,7.88175697676902e-22,0.0824789403260613,2.88102159237263e-07,0.000876180531584967,3.01543095172753e-15,1.3155765531908e-19,0.00395327891961596,0.000398343329667246,2.76555063960496e-10,1.14069841365909e-25,0.0178754749768696,0.000201957900985439,0.147735230863018,2.21390072657486e-07,0.000164587281831161,0.400370622472809,0.00134580492103602,0.0194120023632385,2.78328832810939e-12,0.00478127634145667,0.00064348893589325,8.06137295431865e-07,0.00279815916922451,0.0012244286798195,0.00155892799285628,1.39788480507372e-46,0.0282858897337696,5.16742262146842e-16,4.03078421309868e-10,0.0133461863637473
"X135.1",1.56058827639349e-17,0.0116752221641172,0.207488870586181,8.13794751605206e-07,9.7291100165015e-06,3.05845056493379e-09,0.0702725766838695,0.0229800787134123,9.52195781843083e-10,2.32593790157267e-05,6.0120063045047e-06,0.0203902132671052,3.05118522205348e-25,0.00858790169989193,2.76837266675576e-11,9.74454818633492e-26,0.00372297274201686,1.47141776422395e-10,0.0268936591216946,1.33107502874046e-09,1.3422548606981e-19,1.97162947838893e-18,0.0152435677086784,6.2003555243586e-12,5.81064568576114e-12,0.0120309980305487,3.90006260424005e-20,8.7860338512621e-14,1.33451387531846e-11,8.04045373355798e-28,5.53291488803816e-11,2.44195185652723e-13,0.0023435070829054,3.00254848156553e-10,1.38585835835219e-09,5.71127750235374e-12,0.441940194273644,7.45538787883799e-06,2.21985114818231e-16,4.46903856172746e-11,0.000559539347079269,7.64678840989436e-14,0.00794049508644611,2.46445054128113e-07,0.0104019003498641,0.0089715882574216,0.000623109488170791,6.14619057238664e-10,0.00111136968044348,8.38480784786848e-24,0.0624461434901092
"X113.1",3.57168288684389e-28,8.80918807510465e-39,0.355441861421846,1.36860504761518e-22,1.10094653673463e-20,9.73824599722988e-27,0.179551752068534,1.69659681542005e-42,1.03336687263176e-34,1.77349779521741e-50,3.71649573809165e-34,9.22164734170120e-09,9.13032616032241e-32,0.00080899753346382,1.85144931875822e-36,1.4886391123753e-37,1.88940463641733e-09,1.28851113198803e-23,2.44796185288236e-05,3.48170292219553e-29,2.52225998648464e-27,8.84889010778445e-36,7.62483510574292e-07,3.86779787503762e-24,5.73204674449067e-24,2.41027603939875e-16,4.34365243676984e-27,2.6156920251233e-34,6.33693218065105e-17,1.89034684480836e-17,5.02908088678017e-18,5.62874844824098e-36,9.7193735554344e-22,5.11695926834553e-58,7.53017759578264e-34,1.07892268998204e-29,0.249579183198136,2.7970131066283e-33,1.71216414808475e-12,8.81455714086945e-26,0.0052166782803806,6.04369931710447e-34,4.9249441368353e-28,7.49281259779796e-64,8.18051511742307e-49,3.13391877533239e-47,0.00780263959819036,4.03314691841594e-13,4.4942390392422e-10,3.1071142632109e-21,0.193608547007661
"X119",1.31242655202476e-06,6.75804303022455e-26,0.202370050394326,9.2411934818732e-17,2.79176617092627e-36,2.60920485683224e-11,0.232409586921964,2.60770004109634e-20,4.70593234820427e-25,7.61449028537284e-35,7.45362973195148e-15,1.45672909870792e-34,1.22698787522831e-22,9.43895619139943e-13,1.40484616022684e-23,3.50614715841217e-15,4.7811325487906e-06,4.89957158017824e-20,0.00869951438577502,0.0189144139043538,2.02243508651379e-21,7.81602387412551e-26,0.0270642798056484,2.17551619628977e-24,3.87962873405612e-16,1.08674223908582e-19,2.12291984243162e-16,1.04800015003521e-06,0.0112699039173484,0.0102187412276333,7.00346864706249e-24,0.00158090101266486,1.18697233508054e-27,7.85065322831759e-31,2.48335549048641e-35,8.93925694685495e-15,0.0778359265388659,1.73208549855824e-10,0.00293237291167677,6.8841482842321e-36,0.00312635235243129,0.00169479550958769,3.36540497936006e-19,8.41954597905166e-13,2.75925381351908e-32,1.52491434583561e-30,0.00123131272489067,0.00668474265232085,6.39310251163932e-11,1.06215554412531e-15,0.331431344854345
"X159",1.06888396620014e-14,0.0355230966516934,1.99207868171218e-21,6.53184224732522e-07,2.27458182775846e-21,3.48008949297362e-12,0.161897020805666,5.44362136443453e-18,4.74863209333537e-05,2.76471524004498e-24,0.0116730240317562,2.9071013912157e-19,1.28335510701212e-23,7.02464627253326e-28,1.42409669237371e-15,6.77624702143754e-13,0.00184796463437503,5.3891960963093e-24,0.000137559115900831,0.0132604691114109,4.79129556748678e-23,6.5309837443755e-14,0.0513084809364662,6.50230790801367e-22,2.71943128528035e-07,5.96911577594602e-36,2.11941157996131e-22,6.913322924952e-15,2.10124572012449e-20,8.72214377848725e-21,8.16770979347005e-16,7.64050153388814e-15,0.00681163910213806,3.72814514801213e-41,5.14991365179617e-18,0.000243740872639904,3.91995727185653e-17,0.0148367952655163,3.01489547154238e-09,5.69835836880819e-27,0.000185900754868692,3.19164174918484e-12,0.000340172102101581,0.193143209510297,0.0478612148334888,5.20952596059438e-11,9.59686277888188e-23,6.21207148636176e-05,3.24943001749389e-09,8.87990971875166e-13,0.3325117460902
"X107",9.58521817721201e-18,0.000169567898186872,8.38971930373942e-47,1.01799842635905e-25,1.45393658215124e-24,4.08172295959637e-32,0.0504664261291222,2.27888831442251e-07,0.00432362582567542,2.20240670538012e-08,0.00295445489290662,0.000198682217764531,7.50717827422569e-16,1.45339144414507e-21,4.95995524341913e-16,2.57959910135568e-26,8.37912659778933e-07,1.22998745564405e-18,7.86929876216429e-32,3.56627786073064e-13,4.39329631398803e-27,1.35194290197237e-19,0.0423424408008404,4.79058894779489e-11,0.0340375527130246,3.74274990895981e-21,1.55958081376613e-17,1.53458687262317e-14,6.54018136403565e-55,2.02238082512947e-34,1.63841891280535e-05,1.04430574430633e-29,6.32189804271689e-07,2.2987807440319e-26,2.78705186623058e-15,0.0159970332270566,2.04107908598604e-09,0.0176799492906761,2.60918562196591e-28,0.0228199230061995,0.00515621531388513,3.90825628846586e-19,0.0110730837856092,0.394613275344367,0.0512640197194985,0.0016440153392156,1.26295609925421e-17,2.51368642988668e-30,0.0104452897011941,4.23962677131904e-22,0.199988494782076
"X94",0.00152516258081078,2.91634165519595e-39,0.00278218733564449,3.4200982340465e-23,1.10138259488782e-27,1.11669411701815e-10,6.46262306877595e-07,0.0141467562529663,8.20632198687171e-21,5.08831971321446e-18,2.88816403934079e-09,0.00337706682420241,1.07613609680512e-22,2.67764960362687e-12,7.77006612089222e-14,0.00269883765588168,0.00077544798647423,8.01790797694647e-12,0.016354024376079,2.58185442679323e-19,0.011496923268919,1.37607662399684e-11,0.0147775518549535,6.91450826456031e-18,0.14265065233864,0.0147783500985945,2.25014944655672e-24,0.00753637147559746,4.06297623915985e-08,2.17305403398495e-06,1.61120073193253e-09,1.65330509854342e-05,2.13738567895632e-11,1.5055555220645e-15,2.1124353423604e-11,0.0391591288888034,0.000374944295963232,6.96766724349526e-12,0.00354154411870885,0.107129701524482,0.0032128277477469,0.00976585786966253,0.0021681238493783,0.393433990480517,7.98357221577078e-29,5.9633083651247e-31,0.00401782022398147,0.0127150659292434,1.75962582554624e-08,2.34770538783391e-10,0.055243861329524
"X145",0.00198956566758771,0.0873227553771979,1.04545155144254e-15,3.47454910277144e-20,2.23527726449525e-06,0.00878670701987191,3.31648235090127e-25,9.66286926683149e-19,4.85665253691975e-13,1.04356460091765e-33,1.5622114935764e-15,1.82173293291034e-16,7.12976954918089e-10,1.17230401494082e-21,3.88317177156046e-12,0.00656720374861749,0.00854914182003458,5.31832591391001e-05,0.0347368021561111,1.50737548994818e-16,1.22108626735904e-06,0.00019956133458196,0.00047055852842146,3.84016790585102e-21,0.266680556760129,8.07339141045204e-06,1.26624503953044e-33,0.000159143195849588,0.0316452835590183,5.12893024962904e-08,6.60397551245737e-22,1.34906258389887e-06,1.53592551499381e-21,1.2651203759584e-18,2.08961253876734e-09,5.15356418643964e-13,0.00124188389477642,8.57223110033965e-15,6.09833487199855e-05,0.174309830836274,0.0127052435965205,0.0220790023655464,1.52266142263215e-11,0.210683205171826,4.47498040444534e-24,3.41578143046217e-42,0.000927714456536287,0.0123221110669021,6.93123586194255e-23,0.0175236452476289,2.40061611290133e-08
"X160",0.000507634029837656,0.196977623938529,8.72343943965126e-11,8.42263266755789e-13,1.74619800885685e-20,9.4257657369689e-10,1.1313408949276e-12,3.3912048056608e-14,0.00709718294872133,2.46277202363744e-20,1.74829417995846e-18,6.04286420144557e-13,2.9399304484342e-09,2.93592632907249e-18,2.00688667914931e-05,3.64465294830768e-13,0.0173762573848843,0.00256006249599107,0.010171933551336,3.09353166060931e-10,1.85883318739868e-16,0.000244076827374453,0.0105434451291915,0.0011874210041407,0.340214126061417,0.00208934683957699,2.24632101119983e-11,8.36821808215371e-07,7.21965197388278e-23,2.13415006030978e-13,6.2782812856425e-11,5.87263607559166e-14,2.74522058271321e-11,5.70457453286868e-05,1.24676055335001e-11,5.23689679836103e-11,6.33884533996823e-10,0.004759940606273,7.81967380974864e-15,0.196868991377959,0.00844218559263202,4.9683646948019e-16,1.3891701632028e-15,0.0439948464140048,0.00151762475182514,0.0527978425320768,0.000336559650628959,4.05904045396544e-18,1.55377915556139e-18,0.0101933705725679,0.00023791643142888
"X136.1",4.89252273119539e-05,0.000590026791716702,2.556748116263e-23,4.16882066310198e-06,0.00226432416774795,9.50428209707511e-09,0.000356298106533387,5.12028718421535e-12,0.0122422012389618,0.0156005605837036,1.50087915978166e-09,1.43283681995406e-17,2.68807223751479e-15,2.57738095268139e-09,1.9002335008507e-14,8.71308877286654e-09,0.00671976822940326,0.00749102091564359,0.00755573312614461,0.000321983449150912,0.00326147310086774,2.90615053832375e-05,0.0086756171382337,1.84898788781021e-05,0.305464771929633,0.00907969765145568,0.000283648346875463,0.00471162266037742,6.2871715558024e-24,2.09045787153208e-07,1.65161311012881e-09,3.6905296132871e-09,1.33827962626588e-11,2.49307330314627e-08,2.72476012560117e-08,0.00079806392334057,1.413593237202e-07,1.25025534504796e-05,5.52443549859405e-10,0.156484721094299,3.03464216008016e-13,9.2357100944551e-12,4.57931690331509e-26,2.57250483888862e-22,0.0133196507600942,0.242165708947733,3.53159016889846e-14,3.87362261022061e-18,0.0280868629583979,0.0117492327854333,0.0204835021109141
"X222",0.0115629195788955,5.13255429699479e-09,0.0209211008603081,4.15438908207967e-13,0.000169215823771529,7.62154203354689e-14,1.18442136949686e-10,0.000862144443691527,1.07202075118309e-16,0.17361452353448,1.17601766660864e-09,2.14403627056029e-17,5.06542354926808e-11,1.14881569763257e-13,6.37735111102913e-16,5.31982356917755e-13,1.0308652819605e-15,2.53423119922967e-05,4.63482136857109e-25,1.0435450713752e-24,1.68010386634452e-11,0.00207388421786661,0.0237842940494856,0.0126447016731672,0.0155314832971317,0.0481892560936262,0.041770103107676,8.68019538598406e-22,1.04050459103446e-11,2.51068760819896e-09,1.8075627338968e-16,0.0331599166675001,3.28624551288944e-08,1.9500435780308e-11,2.17968622967364e-13,1.72499989101904e-17,2.42523843088903e-15,2.72370559456973e-28,2.79585192001773e-22,1.45190238847109e-06,0.36710011877719,6.11220017208735e-22,2.87049410146432e-10,0.00962244068520531,3.17392120896962e-10,0.116937173853554,0.00662948198166371,5.31662052709083e-11,2.99058822523992e-09,0.0773955869587055,2.35973921771389e-11
"X157.2",9.27123979459947e-25,0.134240612154459,7.55750757411683e-17,8.35316608859005e-21,1.78535535036397e-62,5.03215283895955e-26,4.76397880538552e-11,0.0132904727303684,9.25792094408016e-37,0.320822677014295,1.05063966230405e-24,2.02383648727318e-21,2.61859070609081e-19,8.09659406964514e-15,2.39689117026716e-12,3.0487297630764e-29,8.90094056737356e-21,1.20536277327286e-31,0.0599945053463025,1.05667865320255e-12,2.03201871429471e-23,9.38547687842371e-12,0.0325557698859022,0.00140998668563312,0.00296113447392133,0.0629757540865927,0.0416214495291714,2.16036040580367e-29,1.41828664794642e-23,8.13341040835138e-17,6.04448202421268e-25,0.00735544715070067,3.1084456518098e-06,1.80791806107339e-25,3.1181942352536e-17,1.33638269902123e-16,5.83654119419925e-16,1.76049194782386e-16,3.24611640887919e-19,4.83333412293364e-08,0.219180222092324,1.87486751794607e-10,1.1246225735054e-18,2.67290834299391e-07,1.02402537839043e-06,9.21279447453458e-16,0.0222294562160505,1.34906446325266e-09,3.11760256794422e-14,0.0929249316937832,7.11102701212645e-11
"X149",8.85857778708906e-24,0.0339264677862877,0.000689484358713899,5.6676884445288e-14,1.26317323936721e-48,5.68410673816465e-13,6.18673888740526e-07,0.0303120865110496,7.80081233774585e-27,0.373374562762053,1.5316669366541e-13,3.50333320630692e-18,2.26718552648922e-18,0.00917377701014658,2.08305946974532e-06,2.76501254819981e-09,5.30842959565066e-17,8.83425914005657e-22,0.265664128466053,0.000338316601401151,1.49681580126939e-23,1.26695513018783e-10,0.140491343257087,9.86796980786035e-07,7.41771485773749e-10,0.0650969791234881,5.86366591350601e-06,7.99515062428011e-20,7.14442305339033e-05,5.41206418170424e-18,7.6762950211443e-27,7.09442281662544e-05,4.92790290130137e-13,1.37442222073566e-32,1.65780711445675e-07,9.21727043673106e-16,1.08262562429944e-05,3.02615640397755e-06,4.20122791690421e-20,0.00213306282123197,0.0221020535995614,0.0299691819963452,4.53052342415196e-14,0.000367287609179642,7.42611905154892e-18,7.89124070145303e-31,0.00607196487756671,7.61506794087045e-10,1.48294233669751e-12,0.0713583093151698,5.80777441001433e-24
"X109.1",1.24673595762902e-07,3.94286242496049e-33,0.0688612623448546,2.09200376613192e-15,3.00164432260401e-27,1.22152266833407e-13,1.01378753782389e-17,0.100546428177228,6.28283778817111e-09,0.24060315664249,5.48600531290733e-22,2.06053191383657e-43,5.17611024350866e-16,0.0106900942058336,4.69075491776089e-22,1.24663569542837e-07,6.16027109352182e-36,6.94077076900644e-12,0.291000576286507,6.08642208884173e-27,1.04727442052557e-13,4.15642341969675e-09,0.33262736625534,4.03073152475014e-06,4.61375377473893e-20,0.0175988352141237,3.64099290126719e-37,7.10096821676564e-14,0.000350834596488102,1.43838673415204e-21,0.0126962804946468,8.41943643843744e-10,1.00828669096378e-26,0.000245933392624562,2.94605001920213e-20,6.88762003020431e-27,3.74587049462403e-40,3.08302059783869e-25,8.41034836797314e-41,0.00010194576777791,1.07652726641531e-58,0.00454711220250271,9.31316942086524e-25,1.42273660201162e-17,2.47256618835447e-28,2.94721712301143e-28,2.76260927187974e-18,9.44075453286769e-17,1.40679696836852e-17,0.0098030550650999,2.47523786595349e-39
"X92",4.6372329582705e-21,3.93877881762815e-09,0.122235374110166,1.02612815434556e-26,3.29625462495124e-06,3.26576265675876e-26,3.32756209929911e-07,0.282453972432107,0.00141011740816114,0.078327309286128,6.85027427381233e-21,2.67923704104712e-30,1.21426944688596e-18,2.25678603845641e-10,5.83680462281375e-29,1.27848629339824e-23,2.59483102106406e-26,2.3580080561657e-10,0.100162615533633,1.35002053775713e-26,5.16805045304906e-22,2.92895128958203e-05,0.353838489061532,4.17538652239603e-06,1.77987937165097e-06,6.44521646240406e-10,4.69151046840215e-18,4.08619297036175e-12,1.19332012185356e-16,9.87059975923275e-11,0.0464143611975118,7.91925060944708e-37,1.8235569649314e-25,0.0493237341144502,1.85285803767996e-28,8.47796711777323e-25,6.9944709819733e-22,2.22040026436058e-24,1.35706586838744e-27,1.77800883990568e-06,0.00174279670062528,3.26059946595098e-43,1.39715604286798e-19,5.56404735887507e-23,3.36660168744419e-26,4.53601147133808e-14,0.000351955357653773,1.09413045147068e-15,3.23971000187618e-14,6.87166405474803e-39,5.65937632065142e-36
"X161",5.26769841737458e-18,5.62999997881365e-22,0.0206585852338548,4.97382249107621e-08,1.28647973858419e-05,4.30852473393787e-13,0.00569580934337682,0.421968495846808,9.30911003211178e-05,6.72096735496205e-13,4.03597335428088e-30,0.00593729543705532,9.7268272885361e-10,4.99187426519143e-21,2.28811090180015e-11,1.11553299786019e-06,6.74541375999348e-23,3.99663774002964e-15,3.50308330659392e-65,0.00744745754762067,6.99334096589907e-15,8.75462440946896e-18,0.178741206346529,2.00641740025403e-14,3.92426175498986e-05,1.57168939398558e-27,0.00393913215811443,2.61344058335732e-06,3.13805807849882e-24,1.49650982769726e-16,0.00886423086408474,6.84909553237613e-28,4.88777733203626e-13,0.0717763258270121,2.52100725218344e-23,4.18102315630544e-17,0.125125982895581,3.64274954754952e-13,0.00796470600746756,4.89765315034211e-22,0.00982996111283887,0.013252929167263,2.13030355272721e-15,7.65971097029441e-21,4.79150808473318e-16,4.38164678030049e-18,8.41675022285203e-09,0.0253595873808738,3.49372222902783e-20,1.42624011011615e-14,1.014840253982e-34
"X188",6.37002528324276e-12,5.37331567206587e-21,2.91297132816802e-16,3.8361173601633e-10,1.65474003060687e-05,5.96225075864037e-16,0.0346698668039773,0.306927815363976,4.73399003818051e-31,2.03132033563492e-29,3.25066100314351e-13,0.100987384873225,0.00584944323477505,6.01127931124877e-38,1.18882629225677e-05,0.00939713312596921,0.000617102440633145,1.47582878097688e-18,2.99229523948076e-08,0.0183314178852144,9.23176301267041e-16,4.61559258846847e-14,0.0396926223700566,7.54150677085275e-16,4.41058164729275e-06,8.51616373742896e-36,6.21053498446508e-12,0.000226451328181692,1.01201787464843e-06,1.01609388102623e-06,4.03663734497971e-40,6.15356751187931e-26,8.12574780506877e-07,0.00963820107758459,4.81540992336529e-16,1.02610607108613e-06,0.303499822865614,0.0192979676495547,0.00100990552504432,8.00839287583783e-17,2.73796469099617e-08,7.3207448880959e-08,2.97156002203525e-05,7.31944118215095e-10,7.08203607598891e-27,1.57899173639934e-13,9.55000729900777e-35,6.44784066217722e-16,2.60649784906503e-21,0.00757630761335779,7.18807385508117e-30
"X172",6.5842113033451e-24,3.80802394204808e-08,0.180744065046593,1.70435088075315e-10,5.31430422110023e-12,8.94371446949107e-25,0.137563361203427,0.0846238727909171,8.89700813919965e-21,7.00469656224688e-13,0.000349666397730513,0.191292207925559,1.84021885052941e-13,8.50667820499037e-41,9.62656683695587e-11,2.24435153500893e-20,9.2608391062962e-09,5.16922912830917e-18,1.23481940337337e-05,1.44737574777047e-27,2.14936204665499e-19,2.05575403683704e-05,0.00843816655363907,4.69941591878397e-12,5.74603096838124e-22,3.08390093768006e-27,1.11921230511197e-15,3.00158843256527e-11,1.32482974840477e-29,1.63061736724966e-20,3.43790782756783e-27,7.132208369086e-46,2.94331781382204e-08,2.33201622963402e-47,2.49275136548833e-12,5.4410172895572e-25,0.295493163011045,0.0257037862750993,1.6718320721019e-44,1.83887432250546e-14,2.87613325697115e-10,7.60174065254612e-30,1.43873667225711e-14,9.25511040589063e-20,6.07964972706221e-45,0.00125623200077264,1.0856830055075e-17,6.23301338736718e-43,4.29737799917148e-24,5.81634995201257e-13,4.49965283571878e-30
"X140.2",6.34331745693052e-24,1.39848175403603e-55,0.33099003175968,2.36315106372406e-14,1.78762256760707e-22,7.94884960174042e-25,0.331493723890103,4.49524879700531e-08,1.58688001609988e-27,1.71830931644535e-36,5.90329806786637e-27,0.137857553326857,6.20770336536412e-14,5.47101661227515e-27,1.59432840592866e-29,9.66107660536868e-22,1.68744427496461e-13,7.45284244073615e-34,7.69350937723811e-08,2.31199955697122e-44,1.88955025527929e-23,1.22618861849409e-12,1.09334033644819e-24,3.08587365630895e-13,4.41660774029364e-11,3.85274770190377e-19,1.51174476445227e-07,6.64322854474839e-28,7.3236754257124e-37,7.55092208201103e-17,4.49280548020896e-21,7.92650113992103e-40,2.93737530166322e-17,2.00856957716243e-47,6.99472329291983e-28,0.000251991781674462,0.148994326429654,1.44618145501416e-16,2.96608513253132e-28,4.12110803253082e-10,0.00786300732722829,3.01919754431824e-28,6.96705546375674e-21,1.10888013258013e-55,2.66672133086127e-56,1.28047896434026e-41,0.000257299040211461,5.46132691211095e-11,1.6943957917532e-27,5.53601487509903e-11,0.0194698757632516
"X141",6.87918052579247e-11,0.00104193607808477,0.16238038258299,0.000144663285070402,1.89255745387982e-13,9.29598401389781e-11,0.431857236902294,9.42270983224951e-05,1.00185742922721e-12,1.04760912060247e-07,3.14454697269484e-10,0.0325113428000947,0.0115204842269355,2.38901197684646e-19,0.003195465471956,0.00040427903522414,1.90960461990311e-14,4.5574895344672e-09,0.0143990621372437,0.0293664841556511,6.15281290191099e-05,5.92759747655172e-06,0.0138323881284296,1.75123308865603e-16,1.95209638751405e-11,1.33630067651481e-08,6.84730148613413e-06,1.62047438549933e-10,2.97895302664365e-09,9.08904305461517e-11,6.30773561999772e-20,0.00536825848346002,1.30234926578447e-19,0.0117629535299974,7.1513689183254e-06,0.00731004239401621,0.0357669337799962,0.00109378335451525,0.00219221163889808,5.4805695961662e-09,0.00267979114336512,0.00218614034071778,1.83250716018034e-08,0.0180202071395349,0.00139103282434412,8.34534267122367e-09,0.000836968048692813,0.0312383351131376,2.39606400387084e-20,8.59687216665645e-11,0.0906806180693015
"X189",1.108412212962e-13,0.047542613761946,3.01418896889318e-31,0.000615893757155346,5.73142243636284e-12,3.23918361587052e-21,0.348637056544311,7.60880838486881e-26,0.000743569801330051,3.77876431085441e-12,0.00669900995113635,5.09271577864846e-40,3.04961780794123e-14,1.15680474535189e-15,7.91399550632838e-17,8.7619590435049e-18,3.2513137109056e-21,1.83150546930779e-30,3.32564120381886e-09,0.0162983327464158,1.81585846700676e-31,2.77615598726778e-11,0.0213462557009229,5.86222288557611e-17,1.6985054596571e-06,4.93368888194772e-38,8.57343100436314e-20,1.98176006885908e-31,1.54443902580834e-32,8.13206040605814e-32,1.43587672241543e-15,5.05280222804343e-09,0.0030234809916985,2.11109439631449e-16,0.000202735965338435,6.96738120824361e-10,6.14577663434302e-28,1.20192539290895e-13,4.54798763126247e-28,7.29218094848528e-22,7.52168515798696e-15,1.54795415888191e-13,9.32193935392422e-19,0.16925702112593,0.137346433810322,3.03592306522927e-19,1.81622192922267e-20,3.93613102694013e-13,3.52535862691653e-18,4.85977938450603e-28,0.106605618773859
"X164",3.53278646322146e-16,5.97889281921946e-18,1.18362768368999e-05,4.27257687929694e-20,1.10582901355435e-13,2.82938258924356e-35,0.169952789120556,6.94675352136464e-25,0.000907691732013707,0.00369898814426784,1.69042871730737e-09,5.1203692395107e-27,4.44838983435318e-19,0.00104399199703293,5.15037448533004e-17,2.11391347984743e-24,8.06939869669702e-21,7.1894832515909e-28,1.43133139488937e-43,8.97010518866164e-17,2.65362752817666e-23,1.11092619815896e-16,0.018061564393785,0.00385513030069276,0.0482636510486062,2.50101875442836e-37,0.0038512217412974,4.53806581049261e-37,0.0340754527564594,1.97899436689742e-07,7.84729320382145e-05,2.50259347707969e-22,2.22955608416145e-07,1.03968569699249e-18,1.67314615870351e-25,5.68820610412273e-10,1.49589299784164e-27,0.000147918631886233,5.02002866100133e-35,8.01960103245218e-20,1.9423700693429e-18,1.25819585621445e-21,3.69184231228573e-22,0.344662936338054,0.171362619056467,2.98930797218656e-07,0.00024491007141129,9.58876417898655e-42,0.00519759045945216,3.16074193810772e-19,0.0544206136444059
"X149.1",6.05106299642704e-12,3.26002263545009e-51,0.0388405133057379,3.84004558080096e-20,0.000486237351121473,1.7436044799703e-07,0.04326924784441,0.00785690202985461,2.72834604257354e-29,1.99891284485204e-08,1.14602268256556e-11,2.22528412029321e-14,3.38544471214408e-18,0.00280331943216151,5.34463497034523e-17,2.08469112099891e-07,2.38780458006598e-15,3.41012225188963e-18,0.00182499308125564,6.99402157147002e-12,0.00429764789836526,7.57649250007316e-21,0.00807936346118098,9.23967625405449e-11,0.169024739470761,0.00450926359110686,8.46998067469636e-19,2.33871060019969e-05,0.201026312608655,0.00857545787790708,2.00097904137798e-18,1.99836038158249e-11,7.22342062692399e-22,1.88685276794289e-14,2.86405144462461e-17,2.49612425029104e-14,1.8549141558524e-13,7.77928766529858e-12,1.18263509640276e-15,5.19156077240166e-10,0.000472740184769182,0.0501188605756645,4.38678496365938e-19,0.329349435091518,0.0554394660587975,3.14994273686304e-36,0.000491150654396437,2.57290463858808e-21,8.6384032716381e-05,1.37370487582025e-06,1.10659662069675e-10
"X165",0.00497838694135101,0.111902326832321,0.026789884951785,0.000249596247209432,0.0102363301795942,0.00777050265365188,4.77058289099926e-07,1.8517849148896e-08,4.43323004095821e-17,9.15405302385919e-15,2.88031066200533e-17,1.56015390653162e-22,5.59173683647099e-07,3.2646263065957e-20,1.8590087925419e-10,8.22405850168118e-05,1.24038111446765e-17,1.94979717437927e-13,0.0259016508862792,1.03385773691068e-22,1.70541851245129e-15,5.59084099003564e-16,3.69111892479678e-05,1.60852715211149e-17,0.305935175811451,7.46755826934867e-12,2.09316680476489e-18,0.000758858510038998,0.227421659293302,1.68339210445024e-09,3.03798041372801e-21,5.71640706220532e-08,1.77783328269211e-18,6.78948943936201e-25,1.97479306579371e-05,7.58038831285382e-20,7.95454056145352e-08,5.89534459869726e-12,3.05177494318639e-12,0.0179601956413999,0.00440724650425207,0.048548533796793,8.2238956431691e-17,0.170514008892629,2.23804276785978e-12,4.23589111702813e-48,0.000224366253984897,1.41131169856955e-06,5.0867688389332e-12,0.0119815265686664,9.63533310679059e-21
"X134",1.64148190617258e-13,0.228859819488882,0.0198406173052771,7.46263021803359e-05,2.04263995937352e-27,2.44369235738706e-13,1.3727547559188e-17,1.48852604189857e-10,0.0267475689189854,0.00431018574668888,8.54331906209269e-06,2.18785401279158e-16,0.00429915759609081,1.04889125232117e-18,8.45519465811758e-05,2.77756207920381e-15,1.76556679011759e-06,2.9032229285449e-12,8.90745719555248e-10,8.00149378149146e-16,9.30831685483922e-25,7.75156297478277e-05,0.00810131644575154,3.98165086327156e-06,0.392949234251129,9.15102812218893e-12,0.016038081143993,5.22182271397783e-16,0.124885341825337,1.95895822205463e-14,4.06108540275096e-11,5.05176357891439e-07,2.19165021925095e-06,3.03062750655875e-18,5.40097584095306e-08,0.00389728527153237,7.74903848877205e-10,0.0129156355285689,6.69569674631434e-15,0.0331165969791519,0.00934577266556088,1.46118074452567e-10,1.19675599137145e-08,0.0303470229411738,2.26985428736301e-19,0.0502090881266587,2.95520074898017e-07,3.37571048562216e-09,0.00456857886738703,7.51692100452837e-11,1.85515551940758e-15
